player_id,season,week,pred_vol,p_start,p_boom,hit_start,hit_boom,stratum,p_start_platt,p_start_iso,p_start_strat_platt,p_start_strat_iso,p_start_platt_vol,p_boom_platt,p_boom_iso,p_boom_strat_platt,p_boom_strat_iso,p_boom_platt_vol
00-0031376,2016,15,16.67022542383027,0.3915,0.1845,TRUE,FALSE,exante_high,0.3279458554621898,0.28793774319066145,0.3474223654261887,0.2901960784313726,0.2366578112492463,0.17813859990940475,0.1326530612244898,0.20709478643508242,0.1640826873385013,0.08673458573445787
00-0031390,2016,15,13.094556503064853,0.2525,0.1045,FALSE,FALSE,exante_mid,0.2332223742453947,0.20198675496688742,0.09226685757085167,0.16511318242343542,0.1358519159021299,0.12993076408573467,0.1092436974789916,0.026905214061956274,0.07180156657963446,0.03831388009081099
00-0031590,2016,15,18.707283511825302,0.4195,0.175,FALSE,FALSE,exante_high,0.34700087078862607,0.3111111111111111,0.36929031103605664,0.3111111111111111,0.4267109800897839,0.17289085025624737,0.1326530612244898,0.20207626005383109,0.1640826873385013,0.24231302498145305
00-0031665,2016,15,11.234372049306858,0.175,0.0535,FALSE,FALSE,exante_mid,0.17776501947852497,0.15531914893617021,0.17196584385817354,0.16511318242343542,0.12455875369067525,0.09033911807478229,0.07971014492753623,0.06766014860739236,0.07180156657963446,0.04499620562119152
00-0031682,2016,15,10.897867615011904,0.165,0.061,FALSE,FALSE,exante_mid,0.17029007004865332,0.15531914893617021,0.18802466480014748,0.16511318242343542,0.11984726356372302,0.0969837863956389,0.07971014492753623,0.056870328341748086,0.07180156657963446,0.030325034123341997
00-0031897,2016,15,17.223036868722282,0.349,0.1435,FALSE,FALSE,exante_high,0.29915358785117985,0.28793774319066145,0.31437376990198046,0.2901960784313726,0.37368445019455376,0.15472143319649936,0.11737089201877934,0.18448226953187338,0.1640826873385013,0.17307727900721054
00-0032058,2016,15,13.321881423046031,0.2035,0.0655,FALSE,FALSE,exante_mid,0.19859897925476197,0.20198675496688742,0.13500072843532632,0.16511318242343542,0.23451774908312709,0.10079345903994529,0.10526315789473684,0.051682362368844235,0.07180156657963446,0.09373481688449253
00-0032187,2016,15,24.987195268951485,0.753,0.496,TRUE,TRUE,exante_high,0.6044103828517923,0.7692307692307693,0.6555051880966087,0.7692307692307693,0.5737880731378125,0.33143762563574186,0.5003232062055591,0.3454779199395834,0.5003232062055591,0.4452267338028204
00-0032200,2016,15,10.86640351546948,0.1405,0.039,TRUE,TRUE,exante_mid,0.1515212505142804,0.15531914893617021,0.2365574984896685,0.16511318242343542,0.16229036162203145,0.07614246389287072,0.07971014492753623,0.10136488170221744,0.07180156657963446,0.0620426565656159
00-0032209,2016,15,14.131077782091268,0.2335,0.0635,FALSE,FALSE,exante_high,0.21994025936536998,0.20198675496688742,0.22399793523380235,0.2819843342036554,0.2520049350248635,0.09911532151325467,0.10526315789473684,0.12795444944904974,0.1640826873385013,0.14501219058544682
00-0032241,2016,15,21.070967782985512,0.4655,0.236,FALSE,FALSE,exante_high,0.378636348788394,0.4015748031496063,0.40552916834389924,0.4015748031496063,0.6502225322821406,0.20525597420346026,0.23076923076923078,0.23263408794021276,0.23076923076923078,0.38576040029076436
00-0032257,2016,15,10.07002607217038,0.133,0.029,FALSE,FALSE,exante_mid,0.14562423702336058,0.15531914893617021,0.2546317190839096,0.16511318242343542,0.12473287134610808,0.06485792840577961,0.07488986784140969,0.14504706126268735,0.07180156657963446,0.06598085821995285
