position,threshold,method,stratum,pred_vol_ref,p_raw,p_recal
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0,0.006440832070284521
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.01,0.055835012331178734
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.02,0.07649116803112654
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.03,0.09179885792797671
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.04,0.10441568172287091
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.05,0.11535314697473002
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.06,0.12512305986659666
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.07,0.13402601429889785
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.08,0.14225592316027236
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.09,0.14994629127451475
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.1,0.15719355494834097
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.11,0.1640700005063878
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.12,0.17063143276163495
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.13,0.1769219831200722
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.14,0.1829772601425635
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.15,0.1888264903731939
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.16,0.1944940180885383
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.17,0.20000038359590117
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.18,0.20536311609423646
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.19,0.2105973281756131
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.2,0.215716169346333
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.21,0.22073117734462736
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.22,0.22565255405244639
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.23,0.2304893848924943
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.24,0.23524981526787545
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.25,0.23994119393192898
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.26,0.244570190605667
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.27,0.24914289333095788
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.28,0.25366488972637874
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.29,0.2581413353455044
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.3,0.262577011620651
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.31,0.2669763753378787
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.32,0.2713436011822009
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.33,0.27568261858084686
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.34,0.279997143832458
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.35000000000000003,0.284290708323494
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.36,0.28856668348697456
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.37,0.29282830304345836
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.38,0.29707868297281237
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.39,0.3013208395925591
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.4,0.30555770606042326
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.41000000000000003,0.30979214757209655
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.42,0.3140269754879007
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.43,0.3182649605921553
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.44,0.322508845665316
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.45,0.32676135753026025
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.46,0.3310252187196811
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.47000000000000003,0.33530315890078305
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.48,0.33959792618590934
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.49,0.3439122984530436
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.5,0.34824909479810184
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.51,0.3526111872414517
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.52,0.3570015128141239
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.53,0.36142308615478164
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.54,0.3658790127568172
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.55,0.3703725030161914
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.56,0.3749068872451455
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.5700000000000001,0.3794856318351559
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.58,0.38411235677504196
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.59,0.388790854757748
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.6,0.39352511214293767
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.61,0.3983193320834013
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.62,0.40317796017289625
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.63,0.4081057130333829
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.64,0.4131076103331518
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.65,0.4181890108172287
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.66,0.4233556530417451
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.67,0.4286137016399185
QB,20+,platt_vol_vegas,exante_statue,1.973033566785107,0.68,0.4339698001156834
