player_id,posteam,defteam,game_id,source,rolling_epa_per_opp,wt_carry_share,wt_target_share,prior_epa_per_opp,baseline_epa_per_opp,is_cold_start,draft_tier,baseline_carry_share,baseline_target_share,player_name,form_residual,wt_team_total_plays,baseline_team_total_plays,wt_snap_share,baseline_snap_share,games_played_so_far,def_used_fallback,def_rush_epa_adj,def_short_pass_epa_adj,def_deep_pass_epa_adj,season,week,team_spread,implied_total,report_status,practice_status,own_q_int,own_practice_int,weeks_missed,return_from_absence,above_new_out_share,above_q_share,above_long_out_share
00-0032104,JAX,DEN,2026_02_JAX_DEN,played,0.05445676945797828,0.16,0.2,0.05683002928121676,0.05683002928121676,FALSE,r2_3,0.05384615384615385,0.18085106382978725,Ameer Abdullah,-0.00237325982323848,59,68.58823529411765,0.09,0.10538461538461538,1,TRUE,-0.05163746375675101,-0.7712743786780888,-0.11540366245886874,2026,2,-3,21.25,NA,NA,0,3,0,0,0,0,0
00-0032764,BAL,NO,2026_02_NO_BAL,played,0.33843751706648617,0.8,0.2,0.01917811421252017,0.01917811421252017,FALSE,r2_3,0.7831632653061225,0.15789473684210525,Derrick Henry,0.319259402853966,67,60.588235294117645,0.54,0.5452941176470588,1,TRUE,-0.17677324793279073,-0.6733697204036255,-0.2366327474895238,2026,2,8.5,28,NA,NA,0,3,0,0,0,0,0
00-0033280,SF,MIA,2026_02_MIA_SF,played,-0.12076632049770912,0.4166666666666667,0.8888888888888888,0.04086500117752923,0.04086500117752923,FALSE,r1,0.7679012345679013,0.583710407239819,Christian McCaffrey,-0.16163132167523836,65,66.05882352941177,0.55,0.8311764705882353,1,TRUE,-0.08347256920048277,-0.2582893110553135,0.7554766866925222,2026,2,13.5,29.5,NA,NA,0,3,0,0,0,0,0
00-0033293,MIN,CHI,2026_02_MIN_CHI,played,-0.1484668602128155,0.4444444444444444,0.16666666666666666,-0.05737255261740521,-0.05737255261740521,FALSE,r4_5,0.559322033898305,0.38317757009345793,Aaron Jones,-0.09109430759541029,66,60.05882352941177,0.46,0.5508333333333333,1,TRUE,-0.07399467904254103,-0.5240251464088035,0.07170027659926553,2026,2,-5.5,21,NA,NA,0,3,0,0,0,0,0
00-0033376,NYG,LA,2026_02_NYG_LA,played,-0.4955208564642817,0,0.14285714285714285,NA,-0.053057520304063764,TRUE,udfa,0.18985042735042734,0.10986562457150692,Patrick Ricard,-0.44246333616021793,71,69.82352941176471,0.54,0.40636363636363637,1,TRUE,-0.15811037746896853,-0.5099921425487202,-0.8061445982426313,2026,2,-7,20.25,NA,NA,0,3,0,0,0,0,0
00-0033526,CIN,HOU,2026_02_CIN_HOU,played,0.3193967339975643,0.23809523809523808,0.2727272727272727,-0.027067598818537302,-0.027067598818537302,FALSE,r4_5,0.30434782608695654,0.13725490196078433,Samaje Perine,0.3464643328161016,65,66.82352941176471,0.28,0.3506666666666667,1,TRUE,-0.14560605171103552,-0.9401945942053027,2.7941583730726838,2026,2,-2.5,22,NA,NA,0,3,0,0,0,0,0
00-0034844,PHI,TEN,2026_02_PHI_TEN,played,-0.11892052233451977,0.8333333333333334,0.2222222222222222,-0.08755386253357089,-0.08755386253357089,FALSE,r1,0.8074712643678161,0.4112903225806452,Saquon Barkley,-0.03136665980094888,54,63.411764705882355,0.71,0.783125,1,TRUE,-0.02162215625535999,-0.785838870326635,-0.4304794386006146,2026,2,7,23.25,NA,NA,0,3,0,0,0,0,0
00-0034975,BAL,NO,2026_02_NO_BAL,played,-0.17385605240294888,0.2,0.2,-0.0185070806933153,-0.0185070806933153,FALSE,r4_5,0.09836065573770492,0.36486486486486486,Justice Hill,-0.15534897170963358,67,60.588235294117645,0.46,0.371,1,TRUE,-0.17677324793279073,-0.6733697204036255,-0.2366327474895238,2026,2,8.5,28,NA,NA,0,3,0,0,0,0,0
00-0035250,NYG,LA,2026_02_NYG_LA,played,0.2434497927664779,0.23076923076923078,0.5714285714285714,-0.003644778202146356,-0.003644778202146356,FALSE,r2_3,0.29974811083123426,0.11176470588235295,Devin Singletary,0.24709457096862425,71,69.82352941176471,0.36,0.27647058823529413,1,TRUE,-0.15811037746896853,-0.5099921425487202,-0.8061445982426313,2026,2,-7,20.25,NA,NA,0,3,0,0,0,0,0
00-0035261,TEN,PHI,2026_02_PHI_TEN,played,-0.2292379539899735,0.7,0.15384615384615385,-0.11845038250770308,-0.11845038250770308,FALSE,r4_5,0.7378048780487805,0.21693121693121692,Tony Pollard,-0.1107875714822704,52,63.1764705882353,0.52,0.6247058823529412,1,TRUE,-0.1365106788697002,-0.4910301085025299,0.539867569595374,2026,2,-7,16.25,NA,NA,0,3,0,0,0,0,0
00-0035685,HOU,CIN,2026_02_CIN_HOU,played,0.10140027335095826,0.6896551724137931,0.375,0.0191591945336895,0.0191591945336895,FALSE,r2_3,0.3897058823529412,0.14871794871794872,David Montgomery,0.08224107881726876,81,68.70588235294117,0.49,0.37058823529411766,1,TRUE,-0.015712700018993983,-0.23042956072561638,-0.8798989331370853,2026,2,2.5,24.5,NA,NA,0,3,0,0,0,0,0
00-0036139,PIT,NE,2026_02_PIT_NE,played,-0.5074618270031702,0.4444444444444444,0.29411764705882354,-0.011179030418947274,-0.011179030418947274,FALSE,udfa,0.6030534351145038,0.3067484662576687,Rico Dowdle,-0.4962827965842229,67,61.1764705882353,0.58,0.5605882352941176,1,TRUE,-0.118561653360755,-0.6686110731687679,-1.0664231775683606,2026,2,-4.5,18.5,NA,NA,0,3,0,0,0,0,0
00-0036158,DEN,JAX,2026_02_JAX_DEN,played,-0.14114148836233653,0.7272727272727273,0,-0.004799248291838992,-0.004799248291838992,FALSE,r2_3,0.7285714285714285,0.14736842105263157,J.K. Dobbins,-0.13634224007049753,53,67.76470588235294,0.43,0.511,1,TRUE,-0.05627777134198159,-0.32596817332252354,-0.6245749685662257,2026,2,3,24.25,NA,NA,0,3,0,0,0,0,0
00-0036223,IND,KC,2026_02_IND_KC,played,-0.12089160575187238,1,0.4444444444444444,0.0736991602138947,0.0736991602138947,FALSE,r2_3,0.8663101604278075,0.45161290322580644,Jonathan Taylor,-0.19459076596576708,55,63.76470588235294,0.89,0.8258823529411765,1,TRUE,-0.09133896224372973,-0.2788462266885864,-0.54736939031909,2026,2,-6.5,20,NA,NA,0,3,0,0,0,0,0
00-0036265,CAR,ATL,2026_02_CAR_ATL,played,-0.3968643329804763,0.2631578947368421,0,-0.2904506971904387,-0.2904506971904387,FALSE,r2_3,0.10909090909090909,0.05357142857142857,AJ Dillon,-0.1064136357900376,70,63.11764705882353,0.1,0.11857142857142858,1,TRUE,-0.06909289956463513,-0.5497139368649572,0.012473164046246987,2026,2,2.5,23,NA,NA,0,3,0,0,0,0,0
00-0036275,CHI,MIN,2026_02_MIN_CHI,played,0.5241691650406114,0.6428571428571429,0.125,0.05122248451575868,0.05122248451575868,FALSE,r2_3,0.601078167115903,0.3582089552238806,D'Andre Swift,0.4729466805248527,77,69.3529411764706,0.57,0.57875,1,TRUE,-0.13416985267272413,-0.8304424950710266,-1.6047912598833838,2026,2,5.5,26.5,NA,NA,0,3,0,0,0,0,0
00-0036425,MIN,CHI,2026_02_MIN_CHI,played,-1.6254725616890937,0,0.16666666666666666,NA,-0.06448674100855273,TRUE,r4_5,0.2900036954915004,0.1888479159682646,DeeJay Dallas,-1.560985820680541,66,60.05882352941177,0.09,0.06166666666666667,1,TRUE,-0.07399467904254103,-0.5240251464088035,0.07170027659926553,2026,2,-5.5,21,NA,NA,0,3,0,0,0,0,0
00-0036555,CAR,ATL,2026_02_CAR_ATL,played,0.44550660473312464,0.5263157894736842,0.2727272727272727,-0.06376101293045675,-0.06376101293045675,FALSE,r4_5,0.4066265060240964,0.2746478873239437,Chuba Hubbard,0.5092676176635814,70,63.11764705882353,0.71,0.458,1,TRUE,-0.06909289956463513,-0.5497139368649572,0.012473164046246987,2026,2,2.5,23,NA,NA,0,3,0,0,0,0,0
00-0036875,NE,PIT,2026_02_PIT_NE,played,-0.3396445949355597,0.75,0.46153846153846156,-0.030641450506770085,-0.030641450506770085,FALSE,r4_5,0.42810457516339867,0.296875,Rhamondre Stevenson,-0.3090031444287896,74,64.3529411764706,0.85,0.5935714285714285,1,TRUE,-0.19622262340234847,-0.6414233868411229,0.26487338703440216,2026,2,4.5,23,NA,NA,0,3,0,0,0,0,0
00-0036919,TB,CLE,2026_02_CLE_TB,played,-0.25172620071680285,0.38461538461538464,0.07692307692307693,0.01646254448229697,0.01646254448229697,FALSE,r4_5,0.30978260869565216,0.4358974358974359,Kenny Gainwell,-0.2681887451990998,61,68,0.46,0.4964705882352941,1,TRUE,-0.15533906255711852,-0.6902725511100883,-0.5426952989707408,2026,2,8.5,25,NA,NA,0,3,0,0,0,0,0
00-0036973,NO,BAL,2026_02_NO_BAL,played,-0.15706324458084323,0.45,0.45,-0.03152025979761577,-0.03152025979761577,FALSE,r1,0.6951871657754011,0.3851851851851852,Travis Etienne,-0.12554298478322745,90,67.47058823529412,0.59,0.6011764705882353,1,TRUE,-0.149162004093918,-0.5720887007268598,-0.3110246393514623,2026,2,-8.5,19.5,NA,NA,0,3,0,0,0,0,0
00-0036997,DAL,WAS,2026_02_WAS_DAL,played,0.1780093554783996,0.8,0.5555555555555556,-0.034759951871465834,-0.034759951871465834,FALSE,r2_3,0.7,0.40476190476190477,Javonte Williams,0.21276930734986543,59,70.52941176470588,0.71,0.69,1,TRUE,-0.02832825299297148,-0.2291608171092385,-0.3195472519878576,2026,2,4.5,27.5,NA,NA,0,3,0,0,0,0,0
00-0037228,PIT,NE,2026_02_PIT_NE,played,-0.38822637674820726,0.5555555555555556,0.35294117647058826,0.03961403450454899,0.03961403450454899,FALSE,udfa,0.6169590643274854,0.24193548387096775,Jaylen Warren,-0.42784041125275624,67,61.1764705882353,0.37,0.5075000000000001,1,TRUE,-0.118561653360755,-0.6686110731687679,-1.0664231775683606,2026,2,-4.5,18.5,NA,NA,0,3,0,0,0,0,0
00-0037248,BUF,DET,2026_02_DET_BUF,played,-0.027573056467671823,0.8666666666666667,0.5714285714285714,0.04082520831168669,0.04082520831168669,FALSE,r2_3,0.7374701670644391,0.273972602739726,James Cook,-0.06839826477935851,57,66.3529411764706,0.72,0.571764705882353,1,TRUE,-0.09662671014483816,-0.7175068205841315,-0.5248023596716174,2026,2,4.5,29.5,NA,NA,0,3,0,0,0,0,0
00-0037256,WAS,DAL,2026_02_WAS_DAL,played,-0.4939611706790147,0.25925925925925924,0.2222222222222222,0.048411582305422515,0.048411582305422515,FALSE,r2_3,0.3333333333333333,0.30405405405405406,Rachaad White,-0.5423727529844372,74,63.11764705882353,0.41,0.5105882352941177,1,TRUE,-0.00876506833782573,-0.25200455913246156,-0.114186719464519,2026,2,-4.5,23,NA,NA,0,3,0,0,0,0,0
00-0037263,ARI,SEA,2026_02_SEA_ARI,played,-0.16492204175015437,0.6071428571428571,0.2857142857142857,-0.05516917802925405,-0.05516917802925405,FALSE,r4_5,0.325,0.0935672514619883,Tyler Allgeier,-0.10975286372090032,75,68.11764705882354,0.59,0.3023529411764706,1,TRUE,-0.27462271255742116,-0.5188922858932248,-0.902108245000356,2026,2,-3.5,18.5,NA,NA,0,3,0,0,0,0,0
00-0037304,LV,LAC,2026_02_LV_LAC,played,1.8482238373253495,0.03225806451612903,0,0.5245871559753524,0.5245871559753524,FALSE,udfa,0.05928853754940711,0.031007751937984496,Connor Heyward,1.323636681349997,68,59.411764705882355,0.47,0.08647058823529412,1,TRUE,-0.1296286945293128,-0.52928300072121,-1.1224737382548615,2026,2,-6.5,18.5,NA,NA,0,3,0,0,0,0,0
00-0037525,MIN,CHI,2026_02_MIN_CHI,played,-0.1976726102118846,0.5555555555555556,0,-0.05932107179855256,-0.05932107179855256,FALSE,udfa,0.49226006191950467,0.11188811188811189,Jordan Mason,-0.13835153841333203,66,60.05882352941177,0.45,0.4275,1,TRUE,-0.07399467904254103,-0.5240251464088035,0.07170027659926553,2026,2,-5.5,21,NA,NA,0,3,0,0,0,0,0
00-0037557,LA,NYG,2026_02_NYG_LA,played,-0.3835379956678177,0.19230769230769232,0.2,NA,-0.053057520304063764,TRUE,udfa,0.18985042735042734,0.10986562457150692,Ronnie Rivers,-0.33048047536375397,61,66.52941176470588,0.13,0.024545454545454547,1,TRUE,0.09349626385113173,-0.5411489997917301,-0.2782530736644961,2026,2,7,27.25,NA,NA,0,3,0,0,0,0,0
00-0037746,ATL,CAR,2026_02_CAR_ATL,played,-0.11748652087731494,0.3,0,-0.045983948775551675,-0.045983948775551675,FALSE,r2_3,0.23173803526448364,0.05714285714285714,Brian Robinson,-0.07150257210176326,61,65.88235294117646,0.25,0.16705882352941176,1,TRUE,-0.046820644775164476,-0.535482861821443,1.09908740923122,2026,2,-2.5,20.5,NA,NA,0,3,0,0,0,0,0
00-0037840,LA,NYG,2026_02_NYG_LA,played,0.11119510266248003,0.4230769230769231,0.6,0.043580175972070666,0.043580175972070666,FALSE,r4_5,0.6271186440677966,0.4807692307692308,Kyren Williams,0.06761492669040936,61,66.52941176470588,0.64,0.6829411764705883,1,TRUE,0.09349626385113173,-0.5411489997917301,-0.2782530736644961,2026,2,7,27.25,NA,NA,0,3,0,0,0,0,0
00-0038120,NYJ,GB,2026_02_GB_NYJ,played,0.14967825762869325,0.6875,0.5,-0.04672514621171823,-0.04672514621171823,FALSE,r2_3,0.7689873417721519,0.2823529411764706,Breece Hall,0.19640340384041147,68,63.294117647058826,0.58,0.64375,1,TRUE,-0.126921671403957,-0.3480151053035836,-0.0042416777392892,2026,2,-4.5,20,NA,NA,0,3,0,0,0,0,0
00-0038134,KC,IND,2026_02_IND_KC,played,0.37051177904981286,0.7419354838709677,0.5,-0.02900563797889113,-0.02900563797889113,FALSE,r2_3,0.5022727272727273,0.3103448275862069,Kenneth Walker III,0.39951741702870397,67,66.17647058823529,0.68,0.4688235294117647,1,TRUE,-0.07161566891753417,-0.6452614909184764,-0.07935999097301083,2026,2,6.5,26.5,NA,NA,0,3,0,0,0,0,0
00-0038454,LAC,LV,2026_02_LV_LAC,played,-0.28676922179874964,0.25,0,-0.041022475715808596,-0.041022475715808596,FALSE,udfa,0.19407894736842105,0.15,Keaton Mitchell,-0.24574674608294106,59,68.41176470588235,0.31,0.17461538461538462,1,TRUE,-0.06298093966854411,-0.33229828284819707,-0.9142903424282052,2026,2,6.5,25,NA,NA,0,3,0,0,0,0,0
00-0038488,SEA,ARI,2026_02_SEA_ARI,played,0.539879179908894,0,0.2857142857142857,NA,-0.053057520304063764,TRUE,udfa,0.18985042735042734,0.10986562457150692,Brady Russell,0.5929367002129577,55,63,0.34,0.054117647058823534,1,TRUE,-0.09071397503979466,-0.46844168102160805,-0.6215084765898616,2026,2,3.5,22,NA,NA,0,3,0,0,0,0,0
00-0038542,ATL,CAR,2026_02_CAR_ATL,played,-0.13545067614299083,0.7,0.5882352941176471,0.03666293225957687,0.03666293225957687,FALSE,r1,0.6545454545454545,0.6023391812865497,Bijan Robinson,-0.1721136084025677,61,65.88235294117646,0.77,0.7817647058823529,1,TRUE,-0.046820644775164476,-0.535482861821443,1.09908740923122,2026,2,-2.5,20.5,NA,NA,0,3,0,0,0,0,0
00-0038551,NO,BAL,2026_02_NO_BAL,played,0.07965532858442101,0.45,0,-0.06334311256180697,-0.06334311256180697,FALSE,r2_3,0.3263888888888889,0.0847457627118644,Kendre Miller,0.14299844114622798,90,67.47058823529412,0.29,0.24285714285714285,1,TRUE,-0.149162004093918,-0.5720887007268598,-0.3110246393514623,2026,2,-8.5,19.5,NA,NA,0,3,0,0,0,0,0
00-0038555,PHI,TEN,2026_02_PHI_TEN,played,-0.3172809711541049,0.05555555555555555,0,0.0971935475679769,0.0971935475679769,FALSE,r2_3,0.23684210526315788,0.04819277108433735,Tank Bigsby,-0.41447451872208185,54,63.411764705882355,0.11,0.12647058823529414,1,TRUE,-0.02162215625535999,-0.785838870326635,-0.4304794386006146,2026,2,7,23.25,NA,NA,0,3,0,0,0,0,0
00-0038597,CIN,HOU,2026_02_CIN_HOU,played,-0.09999198527392847,0.7619047619047619,0.5454545454545454,-0.045249826505390715,-0.045249826505390715,FALSE,r4_5,0.6955223880597015,0.49171270718232046,Chase Brown,-0.05474215876853775,65,66.82352941176471,0.72,0.6658823529411765,1,TRUE,-0.14560605171103552,-0.9401945942053027,2.7941583730726838,2026,2,-2.5,22,NA,NA,0,3,0,0,0,0,0
00-0038611,JAX,DEN,2026_02_JAX_DEN,played,-0.12740468417822295,0.24,0,0.024978149752534026,0.024978149752534026,FALSE,r6_udfa,0.4357976653696498,0.04395604395604396,Chris Rodriguez Jr.,-0.15238283393075697,59,68.58823529411765,0.4,0.3123076923076923,1,TRUE,-0.05163746375675101,-0.7712743786780888,-0.11540366245886874,2026,2,-3,21.25,NA,NA,0,3,0,0,0,0,0
00-0038685,GB,NYJ,2026_02_GB_NYJ,played,-0.215556229250069,0.35,0.125,-0.13584729775683257,-0.13584729775683257,FALSE,udfa,0.08490566037735849,0.16831683168316833,Chris Brooks,-0.07970893149323643,72,62.294117647058826,0.56,0.20058823529411765,1,TRUE,-0.08548983302204088,-0.2531245860505725,1.0530290796011745,2026,2,4.5,24.5,NA,NA,0,3,0,0,0,0,0
00-0038705,DAL,WAS,2026_02_WAS_DAL,played,-0.16017217995249666,0.13333333333333333,0,-0.13264032641650775,-0.13264032641650775,FALSE,udfa,0.22448979591836735,0.14492753623188406,Emari Demercado,-0.027531853535988915,59,70.52941176470588,0.09,0.2323076923076923,1,TRUE,-0.02832825299297148,-0.2291608171092385,-0.3195472519878576,2026,2,4.5,27.5,NA,NA,0,3,0,0,0,0,0
00-0038738,DAL,WAS,2026_02_WAS_DAL,played,-0.07151150604477152,0.06666666666666667,0,0.0969552106314851,0.0969552106314851,FALSE,udfa,0.06015037593984962,0.189873417721519,Hunter Luepke,-0.16846671667625662,59,70.52941176470588,0.26,0.21058823529411766,1,TRUE,-0.02832825299297148,-0.2291608171092385,-0.3195472519878576,2026,2,4.5,27.5,NA,NA,0,3,0,0,0,0,0
00-0038797,SEA,ARI,2026_02_SEA_ARI,played,-0.9495319937122986,0.1,0,-0.04679396880957497,-0.04679396880957497,FALSE,udfa,0.3443526170798898,0.14173228346456693,Emanuel Wilson,-0.9027380249027236,55,63,0.06,0.3111764705882353,1,TRUE,-0.09071397503979466,-0.46844168102160805,-0.6215084765898616,2026,2,3.5,22,NA,NA,0,3,0,0,0,0,0
00-0039032,TEN,PHI,2026_02_PHI_TEN,played,-0.3472847455538743,0.3,0.3076923076923077,-0.045455817452086406,-0.045455817452086406,FALSE,r2_3,0.2823529411764706,0.3333333333333333,Tyjae Spears,-0.30182892810178785,52,63.1764705882353,0.5,0.4592307692307692,1,TRUE,-0.1365106788697002,-0.4910301085025299,0.539867569595374,2026,2,-7,16.25,NA,NA,0,3,0,0,0,0,0
00-0039040,MIA,SF,2026_02_MIA_SF,played,-0.08001183693713465,0.9166666666666666,0.5,0.011798684502011951,0.011798684502011951,FALSE,r2_3,0.664804469273743,0.5345911949685535,De'Von Achane,-0.0918105214391466,59,59.05882352941177,0.86,0.75375,1,TRUE,-0.025774928567259544,-0.23503958712518477,-0.24279271494741841,2026,2,-13.5,16,NA,NA,0,3,0,0,0,0,0
00-0039139,DET,BUF,2026_02_DET_BUF,played,-0.042555902627474794,0.9354838709677419,0.7142857142857143,0.04475801748123373,0.04475801748123373,FALSE,r1,0.5955882352941176,0.48205128205128206,Jahmyr Gibbs,-0.08731392010870853,79,65.52941176470588,0.74,0.67,1,TRUE,-0.01573422686372833,-0.7212552766451847,-0.2957301081001292,2026,2,-4.5,25,NA,NA,0,3,0,0,0,0,0
00-0039299,SEA,ARI,2026_02_SEA_ARI,played,-0.24223907784714052,0.4,0.14285714285714285,-0.3954363163733134,-0.3954363163733134,FALSE,udfa,0.18803418803418803,0.125,George Holani,0.15319723852617287,55,63,0.46,0.05545454545454546,1,TRUE,-0.09071397503979466,-0.46844168102160805,-0.6215084765898616,2026,2,3.5,22,NA,NA,0,3,0,0,0,0,0
