component,stratum,nominal,empirical,sharpness,delta
efficiency,low_opp_3_5,0.5,0.4420317220543807,0.8356217362815036,-0.05796827794561932
efficiency,low_opp_3_5,0.8,0.7343277945619335,1.6776683507725605,-0.06567220543806651
efficiency,low_opp_3_5,0.9,0.8554569486404834,2.290293351000565,-0.04454305135951664
volume,low_opp_3_5,0.5,0.5545694864048338,3.1092306722631626,0.054569486404833834
volume,low_opp_3_5,0.8,0.8113670694864048,6.2286515867958565,0.011367069486404757
volume,low_opp_3_5,0.9,0.9032288519637462,8.309899570367476,0.0032288519637462265
combined,low_opp_3_5,0.5,0.4981117824773414,4.366399946454226,-0.0018882175226586084
combined,low_opp_3_5,0.8,0.8046638972809668,8.278150893155402,0.004663897280966722
combined,low_opp_3_5,0.9,0.9111593655589124,10.876628730287319,0.011159365558912393
