player_id,player_name,season,week,actual_fp,intercept,pred_fp,feat_prior_epa_per_opp,feat_baseline_epa_per_opp,feat_rolling_epa_per_opp,feat_form_residual,feat_is_cold_start_int,feat_draft_tier_int,feat_def_rush_epa_adj,feat_def_short_pass_epa_adj,feat_def_deep_pass_epa_adj,feat_wt_snap_share,feat_games_played_so_far,feat_def_used_fallback_int,feat_team_spread,feat_implied_total,feat_wt_carry_share,feat_wt_target_share,feat_wt_team_total_plays,feat_baseline_carry_share,feat_baseline_target_share,feat_baseline_snap_share,feat_baseline_team_total_plays,feat_own_q_int,feat_own_practice_int,feat_weeks_missed,feat_return_from_absence,feat_above_new_out_share,feat_above_q_share,feat_above_long_out_share
00-0029892,Kyle Juszczyk,2025,18,1.5,8.348254376525432,2.715585540556386,-0.09245031551792268,-0.04725884254724394,0.23530244090725472,0.13166551045185818,0,-0.018091758027927368,-0.03817609563868318,0.04334278240425071,-0.06473616936318917,0.2960644752965261,-0.04287786704158367,3.9469352163983397e-4,-0.0256617514138957,-0.029466497554029327,-0.4230269663780395,-0.1144514754768135,-0.019480966309912223,-0.03179054361007229,0.06833980038824247,0.07390580294278055,-0.009397229999412953,-1.526783183616653,-0.3635164459285635,-2.0485711322679645,-0.01126450749245038,-0.01898201009243445,-1.1461137465869768,-0.40958683701782034
00-0032104,Ameer Abdullah,2025,18,4.5,8.348254376525432,1.951409140537087,0.09014451526305815,0.039064895886870024,0.03553491030555326,-0.05106737006654718,0,0.0021331635728212154,-0.007275292810145782,-0.04007813416707237,0.02637552867931479,-0.7168130365003477,-0.09477147715439496,8.321727986832476e-4,-0.13931086815165558,-0.3726844902338074,-0.3141713234473416,0.08809768943054763,0.04517123499373362,-0.08392196782918443,0.060743192606956965,-0.033429193884945474,-0.012745700867910681,-1.4050292040578314,-0.3696341260841738,-1.8555477465211654,-0.003244317390642981,-0.019141350860410376,-0.9306490827165584,-0.33542785678174125
00-0032764,Derrick Henry,2025,18,12.600000000000001,8.348254376525432,14.657894424980269,0.7474708052521317,0.3018831617419807,0.6384659589478487,-0.02364681096149343,0,0.012062415512028846,-0.05319693791393038,-0.29233426070851015,0.1726041721496575,0.14885005303710902,-0.1697365254846332,9.107358800819459e-4,0.15639653928962033,0.21658856781767508,1.238741739167405,-0.6140931544113146,-0.11103380742011221,0.6901070653696163,-0.46141001594821873,0.43164524925946796,-0.04375171475171509,0.9945860059430747,0.31407004763184687,1.252364622171718,0.0021193025994700933,-0.01835630405916996,0.5599043790828067,0.21842875926040667
