component,stratum,nominal,empirical,sharpness,delta
efficiency,low_opp_5_8,0.5,0.39783535585437846,0.39672078444956205,-0.10216464414562154
efficiency,low_opp_5_8,0.8,0.682846835027878,0.8082373970922854,-0.11715316497212203
efficiency,low_opp_5_8,0.9,0.8094457199081666,1.0771148371948502,-0.09055428009183342
volume,low_opp_5_8,0.5,0.4247294194817973,7.808095478546779,-0.07527058051820268
volume,low_opp_5_8,0.8,0.7848474909806494,14.947474168058738,-0.015152509019350613
volume,low_opp_5_8,0.9,0.8976713676615283,19.742812772665566,-0.0023286323384716923
combined,low_opp_5_8,0.5,0.6464414562151525,4.376263611810144,0.14644145621515248
combined,low_opp_5_8,0.8,0.8861921941620203,8.315037376506805,0.08619219416202029
combined,low_opp_5_8,0.9,0.9393243686454575,10.67223493357613,0.03932436864545752
