position,threshold,n,pearson_r,mean_diff_pp,mad_pp,max_abs_pp,n_over_flag,pass_r,pass_mean,pass_rows
QB,boom,32,0.9667647777230901,0.2965184473226733,1.124733626507513,3.644955485017212,0,TRUE,TRUE,TRUE
QB,start,32,0.9861988406605571,0.494898174274674,1.0066466236317582,2.8796503290749453,0,TRUE,TRUE,TRUE
RB,boom,58,0.9871744383766168,-0.11834220866961152,1.298292345453742,6.669655713014438,0,TRUE,TRUE,TRUE
RB,start,58,0.9913489609922176,-0.15865918488673136,1.7001686636643705,7.499416146292859,0,TRUE,TRUE,TRUE
TE,boom,37,0.9887510347798055,-0.10441628724414038,1.1085699841512948,4.649294908332424,0,TRUE,TRUE,TRUE
TE,start,37,0.997139681337237,-0.001053166155740767,0.8505057129820647,3.2977861108601347,0,TRUE,TRUE,TRUE
WR,boom,75,0.9628730919479319,-0.4914642318968863,1.2416313562827037,10.921976704350811,1,TRUE,TRUE,FALSE
WR,start,75,0.9792805402915522,-0.7552663356547872,1.8008016441045647,8.0880072023865,0,TRUE,TRUE,TRUE
