position,player_id,player_name,posteam,ecr_rank,ecr_as_of
WR,00-0040870,Ja'Kobi Lane,BAL,69,2026-09-13T12:03:58
WR,00-0039410,Ryan Flournoy,DAL,70,2026-09-13T12:03:58
WR,00-0034837,Calvin Ridley,TEN,71,2026-09-13T12:03:58
WR,00-0035719,Deebo Samuel Sr.,SF,71,2026-09-10T20:50:52
WR,00-0036550,Rashod Bateman,BAL,73,2026-09-13T12:03:58
WR,00-0041042,Malachi Fields,NYG,74,2026-09-13T12:03:58
WR,00-0040134,Pat Bryant,DEN,75,2026-09-14T19:04:05
WR,00-0041525,Chris Bell,MIA,76,2026-09-13T12:03:58
WR,00-0036309,Darnell Mooney,NYG,77,2026-09-13T12:03:58
WR,00-0041523,Caleb Douglas,MIA,78,2026-09-13T12:03:58
WR,00-0041511,Omar Cooper Jr.,NYJ,79,2026-09-13T12:03:58
WR,00-0040669,Isaac TeSlaa,DET,80,2026-09-13T12:03:58
WR,00-0040138,Jaylin Noel,HOU,81,2026-09-13T12:03:58
WR,00-0041048,Ted Hurst III,TB,82,2026-09-13T12:03:58
WR,00-0041489,Germie Bernard,PIT,83,2026-09-13T12:03:58
WR,00-0040729,Jack Bech,LV,84,2026-09-13T12:03:58
WR,00-0039342,Xavier Legette,CAR,85,2026-09-13T12:03:58
WR,00-0038104,Tyquan Thornton,KC,86,2026-09-14T19:04:05
WR,00-0039901,Keon Coleman,BUF,87,2026-09-13T12:03:58
WR,00-0040648,Tory Horton,SEA,87,2026-09-09T22:42:37
WR,00-0038619,Andrei Iosivas,CIN,88,2026-09-13T12:03:58
WR,00-0039868,Troy Franklin,DEN,89,2026-09-14T19:04:05
WR,00-0040170,Elic Ayomanor,TEN,90,2026-09-13T12:03:58
WR,00-0041044,Zachariah Branch,ATL,91,2026-09-13T12:03:58
WR,00-0041040,Antonio Williams,WAS,92,2026-09-13T12:03:58
WR,00-0040718,Travis Hunter,JAX,93,2026-09-13T12:03:58
WR,00-0038976,Marvin Mims Jr.,DEN,94,2026-09-14T19:04:05
WR,00-0040705,Chimere Dike,TEN,96,2026-09-13T12:03:58
WR,00-0033307,Kendrick Bourne,ARI,97,2026-09-13T12:03:58
WR,00-0037666,Jalen Tolbert,MIA,98,2026-09-13T12:03:58
WR,00-0035662,Marquise Brown,PHI,100,2026-09-13T12:03:58
WR,00-0040890,Cyrus Allen,KC,101,2026-09-14T19:04:05
WR,00-0037801,KaVontae Turpin,DAL,102,2026-09-13T12:03:58
WR,00-0037741,Jahan Dotson,ATL,103,2026-09-13T12:03:58
WR,00-0040876,Elijah Sarratt,BAL,104,2026-09-13T12:03:58
WR,00-0041067,Bryce Lance,NO,105,2026-09-13T12:03:58
WR,00-0041443,Skyler Bell,BUF,106,2026-09-13T12:03:58
WR,00-0036849,Tutu Atwell,LA,107,2026-09-10T20:50:52
WR,00-0038618,Xavier Hutchinson,HOU,107,2026-09-13T12:03:58
WR,00-0039855,Jalen McMillan,TB,108,2026-09-13T12:03:58
WR,00-0040237,Tez Johnson,TB,109,2026-09-13T12:03:58
WR,00-0040131,Kyle Williams,NE,110,2026-09-09T22:42:37
WR,00-0035021,Ashton Dulin,IND,111,2026-09-13T12:03:58
WR,00-0035208,Olamide Zaccheaus,ATL,112,2026-09-13T12:03:58
WR,00-0033555,Mack Hollins,NE,113,2026-09-09T22:42:37
WR,00-0041099,Barion Brown,NO,113,2026-09-13T12:03:58
WR,00-0031235,Odell Beckham Jr.,NYG,114,2026-09-13T12:03:58
WR,00-0037742,Treylon Burks,WAS,115,2026-09-13T12:03:58
WR,00-0039739,Roman Wilson,PIT,116,2026-09-13T12:03:58
WR,00-0032464,Kalif Raymond,CHI,117,2026-09-13T12:03:58
WR,00-0038621,DeMario Douglas,NE,117,2026-09-09T22:42:37
WR,00-0040894,Malik Benson,LV,119,2026-09-13T12:03:58
WR,00-0035535,Darius Slayton,NYG,120,2026-09-13T12:03:58
WR,00-0040782,Isaiah Bond,CLE,121,2026-09-13T12:03:58
WR,00-0041550,Brenen Thompson,LAC,122,2026-09-13T12:03:58
WR,00-0039792,Devontez Walker,BAL,124,2026-09-13T12:03:58
WR,00-0039751,Jordan Whittington,LA,125,2026-09-10T20:50:52
WR,00-0041051,Zavion Thomas,CHI,125,2026-09-13T12:03:58
WR,00-0041529,Kevin Coleman Jr.,MIA,126,2026-09-13T12:03:58
WR,00-0039355,Luke McCaffrey,WAS,127,2026-09-13T12:03:58
WR,00-0039451,Isaiah Williams,NYJ,129,2026-09-13T12:03:58
WR,00-0040646,Jalen Royals,KC,130,2026-09-14T19:04:05
WR,00-0041069,Colbie Young,CIN,131,2026-09-13T12:03:58
WR,00-0032775,Demarcus Robinson,SF,132,2026-09-10T20:50:52
WR,00-0040154,Tai Felton,MIN,132,2026-09-13T12:03:58
WR,00-0040164,Jaylin Lane,WAS,134,2026-09-13T12:03:58
WR,00-0033375,Tim Patrick,NYJ,135,2026-09-12T19:03:45
WR,00-0040218,Jimmy Horn Jr.,CAR,135,2026-09-13T12:03:58
WR,00-0037614,John Metchie III,CAR,136,2026-09-13T12:03:58
WR,00-0036626,Dyami Brown,WAS,137,2026-09-13T12:03:58
WR,00-0038359,Xavier Smith,LA,139,2026-09-10T20:50:52
WR,00-0038840,Brycen Tremayne,CAR,139,2026-09-13T12:03:58
WR,00-0040277,Jahdae Walker,CHI,140,2026-09-13T12:03:58
WR,00-0032951,Laquon Treadwell,IND,141,2026-09-13T12:03:58
WR,00-0038090,Skyy Moore,GB,142,2026-09-13T12:03:58
WR,00-0040785,Dohnte Meyers,CIN,143,2026-09-13T12:03:58
WR,00-0039062,Jonathan Mingo,DAL,144,2026-09-13T12:03:58
WR,00-0036980,Elijah Moore,PHI,145,2026-09-13T12:03:58
WR,00-0041132,Deion Burks,IND,146,2026-09-13T12:03:58
WR,00-0037524,Tay Martin,DET,147,2026-09-13T12:03:58
WR,00-0038640,Jalen Brooks,ARI,149,2026-09-13T12:03:58
WR,00-0038728,Jared Wayne,HOU,150,2026-09-13T12:03:58
WR,00-0038573,Derius Davis,LAC,151,2026-09-13T12:03:58
WR,00-0041100,Josh Cameron,JAX,152,2026-09-13T12:03:58
WR,00-0039589,Kameron Johnson,TB,153,2026-09-13T12:03:58
WR,00-0040184,KeAndre Lambert-Smith,LAC,154,2026-09-13T12:03:58
WR,00-0040024,Darius Cooper,PHI,155,2026-09-13T12:03:58
WR,00-0036630,Tylan Wallace,CLE,156,2026-09-13T12:03:58
WR,00-0038824,Ryan Miller,MIA,157,2026-09-13T12:03:58
WR,00-0040581,Dont'e Thornton Jr.,LV,157,2026-09-05T20:19:31
WR,00-0035406,Lil'Jordan Humphrey,DEN,158,2026-09-14T19:04:05
WR,00-0041397,Kaden Wetjen,PIT,159,2026-09-13T12:03:58
WR,00-0036331,Devin Duvernay,ARI,160,2026-09-13T12:03:58
WR,00-0039920,Malachi Corley,CLE,161,2026-09-13T12:03:58
WR,00-0041070,Reggie Virgil,ARI,162,2026-09-13T12:03:58
WR,00-0037093,Dareke Young,LV,163,2026-09-13T12:03:58
WR,00-0036862,Ben Skowronek,PIT,164,2026-09-13T12:03:58
WR,00-0037091,Bo Melton,GB,165,2026-09-13T12:03:58
WR,00-0040075,LaJohntay Wester,BAL,166,2026-09-13T12:03:58
WR,00-0040522,Xavier Restrepo,TEN,166,2026-09-05T20:19:31
WR,00-0036646,Simi Fehoko,ARI,167,2026-09-13T12:03:58
WR,00-0035544,Tom Kennedy,DET,168,2026-09-13T12:03:58
WR,00-0036463,Chris Blair,ATL,169,2026-09-13T12:03:58
WR,00-0041399,CJ Daniels,LA,169,2026-09-10T20:50:52
WR,00-0040534,Ke'Shawn Williams,CIN,170,2026-09-13T12:03:58
WR,00-0040590,Konata Mumpfield,LA,172,2026-09-10T20:50:52
WR,00-0040948,J. Michael Sturdivant,GB,172,2026-09-13T12:03:58
WR,00-0038519,Nikko Remigio,KC,173,2026-09-14T19:04:05
WR,00-0040582,Arian Smith,NYJ,175,2026-09-13T12:03:58
WR,00-0040930,Camden Brown,DAL,178,2026-09-13T12:03:58
WR,00-0041106,C.J. Williams,JAX,180,2026-09-13T12:03:58
WR,00-0040506,Myles Price,MIN,181,2026-09-13T12:03:58
WR,00-0037231,Kevin Austin Jr.,NO,186,2026-09-05T20:19:31
WR,00-0040563,Efton Chism III,NE,223,2026-09-09T22:42:37
WR,00-0040172,Jordan Watkins,SF,227,2026-09-10T20:50:52
