bin,n,pred,emp,delta,method,threshold,position
"[0.6,0.7)",193,0.6397681390754741,0.6683937823834197,0.028625643307945592,platt_vegas,15+,RB
"[0.7,0.8)",45,0.7414159392108893,0.6444444444444445,-0.09697149476644484,platt_vegas,15+,RB
"[0.8,0.9)",8,0.836462178399163,0.875,0.03853782160083696,platt_vegas,15+,RB
"[0,0.1)",782,0.08347286319378225,0.09462915601023018,0.011156292816447935,platt_vol_vegas,15+,RB
"[0.1,0.2)",3303,0.1474557865622832,0.13896457765667575,-0.00849120890560745,platt_vol_vegas,15+,RB
"[0.2,0.3)",2086,0.24726365391232302,0.26270373921380635,0.01544008530148333,platt_vol_vegas,15+,RB
"[0.3,0.4)",1565,0.3486027690942763,0.3610223642172524,0.012419595122976135,platt_vol_vegas,15+,RB
"[0.4,0.5)",1239,0.44630331174093407,0.44713478611783697,8.314743769028965e-4,platt_vol_vegas,15+,RB
"[0.5,0.6)",619,0.5431887467215355,0.5492730210016155,0.00608427428007996,platt_vol_vegas,15+,RB
"[0.6,0.7)",250,0.6415278883501812,0.648,0.006472111649818868,platt_vol_vegas,15+,RB
"[0.7,0.8)",46,0.7421740156243632,0.6739130434782609,-0.06826097214610238,platt_vol_vegas,15+,RB
"[0.8,0.9)",9,0.8335956278483543,0.8888888888888888,0.05529326104053456,platt_vol_vegas,15+,RB
"[0,0.1)",5066,0.05105793525463877,0.06000789577575997,0.008949960521121202,raw,20+,RB
"[0.1,0.2)",2686,0.14685536113179448,0.17535368577810873,0.028498324646314244,raw,20+,RB
"[0.2,0.3)",1567,0.24147351627313338,0.25207402680280794,0.010600510529674562,raw,20+,RB
"[0.3,0.4)",448,0.3393872767857143,0.3861607142857143,0.046773437500000015,raw,20+,RB
"[0.4,0.5)",104,0.4343413461538462,0.47115384615384615,0.03681249999999997,raw,20+,RB
"[0.5,0.6)",25,0.53898,0.68,0.14102000000000003,raw,20+,RB
"[0.6,0.7)",3,0.6385,0.6666666666666666,0.028166666666666673,raw,20+,RB
"[0,0.1)",4406,0.05550080621857587,0.05242850658193373,-0.0030722996366421423,platt,20+,RB
"[0.1,0.2)",2729,0.1453481748294544,0.1487724441187248,0.0034242692892704207,platt,20+,RB
"[0.2,0.3)",1867,0.2442247093774148,0.2351365827530798,-0.009088126624335002,platt,20+,RB
"[0.3,0.4)",673,0.33922502366220086,0.3387815750371471,-4.4344862505374394e-4,platt,20+,RB
"[0.4,0.5)",190,0.43881673473312877,0.4421052631578947,0.0032885284247659574,platt,20+,RB
"[0.5,0.6)",26,0.5504353943454963,0.7307692307692307,0.18033383642373446,platt,20+,RB
"[0.6,0.7)",8,0.635143115377174,0.5,-0.13514311537717405,platt,20+,RB
"[0,0.1)",4230,0.05430025443977208,0.05035460992907802,-0.003945644510694062,iso,20+,RB
"[0.1,0.2)",3355,0.14612281829674026,0.15737704918032788,0.011254230883587624,iso,20+,RB
"[0.2,0.3)",1300,0.233522240964024,0.23153846153846153,-0.0019837794255624652,iso,20+,RB
"[0.3,0.4)",598,0.33463884394921795,0.3060200668896321,-0.02861877705958582,iso,20+,RB
"[0.4,0.5)",349,0.4542550274342097,0.4383954154727794,-0.01585961196143032,iso,20+,RB
"[0.5,0.6)",33,0.5089452994315573,0.3333333333333333,-0.175611966098224,iso,20+,RB
"[0.6,0.7)",11,0.6738209503972096,0.7272727272727273,0.05345177687551772,iso,20+,RB
"[0.7,0.8)",10,0.75262419050248,0.5,-0.25262419050248,iso,20+,RB
"[0.8,0.9)",10,0.8306979458450047,0.8,-0.030697945845004626,iso,20+,RB
"[0.9,1]",3,1,0.3333333333333333,-0.6666666666666667,iso,20+,RB
"[0,0.1)",4592,0.05861700976931288,0.0546602787456446,-0.003956731023668281,strat_platt,20+,RB
"[0.1,0.2)",2595,0.14417977944329968,0.15260115606936417,0.008421376626064486,strat_platt,20+,RB
"[0.2,0.3)",1768,0.24380921300941275,0.23472850678733032,-0.00908070622208243,strat_platt,20+,RB
"[0.3,0.4)",677,0.3390203910416102,0.32791728212703103,-0.011103108914579163,strat_platt,20+,RB
"[0.4,0.5)",201,0.4377906234012429,0.43283582089552236,-0.004954802505720557,strat_platt,20+,RB
"[0.5,0.6)",45,0.5278732467268482,0.5555555555555556,0.02768230882870737,strat_platt,20+,RB
"[0.6,0.7)",18,0.6329777570958873,0.7222222222222222,0.08924446512633488,strat_platt,20+,RB
"[0.7,0.8)",3,0.7227723198142455,0.6666666666666666,-0.05610565314757887,strat_platt,20+,RB
"[0,0.1)",4276,0.05415353464707863,0.05168381665107577,-0.00246971799600286,strat_iso,20+,RB
"[0.1,0.2)",3298,0.1467708174927187,0.15736810187992722,0.010597284387208528,strat_iso,20+,RB
"[0.2,0.3)",1307,0.23362850667695192,0.23106350420811017,-0.002565002468841754,strat_iso,20+,RB
"[0.3,0.4)",600,0.334634492247165,0.305,-0.029634492247165023,strat_iso,20+,RB
"[0.4,0.5)",350,0.45432858449868335,0.43714285714285717,-0.017185727355826186,strat_iso,20+,RB
"[0.5,0.6)",34,0.5086822023894527,0.3235294117647059,-0.18515279062474682,strat_iso,20+,RB
"[0.6,0.7)",11,0.6738209503972096,0.7272727272727273,0.05345177687551772,strat_iso,20+,RB
"[0.7,0.8)",10,0.75262419050248,0.5,-0.25262419050248,strat_iso,20+,RB
"[0.8,0.9)",10,0.8306979458450047,0.8,-0.030697945845004626,strat_iso,20+,RB
"[0.9,1]",3,1,0.3333333333333333,-0.6666666666666667,strat_iso,20+,RB
"[0,0.1)",4432,0.05579008278987119,0.052346570397111915,-0.0034435123927592723,platt_vol,20+,RB
"[0.1,0.2)",2703,0.14517903908813962,0.15020347761746208,0.005024438529322467,platt_vol,20+,RB
"[0.2,0.3)",1877,0.24464137182139067,0.23601491742141714,-0.008626454399973532,platt_vol,20+,RB
"[0.3,0.4)",662,0.34032965034220863,0.33534743202416917,-0.004982218318039466,platt_vol,20+,RB
"[0.4,0.5)",187,0.4382900028775417,0.44919786096256686,0.010907858085025146,platt_vol,20+,RB
"[0.5,0.6)",30,0.5439539959529345,0.6666666666666666,0.12271267071373215,platt_vol,20+,RB
"[0.6,0.7)",8,0.6355255898026018,0.5,-0.13552558980260176,platt_vol,20+,RB
"[0,0.1)",4413,0.05543188615520898,0.051212327215046455,-0.0042195589401625225,platt_vegas,20+,RB
"[0.1,0.2)",2810,0.14516713430475509,0.1505338078291815,0.0053666735244264074,platt_vegas,20+,RB
"[0.2,0.3)",1705,0.24409689404676693,0.23929618768328445,-0.004800706363482482,platt_vegas,20+,RB
"[0.3,0.4)",727,0.3407456982562953,0.3314993122420908,-0.009246386014204522,platt_vegas,20+,RB
"[0.4,0.5)",181,0.4384723882533738,0.43646408839779005,-0.0020082998555837617,platt_vegas,20+,RB
