player_id,posteam,defteam,game_id,source,rolling_epa_per_opp,wt_carry_share,wt_target_share,prior_epa_per_opp,baseline_epa_per_opp,is_cold_start,draft_tier,baseline_carry_share,baseline_target_share,player_name,form_residual,wt_team_total_plays,baseline_team_total_plays,wt_snap_share,baseline_snap_share,games_played_so_far,def_used_fallback,def_rush_epa_adj,def_short_pass_epa_adj,def_deep_pass_epa_adj,season,week,team_spread,implied_total,report_status,practice_status,own_q_int,own_practice_int,weeks_missed,return_from_absence,above_new_out_share,above_q_share,above_long_out_share
00-0029892,SF,ARI,2026_03_ARI_SF,played,1.8219541678554378,0,0.2857142857142857,0.13084045430684152,0.13084045430684152,FALSE,r4_5,0.005747126436781609,0.13930348258706468,Kyle Juszczyk,1.6911137135485963,57.972972972972975,66.05882352941177,0.47216216216216217,0.45529411764705885,2,TRUE,-0.09116111996820905,-0.46808286065184307,-0.6217122420803471,2026,3,8.5,28,NA,NA,0,3,0,0,0,0,0
00-0032104,JAX,NE,2026_03_NE_JAX,played,0.046251663735243885,0.14722358722358722,0.16911196911196913,0.05683002928121676,0.05683002928121676,FALSE,r2_3,0.05384615384615385,0.18085106382978725,Ameer Abdullah,-0.010578365545972877,60.08108108108108,68.58823529411765,0.09540540540540542,0.10538461538461538,2,TRUE,-0.1190087982891694,-0.6682522527990029,-1.066626943058846,2026,3,3,24.25,NA,NA,0,3,1,1,0,0,0
00-0032764,BAL,DAL,2026_03_BAL_DAL,played,0.24417745535028104,0.848048048048048,0.25405405405405407,0.01917811421252017,0.01917811421252017,FALSE,r2_3,0.7831632653061225,0.15789473684210525,Derrick Henry,0.22499934113776088,62.13513513513514,60.588235294117645,0.5345945945945947,0.5452941176470588,2,TRUE,-0.009212213266240141,-0.2516457387626966,-0.11439048495500453,2026,3,3.5,28,NA,NA,0,3,0,0,0,0,0
00-0033280,SF,ARI,2026_03_ARI_SF,played,0.13532040397092374,0.44884169884169883,0.7172887172887173,0.04086500117752923,0.04086500117752923,FALSE,r1,0.7679012345679013,0.583710407239819,Christian McCaffrey,0.09445540279339451,57.972972972972975,66.05882352941177,0.5337837837837839,0.8311764705882353,2,TRUE,-0.09116111996820905,-0.46808286065184307,-0.6217122420803471,2026,3,8.5,28,NA,NA,0,3,0,0,0,0,0
00-0033293,MIN,TB,2026_03_MIN_TB,played,-0.12357040839033202,0.7015015015015016,0.07657657657657659,-0.05737255261740521,-0.05737255261740521,FALSE,r4_5,0.559322033898305,0.38317757009345793,Aaron Jones,-0.0661978557729268,58.972972972972975,60.05882352941177,0.6491891891891893,0.5508333333333333,2,TRUE,-0.11985184692547352,-0.2566920263092952,0.2820327875673834,2026,3,1.5,22,NA,NA,0,3,0,0,0,0,0
00-0033376,NYG,TEN,2026_03_TEN_NYG,played,-0.4955208564642817,0,0.14285714285714285,NA,-0.053057520304063764,TRUE,udfa,0.18985042735042734,0.10986562457150692,Patrick Ricard,-0.44246333616021793,65.05405405405406,69.82352941176471,0.4156756756756757,0.40636363636363637,2,TRUE,-0.022069301183774412,-0.78548004995687,-0.4306832040911003,2026,3,2.5,21,NA,NA,0,3,0,0,0,0,0
00-0033526,CIN,PIT,2026_03_CIN_PIT,played,0.4361719694437574,0.15853515853515854,0.17444717444717445,-0.027067598818537302,-0.027067598818537302,FALSE,r4_5,0.30434782608695654,0.13725490196078433,Samaje Perine,0.46323956826229473,65.00000000000001,66.82352941176471,0.3448648648648649,0.3506666666666667,2,TRUE,-0.1966697683307629,-0.6410645664713579,0.2646696215439166,2026,3,3.5,23,NA,NA,0,3,1,1,0,0,0
00-0033906,NO,LV,2026_03_LV_NO,played,-0.48566776970401404,0.47368421052631576,0.46153846153846156,-0.23792178194542796,-0.23792178194542796,FALSE,r2_3,0.6717948717948717,0.38235294117647056,Alvin Kamara,-0.24774598775858608,79.1891891891892,67.47058823529412,0.29,0.6372727272727273,2,TRUE,-0.06342808459695853,-0.3319394624784321,-0.9144941079186907,2026,3,3,23.25,NA,NA,0,3,0,0,0,0,0
00-0034844,PHI,CHI,2026_03_PHI_CHI,played,-0.11635312396636535,0.47297297297297297,0.1921921921921922,-0.08755386253357089,-0.08755386253357089,FALSE,r1,0.8074712643678161,0.4112903225806452,Saquon Barkley,-0.02879926143279446,65.8918918918919,63.411764705882355,0.4127027027027027,0.783125,2,TRUE,-0.07444182397095546,-0.5236663260390385,0.07149651110878007,2026,3,4.5,23,NA,NA,0,3,0,0,0,0,0
00-0034975,BAL,DAL,2026_03_BAL_DAL,played,-0.10589582511039486,0.15195195195195196,0.20000000000000004,-0.0185070806933153,-0.0185070806933153,FALSE,r4_5,0.09836065573770492,0.36486486486486486,Justice Hill,-0.08738874441707956,62.13513513513514,60.588235294117645,0.4654054054054054,0.371,2,TRUE,-0.009212213266240141,-0.2516457387626966,-0.11439048495500453,2026,3,3.5,28,NA,NA,0,3,1,1,0,0,0
