position,threshold,n,pearson_r,mean_diff_pp,mad_pp,max_abs_pp,n_over_flag,pass_r,pass_mean,pass_rows
QB,boom,32,0.9652862315947287,0.17399604484460593,1.196196268028102,3.1012986465338037,0,TRUE,TRUE,TRUE
QB,start,32,0.9877318175806635,0.5489485540996464,1.0488361779639965,2.2155989577263364,0,TRUE,TRUE,TRUE
RB,boom,58,0.888469993957976,-0.878122415084918,3.3326942916056415,18.952458765802614,4,FALSE,TRUE,FALSE
RB,start,58,0.9384378889837444,-1.5075434788689372,4.189727897110935,19.88325551231706,5,FALSE,TRUE,FALSE
TE,boom,37,0.9201071413323744,-0.060073168804377554,2.8070907135050067,11.211847559059668,1,FALSE,TRUE,FALSE
TE,start,37,0.8899886292489501,-0.823716046914718,5.078331281032981,17.86260893432246,5,FALSE,TRUE,FALSE
WR,boom,75,0.8583881542460255,0.7989359690424194,3.4161400045950607,16.721251819505095,2,FALSE,TRUE,FALSE
WR,start,75,0.902319392211169,1.2063556899576595,4.781412851565959,22.13699045580687,7,FALSE,TRUE,FALSE
