position,player_id,player_name,posteam,defteam,game_id,season,week,report_status,practice_status,thresh_start,thresh_boom,pred_vol,pred_tot,lo_80_tot,hi_80_tot,lo_90_tot,hi_90_tot,p_start,p_boom,p_start_recal,p_boom_recal,recal_method_start,recal_method_boom,kickoff_et,run_ts,as_of,run_mode
QB,00-0034857,Josh Allen,BUF,CIN,2025_14_CIN_BUF,2025,14,NA,NA,20,25,4.967942908897233,7.498777750733314,-5.940915780836427,20.938471282303055,-9.381383128541415,24.378938630008044,0.509,0.2935,0.509,0.2818069859533127,raw,platt,2025-12-07T18:00:00Z,2026-07-18 19:51:12,2025-12-03 20:15:00,hindcast
QB,00-0039910,Jayden Daniels,WAS,MIN,2025_14_WAS_MIN,2025,14,NA,Full Participation in Practice,20,25,8.502885471653649,3.016173004526744,-10.423520527042998,16.455866536096487,-13.863987874747986,19.896333883801475,0.504,0.2655,0.504,0.25357131164687013,raw,platt,2025-12-07T18:00:00Z,2026-07-18 19:51:12,2025-12-03 20:15:00,hindcast
QB,00-0039732,Bo Nix,DEN,LV,2025_14_DEN_LV,2025,14,NA,NA,20,25,4.261693784778409,5.652809418292312,-7.786884113277429,19.09250294986205,-11.227351460982417,22.53297029756704,0.467,0.2715,0.467,0.2596083090487404,raw,platt,2025-12-07T21:05:00Z,2026-07-18 19:51:12,2025-12-03 20:15:00,hindcast
QB,00-0036389,Jalen Hurts,PHI,LAC,2025_14_PHI_LAC,2025,14,NA,NA,20,25,7.320973351440192,3.2338998508483616,-10.20579368072138,16.673593382418105,-13.646261028426368,20.114060730123093,0.449,0.2215,0.449,0.2095491883093058,raw,platt,2025-12-09T01:15:00Z,2026-07-18 19:51:12,2025-12-03 20:15:00,hindcast
QB,00-0034796,Lamar Jackson,BAL,PIT,2025_14_PIT_BAL,2025,14,NA,Full Participation in Practice,20,25,5.284114191871157,4.848100554898237,-8.591592976671503,18.28779408646798,-12.032060324376491,21.728261434172968,0.424,0.226,0.424,0.2140299858688913,raw,platt,2025-12-07T18:00:00Z,2026-07-18 19:51:12,2025-12-03 20:15:00,hindcast
QB,00-0033873,Patrick Mahomes,KC,HOU,2025_14_HOU_KC,2025,14,NA,Full Participation in Practice,20,25,2.3937597169339386,3.930303631363868,-9.509389900205873,17.369997162933608,-12.949857247910861,20.810464510638596,0.37,0.21,0.37,0.19812230356002322,raw,platt,2025-12-08T01:20:00Z,2026-07-18 19:51:12,2025-12-03 20:15:00,hindcast
QB,00-0033106,Jared Goff,DET,DAL,2025_14_DAL_DET,2025,14,NA,NA,20,25,1.3782894885940156,4.889403919109761,-8.55028961245998,18.3290974506795,-11.990756960164969,21.76956479838449,0.354,0.177,0.354,0.1655386799850855,raw,platt,2025-12-05T01:15:00Z,2026-07-18 19:51:12,2025-12-03 20:15:00,hindcast
QB,00-0034855,Baker Mayfield,TB,NO,2025_14_NO_TB,2025,14,NA,Full Participation in Practice,20,25,2.9584885782302828,3.1929115643197807,-10.24678196724996,16.632605095889524,-13.687249314954949,20.073072443594512,0.3255,0.151,0.3255,0.14010785324563663,raw,platt,2025-12-07T18:00:00Z,2026-07-18 19:51:12,2025-12-03 20:15:00,hindcast
QB,00-0036264,Jordan Love,GB,CHI,2025_14_CHI_GB,2025,14,NA,Full Participation in Practice,20,25,1.6681479746882013,4.425940108062091,-9.013753423507652,17.86563363963183,-12.45422077121264,21.30610098733682,0.313,0.144,0.313,0.13330159101022285,raw,platt,2025-12-07T21:25:00Z,2026-07-18 19:51:12,2025-12-03 20:15:00,hindcast
QB,00-0039918,Caleb Williams,CHI,GB,2025_14_CHI_GB,2025,14,NA,NA,20,25,3.048783840077248,1.421291648084587,-12.018401883485154,14.860985179654328,-15.458869231190143,18.301452527359316,0.3015,0.135,0.3015,0.12457790727074287,raw,platt,2025-12-07T21:25:00Z,2026-07-18 19:51:12,2025-12-03 20:15:00,hindcast
QB,00-0033077,Dak Prescott,DAL,DET,2025_14_DAL_DET,2025,14,NA,NA,20,25,1.886399401180602,1.2420771266189907,-12.19761640495075,14.681770658188732,-15.638083752655739,18.12223800589372,0.2985,0.152,0.2985,0.1410816415248692,raw,platt,2025-12-05T01:15:00Z,2026-07-18 19:51:12,2025-12-03 20:15:00,hindcast
QB,00-0039163,C.J. Stroud,HOU,KC,2025_14_HOU_KC,2025,14,NA,NA,20,25,2.325091050899377,2.260252773904811,-11.179440757664931,15.699946305474551,-14.61990810536992,19.14041365317954,0.2925,0.15,0.2925,0.13913442722972455,raw,platt,2025-12-08T01:20:00Z,2026-07-18 19:51:12,2025-12-03 20:15:00,hindcast
QB,00-0036971,Trevor Lawrence,JAX,IND,2025_14_IND_JAX,2025,14,NA,NA,20,25,3.6986156525977707,1.4338098073139842,-12.005883724255757,14.873503338883726,-15.446351071960745,18.313970686588714,0.2905,0.1285,0.2905,0.11829736149008822,raw,platt,2025-12-07T18:00:00Z,2026-07-18 19:51:12,2025-12-03 20:15:00,hindcast
QB,00-0026498,Matthew Stafford,LA,ARI,2025_14_LA_ARI,2025,14,NA,NA,20,25,1.2569610358903043,3.1750706420464727,-10.264622889523269,16.614764173616216,-13.705090237228257,20.055231521321204,0.29,0.1245,0.29,0.11444103299128007,raw,platt,2025-12-07T21:25:00Z,2026-07-18 19:51:12,2025-12-03 20:15:00,hindcast
QB,00-0030565,Geno Smith,LV,DEN,2025_14_DEN_LV,2025,14,NA,Full Participation in Practice,20,25,2.929464223326222,0.009659839525249625,-13.430033692044491,13.449353371094992,-16.87050103974948,16.889820718799978,0.2855,0.1285,0.2855,0.11829736149008822,raw,platt,2025-12-07T21:05:00Z,2026-07-18 19:51:12,2025-12-03 20:15:00,hindcast
QB,00-0034869,Sam Darnold,SEA,ATL,2025_14_SEA_ATL,2025,14,NA,NA,20,25,2.0914887196573555,2.7092183284131734,-10.730475203156567,16.148911859982913,-14.170942550861556,19.5893792076879,0.2785,0.1305,0.2785,0.12022801206223367,raw,platt,2025-12-07T18:00:00Z,2026-07-18 19:51:12,2025-12-03 20:15:00,hindcast
QB,00-0036212,Tua Tagovailoa,MIA,NYJ,2025_14_MIA_NYJ,2025,14,NA,NA,20,25,1.2496740889103353,4.1926523239519256,-9.247041207617816,17.632345855521667,-12.687508555322804,21.072813203226655,0.2445,0.1025,0.2445,0.09335725982945754,raw,platt,2025-12-07T18:00:00Z,2026-07-18 19:51:12,2025-12-03 20:15:00,hindcast
QB,00-0033119,Jacoby Brissett,ARI,LA,2025_14_LA_ARI,2025,14,NA,NA,20,25,2.062966285722367,-2.0791191030853433,-15.518812634655085,11.360574428484398,-18.959279982360073,14.801041776189386,0.242,0.103,0.242,0.09383392575658843,raw,platt,2025-12-07T21:25:00Z,2026-07-18 19:51:12,2025-12-03 20:15:00,hindcast
QB,00-0036355,Justin Herbert,LAC,PHI,2025_14_PHI_LAC,2025,14,Questionable,Limited Participation in Practice,20,25,3.797139954870455,0.14472619712827584,-13.294967334441466,13.584419728698016,-16.735434682146455,17.024887076403004,0.241,0.101,0.241,0.0919280032649416,raw,platt,2025-12-09T01:15:00Z,2026-07-18 19:51:12,2025-12-03 20:15:00,hindcast
QB,00-0036442,Joe Burrow,CIN,BUF,2025_14_CIN_BUF,2025,14,NA,NA,20,25,1.7683364704690234,-0.8462142607813312,-14.285907792351072,12.59347927078841,-17.72637514005606,16.0339466184934,0.2285,0.101,0.2285,0.0919280032649416,raw,platt,2025-12-07T18:00:00Z,2026-07-18 19:51:12,2025-12-03 20:15:00,hindcast
QB,00-0040743,Tyler Shough,NO,TB,2025_14_NO_TB,2025,14,NA,NA,20,25,3.73761974146295,-3.932851277082882,-17.372544808652624,9.506842254486859,-20.813012156357612,12.947309602191847,0.1875,0.0735,0.1875,0.06593893078830311,raw,platt,2025-12-07T18:00:00Z,2026-07-18 19:51:12,2025-12-03 20:15:00,hindcast
QB,00-0040676,Cam Ward,TEN,CLE,2025_14_TEN_CLE,2025,14,NA,NA,20,25,3.3409236006739977,-5.979599542581588,-19.41929307415133,7.460093988988153,-22.85976042185632,10.90056133669314,0.176,0.0735,0.176,0.06593893078830311,raw,platt,2025-12-07T18:00:00Z,2026-07-18 19:51:12,2025-12-03 20:15:00,hindcast
