position,player_id,player_name,posteam,defteam,kickoff_et,thresh_start,thresh_boom,p_start_recal,p_boom_recal,start_pct,boom_pct,fp_actual,dnp,hit_start,hit_boom,band_start
RB,00-0036973,Travis Etienne,NO,BAL,2026-09-20T13:00:00Z,15,20,0.2586558780504884,0.09725296742901268,26,10,7.1,FALSE,FALSE,FALSE,25-50%
WR,00-0036980,Elijah Moore,PHI,TEN,2026-09-20T13:00:00Z,15,20,0.10868942652833648,0.0332425068119891,11,3,0,TRUE,FALSE,FALSE,10-25%
WR,00-0036988,Josh Palmer,BUF,DET,2026-09-18T00:15:00Z,15,20,0.10539724559508068,0.0332425068119891,11,3,11.3,FALSE,FALSE,FALSE,10-25%
RB,00-0036997,Javonte Williams,DAL,WAS,2026-09-20T16:25:00Z,15,20,0.640457540065451,0.3860253001719516,64,39,8,FALSE,FALSE,FALSE,50%+
TE,00-0037004,Hunter Long,ARI,SEA,2026-09-20T16:25:00Z,12,17,0.12827200518466994,0.04302144332118553,13,4,0,FALSE,FALSE,FALSE,10-25%
TE,00-0037005,Tommy Tremble,CAR,ATL,2026-09-20T13:00:00Z,12,17,0.26086271309990333,0.1064368193651314,26,11,1.4,FALSE,FALSE,FALSE,25-50%
QB,00-0037012,Trey Lance,LAC,LV,2026-09-20T16:05:00Z,20,25,0.10632867766841309,0,11,2,0,TRUE,FALSE,FALSE,10-25%
QB,00-0037013,Zach Wilson,NO,BAL,2026-09-20T13:00:00Z,20,25,0.10632867766841309,0,11,2,0,TRUE,FALSE,FALSE,10-25%
QB,00-0037077,Sam Howell,DAL,WAS,2026-09-20T16:25:00Z,20,25,0.10632867766841309,0,11,2,0,TRUE,FALSE,FALSE,10-25%
RB,00-0037085,Tyler Badie,DEN,JAX,2026-09-20T16:05:00Z,15,20,0.09317778672083932,0.02930132095265511,9,3,4.9,FALSE,FALSE,FALSE,under 10%
WR,00-0037091,Bo Melton,GB,NYJ,2026-09-20T13:00:00Z,15,20,0.09721733703907268,0.0332425068119891,10,3,0,FALSE,FALSE,FALSE,under 10%
WR,00-0037093,Dareke Young,LV,LAC,2026-09-20T16:05:00Z,15,20,0.08529040700271326,0.0332425068119891,9,3,3.7,FALSE,FALSE,FALSE,under 10%
TE,00-0037112,Jake Tonges,SF,MIA,2026-09-20T20:25:00Z,12,17,0.2104543422161183,0.07032964800129017,21,7,0,TRUE,FALSE,FALSE,10-25%
RB,00-0037120,Tyler Goodson,DAL,WAS,2026-09-20T16:25:00Z,15,20,0.02619628428531587,0,3,2,0,TRUE,FALSE,FALSE,under 10%
WR,00-0037132,Britain Covey,PHI,TEN,2026-09-20T13:00:00Z,15,20,0.1031739180821412,0.0332425068119891,10,3,0,FALSE,FALSE,FALSE,10-25%
RB,00-0037157,Bam Knight,ARI,SEA,2026-09-20T16:25:00Z,15,20,0.09101097357077824,0.02975863018024345,9,3,2.4000000000000004,FALSE,FALSE,FALSE,under 10%
RB,00-0037228,Jaylen Warren,PIT,NE,2026-09-20T13:00:00Z,15,20,0.33417116128158275,0.17765108711624183,33,18,9.7,FALSE,FALSE,FALSE,25-50%
WR,00-0037231,Kevin Austin Jr.,NO,BAL,2026-09-20T13:00:00Z,15,20,0.09106204470886084,0.01886792452830188,9,2,1.7000000000000002,FALSE,FALSE,FALSE,under 10%
WR,00-0037238,Drake London,ATL,CAR,2026-09-20T13:00:00Z,15,20,0.4740981011547942,0.2911392405063291,47,29,8.9,FALSE,FALSE,FALSE,25-50%
WR,00-0037239,Chris Olave,NO,BAL,2026-09-20T13:00:00Z,15,20,0.4705433241461613,0.2911392405063291,47,29,22.6,FALSE,TRUE,TRUE,25-50%
WR,00-0037240,Jameson Williams,DET,BUF,2026-09-18T00:15:00Z,15,20,0.4268010200259727,0.2624254473161034,43,26,5.300000000000001,FALSE,FALSE,FALSE,25-50%
WR,00-0037247,George Pickens,DAL,WAS,2026-09-20T16:25:00Z,15,20,0.4654035387972803,0.2624254473161034,47,26,10,FALSE,FALSE,FALSE,25-50%
RB,00-0037248,James Cook,BUF,DET,2026-09-18T00:15:00Z,15,20,0.6501100062221015,0.3917364950640611,65,39,20.9,FALSE,TRUE,TRUE,50%+
TE,00-0037252,Greg Dulcich,MIA,SF,2026-09-20T16:25:00Z,12,17,0.1216984173036196,0.05557169491281011,12,6,3.7,FALSE,FALSE,FALSE,10-25%
RB,00-0037256,Rachaad White,WAS,DAL,2026-09-20T16:25:00Z,15,20,0.14135922258609523,0.05666367537848921,14,6,14.3,FALSE,FALSE,FALSE,10-25%
WR,00-0037261,Khalil Shakir,BUF,DET,2026-09-18T00:15:00Z,15,20,0.2635215333439581,0.1020408163265306,26,10,6.800000000000001,FALSE,FALSE,FALSE,25-50%
RB,00-0037263,Tyler Allgeier,ARI,SEA,2026-09-20T16:25:00Z,15,20,0.2166480289318631,0.09166925079127712,22,9,3.9000000000000004,FALSE,FALSE,FALSE,10-25%
WR,00-0037291,Jalen Nailor,LV,LAC,2026-09-20T16:05:00Z,15,20,0.17178448683763647,0.06790123456790123,17,7,1.9,FALSE,FALSE,FALSE,10-25%
TE,00-0037292,Andrew Ogletree,IND,KC,2026-09-20T20:20:00Z,12,17,0.12230212199554902,0.06322160164690166,12,6,0,FALSE,FALSE,FALSE,10-25%
RB,00-0037304,Connor Heyward,LV,LAC,2026-09-20T16:05:00Z,15,20,0.07401432148099468,0.02412778780195284,7,2,0.1,FALSE,FALSE,FALSE,under 10%
TE,00-0037311,Ko Kieft,TB,CLE,2026-09-20T13:00:00Z,12,17,0.15077810183382506,0.06103530631949193,15,6,0,TRUE,FALSE,FALSE,10-25%
TE,00-0037317,Nick Muse,ATL,CAR,2026-09-20T13:00:00Z,12,17,0.13438214870477208,0.05447939311473114,13,5,0,TRUE,FALSE,FALSE,10-25%
WR,00-0037524,Tay Martin,DET,BUF,2026-09-18T00:15:00Z,15,20,0.10650018170324972,0.0332425068119891,11,3,0,FALSE,FALSE,FALSE,10-25%
RB,00-0037525,Jordan Mason,MIN,CHI,2026-09-20T13:00:00Z,15,20,0.19881791262701765,0.09372659653607604,20,9,0,TRUE,FALSE,FALSE,10-25%
WR,00-0037545,Rashid Shaheed,SEA,ARI,2026-09-20T16:25:00Z,15,20,0.12540874344292188,0.0332425068119891,13,3,6.9,FALSE,FALSE,FALSE,10-25%
RB,00-0037594,Julius Chestnut,TEN,PHI,2026-09-20T13:00:00Z,15,20,0.05528730227909216,0.01650713931772578,6,2,0,FALSE,FALSE,FALSE,under 10%
WR,00-0037614,John Metchie III,CAR,ATL,2026-09-20T13:00:00Z,15,20,0.1229090044077412,0.0332425068119891,12,3,0,FALSE,FALSE,FALSE,10-25%
WR,00-0037664,Alec Pierce,IND,KC,2026-09-20T20:20:00Z,15,20,0.2723067116333541,0.14439140811455847,27,14,2.1,FALSE,FALSE,FALSE,25-50%
WR,00-0037666,Jalen Tolbert,MIA,SF,2026-09-20T16:25:00Z,15,20,0.07789529958273698,0.01603206412825651,8,2,0,TRUE,FALSE,FALSE,under 10%
WR,00-0037740,Garrett Wilson,NYJ,GB,2026-09-20T13:00:00Z,15,20,0.4306240851357327,0.2624254473161034,43,26,16.7,FALSE,TRUE,FALSE,25-50%
WR,00-0037741,Jahan Dotson,ATL,CAR,2026-09-20T13:00:00Z,15,20,0.1329220281220383,0.04385964912280701,13,4,3.1,FALSE,FALSE,FALSE,10-25%
WR,00-0037742,Treylon Burks,WAS,DAL,2026-09-20T16:25:00Z,15,20,0.13643519742437824,0.0332425068119891,14,3,0,FALSE,FALSE,FALSE,10-25%
TE,00-0037744,Trey McBride,ARI,SEA,2026-09-20T16:25:00Z,12,17,0.5503707100395954,0.2916587488821676,55,29,18.1,FALSE,TRUE,TRUE,50%+
RB,00-0037746,Brian Robinson,ATL,CAR,2026-09-20T13:00:00Z,15,20,0.12403266791041732,0.0464241510019439,12,5,8.7,FALSE,FALSE,FALSE,10-25%
TE,00-0037755,Jelani Woods,NYJ,GB,2026-09-20T13:00:00Z,12,17,0.13814104546463268,0.04847477896508845,14,5,0,TRUE,FALSE,FALSE,10-25%
WR,00-0037801,KaVontae Turpin,DAL,WAS,2026-09-20T16:25:00Z,15,20,0.10120849514729342,0.0332425068119891,10,3,0.1,FALSE,FALSE,FALSE,10-25%
TE,00-0037805,Jeremy Ruckert,NYJ,GB,2026-09-20T13:00:00Z,12,17,0.11156866464910307,0.0321362711903902,11,3,2.5,FALSE,FALSE,FALSE,10-25%
TE,00-0037809,Chig Okonkwo,WAS,DAL,2026-09-20T16:25:00Z,12,17,0.2157122578102401,0.08072306841371472,22,8,0,TRUE,FALSE,FALSE,10-25%
WR,00-0037816,Romeo Doubs,NE,PIT,2026-09-20T13:00:00Z,15,20,0.2028625487967796,0.0681265206812652,20,7,12.600000000000001,FALSE,FALSE,FALSE,10-25%
QB,00-0037834,Brock Purdy,SF,MIA,2026-09-20T16:25:00Z,20,25,0.5248817144413773,0.2745518220829062,52,27,28.48,FALSE,TRUE,TRUE,50%+
TE,00-0038041,Jake Ferguson,DAL,WAS,2026-09-20T16:25:00Z,12,17,0.21188568013596104,0.06759537263867949,21,7,20.3,FALSE,TRUE,TRUE,10-25%
TE,00-0038046,Charlie Kolar,LAC,LV,2026-09-20T16:05:00Z,12,17,0.2636220026653971,0.1211994204349334,26,12,5.1,FALSE,FALSE,FALSE,25-50%
WR,00-0038090,Skyy Moore,GB,NYJ,2026-09-20T13:00:00Z,15,20,0.09343254551039404,0.0332425068119891,9,3,2.6,FALSE,FALSE,FALSE,under 10%
QB,00-0038102,Kenny Pickett,CAR,ATL,2026-09-20T13:00:00Z,20,25,0.10632867766841309,0,11,2,-0.4,FALSE,FALSE,FALSE,10-25%
WR,00-0038104,Tyquan Thornton,KC,IND,2026-09-20T20:20:00Z,15,20,0.2223279643670461,0.06790123456790123,22,7,12.6,FALSE,FALSE,FALSE,10-25%
TE,00-0038115,Daniel Bellinger,TEN,PHI,2026-09-20T13:00:00Z,12,17,0.09001855752728424,0.04029714197416743,9,4,0,FALSE,FALSE,FALSE,under 10%
WR,00-0038117,Wan'Dale Robinson,TEN,PHI,2026-09-20T13:00:00Z,15,20,0.31532354585564304,0.1778975741239892,32,18,1.9,FALSE,FALSE,FALSE,25-50%
RB,00-0038120,Breece Hall,NYJ,GB,2026-09-20T13:00:00Z,15,20,0.31588190007819195,0.1340929559889854,32,13,14.200000000000001,FALSE,FALSE,FALSE,25-50%
WR,00-0038124,Christian Watson,GB,NYJ,2026-09-20T13:00:00Z,15,20,0.32779405778948967,0.1778975741239892,33,18,14.100000000000001,FALSE,FALSE,FALSE,25-50%
QB,00-0038128,Malik Willis,MIA,SF,2026-09-20T16:25:00Z,20,25,0.1888870510758789,0.05240860768770103,19,5,12.479999999999999,FALSE,FALSE,FALSE,10-25%
TE,00-0038129,Cade Otton,TB,CLE,2026-09-20T13:00:00Z,12,17,0.34595471851651344,0.18225036786542792,35,18,8.8,FALSE,FALSE,FALSE,25-50%
RB,00-0038134,Kenneth Walker III,KC,IND,2026-09-20T20:20:00Z,15,20,0.4455941068416061,0.2143770526189429,45,21,23.8,FALSE,TRUE,TRUE,25-50%
RB,00-0038389,Israel Abanikanda,DAL,WAS,2026-09-20T20:25:00Z,15,20,0.14135922258609523,0.05121579577899142,14,5,0,TRUE,FALSE,FALSE,10-25%
WR,00-0038393,Dontayvion Wicks,PHI,TEN,2026-09-20T13:00:00Z,15,20,0.27954872185407864,0.14439140811455847,28,14,12.4,FALSE,FALSE,FALSE,25-50%
QB,00-0038400,Tanner McKee,PHI,TEN,2026-09-20T13:00:00Z,20,25,0.10632867766841309,0,11,2,0,TRUE,FALSE,FALSE,10-25%
QB,00-0038416,Tyson Bagent,CHI,MIN,2026-09-20T13:00:00Z,20,25,0.10632867766841309,0,11,2,2.16,FALSE,FALSE,FALSE,10-25%
RB,00-0038454,Keaton Mitchell,LAC,LV,2026-09-20T16:05:00Z,15,20,0.10457892220815448,0.03467099165438612,10,3,4.9,FALSE,FALSE,FALSE,10-25%
QB,00-0038476,Tommy DeVito,NE,PIT,2026-09-20T13:00:00Z,20,25,0.10632867766841309,0,11,2,0,TRUE,FALSE,FALSE,10-25%
RB,00-0038488,Brady Russell,SEA,ARI,2026-09-20T16:25:00Z,15,20,0.06906187805088458,0.02016382557962863,7,2,0,TRUE,FALSE,FALSE,under 10%
RB,00-0038489,Ben VanSumeren,KC,IND,2026-09-20T20:20:00Z,15,20,0.10563573091849654,0.03897629526938985,11,4,0,TRUE,FALSE,FALSE,10-25%
TE,00-0038498,E.J. Jenkins,PHI,TEN,2026-09-20T13:00:00Z,12,17,0.1426504958897158,0.05830308906284837,14,6,0,TRUE,FALSE,FALSE,10-25%
WR,00-0038519,Nikko Remigio,KC,IND,2026-09-20T20:20:00Z,15,20,0.1042885484342078,0.0332425068119891,10,3,0,FALSE,FALSE,FALSE,10-25%
RB,00-0038542,Bijan Robinson,ATL,CAR,2026-09-20T13:00:00Z,15,20,0.6175792677367301,0.36097114688280874,62,36,11.1,FALSE,FALSE,FALSE,50%+
WR,00-0038543,Jaxon Smith-Njigba,SEA,ARI,2026-09-20T16:25:00Z,15,20,0.4930325200360496,0.2911392405063291,49,29,42.5,FALSE,TRUE,TRUE,25-50%
WR,00-0038544,Quentin Johnston,LAC,LV,2026-09-20T16:05:00Z,15,20,0.34027594013818174,0.1778975741239892,34,18,2.4000000000000004,FALSE,FALSE,FALSE,25-50%
TE,00-0038547,Luke Schoonmaker,DAL,WAS,2026-09-20T16:25:00Z,12,17,0.15656991743415247,0.0517493467846333,16,5,0,TRUE,FALSE,FALSE,10-25%
RB,00-0038551,Kendre Miller,NO,BAL,2026-09-20T13:00:00Z,15,20,0.135954826385641,0.05160972460410058,14,5,0,TRUE,FALSE,FALSE,10-25%
RB,00-0038555,Tank Bigsby,PHI,TEN,2026-09-20T13:00:00Z,15,20,0.0862801722140056,0.0274517694282458,9,3,11.8,FALSE,FALSE,FALSE,under 10%
TE,00-0038558,Darnell Washington,PIT,NE,2026-09-20T13:00:00Z,12,17,0.12801559691043737,0.04247644574696996,13,4,1.7000000000000002,FALSE,FALSE,FALSE,10-25%
WR,00-0038559,Michael Wilson,ARI,SEA,2026-09-20T16:25:00Z,15,20,0.3049412765534536,0.14439140811455847,30,14,3.8,FALSE,FALSE,FALSE,25-50%
WR,00-0038563,Tre Tucker,LV,LAC,2026-09-20T16:05:00Z,15,20,0.1870405943491706,0.06790123456790123,19,7,22.9,FALSE,TRUE,TRUE,10-25%
TE,00-0038564,Cameron Latu,NE,PIT,2026-09-20T13:00:00Z,12,17,0.16621303802268533,0.07853467528005519,17,8,0,FALSE,FALSE,FALSE,10-25%
WR,00-0038573,Derius Davis,LAC,LV,2026-09-20T16:05:00Z,15,20,0.11433858514497558,0.0332425068119891,11,3,0,FALSE,FALSE,FALSE,10-25%
QB,00-0038579,Aidan O'Connell,LV,LAC,2026-09-20T16:05:00Z,20,25,0.10632867766841309,0,11,2,0,TRUE,FALSE,FALSE,10-25%
TE,00-0038589,Josh Whyle,GB,NYJ,2026-09-20T13:00:00Z,12,17,0.15980970978024034,0.05721042642175668,16,6,0,TRUE,FALSE,FALSE,10-25%
RB,00-0038597,Chase Brown,CIN,HOU,2026-09-20T13:00:00Z,15,20,0.5410957830063281,0.2832464269930661,54,28,11.200000000000001,FALSE,FALSE,FALSE,50%+
WR,00-0038606,Parker Washington,JAX,DEN,2026-09-20T16:05:00Z,15,20,0.2873147485373685,0.14439140811455847,29,14,16.8,FALSE,TRUE,FALSE,25-50%
WR,00-0038608,Kayshon Boutte,HOU,CIN,2026-09-20T13:00:00Z,15,20,0.23871228999318272,0.1399012345679012,24,14,6.7,FALSE,FALSE,FALSE,10-25%
RB,00-0038611,Chris Rodriguez Jr.,JAX,DEN,2026-09-20T16:05:00Z,15,20,0.12813736320563435,0.04397947090351627,13,4,1.3,FALSE,FALSE,FALSE,10-25%
WR,00-0038618,Xavier Hutchinson,HOU,CIN,2026-09-20T13:00:00Z,15,20,0.2779963389718716,0.14439140811455847,28,14,6.7,FALSE,FALSE,FALSE,25-50%
WR,00-0038619,Andrei Iosivas,CIN,HOU,2026-09-20T13:00:00Z,15,20,0.1274102473804629,0.04385964912280701,13,4,1.7000000000000002,FALSE,FALSE,FALSE,10-25%
WR,00-0038621,DeMario Douglas,NE,PIT,2026-09-20T13:00:00Z,15,20,0.34026240646392164,0.19836717428087983,34,20,1.9,FALSE,FALSE,FALSE,25-50%
WR,00-0038640,Jalen Brooks,ARI,SEA,2026-09-20T16:25:00Z,15,20,0.0907633751841332,0.0332425068119891,9,3,0,FALSE,FALSE,FALSE,under 10%
TE,00-0038643,Brayden Willis,SF,MIA,2026-09-20T16:25:00Z,12,17,0.19779062579772663,0.05284123879349835,20,5,0,FALSE,FALSE,FALSE,10-25%
RB,00-0038685,Chris Brooks,GB,NYJ,2026-09-20T13:00:00Z,15,20,0.11818282650167038,0.04397947090351627,12,4,3.6,FALSE,FALSE,FALSE,10-25%
RB,00-0038705,Emari Demercado,DAL,WAS,2026-09-20T16:25:00Z,15,20,0.08297379776869246,0.02884203232726897,8,3,0.8,FALSE,FALSE,FALSE,under 10%
TE,00-0038710,Blake Whiteheart,CLE,TB,2026-09-20T13:00:00Z,12,17,0.08938470402443816,0.02887816647662592,9,3,8.7,FALSE,FALSE,FALSE,under 10%
WR,00-0038728,Jared Wayne,HOU,CIN,2026-09-20T13:00:00Z,15,20,0.10149045387664282,0.0332425068119891,10,3,5.300000000000001,FALSE,FALSE,FALSE,10-25%
RB,00-0038738,Hunter Luepke,DAL,WAS,2026-09-20T16:25:00Z,15,20,0.089197446242403,0.02266425044821627,9,2,0.1,FALSE,FALSE,FALSE,under 10%
TE,00-0038783,Nate Adkins,DEN,JAX,2026-09-20T16:05:00Z,12,17,0.15831300250221608,0.03648626955092363,16,4,12.8,FALSE,TRUE,FALSE,10-25%
RB,00-0038794,Jaleel McLaughlin,CLE,TB,2026-09-20T13:00:00Z,15,20,0.07401432148099468,0.02791731102888547,7,3,0.30000000000000004,FALSE,FALSE,FALSE,under 10%
RB,00-0038797,Emanuel Wilson,SEA,ARI,2026-09-20T16:25:00Z,15,20,0.155975778661437,0.10516382557962864,16,11,9.200000000000001,FALSE,FALSE,FALSE,10-25%
WR,00-0038824,Ryan Miller,MIA,SF,2026-09-20T16:25:00Z,15,20,0.0688763781160224,0.01603206412825651,7,2,14.7,FALSE,FALSE,FALSE,under 10%
WR,00-0038840,Brycen Tremayne,CAR,ATL,2026-09-20T13:00:00Z,15,20,0.11960129745061006,0.05199698568198945,12,5,0,FALSE,FALSE,FALSE,10-25%
RB,00-0038896,Jacob Saylors,DET,BUF,2026-09-18T00:15:00Z,15,20,0.0935379549453693,0.03335128616239499,9,3,0,FALSE,FALSE,FALSE,under 10%
TE,00-0038933,Dalton Kincaid,BUF,DET,2026-09-18T00:15:00Z,12,17,0.5269727862522651,0.2916587488821676,53,29,22.5,FALSE,TRUE,TRUE,50%+
TE,00-0038935,Brenton Strange,JAX,DEN,2026-09-20T16:05:00Z,12,17,0.23867167525018212,0.11737318482025956,24,12,3.7,FALSE,FALSE,FALSE,10-25%
RB,00-0038951,Sean Tucker,TB,CLE,2026-09-20T13:00:00Z,15,20,0.0946168450445218,0.03727047298678691,9,4,0,TRUE,FALSE,FALSE,under 10%
WR,00-0038976,Marvin Mims Jr.,DEN,JAX,2026-09-20T16:05:00Z,15,20,0.18398481810884565,0.05753424657534246,18,6,0,TRUE,FALSE,FALSE,10-25%
WR,00-0038994,Jordan Addison,MIN,CHI,2026-09-20T13:00:00Z,15,20,0.24007317161862507,0.13699698568198945,24,14,4.1,FALSE,FALSE,FALSE,10-25%
TE,00-0038996,Tucker Kraft,GB,NYJ,2026-09-20T13:00:00Z,12,17,0.2633356049651308,0.13704041652937018,26,14,3.5,FALSE,FALSE,FALSE,25-50%
WR,00-0038997,Josh Downs,IND,KC,2026-09-20T20:20:00Z,15,20,0.1936688694464786,0.05753424657534246,19,6,14.2,FALSE,FALSE,FALSE,10-25%
RB,00-0039021,Roschon Johnson,CHI,MIN,2026-09-20T13:00:00Z,15,20,0.10316685887443117,0.03727047298678691,10,4,0,TRUE,FALSE,FALSE,10-25%
RB,00-0039032,Tyjae Spears,TEN,PHI,2026-09-20T13:00:00Z,15,20,0.11610752496240204,0.04479827305750129,12,4,9,FALSE,FALSE,FALSE,10-25%
RB,00-0039040,De'Von Achane,MIA,SF,2026-09-20T16:25:00Z,15,20,0.7044679666654287,0.4395833548879107,70,44,12.3,FALSE,FALSE,FALSE,50%+
TE,00-0039041,Elijah Higgins,ARI,SEA,2026-09-20T16:25:00Z,12,17,0.1280286636057505,0.04792919143411586,13,5,0,FALSE,FALSE,FALSE,10-25%
TE,00-0039050,Payne Durham,TB,CLE,2026-09-20T13:00:00Z,12,17,0.15199502128177375,0.05502552478614835,15,6,0,TRUE,FALSE,FALSE,10-25%
WR,00-0039062,Jonathan Mingo,DAL,WAS,2026-09-20T16:25:00Z,15,20,0.09577107736065602,0.0332425068119891,10,3,0,TRUE,FALSE,FALSE,under 10%
WR,00-0039064,Zay Flowers,BAL,NO,2026-09-20T13:00:00Z,15,20,0.47896038580153527,0.27710843373493976,48,28,0,TRUE,FALSE,FALSE,25-50%
TE,00-0039065,Sam LaPorta,DET,BUF,2026-09-18T00:15:00Z,12,17,0.461764680683922,0.2266693213758101,46,23,17.2,FALSE,TRUE,TRUE,25-50%
TE,00-0039066,Michael Mayer,LV,LAC,2026-09-20T16:05:00Z,12,17,0.4189556247848096,0.24875704984730015,42,25,5.300000000000001,FALSE,FALSE,FALSE,25-50%
WR,00-0039067,Rashee Rice,KC,IND,2026-09-20T20:20:00Z,15,20,0.3647467682648722,0.1778975741239892,36,18,12.3,FALSE,FALSE,FALSE,25-50%
RB,00-0039139,Jahmyr Gibbs,DET,BUF,2026-09-18T00:15:00Z,15,20,0.6589742770124096,0.4103743856230908,66,41,23.3,FALSE,TRUE,TRUE,50%+
WR,00-0039146,Jayden Reed,GB,NYJ,2026-09-20T13:00:00Z,15,20,0.2054195228269871,0.08280254777070063,21,8,1.4,FALSE,FALSE,FALSE,10-25%
QB,00-0039150,Bryce Young,CAR,ATL,2026-09-20T13:00:00Z,20,25,0.2709151316022473,0.13605412991116292,27,14,24.080000000000002,FALSE,TRUE,FALSE,25-50%
QB,00-0039163,C.J. Stroud,HOU,CIN,2026-09-20T13:00:00Z,20,25,0.3607102903848349,0.2250325091401514,36,23,17.020000000000003,FALSE,FALSE,FALSE,25-50%
QB,00-0039164,Anthony Richardson,IND,KC,2026-09-20T20:20:00Z,20,25,0.10632867766841309,0,11,2,0,TRUE,FALSE,FALSE,10-25%
RB,00-0039299,George Holani,SEA,ARI,2026-09-20T16:25:00Z,15,20,0.12711297523354623,0.0492341464541655,13,5,2.5,FALSE,FALSE,FALSE,10-25%
TE,00-0039338,Brock Bowers,LV,LAC,2026-09-20T16:05:00Z,12,17,0.32383350474579997,0.15613093207204168,32,16,0,TRUE,FALSE,FALSE,25-50%
WR,00-0039342,Xavier Legette,CAR,ATL,2026-09-20T13:00:00Z,15,20,0.10149045387664282,0.0332425068119891,10,3,8.4,FALSE,FALSE,FALSE,10-25%
RB,00-0039344,Jonathon Brooks,CAR,ATL,2026-09-20T13:00:00Z,15,20,0.11541444380330736,0.0464241510019439,12,5,2.1,FALSE,FALSE,FALSE,10-25%
WR,00-0039355,Luke McCaffrey,WAS,DAL,2026-09-20T16:25:00Z,15,20,0.14196447892580685,0.05199698568198945,14,5,0,TRUE,FALSE,FALSE,10-25%
TE,00-0039356,Ja'Tavion Sanders,CAR,ATL,2026-09-20T13:00:00Z,12,17,0.1740303016697014,0.04738365680131323,17,5,0,TRUE,FALSE,FALSE,10-25%
TE,00-0039359,Cade Stover,HOU,CIN,2026-09-20T13:00:00Z,12,17,0.13422101641323428,0.03648626955092363,13,4,0,TRUE,FALSE,FALSE,10-25%
RB,00-0039361,Bucky Irving,TB,CLE,2026-09-20T13:00:00Z,15,20,0.5118969335314482,0.27035556983933323,51,27,13,FALSE,FALSE,FALSE,50%+
RB,00-0039364,Sione Vaki,DET,BUF,2026-09-18T00:15:00Z,15,20,0.08701134922813912,0.02884203232726897,9,3,3,FALSE,FALSE,FALSE,under 10%
WR,00-0039365,Jacob Cowing,SF,MIA,2026-09-20T16:25:00Z,15,20,0.11004689509055718,0.0332425068119891,11,3,0,FALSE,FALSE,FALSE,10-25%
QB,00-0039376,Spencer Rattler,NO,BAL,2026-09-20T13:00:00Z,20,25,0.10632867766841309,0,11,2,0,TRUE,FALSE,FALSE,10-25%
RB,00-0039391,Kimani Vidal,LAC,LV,2026-09-20T16:05:00Z,15,20,0.1369701206643522,0.05239526498805072,14,5,0,FALSE,FALSE,FALSE,10-25%
RB,00-0039407,Dylan Laube,LV,LAC,2026-09-20T16:05:00Z,15,20,0.07173808719988922,0.02604171106345382,7,3,0,FALSE,FALSE,FALSE,under 10%
WR,00-0039410,Ryan Flournoy,DAL,WAS,2026-09-20T16:25:00Z,15,20,0.2207886016776676,0.08280254777070063,22,8,7.300000000000001,FALSE,FALSE,FALSE,10-25%
WR,00-0039424,Devaughn Vele,NO,BAL,2026-09-20T13:00:00Z,15,20,0.24701286936460423,0.11336717428087986,25,11,11.4,FALSE,FALSE,FALSE,10-25%
WR,00-0039451,Isaiah Williams,NYJ,GB,2026-09-20T13:00:00Z,15,20,0.13844464794206887,0.05199698568198945,14,5,10.8,FALSE,FALSE,FALSE,10-25%
RB,00-0039471,Frank Gore Jr.,BUF,DET,2026-09-18T00:15:00Z,15,20,0.08223534142529339,0.02412778780195284,8,2,0,TRUE,FALSE,FALSE,under 10%
WR,00-0039491,Jalen Coker,CAR,ATL,2026-09-20T13:00:00Z,15,20,0.35016448459218863,0.1778975741239892,35,18,14.600000000000001,FALSE,FALSE,FALSE,25-50%
TE,00-0039518,Treyton Welch,NO,BAL,2026-09-20T13:00:00Z,12,17,0.12273311999383356,0.05011184657662508,12,5,0,TRUE,FALSE,FALSE,10-25%
TE,00-0039530,Brevyn Spann-Ford,DAL,WAS,2026-09-20T16:25:00Z,12,17,0.17641837351650952,0.06322160164690166,18,6,0,FALSE,FALSE,FALSE,10-25%
WR,00-0039589,Kameron Johnson,TB,CLE,2026-09-20T13:00:00Z,15,20,0.1000766020464875,0.0332425068119891,10,3,0,FALSE,FALSE,FALSE,10-25%
RB,00-0039603,British Brooks,HOU,CIN,2026-09-20T13:00:00Z,15,20,0.12197289800855556,0.03982164706466869,12,4,0,FALSE,FALSE,FALSE,10-25%
TE,00-0039648,David Martin-Robinson,TEN,PHI,2026-09-20T13:00:00Z,12,17,0.10990872105924623,0.05120346723481726,11,5,0,TRUE,FALSE,FALSE,10-25%
RB,00-0039686,Colson Yankoff,WAS,DAL,2026-09-20T16:25:00Z,15,20,0.10352019942856532,0.03554320271808887,10,4,2.4000000000000004,FALSE,FALSE,FALSE,10-25%
QB,00-0039732,Bo Nix,DEN,JAX,2026-09-20T16:05:00Z,20,25,0.33548476892660983,0.14963205249661962,34,15,14.12,FALSE,FALSE,FALSE,25-50%
WR,00-0039739,Roman Wilson,PIT,NE,2026-09-20T13:00:00Z,15,20,0.1520433509237629,0.05199698568198945,15,5,7.800000000000001,FALSE,FALSE,FALSE,10-25%
RB,00-0039746,Will Shipley,PHI,TEN,2026-09-20T13:00:00Z,15,20,0.0592978241457535,0.0196535064447878,6,2,4.9,FALSE,FALSE,FALSE,under 10%
WR,00-0039792,Devontez Walker,BAL,NO,2026-09-20T13:00:00Z,15,20,0.3536880976288665,0.19836717428087983,35,20,5.7,FALSE,FALSE,FALSE,25-50%
