player_id,posteam,defteam,game_id,source,rolling_epa_per_opp,wt_target_share,wt_air_yards_share,wt_air_yards_per_target,prior_epa_per_opp,baseline_epa_per_opp,is_cold_start,draft_tier,baseline_target_share,baseline_air_yards_share,player_name,form_residual,wt_team_total_plays,baseline_team_total_plays,wt_snap_share,baseline_snap_share,games_played_so_far,def_used_fallback,def_short_pass_epa_adj,def_deep_pass_epa_adj,season,week,team_spread,implied_total,report_status,practice_status
00-0030279,IND,HOU,2026_03_HOU_IND,played,-0.8259120928656155,0.17072204168978364,0.15372586516865125,5.0360360360360366,0.28623379867685794,0.28623379867685794,FALSE,r2_3,0.19395866454689983,0.2259128904531456,Keenan Allen,-1.1121458915424736,63.108108108108105,63.76470588235294,0.5835135135135135,0.5547058823529412,2,TRUE,-0.5586516637960851,0.2590442483299035,2026,3,-3,19.75,NA,NA
00-0031381,LA,DEN,2026_03_LA_DEN,played,0.504752243816043,0.2673745173745174,0.4548760240603141,16.292792792792795,0.23713545332977393,0.23713545332977393,FALSE,r2_3,0.23265306122448978,0.3455372098588179,Davante Adams,0.2676167904862691,59.91891891891892,66.52941176470588,0.5994594594594596,0.7142857142857143,2,TRUE,-0.4180378906282033,0.20767003912817805,2026,3,2.5,24,NA,NA
00-0031408,SF,ARI,2026_03_ARI_SF,played,1.3895986698170228,0.1683046683046683,0.2897192494507931,10.817245817245817,0.0849407252076584,0.0849407252076584,FALSE,r1,0.20666666666666667,0.34915254237288135,Mike Evans,1.3046579446093645,57.972972972972975,66.05882352941177,0.6364864864864865,0.65625,2,TRUE,-0.18462617855528518,0.3030764758096892,2026,3,8.5,28,NA,NA
00-0031588,WAS,SEA,2026_03_SEA_WAS,played,0.6921469235093269,0.20752895752895753,0.22870935573588402,10.723723723723724,0.6899056263590737,0.6899056263590737,FALSE,r4_5,0.1851179673321234,0.1888551604509974,Stefon Diggs,0.0022412971502532297,72.37837837837839,63.11764705882353,0.5651351351351351,0.5376470588235294,2,TRUE,-0.3984744878133901,-0.17482052129264716,2026,3,-7,16.75,NA,NA
00-0031610,CAR,CLE,2026_03_CAR_CLE,played,1.2879271322354224,0.06564722617354198,0.055232714133141105,6.5225225225225225,0.8076067147606053,0.8076067147606053,FALSE,r6_udfa,0.1483050847457627,0.2260705289672544,Darren Waller,0.48032041747481713,68.91891891891892,63.11764705882353,0.39864864864864863,0.45,2,TRUE,-0.44987351979072693,0.14228724388110725,2026,3,2.5,22.5,NA,NA
00-0032398,BAL,DAL,2026_03_BAL_DAL,played,0.3888647510195026,0.08172878761114057,0.2727510889967896,32.37837837837838,0.5340360865333773,0.5340360865333773,FALSE,r4_5,0.09871244635193133,0.17678381256656017,Chris Moore,-0.14517133551387473,62.13513513513514,60.588235294117645,0.4672972972972973,0.4857142857142857,2,TRUE,-0.13592236849873357,0.753209927780039,2026,3,3.5,28,NA,NA
00-0032464,CHI,PHI,2026_03_PHI_CHI,played,0.8915698980747012,0.20269152527217046,0.11364028605407916,4.075075075075076,0.5068361005947739,0.5068361005947739,FALSE,udfa,0.06535947712418301,0.05884401114206128,Kalif Raymond,0.3847337974799273,76.45945945945947,69.3529411764706,0.6108108108108109,0.366,2,TRUE,-0.40819467241171076,0.24296289693569453,2026,3,-4.5,18.5,NA,NA
00-0032775,SF,ARI,2026_03_ARI_SF,played,1.057806364649936,0.11425061425061425,0.21984400507890442,11.756756756756756,0.21032039619532292,0.21032039619532292,FALSE,r4_5,0.07407407407407407,0.13590555715519723,Demarcus Robinson,0.8474859684546131,57.972972972972975,66.05882352941177,0.4570270270270271,0.46785714285714286,2,TRUE,-0.18462617855528518,0.3030764758096892,2026,3,8.5,28,NA,NA
00-0032951,IND,HOU,2026_03_HOU_IND,played,-1.5684109189503548,0.06623338881403398,0.18932365201021917,11.567567567567567,NA,0.22148506743809637,TRUE,r1,0.17387997365043362,0.3331100734005259,Laquon Treadwell,-1.7898959863884512,63.108108108108105,63.76470588235294,0.5608108108108109,0.059000000000000004,2,TRUE,-0.5586516637960851,0.2590442483299035,2026,3,-3,19.75,NA,NA
00-0033307,ARI,SF,2026_03_ARI_SF,played,0.023150151821290214,0.15078236130867712,0.1145321416336426,4.0990990990991,0.3876768941445444,0.3876768941445444,FALSE,udfa,0.10392156862745099,0.15986860114973994,Kendrick Bourne,-0.3645267423232542,61.48648648648649,68.11764705882354,0.6321621621621623,0.566875,2,TRUE,-0.1421745418192506,0.6111669679392794,2026,3,-8.5,19.5,NA,NA
00-0033555,NE,JAX,2026_03_NE_JAX,played,0.5451733961135049,0.10705705705705708,0.1619924477067334,8.94054054054054,0.41847064460102507,0.41847064460102507,FALSE,r4_5,0.13859275053304904,0.2169811320754717,Mack Hollins,0.12670275151247984,63.72972972972973,64.3529411764706,0.7054054054054054,0.6773333333333333,2,TRUE,-0.4609722939891607,-0.0747096070658592,2026,3,-3,21.25,NA,NA
00-0033908,SEA,WAS,2026_03_SEA_WAS,played,0.32801378996484826,0.09305459305459306,0.17952894825141522,11.288288288288289,0.10758520694252503,0.10758520694252503,FALSE,r2_3,0.14609053497942387,0.14952220348510398,Cooper Kupp,0.2204285830223232,64.1891891891892,63,0.5908108108108109,0.755625,2,TRUE,-0.10025787686177953,0.30654253540924575,2026,3,7,23.75,NA,NA
00-0033921,TB,MIN,2026_03_MIN_TB,played,1.0323111832527043,0.1012600438276114,0.05200917077401638,6.29054054054054,0.2826941765446876,0.2826941765446876,FALSE,r2_3,0.16560509554140126,0.1585419411506368,Chris Godwin Jr.,0.7496170067080168,63.7027027027027,68,0.86,0.7088888888888889,2,TRUE,-0.5145186521746957,0.48353437339160327,2026,3,-1.5,20.5,NA,NA
