comparison,n,weeks,stat,stat_a,stat_b,delta,ci_lo,ci_hi,bar,verdict
a1_vs_ecr,807,62,spearman,0.1454725328369799,0.15591045510240623,0.010437922265426336,-0.058686611219749045,0.0735520369070289,NA,NA
a1_vs_ecr,807,62,concordance,0.5465420560747664,0.5549532710280374,0.008411214953271018,-0.014989007602858442,0.03013287316829269,NA,NA
a1_vs_ecr,807,62,auc,0.5621305651806773,0.5607692979646507,-0.0013612672160265848,-0.05092014172064598,0.048284819966840545,NA,NA
weather_vs_ecr,807,62,spearman,0.1454725328369799,0.15211107520092668,0.006638542363946787,-0.06959733071794888,0.07976476606420688,NA,NA
weather_vs_ecr,807,62,concordance,0.5465420560747664,0.5528971962616822,0.006355140186915853,-0.018277844280915622,0.03002611514287537,NA,NA
weather_vs_ecr,807,62,auc,0.5621305651806773,0.5523032350115016,-0.009827330169175696,-0.0586181161958522,0.03866221339206751,NA,NA
weather_vs_a1,807,62,spearman,0.15591045510240623,0.15211107520092668,-0.0037993799014795493,-0.033647254784191234,0.02704610838196104,0.02,NEUTRAL
weather_vs_a1,807,62,concordance,0.5549532710280374,0.5528971962616822,-0.002056074766355165,-0.013534025490659136,0.009058913842506497,0.01,NEUTRAL
