component,stratum,nominal,empirical,sharpness,delta
efficiency,low_opp_3_5,0.5,0.45064704389748794,0.8355421145636933,-0.04935295610251206
efficiency,low_opp_3_5,0.8,0.7513321492007105,1.6801957991061036,-0.04866785079928959
efficiency,low_opp_3_5,0.9,0.8695762496828217,2.274466483887591,-0.030423750317178366
volume,low_opp_3_5,0.5,0.5831007358538443,2.605151498937357,0.08310073585384425
volume,low_opp_3_5,0.8,0.8337985282923116,5.402956194683981,0.03379852829231156
volume,low_opp_3_5,0.9,0.9162649073839128,7.282495709960021,0.01626490738391273
combined,low_opp_3_5,0.5,0.5013955848769348,3.6058265807359096,0.0013955848769348078
combined,low_opp_3_5,0.8,0.7980208069018015,7.136002176739093,-0.001979193098198495
combined,low_opp_3_5,0.9,0.8954580055823395,9.574382937709414,-0.0045419944176605664
