position,player_id,player_name,posteam,defteam,game_id,season,week,report_status,practice_status,thresh_start,thresh_boom,pred_vol,pred_tot,lo_80_tot,hi_80_tot,lo_90_tot,hi_90_tot,p_start,p_boom,p_start_recal,p_boom_recal,recal_method_start,recal_method_boom,kickoff_et,run_ts,as_of,run_mode
QB,00-0039910,Jayden Daniels,WAS,MIN,2025_14_WAS_MIN,2025,14,NA,Full Participation in Practice,20,25,8.502885471653649,3.1468151020066912,-10.26761399059199,16.561244194605372,-13.41629018640981,19.709920390423193,0.4995,0.2665,0.5036376615011511,0.2556882860141571,platt_vol_vegas,platt,2025-12-07T18:00:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0036389,Jalen Hurts,PHI,LAC,2025_14_PHI_LAC,2025,14,NA,NA,20,25,7.320973351440192,2.2841342814356476,-11.130294811163033,15.698563374034329,-14.278971006980854,18.84723956985215,0.4125,0.198,0.43287259599000744,0.1881687929888503,platt_vol_vegas,platt,2025-12-09T01:15:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0034857,Josh Allen,BUF,CIN,2025_14_CIN_BUF,2025,14,NA,NA,20,25,4.967942908897233,5.154952913147756,-8.259476179450925,18.569382005746437,-11.408152375268745,21.718058201564258,0.4445,0.2355,0.39198925453938926,0.2250325091401514,platt_vol_vegas,platt,2025-12-07T18:00:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0034796,Lamar Jackson,BAL,PIT,2025_14_PIT_BAL,2025,14,NA,Full Participation in Practice,20,25,5.284114191871157,3.1451312749287275,-10.269297817669953,16.559560367527407,-13.417974013487774,19.708236563345228,0.378,0.194,0.3682684953987128,0.18425199532846326,platt_vol_vegas,platt,2025-12-07T18:00:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0039732,Bo Nix,DEN,LV,2025_14_DEN_LV,2025,14,NA,NA,20,25,4.261693784778409,3.497951523056553,-9.916477569542128,16.912380615655234,-13.065153765359948,20.061056811473055,0.4025,0.224,0.35643269983887527,0.2137009117026421,platt_vol_vegas,platt,2025-12-07T21:05:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0036971,Trevor Lawrence,JAX,IND,2025_14_IND_JAX,2025,14,NA,NA,20,25,3.6986156525977707,1.5471190090031204,-11.86731008359556,14.961548101601801,-15.015986279413381,18.11022429741962,0.2865,0.1245,0.29026418828542566,0.11673836984294837,platt_vol_vegas,platt,2025-12-07T18:00:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0033873,Patrick Mahomes,KC,HOU,2025_14_HOU_KC,2025,14,NA,Full Participation in Practice,20,25,2.3937597169339386,2.4867062530034127,-10.927722839595269,15.901135345602093,-14.07639903541309,19.049811541419913,0.3375,0.169,0.28731898557382224,0.15984426767919035,platt_vol_vegas,platt,2025-12-08T01:20:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0034855,Baker Mayfield,TB,NO,2025_14_NO_TB,2025,14,NA,Full Participation in Practice,20,25,2.9584885782302828,2.284636725390301,-11.12979236720838,15.699065817988982,-14.2784685630262,18.8477420138068,0.302,0.1285,0.28269392028953694,0.12059350171680891,platt_vol_vegas,platt,2025-12-07T18:00:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0030565,Geno Smith,LV,DEN,2025_14_DEN_LV,2025,14,NA,Full Participation in Practice,20,25,2.929464223326222,0.46694804437365534,-12.947481048225026,13.881377136972336,-16.096157244042846,17.030053332790157,0.2955,0.132,0.2791150743897694,0.12397010021562813,platt_vol_vegas,platt,2025-12-07T21:05:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0036355,Justin Herbert,LAC,PHI,2025_14_PHI_LAC,2025,14,Questionable,Limited Participation in Practice,20,25,3.797139954870455,0.5316438862277167,-12.882785206370965,13.946072978826397,-16.031461402188786,17.094749174644218,0.242,0.098,0.2700732480878095,0.0913082698362192,platt_vol_vegas,platt,2025-12-09T01:15:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0039918,Caleb Williams,CHI,GB,2025_14_CHI_GB,2025,14,NA,NA,20,25,3.048783840077248,0.25927072397691775,-13.155158368621763,13.6736998165756,-16.303834564439583,16.82237601239342,0.2675,0.1105,0.2682586566705874,0.1032789146656592,platt_vol_vegas,platt,2025-12-07T21:25:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0039163,C.J. Stroud,HOU,KC,2025_14_HOU_KC,2025,14,NA,NA,20,25,2.325091050899377,2.5395532404472587,-10.874875852151423,15.95398233304594,-14.023552047969243,19.10265852886376,0.291,0.1465,0.265280652652163,0.13799106138474154,platt_vol_vegas,platt,2025-12-08T01:20:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0040743,Tyler Shough,NO,TB,2025_14_NO_TB,2025,14,NA,NA,20,25,3.73761974146295,-1.5553271349452436,-14.969756227543925,11.859101957653436,-18.118432423361746,15.007778153471257,0.232,0.0935,0.2637441440659555,0.08701035173960686,platt_vol_vegas,platt,2025-12-07T18:00:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0040676,Cam Ward,TEN,CLE,2025_14_TEN_CLE,2025,14,NA,NA,20,25,3.3409236006739977,-2.9770680607116695,-16.39149715331035,10.437361031887011,-19.54017334912817,13.586037227704832,0.2245,0.099,0.25236989587520875,0.09226421195549721,platt_vol_vegas,platt,2025-12-07T18:00:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0033077,Dak Prescott,DAL,DET,2025_14_DAL_DET,2025,14,NA,NA,20,25,1.886399401180602,0.6239104304509773,-12.790518662147704,14.038339523049657,-15.939194857965525,17.187015718867478,0.2805,0.1325,0.2522790031767339,0.12445272381297297,platt_vol_vegas,platt,2025-12-05T01:15:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0033106,Jared Goff,DET,DAL,2025_14_DAL_DET,2025,14,NA,NA,20,25,1.3782894885940156,2.826092871096192,-10.58833622150249,16.240521963694874,-13.73701241732031,19.389198159512695,0.294,0.1395,0.2488266305792473,0.13121595977655293,platt_vol_vegas,platt,2025-12-05T01:15:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0033119,Jacoby Brissett,ARI,LA,2025_14_LA_ARI,2025,14,NA,NA,20,25,2.062966285722367,-1.0234479686728408,-14.437877061271521,12.39098112392584,-17.586553257089342,15.539657319743661,0.258,0.107,0.2452828558650627,0.09992253203134395,platt_vol_vegas,platt,2025-12-07T21:25:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0034869,Sam Darnold,SEA,ATL,2025_14_SEA_ATL,2025,14,NA,NA,20,25,2.0914887196573555,1.7226126336127856,-11.691816458985896,15.137041726211466,-14.840492654803716,18.28571792202929,0.255,0.109,0.24440827758808362,0.10184003676174716,platt_vol_vegas,platt,2025-12-07T18:00:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0036442,Joe Burrow,CIN,BUF,2025_14_CIN_BUF,2025,14,NA,NA,20,25,1.7683364704690234,0.7678971752675611,-12.646531917331119,14.182326267866243,-15.79520811314894,17.33100246368406,0.2575,0.1195,0.23972976184364794,0.11192533928183732,platt_vol_vegas,platt,2025-12-07T18:00:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0036264,Jordan Love,GB,CHI,2025_14_CHI_GB,2025,14,NA,Full Participation in Practice,20,25,1.6681479746882013,2.3790244588292206,-11.03540463376946,15.793453551427902,-14.18408082958728,18.942129747245723,0.2555,0.0995,0.23702864943841848,0.09274229721929776,platt_vol_vegas,platt,2025-12-07T21:25:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0039923,J.J. McCarthy,MIN,WAS,2025_14_WAS_MIN,2025,14,NA,Full Participation in Practice,20,25,3.2928477271424446,-1.464086112293746,-14.878515204892427,11.950342980304935,-18.027191400710247,15.099019176122756,0.192,0.077,0.2340976864602417,0.07130784147978501,platt_vol_vegas,platt,2025-12-07T18:00:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0026498,Matthew Stafford,LA,ARI,2025_14_LA_ARI,2025,14,NA,NA,20,25,1.2569610358903043,1.4404864126635677,-11.973942679935114,14.854915505262248,-15.122618875752934,18.00359170108007,0.2355,0.089,0.22076283652959358,0.08271883789802945,platt_vol_vegas,platt,2025-12-07T21:25:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0036212,Tua Tagovailoa,MIA,NYJ,2025_14_MIA_NYJ,2025,14,NA,NA,20,25,1.2496740889103353,2.506283545826439,-10.908145546772243,15.920712638425119,-14.056821742590063,19.06938883424294,0.205,0.0755,0.20634111687722675,0.06988501674435874,platt_vol_vegas,platt,2025-12-07T18:00:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0023459,Aaron Rodgers,PIT,BAL,2025_14_PIT_BAL,2025,14,NA,Full Participation in Practice,20,25,1.2506204323250438,0.7262840662254589,-12.688145026373222,14.14071315882414,-15.836821222191043,17.289389354641962,0.1935,0.0835,0.2007578406265975,0.07748267210242156,platt_vol_vegas,platt,2025-12-07T18:00:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0040668,Shedeur Sanders,CLE,TEN,2025_14_TEN_CLE,2025,14,NA,NA,20,25,1.7739811366850298,-3.031172852329853,-16.445601944928534,10.383256240268828,-19.594278140746354,13.531932436086649,0.137,0.041,0.17829711489254838,0.037417268611225046,platt_vol_vegas,platt,2025-12-07T18:00:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0029604,Kirk Cousins,ATL,SEA,2025_14_SEA_ATL,2025,14,NA,NA,20,25,1.0687452633516048,-2.002936800026303,-15.417365892624984,11.411492292572378,-18.566042088442806,14.560168488390199,0.133,0.046,0.1660753539747192,0.04208806317547994,platt_vol_vegas,platt,2025-12-07T18:00:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0040398,Brady Cook,NYJ,MIA,2025_14_MIA_NYJ,2025,14,NA,NA,20,25,2.3840162279087576,-4.148125924031049,-17.56255501662973,9.266303168567632,-20.71123121244755,12.414979364385452,0.0945,0.0245,0.15857710846437323,0.022114241824838794,platt_vol_vegas,platt,2025-12-07T18:00:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
QB,00-0040206,Riley Leonard,IND,JAX,2025_14_IND_JAX,2025,14,NA,NA,20,25,1.8557266003969266,-5.8461954206758415,-19.26062451327452,7.568233671922839,-22.409300709092342,10.716909867740661,0.059,0.015,0.12293949231824063,0.013404995251069817,platt_vol_vegas,platt,2025-12-07T18:00:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
RB,00-0036223,Jonathan Taylor,IND,JAX,2025_14_IND_JAX,2025,14,NA,NA,15,20,25.2572448297994,-1.5745656234622945,-8.291890883294826,5.142759636370236,-10.38550642486165,7.2363751779370595,0.7055,0.4295,0.7490281846624388,0.49182899846494915,star_platt,star_platt,2025-12-07T18:00:00Z,2026-09-05 15:45:58,2025-12-03 20:15:00,hindcast
