position,arm,n,weeks,stat,stat_a,stat_b,delta,ci_lo,ci_hi,bar,floor,verdict
WR,base,1406,116,spearman,0.1059360021478197,0.13851815481882385,0.032582152671004144,-0.04383511194952208,0.1111088344254748,0.02,0.114,NEUTRAL
WR,base,1406,116,concordance,0.535952354933887,0.5441481805267184,0.008195825592831385,-0.01800373741406745,0.03400186636834699,0.01,0.114,NEUTRAL
