player_id,posteam,defteam,game_id,rolling_epa_per_opp,wt_carry_share,wt_target_share,prior_epa_per_opp,baseline_epa_per_opp,is_cold_start,draft_tier,baseline_carry_share,baseline_target_share,player_name,form_residual,wt_team_total_plays,baseline_team_total_plays,wt_snap_share,baseline_snap_share,games_played_so_far,def_used_fallback,def_rush_epa_adj,def_short_pass_epa_adj,def_deep_pass_epa_adj,season,week,team_spread,implied_total,report_status,practice_status,own_q_int,own_practice_int,weeks_missed,return_from_absence,above_new_out_share,above_q_share,above_long_out_share
00-0039391,LAC,LV,2025_13_LV_LAC,-0.13334405870801366,0.6989986127776181,0.72755591625424,-0.12781488045811076,-0.12781488045811076,FALSE,r6_udfa,0.23369565217391305,0.2727272727272727,Kimani Vidal,-0.0055291782499029,66.24610494774858,63.23529411764706,0.7062542278906807,0.277,11,FALSE,-0.10621549190576679,0.8486281631419317,0,2025,13,10.5,26,NA,NA,0,3,1,1,0,0,0
00-0039738,LA,CAR,2025_13_LA_CAR,-0.2086306215612155,0.41184734738423817,0.1497861407763309,-0.10772193447513873,-0.10772193447513873,FALSE,r2_3,0.17791411042944785,0.17391304347826086,Blake Corum,-0.10090868708607678,62.92825183145399,64.47058823529412,0.33292933208174846,0.11176470588235295,12,FALSE,0.03293514521012215,0.09139661671704397,0.07614468774532356,2025,13,7.5,26,NA,NA,0,3,0,0,0,0,0
00-0039875,BUF,PIT,2025_13_BUF_PIT,-0.11963137083674398,0.12146192675768774,0.3865232549669699,0.0703981791029529,0.0703981791029529,FALSE,r4_5,0.31564245810055863,0.24675324675324675,Ray Davis,-0.1900295499396969,64.44453900613601,64.76470588235294,0.09039392902705007,0.24352941176470588,11,FALSE,-0.15600987099739905,0.21321507156304403,0,2025,13,3.5,25.5,NA,NA,0,3,4,1,0,0,0
00-0040122,LV,LAC,2025_13_LV_LAC,-0.17507587810454447,0.8827917663543507,0.7267179710230633,NA,-0.0489782974399718,TRUE,r1,0.6173708920187794,0.5972222222222222,Ashton Jeanty,-0.12609758066457266,64.25482952774018,66.58823529411765,0.7945768907329356,0.5529411764705883,11,FALSE,-0.08031990543512514,0.10679357073305762,-0.5691293586313336,2025,13,-10.5,15.5,NA,NA,0,3,0,0,0,0,0
00-0040202,NO,MIA,2025_13_NO_MIA,-0.3208139533065516,0.29977552797292556,0.4723785298896399,NA,-0.12781488045811076,TRUE,r6_udfa,0.22929936305732485,0.15789473684210525,Devin Neal,-0.19299907284844084,65.23218134722885,65,0.44879448448804393,0.09714285714285714,11,FALSE,-0.3260780323816198,0.6214272239360481,0,2025,13,-4.5,19,NA,Full Participation in Practice,0,2,0,0,0.7940849378896772,0,0
00-0040236,CHI,PHI,2025_13_CHI_PHI,0.0690881636340136,0.5044853168404696,0.27423826812415253,NA,-0.12781488045811076,TRUE,r6_udfa,0.22929936305732485,0.15789473684210525,Kyle Monangai,0.19690304409212436,70.99176751530635,68.41176470588235,0.49172464234614865,0.09714285714285714,11,FALSE,-0.1946942450308179,0.15510876593398926,0.22651802888711842,2025,13,-6.5,19,NA,Full Participation in Practice,0,2,0,0,0,0,0
00-0040583,HOU,IND,2025_13_HOU_IND,-0.060165640566613686,0.6614908983338961,0.5428574317584919,NA,-0.028093609232885158,TRUE,r4_5,0.23454545454545456,0.24645354645354645,Woody Marks,-0.03207203133372853,71.83927190118996,66.47058823529412,0.6289604823882126,0.23645220588235294,11,FALSE,-0.13666961064690838,-0.28018362999943974,0.04115152733086974,2025,13,-3.5,21,NA,NA,0,3,0,0,0,0,0
00-0040719,JAX,TEN,2025_13_JAX_TEN,-0.06399795098672736,0.30359274611725545,0.13324611722605592,NA,-0.028093609232885158,TRUE,r4_5,0.23454545454545456,0.24645354645354645,Bhayshul Tuten,-0.0359043417538422,70.24036495944426,62.05882352941177,0.26478449764990786,0.23645220588235294,11,FALSE,0.048475402683027684,-0.143966554278623,0,2025,13,7.5,25,NA,NA,0,3,0,0,0,0,0
00-0040730,DEN,WAS,2025_13_DEN_WAS,0.016813255209911886,0.3194685514870709,0.4405050337983816,NA,-0.0725242009387155,TRUE,r2_3,0.48366013071895425,0.4666666666666667,RJ Harvey,0.0893374561486274,65.73793566022505,65.52941176470588,0.37089568085260566,0.4230357142857143,11,FALSE,0.011735977621584886,0.9836265609815522,0,2025,13,6.5,25,NA,NA,0,3,1,1,0,0,0
00-0040734,NE,NYG,2025_13_NYG_NE,0.11852789470530739,0.6825000368421437,0.648301047403816,NA,-0.0725242009387155,TRUE,r2_3,0.48366013071895425,0.4666666666666667,TreVeyon Henderson,0.1910520956440229,66.0452677116389,65.88235294117646,0.6943572679273519,0.4230357142857143,12,FALSE,0.2707030831783999,-0.09238013456185966,-0.14070270918950842,2025,13,7.5,26.5,NA,NA,0,3,0,0,0,0,0
00-0040784,CLE,SF,2025_13_SF_CLE,-0.2316024335087298,0.8018031235613341,0.31484804617075446,NA,-0.0725242009387155,TRUE,r2_3,0.48366013071895425,0.4666666666666667,Quinshon Judkins,-0.1590782325700143,59.70214415358767,71.3529411764706,0.5170816895047197,0.4230357142857143,12,FALSE,6.747426242463746e-4,0.04495157280105074,0.175742799057611,2025,13,-5.5,18,NA,NA,0,3,0,0,0,0,0
