position,player_id,player_name,posteam,defteam,game_id,season,week,report_status,practice_status,thresh_start,thresh_boom,pred_vol,pred_tot,lo_80_tot,hi_80_tot,lo_90_tot,hi_90_tot,p_start,p_boom,p_start_recal,p_boom_recal,recal_method_start,recal_method_boom
QB,00-0036389,Jalen Hurts,PHI,CHI,2025_13_CHI_PHI,2025,13,NA,NA,20,25,7.305637619241469,3.2226404773096,-10.226794013109982,16.67207496772918,-13.607356746411877,20.052637701031077,0.464,0.24,0.45726783799585746,0.22947276867138833,platt_vol_vegas,platt
QB,00-0034857,Josh Allen,BUF,PIT,2025_13_BUF_PIT,2025,13,NA,Full Participation in Practice,20,25,4.905400160000398,3.1660424347049316,-10.28339205571465,16.615476925124515,-13.663954789016547,19.996039658426408,0.4265,0.2325,0.38220800776389613,0.2220742431887754,platt_vol_vegas,platt
QB,00-0034796,Lamar Jackson,BAL,CIN,2025_13_CIN_BAL,2025,13,NA,Full Participation in Practice,20,25,5.271105213551035,4.256397613800058,-9.193036876619525,17.70583210421964,-12.57359960992142,21.086394837521535,0.3805,0.192,0.36915471295020624,0.1822947596778548,platt_vol_vegas,platt
QB,00-0039732,Bo Nix,DEN,WAS,2025_13_DEN_WAS,2025,13,NA,NA,20,25,4.306103225900639,3.4427924603976736,-10.006642030021908,16.892226950817257,-13.387204763323805,20.27278968411915,0.4225,0.226,0.3665665661938517,0.2156699762483394,platt_vol_vegas,platt
QB,00-0040691,Jaxson Dart,NYG,NE,2025_13_NYG_NE,2025,13,NA,Full Participation in Practice,20,25,6.214817208292497,-1.2151257362811165,-14.664560226700699,12.234308754138466,-18.045122960002594,15.614871487440361,0.3245,0.141,0.3633763565822333,0.13266678172716587,platt_vol_vegas,platt
QB,00-0036355,Justin Herbert,LAC,LV,2025_13_LV_LAC,2025,13,NA,NA,20,25,4.1428767863866724,3.993334139327537,-9.456100351092045,17.44276862974712,-12.83666308439394,20.823331363049014,0.4115,0.217,0.35785085171186715,0.2068147569534185,platt_vol_vegas,platt
QB,00-0035710,Daniel Jones,IND,HOU,2025_13_HOU_IND,2025,13,NA,Full Participation in Practice,20,25,4.693439485157125,0.35443859079860474,-13.094995899620978,13.803873081218187,-16.475558632922873,17.184435814520082,0.3425,0.166,0.3381433804967845,0.15692404973797808,platt_vol_vegas,platt
QB,00-0039851,Drake Maye,NE,NYG,2025_13_NYG_NE,2025,13,NA,NA,20,25,3.505586264199673,1.8659202630838556,-11.583514227335726,15.315354753503438,-14.964076960637621,18.69591748680533,0.334,0.1695,0.3086148289764812,0.1603311578339019,platt_vol_vegas,platt
QB,00-0033873,Patrick Mahomes,KC,DAL,2025_13_KC_DAL,2025,13,NA,Full Participation in Practice,20,25,2.558512903000231,2.9034116742968155,-10.546022816122766,16.352846164716397,-13.926585549424662,19.733408898018293,0.363,0.186,0.3018415621488918,0.17642777156908984,platt_vol_vegas,platt
QB,00-0034855,Baker Mayfield,TB,ARI,2025_13_ARI_TB,2025,13,Questionable,Full Participation in Practice,20,25,2.8713947904057253,1.0767420464988688,-12.372692443920714,14.52617653691845,-15.75325517722261,17.906739270220346,0.3065,0.139,0.2830219397609199,0.1307324733195215,platt_vol_vegas,platt
