player_id,posteam,defteam,game_id,rolling_epa_per_opp,wt_target_share,wt_air_yards_share,wt_air_yards_per_target,prior_epa_per_opp,baseline_epa_per_opp,is_cold_start,draft_tier,baseline_target_share,baseline_air_yards_share,player_name,form_residual,wt_team_total_plays,baseline_team_total_plays,wt_snap_share,wt_tgt_per_snap,baseline_snap_share,baseline_tgt_per_snap,games_played_so_far,def_used_fallback,def_short_pass_epa_adj,def_deep_pass_epa_adj,season,week,team_spread,implied_total,report_status,practice_status
00-0035689,BUF,NE,2025_15_BUF_NE,0.12457760526767883,0.15464524169538624,0.22074963177648055,6.151564649581522,0.3062422348302789,0.3062422348302789,FALSE,r2_3,0.0728476821192053,0.08959455628012475,Dawson Knox,-0.18166462956260007,66.7692915681493,64.76470588235294,0.7040846943195014,0.11639385943594824,0.600625,0.05339805825242718,12,FALSE,0.09500319422081709,-0.15560809556780078,2025,15,1.5,25,NA,Full Participation in Practice
00-0036040,NO,CAR,2025_15_CAR_NO,0.6878869426295763,0.16587305826157134,0.1515317572844373,6.666424945850391,0.2480966281385524,0.2480966281385524,FALSE,udfa,0.12408759124087591,0.13247759748123034,Juwan Johnson,0.4397903144910239,65.76739228253011,65,0.6426190086976159,0.13535211552618706,0.6417647058823529,0.0975609756097561,13,FALSE,-0.10254184203097363,-0.1775099462290474,2025,15,-1.5,19,NA,NA
00-0036244,LA,DET,2025_15_DET_LA,0.5185597804050044,0.13418487577830665,0.02769032183093745,1.3150721037579565,0.06527827795782085,0.06527827795782085,FALSE,r4_5,0.09819639278557114,0.0778567199526347,Colby Parkinson,0.45328150244718357,59.9097156801448,64.47058823529412,0.6548884612078917,0.11060236900464342,0.5488235294117647,0.08153078202995008,13,FALSE,-0.7284992736508923,0.03699220021502641,2025,15,3.5,27.5,NA,NA
00-0036290,CHI,CLE,2025_15_CLE_CHI,0.26381284985582726,0.07814766921297303,0.08456895426017133,8.514076678109568,0.4427449502783759,0.4427449502783759,FALSE,r2_3,0.10498220640569395,0.0991672975018925,Cole Kmet,-0.17893210042254865,74.19234353644623,68.41176470588235,0.7049387493027246,0.05215832966650395,0.8723529411764706,0.059356136820925554,13,FALSE,-0.3665866588852211,0.31975673463889753,2025,15,7.5,23.5,NA,NA
00-0036894,PIT,MIA,2025_15_MIA_PIT,0.6507120118032426,0.08014322607731998,0.04897763878511591,2.215842069991006,0.46027221224392617,0.46027221224392617,FALSE,r2_3,0.14181818181818182,0.1208819057273188,Pat Freiermuth,0.1904397995593164,57.22153725852362,67.47058823529412,0.4915764070639269,0.0650446218578177,0.6929411764705883,0.10051546391752578,13,FALSE,-0.37275108609701374,0.07063323031272932,2025,15,3.5,22.5,NA,NA
00-0036970,ATL,TB,2025_15_ATL_TB,-0.13912044371647914,0.2153852971232479,0.30609915000381627,9.087382642855097,0.09383116521191179,0.09383116521191179,FALSE,r1,0.12478920741989882,0.13949843260188088,Kyle Pitts,-0.23295160892839092,64.85678173045648,68.17647058823529,0.9086491141442008,0.1143512655200104,0.62,0.10466760961810467,13,FALSE,-0.0065447176277211045,-0.2545821758564183,2025,15,-4.5,19.5,Questionable,Limited Participation in Practice
00-0037005,CAR,NO,2025_15_CAR_NO,-0.08795599790897321,0.05208653984596831,0.02522292595257538,2.8222339441269604,0.15591256825562305,0.15591256825562305,FALSE,r2_3,0.08791208791208792,0.06743238236383846,Tommy Tremble,-0.24386856616459626,60.23330709948583,63,0.5620762208429322,0.027848898254933384,0.6725,0.06165703275529865,13,FALSE,0.0058927688082905955,0.21391217452339972,2025,15,1.5,20.5,NA,NA
00-0037252,MIA,PIT,2025_15_MIA_PIT,0.6454144388658785,0.13592577178071005,0.0798064547276058,4.36980512239747,-0.6337145123543451,-0.6337145123543451,FALSE,r2_3,0.11320754716981132,0.08432304038004751,Greg Dulcich,1.2791289512202235,59.994480780476636,68.29411764705883,0.48232477952613917,0.1218891474771008,0.2566666666666667,0.08163265306122448,13,FALSE,-0.036110651921220156,-0.04118500433246625,2025,15,-3.5,19,NA,NA
00-0037306,GB,DEN,2025_15_GB_DEN,0.14683351102040249,0.04626590590572992,0.007599139499266552,2.116752979957228,NA,0.09226880723352744,TRUE,r6_udfa,0.04580152671755725,0.04288164665523156,John FitzPatrick,0.05456470378687504,60.15546335322499,65.58823529411765,0.4630782077619606,0.042857391633304584,0.12666666666666668,0.0136986301369863,13,FALSE,-0.21766277751328197,0.4987330483287241,2025,15,1.5,21.5,NA,NA
00-0037744,ARI,HOU,2025_15_ARI_HOU,0.5000561152909353,0.20567448906711736,0.23102075650759413,7.686107815855819,0.33381900285286775,0.33381900285286775,FALSE,r2_3,0.2687385740402194,0.253513209668353,Trey McBride,0.16623711243806755,71.98484110546175,65.47058823529412,0.9025854215082721,0.16195001667033443,0.898125,0.15738758029978586,13,FALSE,0.2245745982809723,-0.11888391025367814,2025,15,-7.5,17.5,NA,NA
00-0037809,TEN,SF,2025_15_TEN_SF,0.5386023478479484,0.08716693410359061,0.09401974562537962,6.11909436489091,-0.10331420826807038,-0.10331420826807038,FALSE,r4_5,0.12769784172661872,0.10437625754527163,Chig Okonkwo,0.6419165561160187,64.6174532046021,66.3529411764706,0.600287302761632,0.0861365374392207,0.6052941176470589,0.10676691729323308,13,FALSE,-0.8280978505782579,1.0221954257044255,2025,15,-12.5,16,NA,Full Participation in Practice
00-0038041,DAL,MIN,2025_15_MIN_DAL,0.18211134520681616,0.15341630615128254,0.07668254985686437,4.437478257164091,-0.14780308391943894,-0.14780308391943894,FALSE,r4_5,0.1524822695035461,0.09287925696594428,Jake Ferguson,0.3299144291262551,72.99392296012175,70.58823529411765,0.7438672623491485,0.11870227578608872,0.6528571428571428,0.1396103896103896,13,FALSE,0.33162750451623085,0.17079934018497325,2025,15,5.5,26.5,Questionable,Limited Participation in Practice
00-0038115,NYG,WAS,2025_15_WAS_NYG,-0.1718107433083035,0.05185219863522387,0.07751026450266794,11.498717518761133,0.31456396522288044,0.31456396522288044,FALSE,r4_5,0.05985915492957746,0.045364891518737675,Daniel Bellinger,-0.4863747085311839,69.32470031901931,67.6470588235294,0.5079202064103838,0.027669319270124414,0.3305882352941177,0.04657534246575343,13,FALSE,0.7194934823387794,0.2255376567005382,2025,15,1.5,23.5,NA,NA
00-0038558,PIT,MIA,2025_15_MIA_PIT,0.6159422008696852,0.08642266597515219,0.1267863788894777,6.844339471604247,0.34420989026548343,0.34420989026548343,FALSE,r2_3,0.05938242280285035,0.03450479233226837,Darnell Washington,0.2717323106042018,57.22153725852362,67.47058823529412,0.5768682853006752,0.07652133923434377,0.5123529411764706,0.04280821917808219,13,FALSE,-0.37275108609701374,0.07063323031272932,2025,15,3.5,22.5,Questionable,Limited Participation in Practice
00-0038933,BUF,NE,2025_15_BUF_NE,0.9582487767640149,0.14432776942982267,0.21755142048184956,9.40431049640394,0.19741398586047287,0.19741398586047287,FALSE,r1,0.18382352941176472,0.18047244094488188,Dalton Kincaid,0.760834790903542,66.7692915681493,64.76470588235294,0.33189222438871485,0.20861214801467132,0.5700000000000001,0.1592356687898089,12,FALSE,0.09500319422081709,-0.15560809556780078,2025,15,1.5,25,NA,Full Participation in Practice
00-0038935,JAX,NYJ,2025_15_NYJ_JAX,0.5957650351833322,0.14896960173691848,0.14841274068824728,8.065563994417463,0.357494601111271,0.357494601111271,FALSE,r2_3,0.10495049504950495,0.08554942298043151,Brenton Strange,0.23827043407206122,65.73861650440442,62.05882352941177,0.7136398705047853,0.0983909960512524,0.5423529411764706,0.09217391304347826,12,FALSE,0.16401527136911528,0.5924773053306723,2025,15,10.5,26,NA,NA
00-0039074,LA,DET,2025_15_DET_LA,0.28937610103461786,0.07219258751845849,0.01105252962578955,0.2812046560304422,-0.3072043501293467,-0.3072043501293467,FALSE,r4_5,0.04868913857677903,0.02736726874657909,Davis Allen,0.5965804511639645,59.9097156801448,64.47058823529412,0.5090016532379702,0.058119343702805255,0.31733333333333336,0.042071197411003236,13,FALSE,-0.7284992736508923,0.03699220021502641,2025,15,3.5,27.5,NA,NA
00-0039144,GB,DEN,2025_15_GB_DEN,0.34378982437996053,0.08831111190549018,0.07494945424347593,9.80729638012227,-0.47976185363028423,-0.47976185363028423,FALSE,r2_3,0.04504504504504504,0.03552206673842842,Luke Musgrave,0.8235516780102448,60.15546335322499,65.58823529411765,0.4820426673587459,0.09869130167189752,0.30714285714285716,0.06896551724137931,13,FALSE,-0.21766277751328197,0.4987330483287241,2025,15,1.5,21.5,NA,NA
00-0039338,LV,PHI,2025_15_LV_PHI,0.5438230275449988,0.15865577424545,0.3339332859953363,8.381989162293891,0.17716066278127543,0.17716066278127543,FALSE,r1,0.22238372093023256,0.20718294051627384,Brock Bowers,0.3666623647637234,59.222695030680114,66.58823529411765,0.9587274112248285,0.11224635932348812,0.8494117647058823,0.1600418410041841,13,FALSE,-0.5675928431393974,0.004608122434307583,2025,15,-12.5,13,NA,NA
00-0039359,HOU,ARI,2025_15_ARI_HOU,-0.09457992019418686,0.08048748456911722,0.030772666522790017,3.207240038872692,0.21015164462468502,0.21015164462468502,FALSE,r4_5,0.04700854700854701,0.03341829510053809,Cade Stover,-0.30473156481887187,72.22870128972784,66.47058823529412,0.35175202778653175,0.04990773998408814,0.404,0.055,13,FALSE,0.16638922142696053,0.3802736093488932,2025,15,7.5,25,NA,NA
00-0039793,SEA,IND,2025_15_IND_SEA,0.4825699764352716,0.16562336721138568,0.08544914156066061,3.783346312372351,0.2917537240504508,0.2917537240504508,FALSE,r4_5,0.0692167577413479,0.0387243735763098,AJ Barner,0.1908162523848208,64.97150734519643,66.41176470588235,0.7255253707145999,0.09187065828103541,0.4505882352941177,0.07584830339321358,13,FALSE,0.05614573539821656,0.440690418909673,2025,15,10.5,26.5,NA,Full Participation in Practice
00-0039847,NYG,WAS,2025_15_WAS_NYG,0.2675142318865433,0.19243649357842002,0.2962647321531146,11.318305888908924,0.10564287570183338,0.10564287570183338,FALSE,r4_5,0.10997442455242967,0.11636363636363636,Theo Johnson,0.16187135618470988,69.32470031901931,67.6470588235294,0.8796578589472868,0.10962959735130867,0.8416666666666667,0.0629575402635432,13,FALSE,0.7194934823387794,0.2255376567005382,2025,15,1.5,23.5,NA,Full Participation in Practice
00-0040126,CHI,CLE,2025_15_CLE_CHI,0.6706887098728632,0.13581758279994674,0.1440531142288535,8.518086187457973,NA,0.09780411744330664,TRUE,r1,0.17243124522536288,0.14503152495840593,Colston Loveland,0.5728845924295566,74.19234353644623,68.41176470588235,0.6324065313853999,0.1082728504364116,0.62,0.14657210401891252,13,FALSE,-0.3665866588852211,0.31975673463889753,2025,15,7.5,23.5,NA,NA
00-0040128,IND,SEA,2025_15_IND_SEA,0.11439933467326019,0.19302172954660632,0.11577368129765413,3.35620669639622,NA,0.09780411744330664,TRUE,r1,0.17243124522536288,0.14503152495840593,Tyler Warren,0.01659521722995355,66.13622276412626,65,0.8830711633840651,0.11881815273082989,0.62,0.14657210401891252,13,FALSE,-0.0596530180716202,0.908388323169051,2025,15,-10.5,16,NA,NA
00-0040189,LAC,KC,2025_15_LAC_KC,0.04170413149125746,0.13162641790132823,0.19684607399242954,10.942554727344938,NA,0.1526044694569514,TRUE,r4_5,0.079002079002079,0.06955618998183234,Oronde Gadsden II,-0.11090033796569396,66.83211124050146,63.23529411764706,0.6977641683842253,0.09607281748057228,0.404,0.0629575402635432,13,FALSE,-0.008095078069294522,0.4254702795824869,2025,15,-4.5,20,NA,NA
00-0040584,TEN,SF,2025_15_TEN_SF,-0.10528457867720042,0.11370205534314164,0.08760658836720228,4.665533130123334,NA,0.1526044694569514,TRUE,r4_5,0.079002079002079,0.06955618998183234,Gunnar Helm,-0.2578890481341518,64.6174532046021,66.3529411764706,0.5941862816638888,0.12091198718871514,0.404,0.0629575402635432,13,FALSE,-0.8280978505782579,1.0221954257044255,2025,15,-12.5,16,NA,NA
00-0040663,CLE,CHI,2025_15_CLE_CHI,0.17776396645223672,0.21556939821213922,0.17244200748257177,5.26588316328972,NA,0.28661220259131037,TRUE,r2_3,0.10290259795210291,0.08743676069012021,Harold Fannin Jr.,-0.10884823613907366,65.50734856694098,71.3529411764706,0.8426519554889691,0.13423439814912608,0.5423529411764706,0.07124681933842239,13,FALSE,-0.09562289143992928,0.20888332189867687,2025,15,-7.5,16,NA,NA
