ib,n,arm_a,arm_b,position,grad_a,grad_b,rmse_a,rmse_b,pooled80_delta_b,low80_delta_b,sharp80_a,sharp80_b
low_implied,1494,-0.40701050833785996,-0.1602451286971276,TE,1.1108291921847875,0.5085097354868198,3.598616790693411,3.5824552157668097,-0.002061543125663201,-0.0036049758822036537,8.714323697406577,8.630501989222832
mid_implied,3708,0.04741022072715101,0.05758268055832682,TE,1.1108291921847875,0.5085097354868198,3.598616790693411,3.5824552157668097,-0.002061543125663201,-0.0036049758822036537,8.714323697406577,8.630501989222832
high_implied,1146,0.7038186838469276,0.3482646067896921,TE,1.1108291921847875,0.5085097354868198,3.598616790693411,3.5824552157668097,-0.002061543125663201,-0.0036049758822036537,8.714323697406577,8.630501989222832
