position,threshold,n,pearson_r,mean_diff_pp,mad_pp,max_abs_pp,n_over_flag,pass_r,pass_mean,pass_rows
QB,boom,32,0.9665850962516987,-0.11864091183790698,1.049759993650628,3.020135185436591,0,TRUE,TRUE,TRUE
QB,start,32,0.9902031777021588,0.3316370018358522,0.8711009488110605,2.377668479913886,0,TRUE,TRUE,TRUE
RB,boom,58,0.9044298588950237,-0.4539199913453626,3.648211240788614,15.592222105050935,2,FALSE,TRUE,FALSE
RB,start,58,0.9364345710087936,-0.9069918496738435,4.658243532259337,14.613688888710202,5,FALSE,TRUE,FALSE
TE,boom,33,0.8712031991373312,0.3324779081609676,3.0947105974213653,15.968679731218543,2,FALSE,TRUE,FALSE
TE,start,33,0.885188366462524,-0.3470212827902344,5.053765771668655,16.64435586594943,4,FALSE,TRUE,FALSE
WR,boom,84,0.8898201524453155,1.7011003256123072,3.2783203781082433,14.104645354645356,4,FALSE,TRUE,FALSE
WR,start,84,0.8983718308293044,2.3650160876184736,4.907595483950906,19.533476650952476,13,FALSE,FALSE,FALSE
