component,stratum,nominal,empirical,sharpness,delta
efficiency,low_opp_5_8,0.5,0.38307641849786817,0.36016083834851115,-0.11692358150213183
efficiency,low_opp_5_8,0.8,0.670055755985569,0.726401144615015,-0.12994424401443105
efficiency,low_opp_5_8,0.9,0.8005903574942604,0.9922733267885684,-0.09940964250573958
volume,low_opp_5_8,0.5,0.37881272548376516,7.250152146140173,-0.12118727451623484
volume,low_opp_5_8,0.8,0.791407018694654,13.51212584098403,-0.008592981305346026
volume,low_opp_5_8,0.9,0.9058707773040341,17.863847161052803,0.005870777304034069
combined,low_opp_5_8,0.5,0.5031157756641522,3.1479005202715777,0.0031157756641522205
combined,low_opp_5_8,0.8,0.7923909478517547,6.233474305681524,-0.0076090521482453655
combined,low_opp_5_8,0.9,0.8891439816333224,8.431517059290002,-0.0108560183666776
