state,n,mean_vol_resid_A_shipped,mean_vol_resid_B_injury,vol_rmse_A_shipped,vol_rmse_B_injury,cov80_A_shipped,cov80_B_injury,width80_A_shipped,width80_B_injury,d_resid,d_rmse,d_cov_pp
above_new_out,213,3.8261035365431204,0.9601465588417424,7.349494816237973,6.304892463670606,0.755868544600939,0.7746478873239436,9.525197522067947,9.504254986817111,-2.8659569777013782,-1.0446023525673676,1.8779342723004633
return+above_out,93,1.4140598809136704,-0.3469995515579791,5.084923444740183,4.938355771584721,0.7956989247311828,0.7849462365591398,8.464610284728813,8.458370942742766,-1.7610594324716495,-0.14656767315546215,-1.0752688172043001
above_q_only,266,0.9790847777765169,0.16415637325036442,5.791215560502474,5.664684762707397,0.7781954887218046,0.7706766917293233,8.517995463321244,8.511341819210433,-0.81492840452615245,-0.12653079779507692,-0.7518796992481258
return_week,2030,-0.9677930460427755,-0.46794800056071256,5.225123433135066,5.129026096444725,0.7857142857142857,0.7857142857142857,8.293385192074211,8.284712815497631,0.49984504548206293,-0.0960973366903417,0
above_long_out,495,0.5425301383811189,0.09502678400182103,5.385680067008955,5.225664762693593,0.8282828282828283,0.8282828282828283,8.440083446357477,8.435926220506671,-0.44750335437929784,-0.16001530431536182,0
steady,8524,-0.3128643566186837,-0.2842963801931306,5.632985926649974,5.609069072218061,0.7992726419521351,0.7986860628812764,9.53809460980666,9.524789348821264,0.028567976425553143,-0.023916854431913492,-0.05865790708586838
