player_id,posteam,defteam,game_id,source,rolling_pass_epa_per_db,wt_dropbacks,wt_carries,wt_carry_share,wt_rush_epa_pg,wt_rush_epa_per_carry,prior_pass_epa_per_db,baseline_pass_epa_per_db,is_cold_start,draft_tier,prior_rush_epa_pg,prior_carries_pg,prior_rush_epa_per_carry,player_name,form_residual,wt_team_total_plays,wt_team_pass_rate,wt_snap_share,games_played_so_far,def_used_fallback,def_short_pass_epa_adj,def_deep_pass_epa_adj,def_rush_epa_adj,season,week,team_spread,implied_total,report_status,practice_status
00-0023459,PIT,CIN,2026_03_CIN_PIT,played,-0.4013370411175082,42.54054054054054,0.5405405405405406,0.023501762632197415,0.12686559848638404,0.23470135719981045,0.02962955558763661,0.02962955558763661,FALSE,r1,0.05539298793861247,0.8125,NA,Aaron Rodgers,-0.4309665967051448,69.16216216216218,0.645086330812629,0.9783783783783784,2,TRUE,0.023464734193034586,0.4925987024445348,0.045697248272260536,2026,3,-3.5,19.5,NA,NA
00-0026498,LA,DEN,2026_03_LA_DEN,played,0.11577745695606136,28.243243243243246,1,0.038030888030888034,-2.081119454610539,-2.081119454610539,0.22915007054383082,0.22915007054383082,FALSE,r1,-0.9570938945090508,0.7058823529411765,NA,Matthew Stafford,-0.11337261358776947,59.91891891891892,0.5116060767630649,0.9264864864864865,2,TRUE,-0.33409689741682447,0.3481066391513923,-0.016533039296075754,2026,3,2.5,23.5,NA,NA
00-0029604,LV,NO,2026_03_LV_NO,played,0.1101673388691813,30.54054054054054,1.4594594594594594,0.04781704781704782,-0.7814115089257374,-0.39355678406915306,-0.02280048296776633,-0.02280048296776633,FALSE,r4_5,-0.11013943436846603,0.8,NA,Kirk Cousins,0.13296782183694764,64.75675675675676,0.4884481255448997,1,2,TRUE,-0.1699608757990913,0.34778564306272264,-0.1243038195706837,2026,3,-3,20.25,NA,NA
00-0030565,NYJ,DET,2026_03_NYJ_DET,played,0.2396254347699284,34.810810810810814,4.081081081081082,0.13838838838838838,-2.817186490563374,-0.7274037477170193,-0.14633694147902812,-0.14633694147902812,FALSE,r2_3,0.023883275441282117,2.3333333333333335,0.010235689474835193,Geno Smith,0.3859623762489565,72.86486486486487,0.5126360126360127,1,2,TRUE,-0.2603194929767141,0.3257711451264098,-0.06339045549012413,2026,3,-6.5,20.5,NA,NA
00-0031503,NYG,TEN,2026_03_TEN_NYG,played,-0.5686367226881596,29,2,0.09523809523809523,0.3280104441801086,0.1640052220900543,NA,0.03312442527245002,TRUE,r1,NA,NA,NA,Jameis Winston,-0.6017611479606095,65.05405405405406,0.5198578860550692,0.88,2,TRUE,-0.15491200911453323,0.8806215225540158,-0.0018164348338986175,2026,3,2.5,20.5,NA,NA
00-0032268,WAS,SEA,2026_03_SEA_WAS,played,0.1299519052830183,16,1,0.03125,-0.06678670039400458,-0.06678670039400458,-0.0077105503286873135,-0.0077105503286873135,FALSE,r1,0.6695842331785926,4.4,0.1521782348133165,Marcus Mariota,0.13766245561170562,72.37837837837839,0.5619039290527681,0.45,2,TRUE,-0.2096752617055259,-0.0650550505032032,-0.20313144857892632,2026,3,-7.5,16.5,NA,NA
00-0032950,MIN,TB,2026_03_MIN_TB,played,0.11168856957833731,23,2.540540540540541,0.08755760368663594,-1.1424769907560501,-0.37734952502724556,0.03392912667067175,0.03392912667067175,FALSE,r1,NA,NA,NA,Carson Wentz,0.07775944290766557,58.972972972972975,0.46057979076847005,0.9218918918918918,2,TRUE,-0.0445422393656778,0.1829618554095259,-0.10593148646832681,2026,3,1.5,22,NA,NA
00-0033077,DAL,BAL,2026_03_BAL_DAL,played,0.3876866628236983,33.45945945945946,3.081081081081081,0.154011154011154,1.4527919077868197,0.470773143407486,0.16658118980841302,0.16658118980841302,FALSE,r4_5,0.1265415574423328,2.176470588235294,0.05814071558161237,Dak Prescott,0.22110547301528527,56.83783783783784,0.6341564985632783,1,2,TRUE,-0.14440846211489347,0.6527288503216375,-0.10972419469593896,2026,3,-3.5,24.5,NA,NA
00-0033106,DET,NYJ,2026_03_NYJ_DET,played,0.24754402095639902,41.08108108108109,2.540540540540541,0.10892710892710893,-1.8542478832894485,-0.7331181020467534,0.17447773411323916,0.17447773411323916,FALSE,r1,-0.5024979529849218,0.6470588235294118,NA,Jared Goff,0.07306628684315986,73.05405405405406,0.5882151697490492,1,2,TRUE,0.17209725219751743,0.4795049225163915,-0.0545679888897215,2026,3,6.5,27,NA,NA
00-0033119,ARI,SF,2026_03_ARI_SF,played,-0.036687812959611675,33.675675675675684,1.918918918918919,0.07626032104210473,1.2334234397638137,0.13270703020300048,-0.011969332848812722,-0.011969332848812722,FALSE,r2_3,0.5740612218410734,2.769230769230769,0.20729988566483207,Jacoby Brissett,-0.024718480110798954,61.48648648648649,0.5740540540540541,1,2,TRUE,-0.10021125848305763,0.581944161377336,-0.026163771803175185,2026,3,-8.5,19.5,NA,Full Participation in Practice
00-0033537,CLE,CAR,2026_03_CAR_CLE,played,0.007870382276528561,29.702702702702705,5.45945945945946,0.25400725400725405,2.7250888477586135,0.4805650336781689,NA,0.03312442527245002,TRUE,r1,NA,NA,NA,Deshaun Watson,-0.02525404299592146,56.62162162162162,0.5768025078369906,1,2,TRUE,-0.04047743454374741,0.4741937805277278,-0.028123362416001076,2026,3,-2.5,20,NA,NA
