position,threshold,n,pearson_r,mean_diff_pp,mad_pp,max_abs_pp,n_over_flag,pass_r,pass_mean,pass_rows
QB,boom,32,0.9665850962516987,-0.11864091183790698,1.049759993650628,3.020135185436591,0,TRUE,TRUE,TRUE
QB,start,32,0.9902031777021588,0.3316370018358522,0.8711009488110605,2.377668479913886,0,TRUE,TRUE,TRUE
RB,boom,58,0.9957357000117071,-0.7638466929246311,1.3342685530679765,5.043022139180575,0,TRUE,TRUE,TRUE
RB,start,58,0.9987894612444884,-0.30584485633134506,0.7578639028667405,3.58781013114734,0,TRUE,TRUE,TRUE
TE,boom,33,0.9753313033413404,0.14268736644328123,1.4963710540010005,5.680864297945809,0,TRUE,TRUE,TRUE
TE,start,33,0.9934768509445351,-0.16792495206872288,1.3335417589205707,4.556033186675168,0,TRUE,TRUE,TRUE
WR,boom,84,0.9759734494225788,0.1622244282961234,1.250227029544663,7.7250358100154575,0,TRUE,TRUE,TRUE
WR,start,84,0.9801784528767218,-0.22730542730747708,2.000595960809657,8.093437567045719,0,TRUE,TRUE,TRUE
