player_id,posteam,defteam,game_id,rolling_epa_per_opp,wt_target_share,wt_air_yards_share,wt_air_yards_per_target,prior_epa_per_opp,baseline_epa_per_opp,is_cold_start,draft_tier,player_name,form_residual,wt_team_total_plays,wt_snap_share,games_played_so_far,def_used_fallback,def_short_pass_epa_adj,def_deep_pass_epa_adj,season,week,report_status,practice_status
00-0038559,ARI,LA,2025_14_LA_ARI,-0.05335061125511842,0.2051597168463119,0.3433779272891305,11.016535288778165,0.1425853768093611,0.1425853768093611,FALSE,r2_3,Michael Wilson,-0.1959359880644795,73.67543955738388,0.852144440081499,12,FALSE,-0.33063361876167413,0.23261649082745056,2025,14,NA,NA
00-0038563,LV,DEN,2025_14_DEN_LV,0.01116849274412153,0.13367380886687896,0.3259184637053373,9.567167637656077,0.1515246265445405,0.1515246265445405,FALSE,r2_3,Tre Tucker,-0.14035613380041895,63.10230020846639,0.9676874891511523,12,FALSE,-0.3110866825149168,0.7627268418230388,2025,14,NA,NA
00-0038619,CIN,BUF,2025_14_CIN_BUF,0.5338907980665841,0.1064112692399177,0.16275819123410654,11.810985168847992,0.3928444600767827,0.3928444600767827,FALSE,r6_udfa,Andrei Iosivas,0.14104633798980143,72.00321547201546,0.8395604173372588,12,FALSE,-0.5805530977013643,0.19160115486168058,2025,14,NA,NA
00-0038640,ARI,LA,2025_14_LA_ARI,NA,NA,NA,NA,-0.5891725950876884,-0.5891725950876884,FALSE,r6_udfa,Jalen Brooks,NA,73.67543955738388,0.07,12,FALSE,-0.33063361876167413,0.23261649082745056,2025,14,NA,NA
00-0038953,ATL,SEA,2025_14_SEA_ATL,-0.5471602381635746,0.09934659934659935,0.19601188831958063,10.252252252252253,NA,0.21464330413841848,TRUE,udfa,Dylan Drummond,-0.7618035423019931,63.84622696041835,0.1938241870317342,12,FALSE,-0.5762599486191089,-0.4603059245280793,2025,14,NA,NA
00-0038979,CLE,TEN,2025_14_TEN_CLE,-0.2518054837078918,0.09375028926455121,0.17266253662041833,11.149852006271406,-0.024835056898727073,-0.024835056898727073,FALSE,r2_3,Cedric Tillman,-0.22697042680916474,61.3343113446504,0.5951528950202315,12,FALSE,-0.3585222715355754,0.7890048031277219,2025,14,NA,NA
00-0038994,MIN,WAS,2025_14_WAS_MIN,-0.29757431974415294,0.19163762157772454,0.36523068239907786,12.142487009890077,0.352618086675861,0.352618086675861,FALSE,r1,Jordan Addison,-0.650192406420014,55.778395331161605,0.9465121397550647,12,FALSE,-0.08291037943936026,0.6710979877507451,2025,14,NA,NA
00-0038997,IND,JAX,2025_14_IND_JAX,-0.2664287052929596,0.15311697547070882,0.18026279418906443,6.720697906479048,0.2392267639300632,0.2392267639300632,FALSE,r2_3,Josh Downs,-0.5056554692230228,62.90992296686277,0.5448432625918255,12,FALSE,-0.34674485043919423,-0.38044892281171694,2025,14,NA,Full Participation in Practice
00-0039064,BAL,PIT,2025_14_PIT_BAL,0.10939405695675941,0.20389754842638322,0.25416548308634124,10.496457323131587,0.3816811039986149,0.3816811039986149,FALSE,r1,Zay Flowers,-0.27228704704185547,61.963450127321224,0.8749303061607971,12,FALSE,-0.6419517984875595,1.0662176413361764,2025,14,NA,NA
00-0039067,KC,HOU,2025_14_HOU_KC,0.39865038097922056,0.2471430729889682,0.18851448862267142,6.0459023768718545,0.5680438692597191,0.5680438692597191,FALSE,r2_3,Rashee Rice,-0.1693934882804985,74.25554239181909,0.7869771024013239,12,FALSE,-0.5718630442389313,0.18861733772734868,2025,14,NA,Full Participation in Practice
