position,threshold,n,pearson_r,mean_diff_pp,mad_pp,max_abs_pp,n_over_flag,pass_r,pass_mean,pass_rows
QB,boom,32,0.9692321853984512,-0.14729773369245966,1.0216641237250699,2.7344007721624513,0,TRUE,TRUE,TRUE
QB,start,32,0.9905040986713154,0.32729053324362967,0.8835181454898918,2.377668479913886,0,TRUE,TRUE,TRUE
RB,boom,58,0.984556888961645,0.004310344827586349,1.356034482758621,5.8999999999999995,0,TRUE,TRUE,TRUE
RB,start,58,0.9847396934304592,-0.027586206896551856,2.2568965517241377,7.899999999999999,0,TRUE,TRUE,TRUE
TE,boom,33,0.9529562496286131,0.5772727272727275,1.9196969696969701,7.15,0,TRUE,TRUE,TRUE
TE,start,33,0.9451038670564517,1.0818181818181822,3.0484848484848484,12.45,2,FALSE,TRUE,FALSE
WR,boom,84,0.9519241707770083,0.45483094261081225,1.7268279952082854,7.4241522903033905,0,TRUE,TRUE,TRUE
WR,start,84,0.9495861171306835,-0.5797619047619048,2.658333333333333,11.85,2,FALSE,TRUE,FALSE
