component,stratum,nominal,empirical,sharpness,delta
efficiency,pooled,0.5,0.5005593322433526,0.35993749735340863,5.593322433525838e-4
efficiency,pooled,0.8,0.7958867567334997,0.7264412829709433,-0.0041132432665003105
efficiency,pooled,0.9,0.8987178383960073,0.990742277144788,-0.0012821616039927486
volume,pooled,0.5,0.4998709233284571,7.249761954226982,-1.290766715428826e-4
volume,pooled,0.8,0.7989845968505292,13.50877390974544,-0.001015403149470795
volume,pooled,0.9,0.8983736339385595,17.86248001766121,-0.0016263660614405095
combined,pooled,0.5,0.49918251441356165,4.654839411488933,-8.17485586438349e-4
combined,pooled,0.8,0.7964891145340333,9.229679600528401,-0.0035108854659667843
combined,pooled,0.9,0.8980294294811118,12.462147207114363,-0.0019705705188882705
