player_id,posteam,defteam,game_id,rolling_epa_per_opp,wt_target_share,wt_air_yards_share,wt_air_yards_per_target,prior_epa_per_opp,baseline_epa_per_opp,is_cold_start,draft_tier,player_name,form_residual,wt_team_total_plays,wt_snap_share,wt_tgt_per_snap,games_played_so_far,def_used_fallback,def_short_pass_epa_adj,def_deep_pass_epa_adj,season,week,team_spread,implied_total,report_status,practice_status,baseline_target_share,baseline_air_yards_share,baseline_snap_share,baseline_tgt_per_snap,baseline_team_total_plays
00-0030506,KC,LAC,2025_15_LAC_KC,0.2238132693352885,0.16567906043557126,0.179312101108136,8.768568009164692,0.1539309766848712,0.1539309766848712,FALSE,r2_3,Travis Kelce,0.06988229265041729,72.50828725557442,0.8856918573395508,0.11457515328716532,13,FALSE,0.28261632570630646,1.0743494645855671,2025,15,NA,NA,NA,NA,0.21578099838969403,0.23955507325013564,0.845625,0.1425531914893617,67.23529411764706
00-0031610,MIA,PIT,2025_15_MIA_PIT,0.7811958144126745,0.12268451510125912,0.2540470576462685,11.847521098024147,NA,0.1954090143933528,TRUE,udfa,Darren Waller,0.5857868000193217,59.99448078047664,0.45296660998582694,0.09299260738023311,13,FALSE,-0.03601954611341821,-0.04137824663111953,2025,15,NA,NA,NA,Full Participation in Practice,0.06053811659192825,0.04607508532423208,0.16875,0.03792235801581596,68.29411764705883
00-0033090,NE,BUF,2025_15_BUF_NE,0.24284266332263216,0.18947455423556436,0.17954382365846364,8.381368800146955,0.24947066992792585,0.24947066992792585,FALSE,r2_3,Hunter Henry,-0.00662800660529366,65.37955377742125,0.8160540192557564,0.1215558366151524,13,FALSE,-0.08740491559798762,0.38141435767609655,2025,15,NA,NA,NA,NA,0.17509025270758122,0.19178852643419572,0.80625,0.11616766467065869,65.88235294117646
00-0033288,SF,TEN,2025_15_TEN_SF,0.7708687048682957,0.2144142013087935,0.2379410246526067,8.080187425017728,0.7228183802573963,0.7228183802573963,FALSE,r4_5,George Kittle,0.04805032461089942,64.31308889229686,0.8827280617343662,0.11943247777970424,13,FALSE,0.2129702212455084,0.4577170337763239,2025,15,NA,NA,NA,NA,0.18467583497053044,0.19767729182110205,0.866,0.11633663366336634,64.29411764705883
00-0033881,DEN,GB,2025_15_GB_DEN,-0.26504268878995907,0.12077389177495296,0.08006166699918246,3.6480147943170858,-0.01319049961995729,-0.01319049961995729,FALSE,r1,Evan Engram,-0.2518521891700018,68.00565404015296,0.4434083834837988,0.15708081016065162,13,FALSE,-0.11306493940186094,-0.03768482841450833,2025,15,NA,NA,NA,NA,0.23508771929824562,0.15056461731493098,0.72,0.18457300275482094,65.52941176470588
00-0034351,PHI,LV,2025_15_LV_PHI,0.27565150612624434,0.1627330561985998,0.11769410625872724,7.164403646223926,0.3724276393520261,0.3724276393520261,FALSE,r2_3,Dallas Goedert,-0.09677613322578175,67.18335774148481,0.9040634263651852,0.09504944904181624,13,FALSE,0.05879788097710389,0.09949901099212348,2025,15,NA,NA,NA,NA,0.16507936507936508,0.15576748410535876,0.65,0.11659192825112108,68.58823529411765
00-0034383,HOU,ARI,2025_15_ARI_HOU,0.03201987287469507,0.1719702524944368,0.1409832626408679,7.088385238509694,0.03912830963026654,0.03912830963026654,FALSE,r4_5,Dalton Schultz,-0.00710843675557146,71.89751441316793,0.7449961660383464,0.1280573248520196,13,FALSE,0.16648032723476247,0.3801478653672934,2025,15,NA,NA,NA,NA,0.1362179487179487,0.1470019342359768,0.7817647058823529,0.09826589595375723,66.47058823529412
00-0034613,CIN,BAL,2025_15_BAL_CIN,0.7642000116461327,0.03948045581732401,0.04028241514983765,8.122615711209717,0.2241388023897695,0.2241388023897695,FALSE,udfa,Tanner Hudson,0.5400612092563633,70.47237441037039,0.16303380121709324,0.18342661819281392,13,FALSE,-0.3992170341791738,0.1377830111416152,2025,15,NA,NA,NA,NA,0.061696658097686374,0.03811746402178141,0.1572727272727273,0.20168067226890757,68.17647058823529
00-0034753,BAL,CIN,2025_15_BAL_CIN,-0.4687976316922335,0.15038180028486262,0.13819521316707464,6.514755162927923,0.7260719536317718,0.7260719536317718,FALSE,r2_3,Mark Andrews,-1.1948695853240052,67.5099640871548,0.6594225800960933,0.11079525263194984,13,FALSE,0.716124330080801,0.18788063802397748,2025,15,NA,NA,NA,Full Participation in Practice,0.13717693836978131,0.17563671311869294,0.6111764705882353,0.10117302052785923,66.05882352941177
00-0035229,MIN,DAL,2025_15_MIN_DAL,0.25222373116155217,0.14032232837814748,0.117174955888968,4.75645608246079,0.1525449808235952,0.1525449808235952,FALSE,r1,T.J. Hockenson,0.09967875033795698,56.68127729064463,0.7250992364096593,0.10933854798035472,13,FALSE,0.5305907956113579,-0.13166801439361378,2025,15,NA,NA,NA,Full Participation in Practice,0.16103896103896104,0.1803676725633021,0.615,0.14657210401891252,66.41176470588235
00-0035689,BUF,NE,2025_15_BUF_NE,0.12457760526767885,0.15464524169538624,0.22074963177648055,6.151564649581522,0.3062422348302789,0.3062422348302789,FALSE,r2_3,Dawson Knox,-0.18166462956260007,66.7692915681493,0.7040846943195014,0.11639385943594824,12,FALSE,0.09509430002861904,-0.15583487880219643,2025,15,NA,NA,NA,Full Participation in Practice,0.0728476821192053,0.08959455628012475,0.600625,0.05339805825242718,64.76470588235294
00-0036040,NO,CAR,2025_15_CAR_NO,0.6878869426295763,0.16587305826157134,0.1515317572844373,6.666424945850391,0.2480966281385524,0.2480966281385524,FALSE,udfa,Juwan Johnson,0.4397903144910239,65.76739228253011,0.6426190086976159,0.13535211552618706,13,FALSE,-0.10245073622317168,-0.17769726953904022,2025,15,NA,NA,NA,NA,0.12408759124087591,0.13247759748123034,0.6417647058823529,0.0975609756097561,65
00-0036244,LA,DET,2025_15_DET_LA,0.5185597804050044,0.13418487577830665,0.02769032183093745,1.3150721037579565,0.06527827795782085,0.06527827795782085,FALSE,r4_5,Colby Parkinson,0.4532815024471836,59.9097156801448,0.6548884612078917,0.11060236900464342,13,FALSE,-0.7284081678430903,0.03676541698063067,2025,15,NA,NA,NA,NA,0.09819639278557114,0.0778567199526347,0.5488235294117647,0.08153078202995008,64.47058823529412
00-0036290,CHI,CLE,2025_15_CLE_CHI,0.26381284985582726,0.07814766921297303,0.08456895426017133,8.514076678109568,0.4427449502783759,0.4427449502783759,FALSE,r2_3,Cole Kmet,-0.17893210042254865,74.19234353644623,0.7049387493027246,0.05215832966650395,13,FALSE,-0.3664955530774192,0.319613077012205,2025,15,NA,NA,NA,NA,0.10498220640569395,0.0991672975018925,0.8723529411764706,0.059356136820925554,68.41176470588235
00-0036894,PIT,MIA,2025_15_MIA_PIT,0.6507120118032426,0.08014322607731998,0.04897763878511591,2.215842069991006,0.46027221224392617,0.46027221224392617,FALSE,r2_3,Pat Freiermuth,0.1904397995593164,57.22153725852362,0.4915764070639269,0.0650446218578177,13,FALSE,-0.37265998028921177,0.07040644707833375,2025,15,NA,NA,NA,NA,0.14181818181818182,0.1208819057273188,0.6929411764705883,0.10051546391752578,67.47058823529412
00-0036970,ATL,TB,2025_15_ATL_TB,-0.13912044371647914,0.2153852971232479,0.30609915000381627,9.087382642855095,0.0938311652119118,0.0938311652119118,FALSE,r1,Kyle Pitts,-0.23295160892839092,64.85678173045648,0.9086491141442008,0.1143512655200104,13,FALSE,-0.00645361181991918,-0.2547543432784919,2025,15,NA,NA,Questionable,Limited Participation in Practice,0.12478920741989882,0.13949843260188088,0.62,0.10466760961810467,68.17647058823529
00-0037005,CAR,NO,2025_15_CAR_NO,-0.08795599790897321,0.05208653984596831,0.02522292595257538,2.8222339441269604,0.15591256825562305,0.15591256825562305,FALSE,r2_3,Tommy Tremble,-0.24386856616459623,60.33361533315019,0.5620762208429322,0.02784889825493338,13,FALSE,0.00898319967029187,0.15687758925373965,2025,15,NA,NA,NA,NA,0.08791208791208792,0.06743238236383846,0.6725,0.06165703275529865,63
