position,player_id,player_name,posteam,defteam,week,report_status,pred_vol,p_start,p_boom,p_start_base,p_boom_base,pred_vol_base,n_base_weeks,opp_def_adj_now,implied_total_now,team_spread_now,opp_def_adj_base,implied_total_base,team_spread_base,delta_start_pp,delta_boom_pp,delta_vol,injury_flag
RB,00-0040784,Quinshon Judkins,CLE,CHI,15,NA,19.16664996576182,0.478,0.2735644107077133,0.4126163688555454,0.2282509208261893,18.295845820392692,2,0.0233734768183662,NA,NA,-0.02245711287382609,NA,NA,6.538363114445456,4.5313489881524,0.870804145369128,FALSE
RB,00-0037840,Kyren Williams,LA,DET,15,NA,16.031638166795453,0.3435,0.16323032658343106,0.40817883426560575,0.2166404067920803,17.96406183261323,2,-0.08127895402609388,NA,NA,-0.021938630448606278,NA,NA,-6.467883426560572,-5.3410080208649235,-1.932423665817776,FALSE
QB,00-0034855,Baker Mayfield,TB,ATL,15,NA,3.0118187522395976,0.383,0.1847541984365822,0.3185,0.13161744605238734,2.914941684318004,2,0.18754994675451075,NA,NA,-0.029961120919847428,NA,NA,6.45,5.313675238419485,0.09687706792159378,FALSE
WR,00-0037614,John Metchie III,NYJ,JAX,15,NA,6.425400171054017,0.23438335872236188,0.10391596361826427,0.1702806689020126,0.07309558277196457,5.674699113403799,2,-0.22362214717681445,NA,NA,0.05956699258588466,NA,NA,6.410268982034928,3.0820380846299704,0.7507010576502182,FALSE
WR,00-0036554,Nico Collins,HOU,ARI,15,NA,8.436631052198903,0.4938312045055871,0.29315208035462176,0.4299123191569356,0.24192226514732337,8.098280483671557,2,-0.018545092171926125,NA,NA,-0.11161100432247953,NA,NA,6.3918885348651475,5.122981520729838,0.33835056852734624,FALSE
RB,00-0036997,Javonte Williams,DAL,MIN,15,NA,22.102191688714548,0.5345,0.29679981814254625,0.4706440864744541,0.27532828801627707,20.390421918971853,2,-0.16435929088340845,NA,NA,-0.16472656491694052,NA,NA,6.385591352554587,2.1471530126269176,1.7117697697426948,FALSE
RB,00-0039361,Bucky Irving,TB,ATL,15,NA,17.00699077223194,0.39,0.2042294889787862,0.45374357325270953,0.26231149655832964,19.003212101039303,2,-0.04903355848916471,NA,NA,-0.07747690092374182,NA,NA,-6.374357325270951,-5.808200757954343,-1.996221328807362,FALSE
WR,00-0039424,Devaughn Vele,NO,CAR,15,NA,6.2816146190012985,0.2480693357051283,0.11001455084022262,0.18492981542081416,0.0719471289480404,5.460105221638577,2,-0.03439939578822048,NA,NA,0.070873757323378625,NA,NA,6.313952028431413,3.8067421892182223,0.8215093973627212,FALSE
TE,00-0034753,Mark Andrews,BAL,CIN,15,NA,6.086135273481064,0.3380808175784562,0.1600175481144791,0.27601997203828343,0.12348995459288108,5.55497679307593,2,0.45200248405238924,NA,NA,0.2891973324230612,NA,NA,6.206084554017277,3.6527593521598027,0.5311584804051339,FALSE
WR,00-0037239,Chris Olave,NO,CAR,15,NA,7.5233160211214765,0.31272942280224375,0.15173597656643667,0.3739982154861724,0.19161302134022684,8.021506861563804,2,-0.03439939578822048,NA,NA,0.070873757323378625,NA,NA,-6.126879268392865,-3.987704477379017,-0.4981908404423274,FALSE
