position,player_id,player_name,posteam,defteam,game_id,season,week,report_status,practice_status,thresh_start,thresh_boom,pred_vol,pred_tot,lo_80_tot,hi_80_tot,lo_90_tot,hi_90_tot,p_start,p_boom,p_start_recal,p_boom_recal,recal_method_start,recal_method_boom,kickoff_et,run_ts,as_of,run_mode
QB,00-0036389,Jalen Hurts,PHI,CHI,2025_13_CHI_PHI,2025,13,NA,NA,20,25,7.305637619241469,3.0524026498603356,-10.362026442738346,16.466831742459018,-13.510702638556166,19.61550793827684,0.4635,0.2335,0.45702883080043405,0.2230601611997018,platt_vol_vegas,platt,2025-11-28T20:00:00Z,2026-08-31 09:26:51,2025-11-26 13:00:00,hindcast
QB,00-0034857,Josh Allen,BUF,PIT,2025_13_BUF_PIT,2025,13,NA,Full Participation in Practice,20,25,4.905400160000398,3.6858391399882917,-9.728589952610388,17.100268232586973,-12.877266148428209,20.248944428404794,0.4395,0.2335,0.38821519637812746,0.2230601611997018,platt_vol_vegas,platt,2025-11-30T21:25:00Z,2026-08-31 09:26:51,2025-11-26 13:00:00,hindcast
QB,00-0040691,Jaxson Dart,NYG,NE,2025_13_NYG_NE,2025,13,NA,Full Participation in Practice,20,25,6.214817208292497,-0.4936153731278883,-13.908044465726569,12.920813719470793,-17.05672066154439,16.069489915288614,0.344,0.1535,0.3731435982710865,0.1447776504358488,platt_vol_vegas,platt,2025-12-02T01:15:00Z,2026-08-31 09:26:51,2025-11-26 13:00:00,hindcast
QB,00-0034796,Lamar Jackson,BAL,CIN,2025_13_CIN_BAL,2025,13,NA,Full Participation in Practice,20,25,5.271105213551035,4.487012755287619,-8.927416337311062,17.9014418478863,-12.076092533128882,21.05011804370412,0.3815,0.1905,0.3696278478521416,0.1808273463115386,platt_vol_vegas,platt,2025-11-28T01:20:00Z,2026-08-31 09:26:51,2025-11-26 13:00:00,hindcast
QB,00-0039732,Bo Nix,DEN,WAS,2025_13_DEN_WAS,2025,13,NA,NA,20,25,4.306103225900639,3.257448970503881,-10.1569801220948,16.67187806310256,-13.305656317912621,19.82055425892038,0.416,0.216,0.3636022852768096,0.20583173554680478,platt_vol_vegas,platt,2025-12-01T01:20:00Z,2026-08-31 09:26:51,2025-11-26 13:00:00,hindcast
QB,00-0036355,Justin Herbert,LAC,LV,2025_13_LV_LAC,2025,13,NA,NA,20,25,4.1428767863866724,3.6851418939010867,-9.729287198697595,17.099570986499767,-12.877963394515415,20.248247182317588,0.4085,0.2115,0.35648686272810975,0.20141038103516096,platt_vol_vegas,platt,2025-11-30T21:25:00Z,2026-08-31 09:26:51,2025-11-26 13:00:00,hindcast
QB,00-0035710,Daniel Jones,IND,HOU,2025_13_HOU_IND,2025,13,NA,Full Participation in Practice,20,25,4.693439485157125,0.44163519381157024,-12.97279389878711,13.856064286410252,-16.12147009460493,17.004740482228073,0.3425,0.165,0.3381433804967845,0.1559510741234318,platt_vol_vegas,platt,2025-11-30T18:00:00Z,2026-08-31 09:26:51,2025-11-26 13:00:00,hindcast
QB,00-0039851,Drake Maye,NE,NYG,2025_13_NYG_NE,2025,13,NA,NA,20,25,3.505586264199673,1.3774850872090334,-12.036944005389648,14.791914179807714,-15.185620201207469,17.940590375625536,0.326,0.156,0.30492879967000747,0.14720414882077448,platt_vol_vegas,platt,2025-12-02T01:15:00Z,2026-08-31 09:26:51,2025-11-26 13:00:00,hindcast
QB,00-0033873,Patrick Mahomes,KC,DAL,2025_13_KC_DAL,2025,13,NA,Full Participation in Practice,20,25,2.558512903000231,2.69751287443014,-10.71691621816854,16.11194196702882,-13.865592413986361,19.26061816284664,0.36,0.18,0.30053116196989266,0.1705679816419624,platt_vol_vegas,platt,2025-11-27T21:30:00Z,2026-08-31 09:26:51,2025-11-26 13:00:00,hindcast
QB,00-0034855,Baker Mayfield,TB,ARI,2025_13_ARI_TB,2025,13,Questionable,Full Participation in Practice,20,25,2.8713947904057253,1.300576611355037,-12.113852481243644,14.715005703953718,-15.262528677061464,17.86368189977154,0.315,0.144,0.28689552606723623,0.1355700445374174,platt_vol_vegas,platt,2025-11-30T18:00:00Z,2026-08-31 09:26:51,2025-11-26 13:00:00,hindcast
QB,00-0039918,Caleb Williams,CHI,PHI,2025_13_CHI_PHI,2025,13,NA,NA,20,25,3.1961095815250653,0.06299422277187983,-13.3514348698268,13.477423315370562,-16.50011106564462,16.626099511188382,0.295,0.125,0.2841882933517008,0.11722003472789139,platt_vol_vegas,platt,2025-11-28T20:00:00Z,2026-08-31 09:26:51,2025-11-26 13:00:00,hindcast
QB,00-0030565,Geno Smith,LV,LAC,2025_13_LV_LAC,2025,13,NA,NA,20,25,3.1197186638592207,0.12980892166851876,-13.284620170930163,13.544238014267199,-16.43329636674798,16.69291421008502,0.295,0.127,0.2826623300597226,0.1191473433906277,platt_vol_vegas,platt,2025-11-30T21:25:00Z,2026-08-31 09:26:51,2025-11-26 13:00:00,hindcast
QB,00-0036971,Trevor Lawrence,JAX,TEN,2025_13_JAX_TEN,2025,13,NA,NA,20,25,3.5582104992247463,0.6630683251491953,-12.751360767449485,14.077497417747876,-15.900036963267306,17.226173613565695,0.2755,0.106,0.2821151570566548,0.09896421186059405,platt_vol_vegas,platt,2025-11-30T18:00:00Z,2026-08-31 09:26:51,2025-11-26 13:00:00,hindcast
