player_id,posteam,defteam,game_id,rolling_epa_per_opp,wt_carry_share,wt_target_share,prior_epa_per_opp,baseline_epa_per_opp,is_cold_start,draft_tier,player_name,form_residual,wt_team_total_plays,wt_snap_share,games_played_so_far,def_used_fallback,def_rush_epa_adj,def_short_pass_epa_adj,def_deep_pass_epa_adj,season,week,team_spread,implied_total,report_status,practice_status,own_q_int,own_practice_int,weeks_missed,return_from_absence,above_new_out_share,above_q_share,above_long_out_share,baseline_carry_share,baseline_target_share,baseline_snap_share,baseline_team_total_plays
00-0032764,BAL,CIN,2025_13_CIN_BAL,-0.0101923527516145,0.8127298807043905,0.5552014641520372,0.14295802373583305,0.14295802373583305,FALSE,r2_3,Derrick Henry,-0.15315037648744756,62.696488428176835,0.5929084011790065,11,FALSE,-0.02426251386748861,0.328314407380864,-0.20027116155832397,2025,13,NA,NA,NA,NA,0,3,0,0,0,0,0,0.818639798488665,0.2716049382716049,0.5741176470588235,66.05882352941177
00-0033280,SF,CLE,2025_13_SF_CLE,0.08051610877496582,0.7487846175467918,0.7421369036659212,-0.12570005609035978,-0.12570005609035978,FALSE,r1,Christian McCaffrey,0.2062161648653256,61.30534850290117,0.8160216791572362,11,FALSE,-0.16995526861834426,0.2835844471591469,0.1289303696344808,2025,13,NA,NA,NA,Full Participation in Practice,0,2,0,0,0,0,0,0.6666666666666666,0.76,0.7224999999999999,64.29411764705883
00-0033293,MIN,SEA,2025_13_MIN_SEA,-0.02844207589703566,0.5867293424093593,0.8566480333321536,-0.032014122133263,-0.032014122133263,FALSE,r4_5,Aaron Jones,0.00357204623622733,56.30441655529921,0.6139922410727677,11,FALSE,-0.29959827226954844,-0.05966435540895346,-0.1594605599121415,2025,13,NA,NA,NA,NA,0,3,0,0,0,0,0,0.6710526315789473,0.7209302325581395,0.6323529411764706,66.41176470588235
00-0033526,CIN,BAL,2025_13_CIN_BAL,0.1839246811707928,0.30788531395898333,0.168246371218492,0.25584101782139845,0.25584101782139845,FALSE,r4_5,Samaje Perine,-0.07191633665060568,67.35044600349522,0.3133677519165595,11,FALSE,-0.23404289804257977,0.27414268707003825,0.1009325961245103,2025,13,NA,NA,NA,Full Participation in Practice,0,2,4,1,0,0,0,0.055710306406685235,0.3723404255319149,0.25823529411764706,68.17647058823529
00-0033923,KC,DAL,2025_13_KC_DAL,0.20959169525850244,0.6669906702592279,0.4617494212543598,0.02226551939035413,0.02226551939035413,FALSE,r2_3,Kareem Hunt,0.18732617586814831,77.36573971866305,0.6064909223584847,11,FALSE,-0.03723353127534672,-0.1418653310576754,0.11396303925041264,2025,13,NA,NA,NA,NA,0,3,0,0,0,0,0,0.704225352112676,0.43243243243243246,0.5169230769230769,67.23529411764706
00-0033955,WAS,DEN,2025_13_DEN_WAS,-0.24855811253022453,0.1268311567648536,0.5634414602807591,0.1133111566007614,0.1133111566007614,FALSE,r4_5,Jeremy McNichols,-0.36186926913098594,63.69808099686374,0.31098966768400066,11,FALSE,-0.04809991339590579,-0.6360857312802936,-0.8804540795818604,2025,13,NA,NA,NA,NA,0,3,1,1,0,0,0.6556242117567173,0.18181818181818182,0.1935483870967742,0.21411764705882352,68.88235294117646
00-0034791,HOU,IND,2025_13_HOU_IND,-0.09479537507279298,0.3192560714732841,0.3383376664523179,-0.32647730509987155,-0.32647730509987155,FALSE,r2_3,Nick Chubb,0.23168193002707857,71.3808817606226,0.2657834342521921,11,FALSE,-0.13666957711492486,-0.2801830613860671,0.0411515273338771,2025,13,NA,NA,NA,NA,0,3,0,0,0,0,0,0.6666666666666666,0.34375,0.4125,66.47058823529412
00-0034844,PHI,CHI,2025_13_CHI_PHI,-0.16445420334057193,0.8140674415077626,0.8282373944115724,0.12649916024394653,0.12649916024394653,FALSE,r1,Saquon Barkley,-0.29095336358451845,66.15643406175796,0.7533098970138915,11,FALSE,0.00461096927018795,-0.2107641758961885,-0.23137314467577652,2025,13,NA,NA,NA,Full Participation in Practice,0,2,0,0,0,0,0,0.8,0.6935483870967742,0.734375,68.58823529411765
00-0035250,NYG,NE,2025_13_NYG_NE,0.01443364336802512,0.4073166663408405,0.24138538308439264,-0.16340408221488795,-0.16340408221488795,FALSE,r2_3,Devin Singletary,0.1778377255829131,70.79453841629578,0.3713326682182274,12,FALSE,-0.06727711610667571,-0.9132288210615604,-0.2068500881631237,2025,13,NA,NA,NA,NA,0,3,0,0,0,0,0,0.40794223826714804,0.3116883116883117,0.3893333333333333,67.6470588235294
00-0035261,TEN,JAX,2025_13_JAX_TEN,-0.26783450479716336,0.623258524006947,0.4493851336662279,-0.1277225276941634,-0.1277225276941634,FALSE,r4_5,Tony Pollard,-0.14011197710299997,63.89947436807043,0.5270114311041304,11,FALSE,-0.04638090695990971,0.08079488086723295,0,2025,13,NA,NA,NA,Full Participation in Practice,0,2,0,0,0,0,0,0.7565217391304347,0.6333333333333333,0.678125,66.3529411764706
