position,slice,n,mean_pred,realized,gap,gap_boom
RB,rank 1-12,492,0.46722052845528456,0.5691056910569106,0.101885162601626,0.08377337398373985
RB,rank 13-24,492,0.3719237804878049,0.32723577235772355,-0.044688008130081336,-0.03466666666666665
WR,rank 1-12,492,0.4594369918699187,0.47764227642276424,0.018205284552845535,0.03052158564237828
WR,rank 13-24,492,0.36878556910569105,0.3821138211382114,0.01332825203252036,-0.012034696781229204
