component,stratum,nominal,empirical,sharpness,delta
efficiency,pooled,0.5,0.40589741158623305,0.9130006711220533,-0.09410258841376695
efficiency,pooled,0.8,0.6880155494453399,1.7753366368610566,-0.11198445055466011
efficiency,pooled,0.9,0.8077652413008438,2.3253974188917077,-0.0922347586991562
volume,pooled,0.5,0.5433772636768749,3.6802157936034834,0.04337726367687489
volume,pooled,0.8,0.8576372428178629,6.960412104321595,0.057637242817862866
volume,pooled,0.9,0.9284630700673178,8.757548033759438,0.02846307006731774
combined,pooled,0.5,0.4186498530387788,5.122647383322068,-0.08135014696122123
combined,pooled,0.8,0.7387882810277804,11.346316061164162,-0.061211718972219664
combined,pooled,0.9,0.8560728169147624,15.90537154197133,-0.043927183085237576
