position,arm,n,weeks,stat,stat_a,stat_b,delta,ci_lo,ci_hi,bar,floor,verdict
WR,ae_wide,1406,116,spearman,0.1059360021478197,0.12961138589335136,0.02367538374553166,-0.051070481492136444,0.0967817870643556,0.02,0.114,NEUTRAL
WR,ae_wide,1406,116,concordance,0.535952354933887,0.5431100426182931,0.0071576876844060555,-0.017226279578513835,0.03187015303943537,0.01,0.114,NEUTRAL
