player_id,posteam,defteam,game_id,rolling_epa_per_opp,wt_target_share,wt_air_yards_share,wt_air_yards_per_target,prior_epa_per_opp,baseline_epa_per_opp,is_cold_start,draft_tier,player_name,form_residual,wt_team_total_plays,wt_snap_share,games_played_so_far,def_used_fallback,def_short_pass_epa_adj,def_deep_pass_epa_adj,season,week,team_spread,implied_total,report_status,practice_status,baseline_target_share,baseline_air_yards_share,baseline_snap_share,baseline_team_total_plays
00-0030279,LAC,LV,2025_13_LV_LAC,0.21649327685802733,0.1784165797486938,0.2418528957542765,9.396669296471446,0.17293365768740235,0.17293365768740235,FALSE,r2_3,Keenan Allen,0.04355961917062498,66.24610494774858,0.5226834698111331,11,FALSE,-0.7293565599599333,0.43353524640867486,2025,13,NA,NA,NA,NA,0.2265193370165746,0.3005390835579515,0.868,63.23529411764706
00-0030564,BAL,CIN,2025_13_CIN_BAL,-0.17923407379936154,0.10189052907366104,0.16773116900702456,15.137579396711386,0.2401153245529529,0.2401153245529529,FALSE,r1,DeAndre Hopkins,-0.4193493983523144,62.696488428176835,0.4614201836594026,11,FALSE,-0.18469064295610008,0.4307138884941213,2025,13,NA,NA,NA,NA,0.12841091492776885,0.2279318239633681,0.49,66.05882352941177
00-0031381,LA,CAR,2025_13_LA_CAR,0.25047993749550296,0.23574197380571363,0.3992881714850121,12.915963081537347,0.1460001742183268,0.1460001742183268,FALSE,r2_3,Davante Adams,0.10447976327717616,62.92825183145399,0.6864887652284114,12,FALSE,0.03413862989985587,-0.3632186963042821,2025,13,NA,NA,NA,NA,0.26542056074766357,0.3600614439324117,0.9178571428571428,64.47058823529412
00-0031588,NE,NYG,2025_13_NYG_NE,0.3271719183269324,0.18559082853777156,0.1731159690427902,9.793888499151729,0.2825167033980258,0.2825167033980258,FALSE,r4_5,Stefon Diggs,0.04465521492890656,66.0452677116389,0.5736545491008307,12,FALSE,-0.32004735286935165,0.6083215580686241,2025,13,NA,NA,NA,NA,0.21122112211221122,0.270823185582075,0.7837500000000001,65.88235294117646
00-0031610,MIA,NO,2025_13_NO_MIA,1.4834671234709365,0.12061754895574137,0.2148241755447833,10.879737609329446,NA,0.20495743879264655,TRUE,r6_udfa,Darren Waller,1.27850968467829,60.57538579765782,0.4493798297571882,11,FALSE,-0.261263363308955,0.8524897586103594,2025,13,NA,NA,Questionable,Limited Participation in Practice,0.08661276107319274,0.12607714723920024,0.29533333333333334,68.29411764705883
00-0033555,NE,NYG,2025_13_NYG_NE,0.29351067426581623,0.18086748408093375,0.24015816756157296,12.54917915502936,0.488811453544609,0.488811453544609,FALSE,r4_5,Mack Hollins,-0.19530077927879275,66.0452677116389,0.7862788326555789,12,FALSE,-0.32004735286935165,0.6083215580686241,2025,13,NA,NA,NA,NA,0.1,0.16136250621581302,0.6664705882352941,65.88235294117646
00-0033908,SEA,MIN,2025_13_MIN_SEA,0.9139297010055376,0.12633259456590504,0.155062640865911,12.33462191360068,0.03868146633528411,0.03868146633528411,FALSE,r2_3,Cooper Kupp,0.8752482346702534,63.89421467825899,0.7206548743555996,11,FALSE,-0.23558925915748555,0.7487460170071893,2025,13,NA,NA,NA,Limited Participation in Practice,0.24154589371980675,0.2618307426597582,0.815,66.41176470588235
00-0033921,TB,ARI,2025_13_ARI_TB,-0.10738263454870008,0.1455509522104581,0.206181503476866,8.993586005830903,0.5727654483245225,0.5727654483245225,FALSE,r2_3,Chris Godwin Jr.,-0.6801480828732226,68.96804919604773,0.6218561710398445,11,FALSE,-0.5188721613534507,-0.0696091885176446,2025,13,NA,NA,NA,Limited Participation in Practice,0.24124513618677043,0.24619640387275243,0.87,68.29411764705883
00-0034348,DEN,WAS,2025_13_DEN_WAS,0.1297622968310398,0.17625014241269227,0.2316306377620856,12.146689696481484,0.2751327633640827,0.2751327633640827,FALSE,r2_3,Courtland Sutton,-0.14537046653304292,65.73793566022505,0.8981078598741786,11,FALSE,0.01071145505893864,0.4731965459505468,2025,13,NA,NA,NA,NA,0.23725834797891038,0.4503528225806452,0.8523529411764706,65.52941176470588
00-0034827,CHI,PHI,2025_13_CHI_PHI,-0.09046684122005014,0.1444021703989583,0.2115330639573015,14.668149533091285,0.11614729012056696,0.11614729012056696,FALSE,r1,DJ Moore,-0.20661413134061712,70.99176751530635,0.7730457159902322,11,FALSE,-0.5090525911128241,0.1874250987865834,2025,13,NA,NA,NA,NA,0.2204968944099379,0.2313630348478165,0.9382352941176471,68.41176470588235
00-0034960,JAX,TEN,2025_13_JAX_TEN,0.38731874242611153,0.1778637026271758,0.2987434913143988,9.422201193949023,0.24924081404035767,0.24924081404035767,FALSE,udfa,Jakobi Meyers,0.13807792838575386,70.24036495944426,0.7352515500159257,11,FALSE,-0.4466959894409808,1.0223026802981556,2025,13,NA,NA,NA,NA,0.21666666666666667,0.3279569892473118,0.9166666666666666,62.05882352941177
00-0035208,CHI,PHI,2025_13_CHI_PHI,-0.18337688806885785,0.1172805953056753,0.08682895954104093,6.3097625945138756,0.3919108223972921,0.3919108223972921,FALSE,udfa,Olamide Zaccheaus,-0.5752877104661499,70.99176751530635,0.4256472654163176,11,FALSE,-0.5090525911128241,0.1874250987865834,2025,13,NA,NA,NA,NA,0.1245136186770428,0.12228915662650602,0.42058823529411765,68.41176470588235
00-0035359,ATL,NYJ,2025_13_ATL_NYJ,-0.20571046818572217,0.07003356755927362,0.08675413148712513,12.339070512874526,NA,0.21464330413841848,TRUE,udfa,David Sills,-0.4203537723241406,60.08593298403555,0.6518403858566418,11,FALSE,-0.00617212494877141,0.29030919925534043,2025,13,NA,NA,NA,NA,0.08414239482200647,0.10596026490066225,0.1811764705882353,68.17647058823529
00-0035535,NYG,NE,2025_13_NYG_NE,0.4346844275677064,0.125223115178574,0.25295204657720677,15.98882340993312,0.20162401044555903,0.20162401044555903,FALSE,r4_5,Darius Slayton,0.2330604171221474,70.79453841629578,0.7118100343624079,12,FALSE,-0.33521384025050716,0.5803644677190317,2025,13,NA,NA,NA,Full Participation in Practice,0.1188118811881188,0.24766479850547105,0.830625,67.6470588235294
00-0035544,DET,GB,2025_13_GB_DET,NA,NA,NA,NA,NA,0.21464330413841848,TRUE,udfa,Tom Kennedy,NA,66.64276409254761,NA,11,FALSE,-0.5826442855579962,0.38662067937556527,2025,13,NA,NA,NA,NA,0.08414239482200647,0.10596026490066225,0.0575,67.70588235294117
00-0035640,PIT,BUF,2025_13_BUF_PIT,-0.3692336527547919,0.2048383950322232,0.362365715647708,9.133961388816196,0.2125644488297593,0.2125644488297593,FALSE,r2_3,DK Metcalf,-0.5817981015845513,64.84623538670769,0.8736291522647338,11,FALSE,-0.5022442200796087,0.30928512290502264,2025,13,NA,NA,NA,Full Participation in Practice,0.18825561312607944,0.40244565217391304,0.86,67.47058823529412
00-0035659,WAS,DEN,2025_13_DEN_WAS,0.6451475090647345,0.15450073739917178,0.3976510368466012,16.715164729315674,0.6001687134410948,0.6001687134410948,FALSE,r2_3,Terry McLaurin,0.04497879562363971,63.69808099686374,0.6661071666732044,11,FALSE,-0.5783298859929592,0.7882330609581789,2025,13,NA,NA,NA,Did Not Participate In Practice,0.20379965457685664,0.39103206412825653,0.8047058823529412,68.88235294117646
