position,rank,player_id,player_name,player_disp,posteam,defteam,start_pct,boom_pct,disp_vol,p_start_recal,pred_vol
RB,29,00-0039746,Will Shipley,Will Shipley,PHI,CHI,8,2,9,0.07777435632993358,9.216829550564126
RB,30,00-0037557,Ronnie Rivers,Ronnie Rivers,LA,DEN,8,2,8,0.07665059204464425,8.314886699089612
RB,31,00-0031595,Michael Burton,Michael Burton,CLE,CAR,8,2,8,0.07552323292812718,8.372225374763504
RB,32,00-0041398,Riley Nowakowski,Riley Nowakowski,PIT,CIN,8,2,9,0.0751466304784396,8.858424527871167
RB,33,00-0038705,Emari Demercado,Emari Demercado,DAL,BAL,7,3,9,0.07439217864743863,8.687029678807049
RB,34,00-0034959,Andrew Beck,Andrew Beck,NYJ,DET,7,2,9,0.07439217864743863,8.691653064926895
RB,35,00-0039407,Dylan Laube,Dylan Laube,LV,NO,7,3,9,0.07439217864743863,9.145284067956368
RB,36,00-0035594,Travis Homer,Travis Homer,PIT,CIN,7,2,8,0.07401432148099468,8.02899585896756
RB,37,00-0039021,Roschon Johnson,Roschon Johnson,CHI,PHI,7,2,9,0.0732573247835015,8.613890597527604
RB,38,00-0039875,Ray Davis,Ray Davis,BUF,LAC,7,2,8,0.07287817714280809,8.37321075082722
RB,39,00-0039384,Tyrone Tracy Jr.,Tyrone Tracy Jr.,NYG,TEN,7,2,9,0.07173808719988922,8.98217337858076
RB,40,00-0041326,CJ Donaldson,CJ Donaldson,NO,LV,7,3,8,0.07173808719988922,7.799093370922207
RB,41,00-0041490,Eli Heidenreich,Eli Heidenreich,PIT,CIN,7,2,9,0.07173808719988922,8.501948270093623
RB,42,00-0040466,Raheim Sanders,Raheim Sanders,CLE,CAR,7,3,8,0.07135716068739006,8.352397702352887
RB,43,00-0040878,Mike Washington Jr.,Mike Washington Jr.,LV,NO,7,2,9,0.07021163023428954,8.76205751519334
RB,44,00-0037157,Bam Knight,Bam Knight,ARI,SF,7,2,9,0.06906187805088458,8.715178621083478
RB,45,00-0036727,Adam Prentice,Adam Prentice,DEN,LA,7,2,8,0.0671358946999048,8.485379331031664
RB,46,00-0039874,Jaylen Wright,Jaylen Wright,MIA,KC,7,2,9,0.06597424671412665,8.695538452544627
RB,47,00-0040556,Corey Kiner,Corey Kiner,NE,JAX,7,2,8,0.06558598962415449,7.956334757132593
RB,48,00-0037304,Connor Heyward,Connor Heyward,LV,NO,6,2,8,0.06441801819935447,8.009880438724197
RB,49,00-0041125,Seth McGowan,Seth McGowan,IND,HOU,6,2,9,0.0640276087751381,8.519786323367141
RB,50,00-0037085,Tyler Badie,Tyler Badie,DEN,LA,6,2,8,0.06363664686121409,7.9916762351853645
RB,51,00-0036187,Reggie Gilliam,Reggie Gilliam,NE,JAX,6,2,8,0.06285304165026175,7.6072574635948
RB,52,00-0040238,LeQuint Allen Jr.,LeQuint Allen Jr.,JAX,NE,6,2,8,0.06246038614453994,7.760690966380754
RB,53,00-0040198,Ollie Gordon II,Ollie Gordon II,MIA,KC,6,2,8,0.06127893257415996,8.494234560785381
RB,54,00-0041104,Demond Claiborne,Demond Claiborne,MIN,TB,6,2,8,0.06048832591365251,8.15206261829414
RB,55,00-0041096,Kaytron Allen,Kaytron Allen,WAS,SEA,6,2,9,0.05969527961108111,8.82990950023609
RB,56,00-0033376,Patrick Ricard,Patrick Ricard,NYG,TEN,6,2,8,0.05889973757869221,7.597602767884146
RB,57,00-0039686,Colson Yankoff,Colson Yankoff,WAS,SEA,6,2,8,0.05889973757869221,7.820888236132334
RB,58,00-0038951,Sean Tucker,Sean Tucker,TB,MIN,6,2,8,0.05770161724903627,8.24746146541126
RB,59,00-0041436,DJ Herman,DJ Herman,MIA,KC,6,2,8,0.05730093156326724,7.812460611084901
RB,60,00-0040568,Lan Larison,Lan Larison,NE,JAX,5,2,7,0.05447693313366229,7.225076887859696
RB,61,00-0037594,Julius Chestnut,Julius Chestnut,TEN,NYG,5,2,8,0.04955075259378453,7.639024505793658
RB,62,00-0037120,Tyler Goodson,Tyler Goodson,DAL,BAL,2,2,10,0.02091410739275454,9.528594152302947
RB,63,00-0035250,Devin Singletary,Devin Singletary,NYG,TEN,2,2,9,0,9.164885425529638
TE,1,00-0040879,Matthew Hibner,Matthew Hibner,BAL,DAL,17,4,4,0.1675888051143009,3.844657914996746
TE,2,00-0034798,Durham Smythe,Durham Smythe,BAL,DAL,17,4,4,0.1673817933343142,3.848303360556011
TE,3,00-0036887,Luke Farrell,Luke Farrell,SF,ARI,16,5,4,0.1583930211429454,3.897447326641147
TE,4,00-0036637,Noah Gray,Noah Gray,KC,MIA,15,4,4,0.15267935510957706,3.8913594844245822
TE,5,00-0036754,Brock Wright,Brock Wright,DET,NYJ,15,5,4,0.15217633728224791,3.855812674581528
TE,6,00-0040081,Jake Briningstool,Jake Briningstool,KC,MIA,15,4,4,0.1462614672641514,3.795233749125699
TE,7,00-0039530,Brevyn Spann-Ford,Brevyn Spann-Ford,DAL,BAL,14,3,4,0.14251010412978815,3.842892759786337
TE,8,00-0033110,Tyler Higbee,Tyler Higbee,LA,DEN,14,4,4,0.14043496328864974,3.99185153173993
TE,9,00-0038547,Luke Schoonmaker,Luke Schoonmaker,DAL,BAL,14,4,4,0.1403628068524137,3.793437928648671
TE,10,00-0041503,Nate Boerkircher,Nate Boerkircher,JAX,NE,14,4,4,0.13979054263182825,3.9162768944198847
TE,11,00-0041041,Oscar Delp,Oscar Delp,NO,LV,14,4,4,0.13671819362179322,3.999012854809767
TE,12,00-0038488,Brady Russell,Brady Russell,SEA,WAS,13,5,4,0.1313537708349146,3.956770569703043
TE,13,00-0036590,Quintin Morris,Quintin Morris,JAX,NE,13,5,4,0.13134832020844453,3.77363846947141
TE,14,00-0039074,Davis Allen,Davis Allen,LA,DEN,13,3,4,0.1299105590288655,3.844657914996746
TE,15,00-0041472,Marlin Klein,Marlin Klein,HOU,IND,13,5,4,0.1289251685188092,3.963052742313574
TE,16,00-0033576,Eric Saubert,Eric Saubert,SEA,WAS,13,5,4,0.1252729570102161,3.856534109232652
TE,17,00-0033246,Johnny Mundt,Johnny Mundt,PHI,CHI,12,4,4,0.12393069734567252,3.86792032467146
TE,18,00-0039359,Cade Stover,Cade Stover,HOU,IND,12,4,4,0.12261107480789116,3.8547410033012985
TE,19,00-0040187,Mitchell Evans,Mitchell Evans,CAR,CLE,12,3,4,0.12147075142174318,3.821952188335683
TE,20,00-0034981,Foster Moreau,Foster Moreau,HOU,IND,12,3,4,0.11736161942668756,3.778925844044307
TE,21,00-0037805,Jeremy Ruckert,Jeremy Ruckert,NYJ,DET,11,3,4,0.11423811238053938,3.8795911964144096
TE,22,00-0037292,Andrew Ogletree,Andrew Ogletree,IND,HOU,11,4,4,0.1123662179368833,3.81006663881842
TE,23,00-0038558,Darnell Washington,Darnell Washington,PIT,CIN,11,3,4,0.11210768780466156,3.964939575998144
TE,24,00-0034365,Ian Thomas,Ian Thomas,LV,NO,11,3,4,0.10793002900225954,3.778210755201611
TE,25,00-0038710,Blake Whiteheart,Blake Whiteheart,CLE,CAR,11,3,4,0.10641435713226964,3.77363846947141
TE,26,00-0036429,Charlie Woerner,Charlie Woerner,ATL,GB,10,3,4,0.10144697208643969,3.798959528141532
TE,27,00-0038115,Daniel Bellinger,Daniel Bellinger,TEN,NYG,10,4,4,0.0979419828076521,3.857673056913974
TE,28,00-0041524,Will Kacmarek,Will Kacmarek,MIA,KC,10,3,4,0.09564290673007958,3.892924766970076
TE,29,00-0039912,Ben Sinnott,Ben Sinnott,WAS,SEA,9,3,4,0.08913655064473104,3.880649458851418
TE,30,00-0039686,Colson Yankoff,Colson Yankoff,WAS,SEA,9,3,4,0.08594620305471853,3.795233749125699
WR,1,00-0039792,Devontez Walker,Devontez Walker,BAL,DAL,21,14,5,0.2102957829472228,4.9617850845210185
WR,2,00-0035544,Tom Kennedy,Tom Kennedy,DET,NYJ,19,12,5,0.19150018170324973,4.683290396914676
WR,3,00-0038619,Andrei Iosivas,Andrei Iosivas,CIN,PIT,18,11,5,0.18205317537577131,4.93971254293194
WR,4,00-0041550,Brenen Thompson,Brenen Thompson,LAC,BUF,18,11,5,0.1795975222665736,4.778050653823703
WR,5,00-0040582,Arian Smith,Arian Smith,NYJ,DET,15,9,4,0.1538467681654835,4.370498129099233
WR,6,00-0031610,Darren Waller,Darren Waller,CAR,CLE,12,4,5,0.12116003748074758,4.744516727395128
WR,7,00-0039365,Jacob Cowing,Jacob Cowing,SF,ARI,12,3,5,0.12064143281340582,4.74488336281501
WR,8,00-0040648,Tory Horton,Tory Horton,SEA,WAS,12,4,5,0.1201218571148549,4.8371760833929756
WR,9,00-0035662,Marquise Brown,Marquise Brown,PHI,CHI,12,4,5,0.1169832724203262,4.709694146389592
WR,10,00-0039751,Jordan Whittington,Jordan Whittington,LA,DEN,11,3,5,0.11407257931726822,4.940193849846382
WR,11,00-0040138,Jaylin Noel,Jaylin Noel,HOU,IND,11,4,5,0.11112711973386316,4.809241022703087
WR,12,00-0036988,Josh Palmer,Josh Palmer,BUF,LAC,11,3,5,0.11058763587070666,4.7252785148611025
WR,13,00-0041100,Josh Cameron,Josh Cameron,JAX,NE,11,3,5,0.11058763587070666,4.597903804036231
WR,14,00-0041106,C.J. Williams,C.J. Williams,JAX,NE,11,4,5,0.10950487959651468,4.710565413778305
WR,15,00-0040075,LaJohntay Wester,LaJohntay Wester,BAL,DAL,11,3,5,0.10868942652833648,4.611041209835659
WR,16,00-0041099,Barion Brown,Barion Brown,NO,LV,11,3,5,0.10868942652833648,4.81270135191195
WR,17,00-0038519,Nikko Remigio,Nikko Remigio,KC,MIA,11,3,5,0.10841695163334016,4.722914895745803
WR,18,00-0037614,John Metchie III,John Metchie III,CAR,CLE,11,3,5,0.10732370289568062,4.762281080064564
WR,19,00-0037524,Tay Martin,Tay Martin,DET,NYJ,11,3,5,0.10677503510161358,4.683290396914676
WR,20,00-0036630,Tylan Wallace,Tylan Wallace,CLE,CAR,10,3,5,0.10484362774500794,4.74488336281501
WR,21,00-0032951,Laquon Treadwell,Laquon Treadwell,IND,HOU,10,3,5,0.10401045395822205,4.898174989780993
WR,22,00-0038090,Skyy Moore,Skyy Moore,GB,ATL,10,3,4,0.10401045395822205,4.447359689709513
WR,23,00-0034854,KhaDarel Hodge,KhaDarel Hodge,SF,ARI,10,3,4,0.10373198593530922,4.418921778737648
WR,24,00-0038573,Derius Davis,Derius Davis,LAC,BUF,10,3,4,0.10373198593530922,4.464260987777741
WR,25,00-0037132,Britain Covey,Britain Covey,PHI,CHI,10,3,5,0.10261432225672576,4.682946914284452
WR,26,00-0040024,Darius Cooper,Darius Cooper,PHI,CHI,10,3,5,0.10233394415945286,4.581015728646168
WR,27,00-0040646,Jalen Royals,Jalen Royals,KC,MIA,10,3,4,0.1017720129452626,4.412814131462556
WR,28,00-0039062,Jonathan Mingo,Jonathan Mingo,DAL,BAL,10,3,4,0.10149045387664282,4.4042845172615035
WR,29,00-0041069,Colbie Young,Colbie Young,CIN,PIT,10,3,5,0.10092613370278342,4.7575643280483355
WR,30,00-0038840,Brycen Tremayne,Brycen Tremayne,CAR,CLE,10,3,5,0.10064336645638187,4.668866483774838
WR,31,00-0037091,Bo Melton,Bo Melton,GB,ATL,10,3,4,0.09950817655862386,4.370498129099233
WR,32,00-0040621,Montorie Foster Jr,Montorie Foster Jr,SEA,WAS,10,3,5,0.09950817655862386,4.666084709637609
WR,33,00-0038728,Jared Wayne,Jared Wayne,HOU,IND,10,3,5,0.09922333283594233,4.751765266188674
WR,34,00-0040590,Konata Mumpfield,Konata Mumpfield,LA,DEN,10,3,5,0.09865236697589584,4.63867509258391
WR,35,00-0036849,Tutu Atwell,Tutu Atwell,LA,DEN,10,3,4,0.09836623814732158,4.413715644289455
WR,36,00-0040237,Tez Johnson,Tez Johnson,TB,MIN,10,3,5,0.09836623814732158,4.602629830503002
WR,37,00-0039589,Kameron Johnson,Kameron Johnson,TB,MIN,10,3,5,0.09750522713988084,4.682746280360456
WR,38,00-0040154,Tai Felton,Tai Felton,MIN,TB,10,3,5,0.09692899782912962,4.705140283791329
WR,39,00-0040131,Kyle Williams,Kyle Williams,NE,JAX,10,2,4,0.0966402059140735,4.474748173401415
WR,40,00-0041051,Zavion Thomas,Zavion Thomas,CHI,PHI,10,2,5,0.09577107736065602,4.758964922205509
WR,41,00-0037093,Dareke Young,Dareke Young,LV,NO,10,3,4,0.0954804378368587,4.405947270992208
WR,42,00-0040948,J. Michael Sturdivant,J. Michael Sturdivant,GB,ATL,9,3,5,0.0946056759381337,4.682946914284452
WR,43,00-0039868,Troy Franklin,Troy Franklin,DEN,LA,9,3,5,0.0940200928113162,4.7736573536642695
WR,44,00-0036646,Simi Fehoko,Simi Fehoko,ARI,SF,9,3,5,0.0940200928113162,4.713403581852576
WR,45,00-0038640,Jalen Brooks,Jalen Brooks,ARI,SF,9,3,5,0.09372656671939504,4.713403581852576
WR,46,00-0041132,Deion Burks,Deion Burks,IND,HOU,9,3,5,0.09343254551039404,4.6917799410020296
WR,47,00-0036331,Devin Duvernay,Devin Duvernay,ARI,SF,9,2,5,0.09254746958146216,4.701270640078003
WR,48,00-0040718,Travis Hunter,Travis Hunter,JAX,NE,9,3,5,0.09225142605093756,4.634164440664505
WR,49,00-0041397,Kaden Wetjen,Kaden Wetjen,PIT,CIN,9,3,5,0.09136018002525248,4.703783732661055
WR,50,00-0041044,Zachariah Branch,Zachariah Branch,ATL,GB,9,3,4,0.09106204470886084,4.451621046346146
WR,51,00-0037231,Kevin Austin Jr.,Kevin Austin Jr.,NO,LV,9,2,5,0.0907633751841332,4.557003043335277
WR,52,00-0037801,KaVontae Turpin,KaVontae Turpin,DAL,BAL,9,2,4,0.0907633751841332,4.3922252016406516
WR,53,00-0040277,Jahdae Walker,Jahdae Walker,CHI,PHI,9,2,4,0.0907633751841332,4.4845215881308516
WR,54,00-0040890,Cyrus Allen,Cyrus Allen,KC,MIA,9,2,4,0.0907633751841332,4.412814131462556
WR,55,00-0040218,Jimmy Horn Jr.,Jimmy Horn Jr.,CAR,CLE,9,3,4,0.0895632617453611,4.370498129099233
WR,56,00-0037742,Treylon Burks,Treylon Burks,WAS,SEA,9,3,5,0.08926185071168095,4.61868745756535
WR,57,00-0040782,Isaiah Bond,Isaiah Bond,CLE,CAR,9,3,4,0.08926185071168095,4.435851193576134
WR,58,00-0038359,Xavier Smith,Xavier Smith,LA,DEN,9,2,4,0.08805052816177648,4.466582950452812
WR,59,00-0040506,Myles Price,Myles Price,MIN,TB,9,3,4,0.08805052816177648,4.471305498208071
WR,60,00-0035891,Cody White,Cody White,LV,NO,9,2,5,0.0871359305344633,4.512781503701958
WR,61,00-0036463,Chris Blair,Chris Blair,ATL,GB,9,2,5,0.08621594009292949,4.679846759538771
WR,62,00-0035208,Olamide Zaccheaus,Olamide Zaccheaus,ATL,GB,9,2,5,0.0855995433872816,4.629810341904971
WR,63,00-0040894,Malik Benson,Malik Benson,LV,NO,8,2,4,0.08404747014621738,4.4489262306088495
WR,64,00-0039920,Malachi Corley,Malachi Corley,CLE,CAR,8,2,5,0.08373510773634829,4.5619998406587
WR,65,00-0036862,Ben Skowronek,Ben Skowronek,PIT,CIN,8,2,4,0.08342208159561199,4.405947270992208
WR,66,00-0035406,Lil'Jordan Humphrey,Lil'Jordan Humphrey,DEN,LA,8,2,4,0.08184676816548352,4.420807483063277
WR,67,00-0040705,Chimere Dike,Chimere Dike,TEN,NYG,8,2,4,0.08184676816548352,4.473532988151355
WR,68,00-0035021,Ashton Dulin,Ashton Dulin,IND,HOU,8,2,4,0.08057389327159603,4.381755013596782
WR,69,00-0041529,Kevin Coleman Jr.,Kevin Coleman Jr.,MIA,KC,8,2,5,0.08057389327159603,4.534218185260549
WR,70,00-0040785,Dohnte Meyers,Dohnte Meyers,CIN,PIT,8,2,4,0.0796115754248599,4.388621874067131
WR,71,00-0040164,Jaylin Lane,Jaylin Lane,WAS,SEA,8,2,4,0.07502739020213382,4.379078230459065
WR,72,00-0038824,Ryan Miller,Ryan Miller,MIA,KC,7,2,4,0.07402358703235226,4.472342646767135
WR,73,00-0040563,Efton Chism III,Efton Chism III,NE,JAX,7,2,4,0.0688763781160224,4.380127773484898
WR,74,00-0040870,Ja'Kobi Lane,Ja'Kobi Lane,BAL,DAL,3,2,5,0.03154985264764479,4.902224254266093
WR,75,00-0039146,Jayden Reed,Jayden Reed (O),GB,ATL,2,2,5,0.01873198593530921,4.7311620993754975
WR,76,00-0031235,Odell Beckham Jr.,Odell Beckham Jr.,NYG,TEN,2,2,5,0.00960567593813369,4.69851657097442
WR,77,00-0041511,Omar Cooper Jr.,Omar Cooper Jr.,NYJ,DET,2,2,4,0.00921176584064881,4.387197039708307
