component,stratum,nominal,empirical,sharpness,delta
efficiency,pooled,0.5,0.4988148288612876,0.8366790403622701,-0.0011851711387124153
efficiency,pooled,0.8,0.7961031572959135,1.678736564024819,-0.0038968427040865228
efficiency,pooled,0.9,0.8988811984450554,2.2933089067952293,-0.0011188015549445929
volume,pooled,0.5,0.5011851711387124,3.103306966965144,0.0011851711387124153
volume,pooled,0.8,0.7999905186308903,6.14868767540098,-9.481369109720639e-6
volume,pooled,0.9,0.9004456243481559,8.22764763839461,4.456243481558708e-4
combined,pooled,0.5,0.49739262349483265,5.317780972647275,-0.002607376505167347
combined,pooled,0.8,0.7955342751493316,10.064698473103933,-0.004465724850668429
combined,pooled,0.9,0.8996397079738314,13.225984469084795,-3.602920261686071e-4
