position,player_id,player_name,pred_vol,threshold,deploy,backtest,diff
QB,00-0036389,Jalen Hurts,7.305637619241469,start,0.45607264529778,0.4649962195116524,-0.008923574213872354
QB,00-0034857,Josh Allen,4.905400160000398,start,0.3877533438852007,0.37846943048614545,0.009283913399055266
QB,00-0040691,Jaxson Dart,6.214817208292497,start,0.37537375410991,0.3598907899565672,0.015482964153342771
QB,00-0034796,Lamar Jackson,5.271105213551035,start,0.3719902198635392,0.3682147869503733,0.0037754329131658992
QB,00-0039732,Bo Nix,4.306103225900639,start,0.3633741514445583,0.3559083525817276,0.007465798862830719
QB,00-0036355,Justin Herbert,4.1428767863866724,start,0.35648686272810975,0.34327477886948027,0.013212083858629486
QB,00-0035710,Daniel Jones,4.693439485157125,start,0.33909483097346055,0.33861395941993766,4.80871553522888e-4
QB,00-0039851,Drake Maye,3.505586264199673,start,0.30469772418968366,0.2865721152510274,0.01812560893865628
QB,00-0033873,Patrick Mahomes,2.558512903000231,start,0.3011865462769298,0.2997845980286172,0.0014019482483126344
QB,00-0034855,Baker Mayfield,2.8713947904057253,start,0.2875764083041538,0.2769115374362415,0.010664870867912346
QB,00-0039918,Caleb Williams,3.1961095815250653,start,0.2841882933517008,0.273511636742878,0.010676656608822832
QB,00-0036971,Trevor Lawrence,3.5582104992247463,start,0.2821151570566548,0.2752430148450937,0.006872142211561072
QB,00-0030565,Geno Smith,3.1197186638592207,start,0.28079057849896544,0.2732637581379926,0.007526820360972852
QB,00-0028118,Tyrod Taylor,4.571299456367588,start,0.27697601045130416,0.2662542141451579,0.01072179630614628
QB,00-0040676,Cam Ward,3.464693844020883,start,0.27144296344547325,0.2476662786463344,0.02377668479913886
QB,00-0039163,C.J. Stroud,2.737980381669798,start,0.2711914547894619,0.27557405632900817,-0.0043826015395462825
QB,00-0037834,Brock Purdy,2.7016226376426977,start,0.26863186441896075,0.2536610385190197,0.014970825899941032
QB,00-0033106,Jared Goff,1.356941984105742,start,0.2546473047492661,0.25284983084252677,0.0017974739067393442
QB,00-0040743,Tyler Shough,3.199536294880679,start,0.24923908450246088,0.2569626153462153,-0.007723530843754406
QB,00-0034869,Sam Darnold,2.1003611888902163,start,0.2468913721893772,0.23922396214563044,0.00766741004374677
QB,00-0032268,Marcus Mariota,3.984849237665608,start,0.24623417972279368,0.24201928845006343,0.0042148912727302534
QB,00-0033077,Dak Prescott,1.9676810857645792,start,0.24539155068302365,0.2510762391445579,-0.0056846884615342486
QB,00-0033119,Jacoby Brissett,2.0907931573745047,start,0.243463164607944,0.23394610305647923,0.009517061551464784
QB,00-0039150,Bryce Young,2.7978580867737133,start,0.22922717654152125,0.24303334537428,-0.013806168832758758
QB,00-0036442,Joe Burrow,1.6519845674959732,start,0.22375522701063225,0.2200291152992564,0.0037261117113758513
QB,00-0036264,Jordan Love,1.6681479746882013,start,0.22069564406609696,0.23147644046247684,-0.010780796396379883
QB,00-0026498,Matthew Stafford,1.290151063040745,start,0.21971591351061254,0.2230795286504668,-0.0033636151398542535
QB,00-0023459,Aaron Rodgers,1.2397377850257245,start,0.21423508088582743,0.20186705975653224,0.012368021129295192
QB,00-0036212,Tua Tagovailoa,1.211204888724618,start,0.20379372045853944,0.2038892186150838,-9.549815654436022e-5
QB,00-0029604,Kirk Cousins,1.101419671358018,start,0.187150348843573,0.19729806259747432,-0.010147713753901305
QB,00-0040668,Shedeur Sanders,1.9404455670118406,start,0.17177147133535328,0.17985001487654745,-0.008078543541194166
QB,00-0040494,Max Brosmer,1.6455577995834532,start,0.12163955071856249,0.13764923779862442,-0.016009687080061938
RB,00-0033280,Christian McCaffrey,22.537561476292577,start,0.645,0.6165,0.02849999999999997
RB,00-0036223,Jonathan Taylor,23.76555267688233,start,0.625,0.6195,0.005499999999999949
RB,00-0040122,Ashton Jeanty,22.830036803203004,start,0.617,0.5875,0.02949999999999997
RB,00-0034844,Saquon Barkley,21.34864452858286,start,0.555,0.5495,0.00550000000000006
RB,00-0038542,Bijan Robinson,20.651485790960564,start,0.546,0.5185,0.02750000000000008
RB,00-0039040,De'Von Achane,19.817714435439886,start,0.503,0.4875,0.015500000000000014
RB,00-0038597,Chase Brown,20.31158032237544,start,0.501,0.532,-0.031000000000000028
RB,00-0032764,Derrick Henry,19.218205495181394,start,0.4915,0.474,0.017500000000000016
RB,00-0040734,TreVeyon Henderson,19.11523347518491,start,0.48,0.49,-0.010000000000000009
RB,00-0038120,Breece Hall,19.02199087695828,start,0.472,0.5025,-0.03049999999999997
RB,00-0039139,Jahmyr Gibbs,18.954813937277457,start,0.4715,0.505,-0.03350000000000003
RB,00-0037248,James Cook,19.010571298449932,start,0.4585,0.488,-0.02949999999999997
RB,00-0036139,Rico Dowdle,18.88391726040952,start,0.429,0.403,0.025999999999999968
RB,00-0033923,Kareem Hunt,17.70270141256955,start,0.426,0.4415,-0.015500000000000014
RB,00-0037840,Kyren Williams,18.03122094507128,start,0.425,0.4,0.024999999999999967
RB,00-0039361,Bucky Irving,18.086303633770104,start,0.423,0.444,-0.02100000000000002
RB,00-0040784,Quinshon Judkins,18.198644292175686,start,0.4165,0.427,-0.01050000000000001
RB,00-0036997,Javonte Williams,18.877899773043012,start,0.403,0.4705,-0.06749999999999995
RB,00-0036973,Travis Etienne,18.28924918985162,start,0.401,0.429,-0.02799999999999997
RB,00-0033293,Aaron Jones,17.787999836182156,start,0.3945,0.3555,0.039000000000000035
RB,00-0035700,Josh Jacobs,17.38841256844726,start,0.3835,0.415,-0.03149999999999997
RB,00-0040583,Woody Marks,17.380708071403035,start,0.373,0.378,-0.0050000000000000044
RB,00-0039384,Tyrone Tracy Jr.,17.18783524786454,start,0.365,0.382,-0.017000000000000015
RB,00-0036275,D'Andre Swift,17.089201246931538,start,0.3605,0.3685,-0.008000000000000007
RB,00-0039391,Kimani Vidal,17.891212739665647,start,0.36,0.4,-0.040000000000000036
RB,00-0036875,Rhamondre Stevenson,16.46803857556158,start,0.3545,0.306,0.04849999999999999
RB,00-0035261,Tony Pollard,17.262259865518093,start,0.345,0.3475,-0.0025000000000000022
RB,00-0038134,Kenneth Walker III,16.35813534167669,start,0.3315,0.326,0.005500000000000005
RB,00-0037228,Jaylen Warren,15.695964603120839,start,0.329,0.326,0.0030000000000000027
RB,00-0040202,Devin Neal,16.75266846364729,start,0.3155,0.3155,0
RB,00-0037256,Rachaad White,15.36681652463372,start,0.313,0.283,0.030000000000000027
RB,00-0037157,Bam Knight,14.964789091044281,start,0.2825,0.335,-0.05250000000000005
RB,00-0037197,Isiah Pacheco,14.07302252906188,start,0.241,0.21,0.031
RB,00-0040236,Kyle Monangai,13.46038883695739,start,0.233,0.226,0.007000000000000006
RB,00-0035685,David Montgomery,12.629224287500177,start,0.2295,0.2195,0.010000000000000009
RB,00-0035250,Devin Singletary,12.64719885115602,start,0.215,0.235,-0.01999999999999999
RB,00-0036555,Chuba Hubbard,13.025532750056135,start,0.2105,0.1315,0.07899999999999999
RB,00-0036924,Michael Carter,12.0676400998956,start,0.207,0.214,-0.007000000000000006
RB,00-0039032,Tyjae Spears,11.51284142793212,start,0.185,0.2075,-0.022499999999999992
RB,00-0037746,Brian Robinson,11.259248975421011,start,0.181,0.131,0.04999999999999999
RB,00-0039165,Zach Charbonnet,11.944648903635105,start,0.1785,0.194,-0.015500000000000014
RB,00-0037525,Jordan Mason,11.98975544985907,start,0.1775,0.17,0.007499999999999979
RB,00-0034791,Nick Chubb,11.50494122937041,start,0.1765,0.141,0.035500000000000004
RB,00-0039738,Blake Corum,12.037226673700411,start,0.1735,0.2115,-0.038000000000000006
RB,00-0040730,RJ Harvey,11.268809217089427,start,0.1735,0.148,0.025499999999999995
RB,00-0038611,Chris Rodriguez Jr.,11.535115241587397,start,0.1655,0.206,-0.04049999999999998
RB,00-0040719,Bhayshul Tuten,10.973172530635091,start,0.155,0.136,0.01899999999999999
