player_id,player_name,posteam,defteam,season,week,game_id,epa_per_opp_obs,opportunities,carries,targets,carry_share_obs,target_share_obs,team_total_plays_obs,total_epa,prior_epa_per_opp,baseline_epa_per_opp,rolling_epa_per_opp,form_residual,is_cold_start,draft_tier,wt_carry_share,wt_target_share,wt_snap_share,wt_team_total_plays,def_rush_epa_adj,def_short_pass_epa_adj,def_deep_pass_epa_adj,games_played_so_far,def_used_fallback
00-0030513,Latavius Murray,BUF,PHI,2023,12,2023_12_BUF_PHI,-0.12548502012837812,14,9,5,0.2903225806451613,0.4166666666666667,96,-1.7567902817972936,-0.06685359158825904,-0.06685359158825904,0.10801034263101424,0.17486393421927326,FALSE,r6_udfa,0.30904190007185783,0.31557869227359825,0.4111190786358175,66.79993798251039,0.007827718235851816,-0.38020100896756354,-0.13913003035897395,10,FALSE
00-0030513,Latavius Murray,BUF,DAL,2023,15,2023_15_DAL_BUF,-0.45015685525722804,5,5,0,0.1282051282051282,0,66,-2.25078427628614,-0.06685359158825904,-0.06685359158825904,0.22860953029402084,0.29546312188227986,FALSE,r6_udfa,0.2793506932224232,0.2567100508217598,0.39892017101996863,74.46881177523379,-0.06488831501211559,-0.04855599661490909,0,13,FALSE
00-0030578,Cordarrelle Patterson,ATL,TB,2023,7,2023_07_ATL_TB,-0.07463259910582565,10,10,0,0.3125,0,67,-0.7463259910582565,-0.1050825428260793,-0.1050825428260793,0.288294588467358,0.3933771312934373,FALSE,udfa,0.019305019305019305,0.13063063063063066,0.072089407191448,76.58068424840026,-0.2654093556953968,-0.18146193315612802,0.010135570791834572,5,FALSE
00-0030578,Cordarrelle Patterson,ATL,ARI,2023,10,2023_10_ATL_ARI,0.015330581506714226,5,3,2,0.08823529411764706,0.4,70,0.07665290753357112,-0.1050825428260793,-0.1050825428260793,-0.12570817184684946,-0.020625629020770156,FALSE,udfa,0.09985714630790897,0.07372357164564869,0.1825512781838313,73.42459734976347,-0.10203526967722248,-0.024410676173509872,0,9,FALSE
00-0030578,Cordarrelle Patterson,ATL,NO,2023,12,2023_12_NO_ATL,0.17234776278564823,8,8,0,0.23529411764705882,0,63,1.3787821022851858,-0.1050825428260793,-0.1050825428260793,-0.18444447237686057,-0.07936192955078127,FALSE,udfa,0.10867045016971703,0.15058132970216437,0.23157890124557406,71.59485389656898,-0.14377544421843264,-0.21696400472871852,0.1630934364687164,10,FALSE
00-0030578,Cordarrelle Patterson,ATL,NYJ,2023,13,2023_13_ATL_NYJ,-0.29345898592977654,7,5,2,0.16129032258064516,0.2857142857142857,68,-2.0542129015084356,-0.1050825428260793,-0.1050825428260793,-0.10464845869202107,4.34084134058238e-4,FALSE,udfa,0.1515419826861516,0.11603000433111274,0.25259184234075577,67.55387685146643,-0.07605717601453944,0.15909354358977582,0.522111390430202,11,FALSE
00-0030578,Cordarrelle Patterson,ATL,CAR,2023,15,2023_15_ATL_CAR,-0.9458156705550209,8,5,3,0.19230769230769232,0.42857142857142855,53,-7.566525364440167,-0.1050825428260793,-0.1050825428260793,-0.18424192722800808,-0.07915938440192878,FALSE,udfa,0.14005117682537227,0.1493159839245659,0.23717363717409218,68.85793613209725,-0.060890029161793736,-0.6672289788701977,0.014037920489779395,13,FALSE
00-0030578,Cordarrelle Patterson,ATL,IND,2023,16,2023_16_IND_ATL,0.005062107619287283,9,7,2,0.25,0.15384615384615385,67,0.045558968573585545,-0.1050825428260793,-0.1050825428260793,-0.35696653571442427,-0.25188399288834495,FALSE,udfa,0.16591253613615517,0.22752396858005225,0.2588473678799962,64.32570304745181,-0.04787892031673075,-0.20661866750417085,0,14,FALSE
00-0030578,Cordarrelle Patterson,ATL,NO,2023,18,2023_18_ATL_NO,-0.36657560649327936,5,5,0,0.22727272727272727,0,62,-1.8328780324663967,-0.1050825428260793,-0.1050825428260793,-0.3038907723598829,-0.19880822953380356,FALSE,udfa,0.19787938881470202,0.18702214026971645,0.2079738144632201,63.08417020430381,-0.20187463293941943,-0.641918027488681,0.05087143083354127,16,FALSE
00-0030578,Cordarrelle Patterson,PIT,LAC,2024,3,2024_03_LAC_PIT,-0.37920883720249143,9,4,5,0.16,0.45454545454545453,66,-3.412879534822423,-0.2044784224621702,-0.2044784224621702,-0.36170823037813865,-0.15722980791596844,FALSE,udfa,0.1092961092961093,0,0.09216216216216218,69.37837837837839,-0.06653218377245565,0.12852598877561355,-0.1705851284111647,2,TRUE
00-0030578,Cordarrelle Patterson,PIT,IND,2024,4,2024_04_PIT_IND,0.1191945289974683,8,6,2,0.3,0.25,71,0.9535562319797464,-0.2044784224621702,-0.2044784224621702,-0.36851118735553523,-0.16403276489336502,FALSE,udfa,0.12900607652794244,0.17669405424507464,0.18850340136054422,68.0651117589893,-0.20520707991186807,-0.1090736788798636,0,3,FALSE
00-0030578,Cordarrelle Patterson,PIT,CIN,2024,13,2024_13_PIT_CIN,0.44952769255420816,6,3,3,0.13636363636363635,0.23076923076923078,70,2.697166155325249,-0.2044784224621702,-0.2044784224621702,-0.3766721420279294,-0.1721937195657592,FALSE,udfa,0.10539451779025996,0.16681732944976965,0.15560144325483966,73.52070255030074,-0.06555241820216583,-0.45391977226942354,0,11,FALSE
00-0030578,Cordarrelle Patterson,PIT,CLE,2024,14,2024_14_CLE_PIT,-1.373682476358954,5,4,1,0.13793103448275862,0.16666666666666666,65,-6.868412381794769,-0.2044784224621702,-0.2044784224621702,-0.15359108491089093,0.05088733755127928,FALSE,udfa,0.10721200126891278,0.1496372454656424,0.12933297493515972,73.23187968607016,-0.11889763910755664,-0.24204730374611724,0,12,FALSE
00-0030874,Damien Williams,ARI,LA,2023,6,2023_06_ARI_LA,0.013535507294970254,9,8,1,0.4,0.25,77,0.12181956565473229,NA,-0.015788787106418907,NA,NA,TRUE,udfa,NA,NA,NA,65.09683154667911,-0.1264832774884317,0.22203334768285565,0,5,FALSE
00-0031376,Jerick McKinnon,KC,CHI,2023,3,2023_03_CHI_KC,1.0414620045688934,5,2,3,0.0625,0.42857142857142855,77,5.207310022844467,0.09507611675758318,0.09507611675758318,-0.3332512397149004,-0.42832735647248354,FALSE,r2_3,0.03861003861003861,0.36293436293436293,0.3208108108108108,66.54054054054055,-0.002181741458930688,-0.019289279704910067,0.5269823786098153,2,TRUE
00-0031376,Jerick McKinnon,KC,DEN,2023,6,2023_06_DEN_KC,-0.16772197709069586,5,0,5,0,0.4166666666666667,71,-0.8386098854534794,0.09507611675758318,0.09507611675758318,0.12198381942409525,0.026907702666512073,FALSE,r2_3,0.06393173883369896,0.4427466140160008,0.2986299022044858,69.26579381544067,0.0875908221053697,0.4720022703516286,0,5,FALSE
00-0031376,Jerick McKinnon,KC,BUF,2023,14,2023_14_BUF_KC,0.6660783122143974,7,4,3,0.26666666666666666,0.42857142857142855,68,4.662548185500782,0.09507611675758318,0.09507611675758318,0.025170106929696144,-0.06990600982788703,FALSE,r2_3,0.07989211762167082,0.487727169751451,0.3173388935607982,65.9486249138412,-0.03744311381699198,0.18351325009022637,0,12,FALSE
00-0031376,Jerick McKinnon,KC,NE,2023,15,2023_15_KC_NE,0.08848496993745078,7,4,3,0.23529411764705882,0.42857142857142855,63,0.6193947895621554,0.09507611675758318,0.09507611675758318,0.22106325422055864,0.12598713746297546,FALSE,r2_3,0.13981263575369218,0.48027810927870074,0.35877348617498706,67.0938199908659,-0.2546363279593587,-0.1019049611492214,0,13,FALSE
00-0031687,Raheem Mostert,MIA,LAC,2023,1,2023_01_MIA_LAC,-0.043877487925728244,12,10,2,0.7692307692307693,0.2857142857142857,66,-0.526529855108739,0.002006242709725359,0.002006242709725359,NA,NA,FALSE,udfa,NA,NA,NA,NA,0.06842456993209764,-0.5579267029328874,-0.6263924288602817,0,TRUE
00-0031687,Raheem Mostert,MIA,NE,2023,2,2023_02_MIA_NE,0.30037463037603485,19,18,1,0.8181818181818182,0.2,63,5.707117977144662,0.002006242709725359,0.002006242709725359,-0.043877487925728244,-0.045883730635453604,FALSE,udfa,0.7692307692307693,0.2857142857142857,0.73,66,-0.18290108613771003,0.11363905339004454,-1.392080987173988,1,TRUE
00-0031687,Raheem Mostert,MIA,DEN,2023,3,2023_03_DEN_MIA,0.5205713592426037,20,13,7,0.30952380952380953,0.6363636363636364,74,10.411427184852073,0.002006242709725359,0.002006242709725359,0.14220473818333287,0.14019849547360752,FALSE,udfa,0.7956907956907958,0.23938223938223938,0.73,64.37837837837839,-0.05321842995871546,0.0764443372064389,0.28574061642013204,2,TRUE
00-0031687,Raheem Mostert,MIA,BUF,2023,4,2023_04_MIA_BUF,-0.49566230773052666,12,7,5,0.4666666666666667,0.45454545454545453,67,-5.94794769276632,0.002006242709725359,0.002006242709725359,0.2892860291684722,0.2872797864587468,FALSE,udfa,0.6067046008736972,0.39369959486577566,0.6444800777453839,68.11856171039845,-0.1413635047235474,-1.067312469862871,0,3,FALSE
00-0031687,Raheem Mostert,MIA,NYG,2023,5,2023_05_NYG_MIA,0.1895930104268094,12,10,2,0.47619047619047616,0.6666666666666666,53,2.2751161251217127,0.002006242709725359,0.002006242709725359,0.04296010851605814,0.04095386580633278,FALSE,udfa,0.5627590678388936,0.41279373354845056,0.5771737339661867,67.76754403169498,-0.10591977895752205,-0.5165142607565689,0,4,FALSE
00-0031687,Raheem Mostert,MIA,CAR,2023,6,2023_06_CAR_MIA,0.4110362807768979,20,17,3,0.5862068965517241,0.375,64,8.220725615537958,0.002006242709725359,0.002006242709725359,0.08249838882115756,0.08049214611143221,FALSE,udfa,0.5394166037833429,0.4812483509003957,0.5806322244898303,63.78560486432832,0.19520812144819688,-0.3537000690903592,0.41630762728356585,5,FALSE
00-0031687,Raheem Mostert,MIA,PHI,2023,7,2023_07_MIA_PHI,-0.5225033587727618,12,9,3,0.8181818181818182,0.5,53,-6.270040305273142,0.002006242709725359,0.002006242709725359,0.1862055287100799,0.18419928600035454,FALSE,udfa,0.5245379411154392,0.4759933535472354,0.5706804397174834,63.57848161636453,-0.09080169704883431,-0.05131874804315986,0,6,FALSE
00-0031687,Raheem Mostert,MIA,NE,2023,8,2023_08_NE_MIA,-0.1218245225721218,13,13,0,0.65,0,76,-1.5837187934375834,0.002006242709725359,0.002006242709725359,-0.01855096316691071,-0.02055720587663607,FALSE,udfa,0.568584522675396,0.5154867282623311,0.5406501219284069,60.795296782337154,-0.084230007727857,0.6030555493069313,0.5582472058697616,7,FALSE
00-0031687,Raheem Mostert,MIA,KC,2023,9,2023_09_MIA_KC,0.23407214305524787,13,12,1,0.7058823529411765,0.1111111111111111,65,3.042937859718222,0.002006242709725359,0.002006242709725359,-0.1108990492554509,-0.11290529196517625,FALSE,udfa,0.6215318444157286,0.36202837228653695,0.5495346665970093,63.315284783301124,0.12721826543796358,-0.3769328969569731,0,8,FALSE
