axis,position,bucket,n,stated,emp,threshold,delta_pp
own_sack,QB,lo,1735,0.3396418446286232,0.35446685878962564,start,1.4825014161002459
own_sack,QB,mid,1761,0.2895969637174128,0.2844974446337309,start,-0.5099519083681892
own_sack,QB,hi,1770,0.2647504144408564,0.2621468926553672,start,-0.2603521785489171
own_sack,RB,lo,3237,0.303017660332641,0.31263515600865016,start,0.9617495676009169
own_sack,RB,mid,3235,0.27206175151678097,0.2698608964451317,start,-0.22008550716492437
own_sack,RB,hi,3253,0.25216176760517095,0.25084537350138336,start,-0.13163941037875881
own_sack,TE,lo,1841,0.31610642104097847,0.3112438891906577,start,-0.48625318503207615
own_sack,TE,mid,1890,0.28793395910640956,0.2777777777777774,start,-1.0156181328632163
own_sack,TE,hi,1804,0.26484723670591537,0.25609756097560993,start,-0.874967573030544
own_sack,WR,lo,4884,0.27665310596128806,0.29545454545454514,start,1.8801439493257077
own_sack,WR,mid,4854,0.2595643614646902,0.2748248866913879,start,1.5260525226697685
own_sack,WR,hi,4754,0.2478302292480602,0.22949095498527536,start,-1.8339274262784837
own_sack,QB,lo,1735,0.16189223737865546,0.17809798270893362,boom,1.620574533027816
own_sack,QB,mid,1761,0.13521483530567627,0.1300397501419649,boom,-0.5175085163711374
own_sack,QB,hi,1770,0.12218854443234944,0.11299435028248576,boom,-0.9194194149863679
own_sack,RB,lo,3237,0.16451741975039608,0.17052826691380907,boom,0.6010847163412991
own_sack,RB,mid,3235,0.14204348594157215,0.13601236476043294,boom,-0.6031121181139215
own_sack,RB,hi,3253,0.12925795865243503,0.12265600983707393,boom,-0.6601948815361094
own_sack,TE,lo,1841,0.13584611908095703,0.1336230309614339,boom,-0.22230881195231256
own_sack,TE,mid,1890,0.1155318605108556,0.11428571428571449,boom,-0.12461462251411037
own_sack,TE,hi,1804,0.10163540484444511,0.10310421286031027,boom,0.14688080158651584
own_sack,WR,lo,4884,0.14003897583257244,0.15315315315315306,boom,1.3114177320580622
own_sack,WR,mid,4854,0.12761160803032412,0.13391017717346504,boom,0.629856914314092
own_sack,WR,hi,4754,0.12087523432337414,0.10811947833403444,boom,-1.27557559893397
own_stuff,QB,lo,1740,0.3089696059253817,0.3114942528735631,start,0.2524646948181386
own_stuff,QB,mid,1754,0.29136919632332114,0.30159635119726336,start,1.0227154873942212
own_stuff,QB,hi,1772,0.293001355776564,0.28724604966139944,start,-0.575530611516456
own_stuff,RB,lo,3234,0.28325464191888283,0.2977736549165123,start,1.4519012997629477
own_stuff,RB,mid,3249,0.2714238065759954,0.2650046168051706,start,-0.6419189770824785
own_stuff,RB,hi,3242,0.27247646611415494,0.27051202961135107,start,-0.1964436502803868
own_stuff,TE,lo,1784,0.29431760808265517,0.2858744394618833,start,-0.8443168620771879
own_stuff,TE,mid,1914,0.28656652897391693,0.2737722048066877,start,-1.2794324167229254
own_stuff,TE,hi,1837,0.28872105040255475,0.28633641807294496,start,-0.23846323296097816
own_stuff,WR,lo,4703,0.26642447861565066,0.2587709972358069,start,-0.7653481379843785
own_stuff,WR,mid,4875,0.25581171010307113,0.2681025641025646,start,1.2290853999493478
own_stuff,WR,hi,4914,0.2623540252804108,0.27350427350427337,start,1.1150248223862569
own_stuff,QB,lo,1740,0.14331246040479814,0.154022988505747,boom,1.0710528100948857
own_stuff,QB,mid,1754,0.13498063553052905,0.1379703534777649,boom,0.2989717947235848
own_stuff,QB,hi,1772,0.14060404325373865,0.12866817155756205,boom,-1.1935871696176603
own_stuff,RB,lo,3234,0.15052907747540803,0.15584415584415554,boom,0.5315078368747506
own_stuff,RB,mid,3249,0.14197061260699217,0.14219759926131106,boom,0.02269866543188892
own_stuff,RB,hi,3242,0.14326222928248059,0.13109191856878455,boom,-1.2170310713696035
own_stuff,TE,lo,1784,0.12161543184354197,0.11547085201793718,boom,-0.614457982560479
own_stuff,TE,mid,1914,0.11618482851247536,0.11755485893416882,boom,0.1370030421693466
own_stuff,TE,hi,1837,0.11565514412149222,0.1181273816004354,boom,0.2472237478943179
own_stuff,WR,lo,4703,0.13303302210593174,0.1241760578354245,boom,-0.8856964270507237
own_stuff,WR,mid,4875,0.12530634662063553,0.13435897435897415,boom,0.905262773833862
own_stuff,WR,hi,4914,0.13054440874623574,0.13695563695563687,boom,0.6411228209401126
cont,QB,intact,2592,0.303310188248299,0.3097993827160494,start,0.6489194467750425
cont,QB,minor,1791,0.2929750793653874,0.2908989391401449,start,-0.20761402252424954
cont,QB,broken,527,0.26953544869949236,0.25426944971536997,start,-1.5265998984122398
cont,RB,intact,4758,0.2826552235573734,0.2885666246321983,start,0.5911401074824907
cont,RB,minor,3335,0.27405025355096413,0.27106446776611726,start,-0.2985785784846873
cont,RB,broken,964,0.2599704133602993,0.25933609958506226,start,-0.06343137752370387
cont,TE,intact,2762,0.2935980034094495,0.2914554670528606,start,-0.21425363565889533
cont,TE,minor,1880,0.28957144335177265,0.28404255319148936,start,-0.5528890160283295
cont,TE,broken,526,0.26413071661785953,0.2509505703422054,start,-1.3180146275654114
cont,WR,intact,7047,0.26496108123696754,0.27316588619270565,start,0.820480495573811
cont,WR,minor,4991,0.25876493510868287,0.2638749749549188,start,0.5110039846235925
cont,WR,broken,1450,0.2534490163128409,0.24689655172413794,start,-0.6552464588702955
cont,QB,intact,2592,0.1425230091124543,0.14660493827160498,boom,0.4081929159150677
cont,QB,minor,1791,0.13819577652811907,0.1323283082077051,boom,-0.586746832041396
cont,QB,broken,527,0.12092714494413188,0.1138519924098672,boom,-0.7075152534264689
cont,RB,intact,4758,0.15070566702321847,0.15405632618747356,boom,0.33506591642550876
cont,RB,minor,3335,0.14459300279461726,0.1337331334332833,boom,-1.0859869361333958
cont,RB,broken,964,0.13492508652202695,0.12551867219916982,boom,-0.9406414322857132
cont,TE,intact,2762,0.12119783817669735,0.12056480811006523,boom,-0.06330300666321231
cont,TE,minor,1880,0.117010970434513,0.12074468085106385,boom,0.37337104165508506
cont,TE,broken,526,0.10186121776137666,0.11026615969581742,boom,0.8404941934440759
cont,WR,intact,7047,0.13160289825017513,0.13835674755215024,boom,0.6753849301975118
cont,WR,minor,4991,0.1283403237186812,0.12823081546784226,boom,-0.010950825083894111
cont,WR,broken,1450,0.1244355805172982,0.11103448275862067,boom,-1.3401097758677525
opp_sack,QB,lo,1718,0.31749573782003737,0.3364377182770661,start,1.8941980457028718
opp_sack,QB,mid,1738,0.29011712609497525,0.2750287686996548,start,-1.508835739532044
opp_sack,QB,hi,1733,0.28375211941460227,0.28678592036930173,start,0.30338009546994615
opp_sack,RB,lo,3167,0.28529180711280905,0.30091569308493826,start,1.5623885972129214
opp_sack,RB,mid,3182,0.2734546806976626,0.27341294783155257,start,-0.004173286611003357
opp_sack,RB,hi,3227,0.26786654870353915,0.2584443755810347,start,-0.9422173122504429
opp_sack,TE,lo,1799,0.2895279795543341,0.30961645358532525,start,2.008847403099112
opp_sack,TE,mid,1829,0.2874171997341126,0.259158009841444,start,-2.8259189892668624
opp_sack,TE,hi,1816,0.2904041028888638,0.2758810572687223,start,-1.4523045620141506
opp_sack,WR,lo,4700,0.2634954837367422,0.27425531914893664,start,1.075983541219444
opp_sack,WR,mid,4807,0.2612369329498779,0.26315789473684187,start,0.19209617869639928
opp_sack,WR,hi,4767,0.2593359988851045,0.26536605831760035,start,0.6030059432495849
opp_sack,QB,lo,1718,0.14976092960952478,0.1594877764842841,boom,0.9726846874759332
opp_sack,QB,mid,1738,0.13669395010213253,0.14096662830840043,boom,0.42726782062678936
opp_sack,QB,hi,1733,0.13197325570320748,0.11771494518176576,boom,-1.425831052144172
opp_sack,RB,lo,3167,0.15226340255019966,0.16482475528891696,boom,1.2561352738717306
opp_sack,RB,mid,3182,0.14323389628326444,0.1348208673790069,boom,-0.8413028904257547
opp_sack,RB,hi,3227,0.13992539345865695,0.12891230244809423,boom,-1.1013091010562719
opp_sack,TE,lo,1799,0.11877203764372476,0.13118399110616996,boom,1.2411953462445195
opp_sack,TE,mid,1829,0.11572007902770494,0.10989611809732089,boom,-0.5823960930384051
opp_sack,TE,hi,1816,0.11717685071608286,0.11013215859030828,boom,-0.7044692125774576
opp_sack,WR,lo,4700,0.13070552450416434,0.1359574468085101,boom,0.5251922304345763
opp_sack,WR,mid,4807,0.12949000263116028,0.131682962346578,boom,0.21929597154177194
opp_sack,WR,hi,4767,0.12830999421036982,0.12859240612544587,boom,0.02824119150760529
opp_stuff,QB,lo,1730,0.30108872918153456,0.2843930635838149,start,-1.6695665597719678
opp_stuff,QB,mid,1721,0.2937994081051806,0.30737943056362577,start,1.358002245844514
opp_stuff,QB,hi,1738,0.2962666184351705,0.30609896432681266,start,0.9832345891642169
opp_stuff,RB,lo,3218,0.2781584217876849,0.27656929770043553,start,-0.15891240872493717
opp_stuff,RB,mid,3129,0.27423109968781123,0.2802812400127838,start,0.6050140324972586
opp_stuff,RB,hi,3229,0.27403976077318615,0.2756271291421491,start,0.15873683689629492
opp_stuff,TE,lo,1812,0.28881622168083754,0.294150110375276,start,0.533388869443846
opp_stuff,TE,mid,1816,0.2906251034221128,0.2747797356828193,start,-1.5845367739293459
opp_stuff,TE,hi,1816,0.287891279117776,0.2753303964757709,start,-1.2560882642005111
opp_stuff,WR,lo,4718,0.2628893045470634,0.2717253073336161,start,0.8836002786552721
opp_stuff,WR,mid,4764,0.2585823747385265,0.2586062132661632,start,0.002383852763665484
opp_stuff,WR,hi,4792,0.2625732981700041,0.2723288814691156,start,0.9755583299111525
opp_stuff,QB,lo,1730,0.14014627344685054,0.1329479768786128,boom,-0.7198296568237755
opp_stuff,QB,mid,1721,0.1378078041046961,0.14177803602556635,boom,0.39702319208702597
opp_stuff,QB,hi,1738,0.14036405670488786,0.1432681242807827,boom,0.2904067575894842
opp_stuff,RB,lo,3218,0.1470896984073418,0.14170292106898702,boom,-0.538677733835477
opp_stuff,RB,mid,3129,0.14368653372922813,0.1431767337807606,boom,-0.050979994846753196
opp_stuff,RB,hi,3229,0.14450228709425056,0.14338804583462378,boom,-0.11142412596267803
opp_stuff,TE,lo,1812,0.11639330598812452,0.11644591611479033,boom,0.005261012666581133
opp_stuff,TE,mid,1816,0.11820252265071214,0.11398678414096915,boom,-0.42157385097429945
opp_stuff,TE,hi,1816,0.11704605153026695,0.12059471365638753,boom,0.35486621261205803
opp_stuff,WR,lo,4718,0.13031942822681558,0.13098770665536266,boom,0.06682784285470811
opp_stuff,WR,mid,4764,0.1279679957950883,0.13350125944584393,boom,0.5533263650755627
opp_stuff,WR,hi,4792,0.13020483219459017,0.13167779632721158,boom,0.1472964132621407
box,QB,lo,725,0.27905288083613394,0.28689655172413825,start,0.7843670888004306
box,QB,mid,719,0.2757765986671231,0.2642559109874826,start,-1.152068767964054
box,QB,hi,722,0.2807709977493302,0.296398891966759,start,1.5627894217428828
box,RB,lo,1301,0.28303740175117115,0.27671022290545744,start,-0.632717884571371
box,RB,mid,1290,0.2810537682346836,0.2519379844961241,start,-2.9115783738559498
box,RB,hi,1301,0.27908176554022107,0.28593389700230615,start,0.6852131462085076
box,TE,lo,756,0.2740398463394616,0.28968253968253976,start,1.5642693343078162
box,TE,mid,737,0.283774131888168,0.270013568521031,start,-1.3760563367137046
box,TE,hi,763,0.26854519525280374,0.2686762778505898,start,0.013108259778604747
box,WR,lo,1935,0.2550944214973937,0.26459948320413434,start,0.9505061706740647
box,WR,mid,1929,0.25283462603798273,0.25609123898392944,start,0.3256612945946702
box,WR,hi,1922,0.25633190903463177,0.26742976066597307,start,1.1097851631341304
box,QB,lo,725,0.1316742482215926,0.1337931034482759,boom,0.21188552266833138
box,QB,mid,719,0.13180492162912497,0.11126564673157158,boom,-2.053927489755339
box,QB,hi,722,0.13332643497173685,0.14265927977839357,boom,0.933284480665672
box,RB,lo,1301,0.14831539139498373,0.1452728670253651,boom,-0.3042524369618632
box,RB,mid,1290,0.1474113968614926,0.12635658914728676,boom,-2.1054807714205843
box,RB,hi,1301,0.14499677163482882,0.13835511145272872,boom,-0.6641660182100106
box,TE,lo,756,0.10833727646072677,0.12037037037037046,boom,1.2033093909643688
box,TE,mid,737,0.11370525423767162,0.11940298507462684,boom,0.5697730836955212
box,TE,hi,763,0.10320923199200158,0.10747051114023588,boom,0.42612791482343065
box,WR,lo,1935,0.12547382903574184,0.13178294573643395,boom,0.6309116700692119
box,WR,mid,1929,0.1229471599484106,0.12752721617418372,boom,0.45800562257731214
box,WR,hi,1922,0.1257338956603822,0.12799167533818956,boom,0.22577796778073533
blitz,QB,lo,718,0.27644532530734806,0.28412256267409464,start,0.7677237366746581
blitz,QB,mid,724,0.27919567103411097,0.276243093922652,start,-0.2952577111458965
blitz,QB,hi,724,0.27995575141367784,0.28729281767955805,start,0.733706626588021
blitz,RB,lo,1328,0.2756787855642354,0.2786144578313253,start,0.2935672267089906
blitz,RB,mid,1302,0.28004047147894456,0.27880184331797286,start,-0.12386281609716998
blitz,RB,hi,1262,0.2877672556053507,0.25673534072900167,start,-3.1031914876349043
blitz,TE,lo,743,0.27962119871221625,0.2705248990578733,start,-0.9096299654342943
blitz,TE,mid,740,0.27997276539306154,0.2864864864864864,start,0.6513721093424851
blitz,TE,hi,773,0.2668528408513064,0.2716688227684346,start,0.48159819171282314
blitz,WR,lo,1920,0.252418021365526,0.2604166666666667,start,0.7998645301140694
blitz,WR,mid,1897,0.25557820240321016,0.2619926199261994,start,0.6414417522989213
blitz,WR,hi,1969,0.25623218761228456,0.26561706449974587,start,0.9384876887461313
blitz,QB,lo,718,0.13108656082017728,0.11559888579387188,boom,-1.5487675026305394
blitz,QB,mid,724,0.13253373715776137,0.13121546961325983,boom,-0.1318267544501539
blitz,QB,hi,724,0.1331749700144792,0.14088397790055257,boom,0.7709007886073371
blitz,RB,lo,1328,0.1426411126585446,0.1332831325301203,boom,-0.9357980128424287
blitz,RB,mid,1302,0.1463924448040973,0.15053763440860224,boom,0.41451896045049397
blitz,RB,hi,1262,0.15192509136896168,0.12599049128367673,boom,-2.5934600085284947
blitz,TE,lo,743,0.10921266403051974,0.11574697173620467,boom,0.653430770568493
blitz,TE,mid,740,0.1109776636516264,0.11216216216216214,boom,0.11844985105357447
blitz,TE,hi,773,0.10502447207049279,0.11901681759379056,boom,1.399234552329777
blitz,WR,lo,1920,0.1231732093893834,0.12916666666666682,boom,0.5993457277283412
blitz,WR,mid,1897,0.12483534563857397,0.12809699525566684,boom,0.3261649617092868
blitz,WR,hi,1969,0.12611085092935911,0.13001523616048746,boom,0.3904385231128349
