player_id,player_name,posteam,defteam,season,week,game_id,epa_per_opp_obs,opportunities,targets,target_share_obs,air_yards_obs,air_yards_share_obs,air_yards_per_target_obs,team_total_plays_obs,total_epa,prior_epa_per_opp,baseline_epa_per_opp,rolling_epa_per_opp,form_residual,is_cold_start,draft_tier,wt_target_share,wt_air_yards_share,wt_air_yards_per_target,wt_snap_share,wt_team_total_plays,baseline_target_share,baseline_air_yards_share,baseline_snap_share,baseline_team_total_plays,def_short_pass_epa_adj,def_deep_pass_epa_adj,games_played_so_far,def_used_fallback
00-0027874,Demaryius Thomas,DEN,NYJ,2017,14,2017_14_NYJ_DEN,0.3650237370638534,12,12,0.36363636363636365,129,0.4690909090909091,10.75,72,4.380284844766241,0.1778044623621154,0.1778044623621154,-0.26468456020239656,-0.44248902256451195,FALSE,r1,0.2320547639769802,0.30666316099065416,9.75893155178766,0.8177475011838937,69.51814769937022,0.23731587561374795,0.2959632294164668,0.824375,67.875,-0.306205775965719,1.0856594338715622,12,FALSE
00-0027874,Demaryius Thomas,DEN,IND,2017,15,2017_15_DEN_IND,-0.227893423219939,8,8,0.27586206896551724,95,0.2950310559006211,11.875,83,-1.823147385759512,0.1778044623621154,0.1778044623621154,-0.11202412156389846,-0.28982858392601385,FALSE,r1,0.26028096244702437,0.34324120528531676,10.10699391761496,0.7683535367664283,70.36899058109377,0.23731587561374795,0.2959632294164668,0.824375,67.875,0.14834013616411526,0.34986661079792086,13,FALSE
00-0027874,Demaryius Thomas,DEN,WAS,2017,16,2017_16_DEN_WAS,-0.3783233206001266,6,6,0.13953488372093023,64,0.35555555555555557,10.666666666666666,73,-2.2699399236007594,0.1778044623621154,0.1778044623621154,-0.18313472225748728,-0.36093918461960267,FALSE,r1,0.2666186720956788,0.33643059766940353,10.611477348287256,0.7419399677441645,74.77610843623238,0.23731587561374795,0.2959632294164668,0.824375,67.875,-0.6419825150854925,0.6332494803672412,14,FALSE
00-0027874,Demaryius Thomas,DEN,KC,2017,17,2017_17_KC_DEN,0.5177066967880819,8,8,0.2222222222222222,48,0.16666666666666666,6,65,4.141653574304655,0.1778044623621154,0.1778044623621154,-0.3291196364936896,-0.506924098855805,FALSE,r1,0.2403219811927479,0.3426701863523923,10.433647120688413,0.751863322216249,73.43292083838207,0.23731587561374795,0.2959632294164668,0.824375,67.875,0.03755835095346368,-0.16837817811526687,15,FALSE
00-0027874,Demaryius Thomas,DEN,SEA,2018,1,2018_01_SEA_DEN,-0.1523832871054765,10,10,0.25,68,0.18579234972677597,6.8,76,-1.5238328710547648,-0.0841037032213188,-0.0841037032213188,NA,NA,FALSE,r1,NA,NA,NA,NA,NA,0.2282958199356913,0.3078542851126553,0.7875,71.625,-0.3292859118086275,0.46847984103760004,0,TRUE
00-0027874,Demaryius Thomas,DEN,LV,2018,2,2018_02_OAK_DEN,-0.0631794147299264,11,11,0.3055555555555556,100,0.2949852507374631,9.090909090909092,66,-0.6949735620291904,-0.0841037032213188,-0.0841037032213188,-0.1523832871054765,-0.0682795838841577,FALSE,r1,0.25,0.18579234972677597,6.8,0.72,76,0.2282958199356913,0.3078542851126553,0.7875,71.625,-0.21068311844282886,0.9518295337968333,1,TRUE
00-0027874,Demaryius Thomas,DEN,BAL,2018,3,2018_03_DEN_BAL,1.1076678574434482,5,5,0.13513513513513514,54,0.29508196721311475,10.8,69,5.538339287217241,-0.0841037032213188,-0.0841037032213188,-0.10416497771328725,-0.020061274491968456,FALSE,r1,0.2800300300300301,0.24481553946228254,8.03832923832924,0.8118918918918919,70.5945945945946,0.2282958199356913,0.3078542851126553,0.7875,71.625,-0.6521449662231209,0.3306700788312474,2,TRUE
00-0027874,Demaryius Thomas,DEN,KC,2018,4,2018_04_KC_DEN,0.039484322057139094,7,7,0.1891891891891892,49,0.17375886524822695,7,60,0.27639025439997367,-0.0841037032213188,-0.0841037032213188,0.36690706705123577,0.45101077027255454,FALSE,r1,0.22370548390956557,0.2643554530680482,9.111865005742558,0.8033819241982507,69.97473275024296,0.2282958199356913,0.3078542851126553,0.7875,71.625,0.0025315579579333752,-0.3092422526850029,3,FALSE
00-0027874,Demaryius Thomas,DEN,NYJ,2018,5,2018_05_DEN_NYJ,1.0475402303418544,7,7,0.125,124,0.37575757575757573,17.714285714285715,77,7.3327816123929805,-0.0841037032213188,-0.0841037032213188,0.26415800025043656,0.34826170347175534,FALSE,r1,0.2128738690441903,0.23592518975817606,8.449137196307008,0.8180112187659359,66.8445455615267,0.2282958199356913,0.3078542851126553,0.7875,71.625,-0.4725591571069613,0.6501831211647005,4,FALSE
00-0027874,Demaryius Thomas,DEN,LA,2018,6,2018_06_LA_DEN,1.2573655655869516,4,4,0.09302325581395349,58,0.16338028169014085,14.5,67,5.029462262347806,-0.0841037032213188,-0.0841037032213188,0.4753901711737166,0.5594938743950354,FALSE,r1,0.18917944834809378,0.2736297703900196,10.947403508973899,0.7619228118190504,69.58287508363091,0.2282958199356913,0.3078542851126553,0.7875,71.625,-0.38403911260344065,0.7297955498794689,5,FALSE
