player_id,season,season_share,n_weeks,prior_share,prior_n_weeks,abs_delta,cohort
00-0031376,2021,0.08708378088077336,7,0.2662632816884735,14,0.17917950080770018,stable
00-0031376,2022,0.21925717434029454,17,0.08708378088077336,7,0.13217339345952117,stable
00-0031376,2023,0.10014577606489371,12,0.21925717434029454,17,0.11911139827540083,stable
00-0031390,2015,0.26686691208178204,16,0.41423342985842987,8,0.14736651777664783,stable
00-0031390,2016,0.36868836518823556,7,0.26686691208178204,16,0.10182145310645352,stable
00-0031390,2017,0.07482272981821948,15,0.36868836518823556,7,0.2938656353700161,role_change
00-0031391,2015,0.29486121459365605,13,0.7299169124348565,12,0.4350556978412004,role_change
00-0031413,2015,0.187868338443786,11,0.5205319976183946,16,0.3326636591746086,role_change
00-0031569,2016,0.2572891937210823,12,0.3756249544823524,15,0.11833576076127011,stable
00-0031577,2016,0.13796296296296295,3,0.38774183432133497,16,0.249778871358372,role_change
00-0031577,2017,0.34288754175113967,16,0.13796296296296295,3,0.20492457878817671,role_change
00-0031577,2018,0.18660600762873492,11,0.34288754175113967,16,0.15628153412240475,stable
00-0031577,2019,0.11447811447811448,3,0.18660600762873492,11,0.07212789315062043,stable
00-0031590,2016,0.740410158981829,15,0.3092539925704226,9,0.43115616641140647,role_change
00-0031590,2017,0.6262377818641068,14,0.740410158981829,15,0.11417237711772221,stable
00-0031590,2018,0.5826923076923077,4,0.6262377818641068,14,0.0435454741717991,stable
00-0031590,2019,0.17089018843404807,3,0.5826923076923077,4,0.41180211925825966,role_change
00-0031595,2016,0,1,0.030215608400550854,8,0.030215608400550854,stable
00-0031595,2017,0.03346507293875715,7,0,1,0.03346507293875715,stable
00-0031595,2018,0,1,0.03346507293875715,7,0.03346507293875715,stable
00-0031595,2019,0,1,0,1,0,stable
00-0031595,2020,0.04463741051976346,6,0,1,0.04463741051976346,stable
00-0031595,2021,0.04687870771204104,9,0.04463741051976346,6,0.002241297192277586,stable
00-0031595,2022,0.050783475783475786,6,0.04687870771204104,9,0.003904768071434743,stable
00-0031595,2023,0.05223851067887109,8,0.050783475783475786,6,0.0014550348953953074,stable
00-0031595,2024,0.027824483425384072,11,0.05223851067887109,8,0.02441402725348702,stable
00-0031599,2016,0.6605263157894736,3,0.369949494949495,6,0.29057682083997866,role_change
00-0031599,2017,0.18981751814151404,5,0.6605263157894736,3,0.4707087976479596,role_change
00-0031599,2018,0.1681096681096681,4,0.18981751814151404,5,0.021707850031845943,stable
00-0031612,2016,0.18870587745587747,10,0,1,0.18870587745587747,stable
00-0031612,2017,0.018278907543219668,11,0.18870587745587747,10,0.1704269699126578,stable
00-0031665,2016,0.4259993183182711,11,0.2502450980392157,4,0.1757542202790554,stable
00-0031665,2017,0.11357209550486862,7,0.4259993183182711,11,0.31242722281340246,role_change
00-0031665,2018,0.274197252023339,7,0.11357209550486862,7,0.16062515651847037,stable
00-0031665,2019,0.07276876267748479,3,0.274197252023339,7,0.20142848934585422,role_change
00-0031682,2016,0.2564490411549235,5,0.10058528428093645,10,0.15586375687398707,stable
00-0031682,2017,0.25984848484848483,4,0.2564490411549235,5,0.0033994436935613215,stable
00-0031687,2017,0.07685185185185185,3,0.038461538461538464,1,0.03839031339031339,stable
00-0031687,2018,0.21869210265043598,6,0.07685185185185185,3,0.14184025079858414,stable
00-0031687,2019,0.3764610866143374,15,0.21869210265043598,6,0.15776898396390143,stable
00-0031687,2020,0.49551766797011365,8,0.3764610866143374,15,0.11905658135577624,stable
00-0031687,2021,0.09090909090909091,1,0.49551766797011365,8,0.4046085770610227,role_change
00-0031687,2022,0.5940595758230829,16,0.09090909090909091,1,0.503150484913992,role_change
00-0031687,2023,0.6134142004114004,15,0.5940595758230829,16,0.019354624588317493,stable
00-0031687,2024,0.28728645835053157,12,0.6134142004114004,15,0.3261277420608688,role_change
00-0031687,2025,0.0941633597883598,12,0.28728645835053157,12,0.19312309856217177,role_change
