player_id,season,week,opportunities,epa_per_opp_obs,total_epa,pred_eff,med_eff,lo_50_eff,hi_50_eff,lo_80_eff,hi_80_eff,lo_90_eff,hi_90_eff,pred_vol,med_vol,lo_50_vol,hi_50_vol,lo_80_vol,hi_80_vol,lo_90_vol,hi_90_vol,fold,alpha_fold,pred_tot,med_tot,lo_50_tot,hi_50_tot,lo_80_tot,hi_80_tot,lo_90_tot,hi_90_tot,it_c,p_start_sim,p_boom_sim,p_start_norm,p_boom_norm,position,fantasy_points_ppr,hit_start,hit_boom
00-0026201,2014,6,9,0.15255287910340767,1.372975911930669,0.330451967699521,0.3361247864705549,-0.21248632400458511,0.8440211799481638,-0.4043697037019929,1.2947385437120127,-0.5456082058420122,1.471732791018587,7.1132367225848725,6.041831406355324,5.079619257225755,7.689382868556896,4.555636305347248,9.782430254158715,3.738424721759686,11.162607691759233,1,0.9,2.350583071690663,1.9136994459176415,-2.1147066361646663,4.82399959634176,-3.265020880775729,8.528561744895002,-4.377084892721703,9.209972472511776,2.25,0.4685,0.245,0.5706100409579211,0.25772515332777357,TE,11.2,FALSE,FALSE
00-0027061,2014,6,11,-0.0653260777524503,-0.7185868552769534,0.3278908105945319,0.33965432720239513,-0.2089567832727449,0.8475507206800041,-0.4008401629701526,1.298268084443853,-0.5420786651101719,1.4752623317504272,6.5385190457023485,5.4671137294728,4.504901580343231,7.114665191674373,3.980918628464724,9.20771257727619,3.163707044877162,10.58789001487671,1,0.9,2.143920309983128,1.7389374100120216,-1.9953192229672472,4.436730884463383,-3.0616388815179048,7.87079028504102,-4.092501294167281,8.502445206997367,0,0.383,0.1625,0.5012796716324402,0.1950258598708019,TE,11.4,FALSE,FALSE
00-0027656,2014,6,9,0.7559883133702291,6.8038948203320615,0.35982381534351987,0.33965432720239513,-0.2089567832727449,0.8475507206800041,-0.4008401629701526,1.298268084443853,-0.5420786651101719,1.4752623317504272,6.74834188583053,5.676936569600981,4.714724420471412,7.324488031802554,4.190741468592905,9.4175354174043715,3.3735298850053432,10.797712855004889,1,0.9,2.4282141246020252,2.0115533650401587,-1.8303821962072115,4.787138897876601,-2.927449649917394,8.320220907826478,-3.988037432485279,8.970089876570835,1.5,0.433,0.2125,0.5411726903635431,0.22766625506567373,TE,16.4,TRUE,FALSE
00-0027725,2014,6,4,2.6141158628015546,10.456463451206218,0.14056464013429784,0.1444456216649811,-0.4041654888101589,0.65234201514259,-0.5960488685075667,1.103059378906439,-0.737287370647586,1.280053626213013,5.7173184860786135,4.645913169849065,3.683701020719496,6.293464632050638,3.1597180688409887,8.386512017652455,2.342506485253427,9.766689455252973,1,0.9,0.8036528155288089,0.4447487490347288,-2.864625278867116,2.8355880872163315,-3.809619404949264,5.87892123421456,-4.723190599985293,6.438706647690802,-3.25,0.266,0.091,0.3228663813828676,0.08459366528183071,TE,18.1,TRUE,TRUE
00-0027753,2014,6,5,0.25620403797365726,1.2810201898682865,0.22470292697022148,0.19847097983017917,-0.35014013064496086,0.7063673733077881,-0.5420235103423686,1.157084737071637,-0.6832620124823879,1.3340789843782113,5.172689103318255,4.101283787088707,3.1390716379591375,5.748835249290279,2.6150886860806306,7.841882634892097,1.7978771024930689,9.222060072492615,1,0.9,1.1623183818225824,0.8343364111114484,-2.1899118959480464,3.0191882169168847,-3.0534881680435335,5.800316925859669,-3.88834881439897,6.311872910389906,3,0.2315,0.0625,0.2859524726019643,0.06463211043865397,TE,9.1,FALSE,FALSE
00-0027873,2014,6,7,0.38575398677494377,2.7002779074246064,0.26672906528059054,0.24795243779938747,-0.3006586726757525,0.7558488312769964,-0.4925420523731603,1.2065661950408453,-0.6337805545131796,1.3835604423474197,4.932788727684108,3.8613834114545593,2.89917126232499,5.508934873656132,2.3751883104464833,7.60198225925795,1.5579767268589215,8.982159696858467,1,0.9,1.3157181265618156,1.0014585683984858,-1.8962584454119091,3.094898526869537,-2.723703616012717,5.759667804804857,-3.523634591739076,6.249820837685642,2.5,0.216,0.0615,0.26927758787576905,0.056675287860831314,TE,12.8,TRUE,FALSE
00-0028007,2014,6,3,-0.5140589633839215,-1.5421768901517647,0.3374956263212432,0.2971617988473764,-0.25144931162776357,0.8050581923249853,-0.44333269132517134,1.2557755560888342,-0.5845711934651907,1.4327698033954084,5.005969707021069,3.93456439079152,2.9723522416619508,5.582115852993093,2.448369289783444,7.6751632385949105,1.6311577061958822,9.055340676195428,1,0.9,1.6894928816162458,1.3710404073132048,-1.5653385473034795,3.492411475471706,-2.4038236628173872,6.192734657254414,-3.21442748336788,6.689427413459784,1.5,0.248,0.072,0.3013884860724756,0.06895082737495524,TE,3.5,FALSE,FALSE
00-0028040,2014,6,5,1.1516071310143796,5.7580356550718985,0.30414341727976985,0.2517022232959805,-0.2969088871791595,0.7595986167735895,-0.4887922668765672,1.2103159805374384,-0.6300307690165865,1.3873102278440126,5.486894251010522,4.415488934780973,3.453276785651404,6.0630403969825455,2.9292938337728973,8.156087782584365,2.1120822501853356,9.536265220184882,1,0.9,1.6688027677550634,1.3229437026293218,-1.8661452888168664,3.626883767858354,-2.776791936509502,6.559601603487418,-3.6571577750118607,7.099040628704239,1,0.2755,0.086,0.3543561918404216,0.09611001556780592,TE,19.200000000000003,TRUE,TRUE
00-0028067,2014,6,6,0.8494038560990399,5.09642313659424,0.3035311949548669,0.287585549105427,-0.261025561369713,0.795481942583036,-0.4529089410671208,1.2461993063468848,-0.5941474432071401,1.423193553653459,5.907922710979443,4.836517394749895,3.8743052456203255,6.484068856951467,3.3503222937418187,8.577116242553284,2.533110710154257,9.957293680153803,1,0.9,1.7932388401645871,1.4235838641378804,-1.9849218931175632,3.886040383152566,-2.9582231555819076,7.02053605071132,-3.899160218509566,7.597089739890747,4,0.3435,0.128,0.40998129663230143,0.1291890233627706,TE,21.1,TRUE,TRUE
00-0028112,2014,6,5,0.08712095763767139,0.4356047881883569,0.2179413223002992,0.20881503843121155,-0.3397960720439285,0.7167114319088205,-0.5316794517413362,1.1674287956726694,-0.6729179538813556,1.3444230429792436,5.204559081268935,4.133153765039387,3.1709416159098174,5.78070522724096,2.6469586640313105,7.873752612842777,1.8297470804437488,9.253930050443294,1,0.9,1.134288488161782,0.8044883898538926,-2.236524464642719,3.001451652134644,-3.1048878652769982,5.797997205012156,-3.9443764586421217,6.312388937040169,-0.5,0.2205,0.0565,0.28768060994734435,0.06555313144229613,TE,6.5,FALSE,FALSE
00-0029275,2014,6,5,0.8504963204497471,4.252481602248736,0.2198902570803853,0.2369801803832324,-0.31163093009190757,0.7448765738608414,-0.5035143097893153,1.1955939376246902,-0.6447528119293346,1.3725881849312644,5.690429778181416,4.6190244619518674,3.6568123128222982,6.26657592415344,3.1328293609437914,8.359623309755257,2.3156177773562296,9.739800747355776,1,0.9,1.2512700668221914,0.8938855004026318,-2.4014775575730845,3.2746026892644418,-3.3424708411486828,6.305051209490879,-4.252174229635464,6.862466647096405,0,0.287,0.0805,0.34914849279777294,0.09602860202287568,TE,10,FALSE,FALSE
00-0029432,2014,6,5,0.8028701537987217,4.014350768993609,0.2761418026333875,0.26344228957121857,-0.2851688209039214,0.7713386830488276,-0.4770522006013292,1.2220560468126764,-0.6182907027413485,1.3990502941192506,6.281293980660893,5.209888664431344,4.247676515301775,6.857440126632916,3.723693563423268,8.950487512234734,2.906481979835706,10.330664949835253,1,0.9,1.734527842689945,1.3439123718490018,-2.257865414413529,3.945997221183692,-3.2863556433131578,7.2582277616536786,-4.2806465299604595,7.86747369467105,-1.75,0.3545,0.145,0.4466091939239042,0.1555349398845816,TE,7.7,FALSE,FALSE
00-0029689,2014,6,7,0.4816190568963066,3.371333398274146,0.3404350190552577,0.33304512465682296,-0.21556598581831704,0.840941518134432,-0.4074493655157248,1.2916588818982808,-0.5486878676557441,1.468653129204855,5.691372791409306,4.619967475179758,3.657755326050189,6.267518937381331,3.1337723741716816,8.360566322983148,2.31656079058412,9.740743760583666,1,0.9,1.9375426046940023,1.5801047357937996,-1.7157498124199282,3.961176999115451,-2.656883441385328,6.992077498634693,-3.5667225084990335,7.549576072526352,1.25,0.3145,0.1115,0.3957951588591473,0.11878530766840682,TE,7.9,FALSE,FALSE
