stratum,n,nominal,empirical,sharpness,delta,component
statue (0-3),4472,0.5,0.49597495527728086,15.006860161690808,-0.00402504472271914,combined
statue (0-3),4472,0.8,0.7958407871198568,29.105093187530706,-0.004159212880143204,combined
statue (0-3),4472,0.9,0.8989266547406082,37.57046326265485,-0.0010733452593918447,combined
mover (4-7),997,0.5,0.5235707121364093,14.908573775639239,0.023570712136409266,combined
mover (4-7),997,0.8,0.8044132397191575,28.798906461203423,0.0044132397191574135,combined
mover (4-7),997,0.9,0.9047141424272819,37.10277998045891,0.004714142427281853,combined
scrambler (8+),227,0.5,0.5154185022026432,14.770467768971063,0.01541850220264318,combined
scrambler (8+),227,0.8,0.7841409691629956,28.595251733543307,-0.015859030837004462,combined
scrambler (8+),227,0.9,0.8986784140969163,36.99040650926051,-0.001321585903083733,combined
