component,stratum,nominal,empirical,sharpness,delta
efficiency,low_opp_3_5,0.5,0.4420317220543807,0.8356923932152934,-0.05796827794561932
efficiency,low_opp_3_5,0.8,0.7339501510574018,1.6776315654170775,-0.06604984894259824
efficiency,low_opp_3_5,0.9,0.8555513595166163,2.2903632028579466,-0.044448640483383706
volume,low_opp_3_5,0.5,0.5608950151057401,3.1016098388533555,0.060895015105740136
volume,low_opp_3_5,0.8,0.8178814199395771,6.144609164463794,0.017881419939577037
volume,low_opp_3_5,0.9,0.9056835347432024,8.223798976657763,0.005683534743202379
combined,low_opp_3_5,0.5,0.49924471299093653,4.368031602920009,-7.552870090634656e-4
combined,low_opp_3_5,0.8,0.8040974320241692,8.275631159026638,0.004097432024169123
combined,low_opp_3_5,0.9,0.910404078549849,10.876042954501266,0.010404078549848927
