position,player_id,player_name,pred_vol,threshold,deploy,backtest,diff
QB,00-0039910,Jayden Daniels,8.502885471653649,start,0.4974089138653885,0.506249065816808,-0.008840151951419462
QB,00-0036389,Jalen Hurts,7.320973351440192,start,0.4336002188532586,0.49409981048081125,-0.06049959162755264
QB,00-0034857,Josh Allen,4.967942908897233,start,0.3929139570526957,0.3936493878735464,-7.354308208507021e-4
QB,00-0034796,Lamar Jackson,5.284114191871157,start,0.3699260291130715,0.3898525202149498,-0.01992649110187833
QB,00-0039732,Bo Nix,4.261693784778409,start,0.3507119045389344,0.3703649035952123,-0.019652999056277876
QB,00-0033873,Patrick Mahomes,2.3937597169339386,start,0.2881958864416122,0.28925074968599507,-0.0010548632443828643
QB,00-0036971,Trevor Lawrence,3.6986156525977707,start,0.28687152470395405,0.27205537430228105,0.014816150401673
QB,00-0034855,Baker Mayfield,2.9584885782302828,start,0.28154062541996666,0.25832846467660187,0.023212160743364796
QB,00-0030565,Geno Smith,2.929464223326222,start,0.27865187157798277,0.28635577387160654,-0.007703902293623777
QB,00-0036355,Justin Herbert,3.797139954870455,start,0.27084450392634596,0.265361870770009,0.005482633156336958
QB,00-0040743,Tyler Shough,3.73761974146295,start,0.26556584090616403,0.2533219269046453,0.012243914001518752
QB,00-0039918,Caleb Williams,3.048783840077248,start,0.2653684417858476,0.2716120715842772,-0.006243629798429573
QB,00-0039163,C.J. Stroud,2.325091050899377,start,0.26505433757043423,0.27432196539455456,-0.009267627824120328
QB,00-0033106,Jared Goff,1.3782894885940156,start,0.25076420504467334,0.22451511355981285,0.026249091484860487
QB,00-0040676,Cam Ward,3.3409236006739977,start,0.2505471282606109,0.2472244031819256,0.003322725078685279
QB,00-0033077,Dak Prescott,1.886399401180602,start,0.2502596378085678,0.2409666904451569,0.009292947363410908
QB,00-0034869,Sam Darnold,2.0914887196573555,start,0.2455705432212727,0.22554896666435817,0.020021576556914528
QB,00-0036442,Joe Burrow,1.7683364704690234,start,0.24539559707956018,0.2342298406904506,0.011165756389109577
QB,00-0033119,Jacoby Brissett,2.062966285722367,start,0.2436580075330253,0.22985881419665807,0.013799193336367227
QB,00-0036264,Jordan Love,1.6681479746882013,start,0.2358883228519026,0.2364225680489148,-5.342451970122009e-4
QB,00-0039923,J.J. McCarthy,3.2928477271424446,start,0.23492667361065808,0.24098047338745823,-0.006053799776800151
QB,00-0026498,Matthew Stafford,1.2569610358903043,start,0.22122020547770166,0.2154673290874372,0.00575287639026445
QB,00-0036212,Tua Tagovailoa,1.2496740889103353,start,0.20489294921472745,0.18743251634474992,0.017460432869977532
QB,00-0023459,Aaron Rodgers,1.2506204323250438,start,0.2002648089189749,0.20232450681236083,-0.00205969789338592
QB,00-0040668,Shedeur Sanders,1.7739811366850298,start,0.17560432633401368,0.1801885742427735,-0.004584247908759831
QB,00-0029604,Kirk Cousins,1.0687452633516048,start,0.16549898883509173,0.16379657414364587,0.0017024146914458582
QB,00-0040398,Brady Cook,2.3840162279087576,start,0.1582031065761132,0.17202823769550846,-0.013825131119395262
QB,00-0040206,Riley Leonard,1.8557266003969266,start,0.12386549037261765,0.1380047152941927,-0.014139224921575044
RB,00-0040122,Ashton Jeanty,24.33461843620792,start,0.6825,0.6605,0.02200000000000002
RB,00-0036223,Jonathan Taylor,25.2572448297994,start,0.679,0.672,0.007000000000000006
RB,00-0038542,Bijan Robinson,22.315182563030355,start,0.575,0.544,0.030999999999999917
RB,00-0034844,Saquon Barkley,22.146112367364992,start,0.5715,0.594,-0.022499999999999964
RB,00-0038120,Breece Hall,20.762298236944332,start,0.5205,0.5465,-0.026000000000000023
RB,00-0039040,De'Von Achane,20.686872378655497,start,0.5205,0.5465,-0.026000000000000023
RB,00-0037248,James Cook,19.30791483021022,start,0.5175,0.522,-0.0045000000000000595
RB,00-0040666,Omarion Hampton,20.021791195060825,start,0.4975,0.4795,0.018000000000000016
RB,00-0032764,Derrick Henry,18.864824213554364,start,0.4775,0.432,0.045499999999999985
RB,00-0038597,Chase Brown,19.660537139707017,start,0.47,0.4815,-0.01150000000000001
RB,00-0033923,Kareem Hunt,19.24466055447682,start,0.461,0.4615,-5.000000000000004e-4
RB,00-0039361,Bucky Irving,18.763000467756175,start,0.454,0.4615,-0.007500000000000007
RB,00-0039139,Jahmyr Gibbs,19.03427439687761,start,0.4495,0.4755,-0.025999999999999968
RB,00-0036997,Javonte Williams,19.230542940531976,start,0.447,0.4885,-0.04149999999999998
RB,00-0040784,Quinshon Judkins,18.13926425470737,start,0.412,0.443,-0.031000000000000028
RB,00-0039391,Kimani Vidal,18.222062637338208,start,0.408,0.413,-0.0050000000000000044
RB,00-0037840,Kyren Williams,18.168149085776548,start,0.401,0.409,-0.007999999999999952
RB,00-0035700,Josh Jacobs,17.51596558791884,start,0.3965,0.4085,-0.011999999999999955
RB,00-0036973,Travis Etienne,17.82415688851312,start,0.3865,0.374,0.012500000000000011
RB,00-0040583,Woody Marks,17.717764721629855,start,0.3845,0.4135,-0.02899999999999997
RB,00-0033293,Aaron Jones,16.62606329354621,start,0.3725,0.351,0.02150000000000002
RB,00-0038134,Kenneth Walker III,16.54700702828169,start,0.3545,0.33,0.024499999999999966
RB,00-0037228,Jaylen Warren,15.845338181366234,start,0.3355,0.302,0.03350000000000003
RB,00-0036275,D'Andre Swift,16.410433436713618,start,0.335,0.3245,0.01050000000000001
RB,00-0035261,Tony Pollard,17.267943114653246,start,0.3335,0.329,0.004500000000000004
RB,00-0037157,Bam Knight,15.063544814531923,start,0.314,0.3235,-0.009500000000000008
RB,00-0040202,Devin Neal,16.253990054694434,start,0.3025,0.3815,-0.07900000000000001
RB,00-0037197,Isiah Pacheco,14.310350702211558,start,0.255,0.2255,0.0295
RB,00-0040730,RJ Harvey,13.426919569299208,start,0.254,0.249,0.0050000000000000044
RB,00-0040236,Kyle Monangai,13.697819851719357,start,0.252,0.273,-0.02100000000000002
RB,00-0039165,Zach Charbonnet,12.648153907695846,start,0.233,0.228,0.0050000000000000044
RB,00-0036924,Michael Carter,12.226535134156117,start,0.217,0.1445,0.07250000000000001
RB,00-0037525,Jordan Mason,12.186121347213293,start,0.2085,0.1955,0.012999999999999984
RB,00-0037256,Rachaad White,12.669440831075798,start,0.204,0.183,0.02099999999999999
RB,00-0038611,Chris Rodriguez Jr.,12.589903086049564,start,0.201,0.193,0.008000000000000007
RB,00-0035685,David Montgomery,12.035814769243354,start,0.194,0.1645,0.0295
RB,00-0039738,Blake Corum,11.492884096052652,start,0.161,0.1755,-0.014499999999999985
RB,00-0038951,Sean Tucker,11.159367507832027,start,0.1605,0.176,-0.015499999999999986
