player_id,posteam,defteam,game_id,source,rolling_epa_per_opp,wt_target_share,wt_air_yards_share,wt_air_yards_per_target,prior_epa_per_opp,baseline_epa_per_opp,is_cold_start,draft_tier,baseline_target_share,baseline_air_yards_share,player_name,form_residual,wt_team_total_plays,baseline_team_total_plays,wt_snap_share,wt_tgt_per_snap,baseline_snap_share,baseline_tgt_per_snap,games_played_so_far,def_used_fallback,def_short_pass_epa_adj,def_deep_pass_epa_adj,season,week,team_spread,implied_total,report_status,practice_status
00-0030506,KC,DEN,2026_01_DEN_KC,roster_cold,NA,NA,NA,NA,0.370759208894021,0.370759208894021,FALSE,r2_3,0.1719242902208202,0.16214427531436135,Travis Kelce,NA,NA,66.17647058823529,NA,NA,0.8188235294117647,0.12084257206208426,0,TRUE,-0.14486555689492825,0.6145594711860838,2026,1,3,22.75,NA,NA
00-0031484,NYG,DAL,2026_01_DAL_NYG,roster_cold,NA,NA,NA,NA,NA,0.023589487529063053,TRUE,udfa,0.057971014492753624,0.03275466754012447,Chris Manhertz,NA,NA,69.82352941176471,NA,NA,0.17823529411764708,0.009615384615384616,0,TRUE,0.3860368708823616,0.17922618405169377,2026,1,-2.5,23,NA,NA
00-0031610,CAR,CHI,2026_01_CHI_CAR,roster_cold,NA,NA,NA,NA,0.8076067147606053,0.8076067147606053,FALSE,udfa,0.1483050847457627,0.2260705289672544,Darren Waller,NA,NA,63.11764705882353,NA,NA,0.45,0.15086206896551724,0,TRUE,0.06343968514036061,0.17691813781214252,2026,1,-2.5,22.5,NA,NA
00-0032392,ATL,PIT,2026_01_ATL_PIT,roster_cold,NA,NA,NA,NA,0.6460689392003517,0.6460689392003517,FALSE,r2_3,0.061611374407582936,0.06664767872401026,Austin Hooper,NA,NA,65.88235294117646,NA,NA,0.5,0.05078125,0,TRUE,0.0876373994237274,0.7777793447538579,2026,1,-3.5,19.5,NA,NA
00-0033090,NE,SEA,2026_01_NE_SEA,roster_cold,NA,NA,NA,NA,0.43320685800876163,0.43320685800876163,FALSE,r2_3,0.15789473684210525,0.15394622723330442,Hunter Henry,NA,NA,64.3529411764706,NA,NA,0.7941176470588235,0.1001150747986191,0,TRUE,0.04480609759074378,0.8137212336098396,2026,1,-3.5,20.5,NA,NA
00-0033110,LA,SF,2026_01_SF_LA,roster_cold,NA,NA,NA,NA,0.26070124975832343,0.26070124975832343,FALSE,r4_5,0.11464968152866242,0.083206106870229,Tyler Higbee,NA,NA,66.52941176470588,NA,NA,0.555,0.09836065573770492,0,TRUE,-0.3003229345894526,0.8432502025114952,2026,1,3.5,26,NA,NA
00-0033217,IND,BAL,2026_01_BAL_IND,roster_cold,NA,NA,NA,NA,-0.042963489663088696,-0.042963489663088696,FALSE,udfa,0.05037783375314862,0.030815109343936383,Mo Alie-Cox,NA,NA,63.76470588235294,NA,NA,0.3905882352941176,0.0477326968973747,0,TRUE,-0.07088043442153802,0.5858135023653456,2026,1,-3.5,22.5,NA,NA
00-0033246,PHI,WAS,2026_01_WAS_PHI,roster_cold,NA,NA,NA,NA,0.20922197593302516,0.20922197593302516,FALSE,udfa,0.048223350253807105,0.03275466754012447,Johnny Mundt,NA,NA,63.411764705882355,NA,NA,0.358125,0.04884318766066838,0,TRUE,0.27998183624506445,1.1603020228360477,2026,1,5.5,25,NA,NA
00-0033288,SF,LA,2026_01_SF_LA,roster_cold,NA,NA,NA,NA,0.6713052627073013,0.6713052627073013,FALSE,r4_5,0.1954674220963173,0.18355945730247406,George Kittle,NA,NA,66.05882352941177,NA,NA,0.8118181818181818,0.12454873646209386,0,TRUE,0.03283159407031338,0.126306484348907,2026,1,-3.5,22.5,NA,NA
00-0033576,SEA,NE,2026_01_NE_SEA,roster_cold,NA,NA,NA,NA,NA,0.1800353329640066,TRUE,r4_5,0.08669165885660732,0.0679909093696707,Eric Saubert,NA,NA,63,NA,NA,0.39545454545454545,0.028985507246376812,0,TRUE,0.1372570362368536,0.13025440229255159,2026,1,3.5,24,NA,NA
