player_id,posteam,defteam,game_id,rolling_pass_epa_per_db,wt_dropbacks,wt_carries,wt_carry_share,wt_rush_epa_pg,wt_rush_epa_per_carry,prior_pass_epa_per_db,baseline_pass_epa_per_db,is_cold_start,draft_tier,prior_rush_epa_pg,prior_carries_pg,prior_rush_epa_per_carry,player_name,form_residual,wt_team_total_plays,wt_team_pass_rate,wt_snap_share,games_played_so_far,def_used_fallback,def_short_pass_epa_adj,def_deep_pass_epa_adj,def_rush_epa_adj,season,week,team_spread,implied_total,report_status,practice_status
00-0023459,PIT,BAL,2025_14_PIT_BAL,-0.2477782261548482,28.145693913354147,0.6644297677209079,0.03099575072725544,-0.46581196838329686,-0.701070287655986,-0.0020169089078976637,-0.0020169089078976637,FALSE,r1,0.36349027993977634,1,NA,Aaron Rodgers,-0.24576131724695055,59.05683363639887,0.552845364903912,0.8583035183128546,12,FALSE,-0.11184990811664561,0.3882294148631615,-0.27803212852189074,2025,14,NA,NA,NA,Full Participation in Practice
00-0026498,LA,ARI,2025_14_LA_ARI,0.1052193690137497,32.70771056033139,0,0,0,NA,0.059371459546464556,0.059371459546464556,FALSE,r1,0.4114693689493789,0.9375,NA,Matthew Stafford,0.04584790946728515,59.255112651062305,0.5586251273089093,1,12,FALSE,-0.07739438333114933,0.061074458804675935,-0.04159718835828132,2025,14,NA,NA,NA,NA
00-0029604,ATL,SEA,2025_14_SEA_ATL,-0.13562858843728554,24.17901314669664,0.5896043183047655,0.025210575668896073,0.11272076972236339,0.19118036659985624,0.03395829004548604,0.03395829004548604,FALSE,r4_5,-0.6873216743470371,0.8571428571428571,NA,Kirk Cousins,-0.16958687848277157,63.84622696041835,0.5089159336180786,0.7708332926062682,12,FALSE,-0.3148658654937911,-0.22427308130523946,-0.12153750193941949,2025,14,NA,NA,NA,NA
00-0030565,LV,DEN,2025_14_DEN_LV,-0.21308417028806903,40.098692071367296,2.742226326761389,0.1586468380147701,-0.11909731424485975,-0.26056255356203906,0.00548243767773081,0.00548243767773081,FALSE,r2_3,0.07301853229771094,2.3529411764705883,0.031032876226527152,Geno Smith,-0.21856660796579985,63.10230020846639,0.6584445904816889,0.9950321968516012,12,FALSE,-0.2833723523018737,0.7121307999319144,0.011530244293419272,2025,14,NA,NA,NA,Full Participation in Practice
00-0033077,DAL,DET,2025_14_DAL_DET,0.11744152937550101,37.15618295833537,2.1944854991986595,0.0824942336073139,0.9171234453506056,0.42094762777728545,-0.0628091833448867,-0.0628091833448867,FALSE,r4_5,0.5641240569748334,1.375,NA,Dak Prescott,0.1802507127203877,70.56008871197426,0.5647563551052546,0.9831094692954443,12,FALSE,-0.2337708063462604,0.28524772844796936,-0.04811185398613822,2025,14,NA,NA,NA,NA
00-0033106,DET,DAL,2025_14_DAL_DET,0.12497246191692826,36.64907032749616,0.26964125915726994,0.008988041971908998,0.35662815712559087,1.3226023281458765,0.27645722122929606,0.27645722122929606,FALSE,r1,0.5150057795899189,1.1764705882352942,0.437754912651431,Jared Goff,-0.1514847593123678,65.52850192372186,0.5731031647213296,0.9784728530236053,12,FALSE,-0.17016835565088323,0.38818794817162244,0.09900343913766307,2025,14,NA,NA,NA,NA
00-0033119,ARI,LA,2025_14_LA_ARI,0.0098852417956048,48.307168581400475,2.9707776285388308,0.14736787661107315,0.512714828565245,0.11304622182577154,-0.20728104425603378,-0.20728104425603378,FALSE,r2_3,0.6140750468392591,1.7142857142857142,NA,Jacoby Brissett,0.21716628605163857,73.67543955738388,0.6918106243129843,0.988792361063128,12,FALSE,-0.12370262858609883,0.18369772019453537,-0.1409601215653363,2025,14,NA,NA,NA,NA
00-0033873,KC,HOU,2025_14_HOU_KC,0.19094339027437893,42.51729832940387,2.508376574241508,0.09428698290935647,1.7839229473336282,0.5544504918124631,0.10875626608443364,0.10875626608443364,FALSE,r1,2.1447646380144674,2.375,0.90305879495346,Patrick Mahomes,0.08218712418994528,74.25554239181909,0.6108089730205241,1,12,FALSE,-0.3317519099418858,0.3214699136162246,-0.22932602938937224,2025,14,NA,NA,NA,Full Participation in Practice
00-0034796,BAL,PIT,2025_14_PIT_BAL,-0.21350210934337222,29.434857199674408,4.630824040540563,0.16633817559390235,0.9898777223273346,0.27895444015184667,0.34126769400909945,0.34126769400909945,FALSE,r1,1.0192727666693557,7.529411764705882,0.1353721643232738,Lamar Jackson,-0.5547698033524717,61.963450127321224,0.5232888017118982,1,12,FALSE,-0.3839021275845727,0.8024007598971011,-0.11034829170384175,2025,14,NA,NA,NA,Full Participation in Practice
00-0034855,TB,NO,2025_14_NO_TB,-0.24527090952686084,30.193698483773495,2.6997831073121654,0.09095192971369936,2.5060942433291857,0.8354049540406576,0.17537646872879556,0.17537646872879556,FALSE,r1,0.7565337056428584,3.1176470588235294,0.24266175464016213,Baker Mayfield,-0.4206473782556564,66.96571174338241,0.544491969071436,0.8929833783016308,12,FALSE,-0.2249845919552131,0.20829244928585658,-0.08318445422426532,2025,14,NA,NA,NA,Full Participation in Practice
00-0034857,BUF,CIN,2025_14_CIN_BUF,0.13134938472985097,33.23522155242584,5.6089510786493,0.1837852735650699,3.495596590840157,0.5981598797573892,0.2620970955981718,0.2620970955981718,FALSE,r1,3.652957609205068,5.875,0.6217800185880967,Josh Allen,-0.13074771086832082,68.03319452426013,0.5382093130532095,0.9933762624688016,12,FALSE,-0.09363411047473395,0.355538597566524,0.08441779183140231,2025,14,NA,NA,NA,NA
00-0034869,SEA,ATL,2025_14_SEA_ATL,0.12911826286404152,28.380221139537667,0.5552250577622134,0.015171196333498956,-0.6561245916161523,-2.106197790172725,0.061280787799288826,0.061280787799288826,FALSE,r1,0.2816583770936058,2.6470588235294117,0.10640427579091774,Sam Darnold,0.06783747506475268,63.9118761807338,0.4409383665515767,0.9642097404534354,12,FALSE,-0.14026656657366585,0.5623018098411889,0.022417989667092117,2025,14,NA,NA,NA,NA
00-0036212,MIA,NYJ,2025_14_MIA_NYJ,0.056083734772514174,26.962991737180666,0.7048759565944983,0.026255755857815914,-0.656249979224427,-1.0264769065157446,0.2033800771908375,0.2033800771908375,FALSE,r1,0.2585074071698314,1,NA,Tua Tagovailoa,-0.14729634241832334,59.32123037306554,0.46612081558585156,0.9859245577462035,12,FALSE,0.1461021285548811,0.16629951029486936,0.01356125179617874,2025,14,NA,NA,NA,NA
00-0036264,GB,CHI,2025_14_CHI_GB,0.26596595491405484,30.032774895050565,2.3560258923019104,0.08466931374815105,0.10871652171003393,-0.06644613917509984,0.12028905453734351,0.12028905453734351,FALSE,r1,0.6809704726056948,1.2,NA,Jordan Love,0.14567690037671133,63.071529085022945,0.5097449133542016,0.9540463884081223,12,FALSE,-0.12804049186636193,0.2296615846621095,-0.04431028521955991,2025,14,NA,NA,NA,Full Participation in Practice
00-0036355,LAC,PHI,2025_14_PHI_LAC,-0.04240868016059396,27.784790884777234,4.5858006912927785,0.15727382434476483,1.9270623722018982,0.3003052548966913,0.12019053901631933,0.12019053901631933,FALSE,r1,0.8852153151687624,2.8823529411764706,0.3071155175075298,Justin Herbert,-0.16259921917691328,65.07349409569905,0.5322960449149248,0.897671142149816,12,FALSE,-0.3734915171664612,0.07864304660059972,-0.17494726614130718,2025,14,NA,NA,Questionable,Limited Participation in Practice
00-0036389,PHI,LAC,2025_14_PHI_LAC,0.09052081416541854,31.399158382219856,5.827257697836634,0.24065314548776373,-1.143757262690086,-0.21868243678017954,0.10010141245011396,0.10010141245011396,FALSE,r2_3,3.454851463066281,8.733333333333333,0.39559367897705505,Jalen Hurts,-0.009580598284695416,64.96153398912334,0.5191005551605783,0.9901471904223424,12,FALSE,0.0400832302741689,-0.33942685506301784,-0.23958476488298658,2025,14,NA,NA,NA,NA
00-0036442,CIN,BUF,2025_14_CIN_BUF,0.05147618356630052,30.528668610301267,1.7278911564625852,0.059761002085758075,0.14721004575004137,-0.04169227030745883,0.14340122437991612,0.14340122437991612,FALSE,r1,1.163696680103278,1.8235294117647058,0.6381562439276041,Joe Burrow,-0.0919250408136156,72.00321547201546,0.6034456995559705,0.7687074829931972,12,FALSE,-0.4286633753979746,0.18088265304107573,-0.004984004492786174,2025,14,NA,NA,NA,NA
00-0036971,JAX,IND,2025_14_IND_JAX,-0.04306415297193903,29.526482984793915,5.06418136071091,0.15864962634079471,1.8781842525768218,0.42254782878604014,-0.010758889506643242,-0.010758889506643242,FALSE,r1,0.8410782758768562,2.3,0.365686206902981,Trevor Lawrence,-0.03230526346529579,68.43825636479765,0.47285108841065215,0.9650881979706124,12,FALSE,-0.19543163875606714,0.4702214604747679,-0.10173359336226578,2025,14,NA,NA,NA,NA
