player_id,posteam,defteam,game_id,rolling_pass_epa_per_db,wt_dropbacks,wt_carries,wt_carry_share,wt_rush_epa_pg,wt_rush_epa_per_carry,prior_pass_epa_per_db,baseline_pass_epa_per_db,is_cold_start,draft_tier,prior_rush_epa_pg,prior_carries_pg,prior_rush_epa_per_carry,player_name,form_residual,wt_team_total_plays,wt_team_pass_rate,wt_snap_share,games_played_so_far,def_used_fallback,def_short_pass_epa_adj,def_deep_pass_epa_adj,def_rush_epa_adj,season,week,team_spread,implied_total,report_status,practice_status
00-0022942,IND,SEA,2025_15_IND_SEA,NA,NA,NA,NA,NA,NA,NA,0.04459384335006605,TRUE,r1,NA,NA,NA,Philip Rivers,NA,66.27697718666423,0.571730469255165,NA,13,FALSE,-0.45413249069142364,-0.05929717195632829,-0.10941032519494082,2025,15,NA,NA,NA,NA
00-0023459,PIT,MIA,2025_15_MIA_PIT,-0.10331738150376846,28.305992271407412,0.8344065617200416,0.043198966815496495,-0.028005744641572405,-0.03356366779264235,-0.0020169089078976637,-0.0020169089078976637,FALSE,r1,0.36349027993977634,1,NA,Aaron Rodgers,-0.1013004725958708,57.22153725852362,0.5706224063342775,0.8795579905659263,13,FALSE,-0.3060488986127996,0.5068242336544291,-0.14842228098785568,2025,15,NA,NA,NA,Full Participation in Practice
00-0026498,LA,DET,2025_15_DET_LA,0.1818125632368532,32.09263019880987,0,0,0,NA,0.059371459546464556,0.059371459546464556,FALSE,r1,0.4114693689493789,0.9375,NA,Matthew Stafford,0.12244110369038863,59.9097156801448,0.5420925977451693,0.954160985943264,13,FALSE,-0.2190022265103,0.34870239481168597,-0.053893113636253834,2025,15,NA,NA,NA,NA
00-0029604,ATL,TB,2025_15_ATL_TB,-0.19698539079823496,28.073551394466623,0.5011636705590505,0.021428989318561662,0.0958126542640089,0.19118036659985632,0.03395829004548604,0.03395829004548604,FALSE,r4_5,-0.6873216743470371,0.8571428571428571,NA,Kirk Cousins,-0.230943680843721,64.85678173045648,0.4786654693461545,0.8973320682664259,13,FALSE,0.047275913123868515,0.2114886946672328,-0.09086757312086627,2025,15,NA,NA,NA,NA
00-0032268,WAS,NYG,2025_15_WAS_NYG,-0.2522206843543615,28.17881260101014,5.169710523255716,0.19235634731718593,0.16530142229835976,-0.411703990996749,NA,0.04459384335006605,TRUE,r1,NA,NA,NA,Marcus Mariota,-0.29681452770442757,67.44817747787678,0.5478699043617682,0.6620213994044298,13,FALSE,-0.1020473513530339,0.564134493565377,0.29291640020461907,2025,15,NA,NA,NA,NA
00-0033077,DAL,MIN,2025_15_MIN_DAL,0.10844848947110378,41.92558069773047,1.956388896847051,0.0806688832207588,0.6672516448755049,0.33345074465010566,-0.0628091833448867,-0.0628091833448867,FALSE,r4_5,0.5641240569748334,1.375,NA,Dak Prescott,0.17125767281599047,72.99392296012175,0.594782306001814,1,13,FALSE,-0.2805640679401838,0.019892983941188064,-0.2015639465175833,2025,15,NA,NA,NA,NA
00-0033106,DET,LA,2025_15_DET_LA,0.1884391656647221,35.564220964270845,0.22919507028367947,0.0076398356761226485,0.3031339335567523,1.3226023281458765,0.27645722122929606,0.27645722122929606,FALSE,r1,0.5150057795899189,1.1764705882352942,0.437754912651431,Jared Goff,-0.08801805556457395,64.55102033937723,0.5630423177125152,0.9817019250700645,13,FALSE,-0.09223278437708603,0.175482375237469,-0.1051833994988142,2025,15,NA,NA,NA,NA
00-0033119,ARI,HOU,2025_15_ARI_HOU,-0.033762151196344715,49.427147144920376,3.2448022434152763,0.1890095816389355,0.6694493966055162,0.15390115875723992,-0.20728104425603378,-0.20728104425603378,FALSE,r2_3,0.6140750468392591,1.7142857142857142,NA,Jacoby Brissett,0.17351889305968907,71.98484110546175,0.7316246494005479,0.9904735069036588,13,FALSE,-0.46104975634623613,0.050396272696399555,-0.19322051661474438,2025,15,NA,NA,NA,NA
00-0033873,KC,LAC,2025_15_LAC_KC,-0.05906814643706344,40.88077980252148,3.660685124734361,0.1328530746670592,2.6377828459105848,0.6280164006334026,0.10875626608443364,0.10875626608443364,FALSE,r1,2.1447646380144674,2.375,0.90305879495346,Patrick Mahomes,-0.1678244125214971,72.50828725557442,0.6188918254207411,1,13,FALSE,-0.011394009778426873,-0.5596926567347785,-0.2219256974339832,2025,15,NA,NA,NA,Full Participation in Practice
00-0034796,BAL,CIN,2025_15_BAL_CIN,-0.268250488611357,31.466041211295945,5.464765471088558,0.17619798762555272,2.285579496480218,0.4213309822334246,0.34126769400909945,0.34126769400909945,FALSE,r1,1.0192727666693557,7.529411764705882,0.1353721643232738,Lamar Jackson,-0.6095181826204564,67.5099640871548,0.5215020717029443,1,13,FALSE,-0.0446209120024461,0.4615670928450576,0.004033736786420995,2025,15,NA,NA,NA,Full Participation in Practice
00-0034855,TB,ATL,2025_15_ATL_TB,-0.2888621955475198,30.523567488679276,3.9126631961589604,0.11879241089622444,2.85719387947713,0.7142630077378193,0.17537646872879556,0.17537646872879556,FALSE,r1,0.7565337056428584,3.1176470588235294,0.24266175464016213,Baker Mayfield,-0.4642386642763153,70.38511512839136,0.5324264152505986,0.9126251093311042,13,FALSE,-0.014593366201955189,0.3896932597109767,-0.016396581262129718,2025,15,NA,NA,NA,Full Participation in Practice
00-0034857,BUF,NE,2025_15_BUF_NE,0.21275728185550763,33.408862097033776,5.787249676009175,0.2008480856724338,3.8004597034846106,0.6290436204779509,0.2620970955981718,0.2620970955981718,FALSE,r1,3.652957609205068,5.875,0.6217800185880967,Josh Allen,-0.04933981374266416,66.7692915681493,0.5631738183882089,0.9943698230984814,13,FALSE,-0.3203207984140597,0.18227611631303486,-0.017259690057005683,2025,15,NA,NA,NA,NA
00-0034869,SEA,IND,2025_15_IND_SEA,0.0824579191145006,29.880318041865173,1.2808650765696914,0.04400796986315911,-0.23848724493393858,-0.9354742120628836,0.061280787799288826,0.061280787799288826,FALSE,r1,0.2816583770936058,2.6470588235294117,0.10640427579091774,Sam Darnold,0.021177131315211768,64.97150734519643,0.46614111715602446,0.9417033912444113,13,FALSE,-0.05541930339037075,0.4247270569787994,-0.12567464184208949,2025,15,NA,NA,NA,NA
00-0036212,MIA,PIT,2025_15_MIA_PIT,0.025475359446415102,25.620336680817214,0.8687858222625935,0.029231270919073526,-0.792864093957727,-0.9612337587330567,0.2033800771908375,0.2033800771908375,FALSE,r1,0.2585074071698314,1,NA,Tua Tagovailoa,-0.1779047177444224,59.994480780476636,0.43755914576523625,0.9703394614927002,13,FALSE,-0.3010338308618056,0.5731494933525252,-0.08396102805368512,2025,15,NA,NA,NA,NA
00-0036264,GB,DEN,2025_15_GB_DEN,0.29074509361627204,27.992163550905737,1.882980749299354,0.0671832663196376,0.1551285490528858,0.008544139956922697,0.12028905453734351,0.12028905453734351,FALSE,r1,0.6809704726056948,1.2,NA,Jordan Love,0.17045603907892853,60.15546335322499,0.49525421274168663,0.9609394301469039,13,FALSE,-0.33334712152155055,0.9129934881310955,0.05450623400629527,2025,15,NA,NA,NA,Full Participation in Practice
00-0036355,LAC,KC,2025_15_LAC_KC,-0.2147631077511224,29.284919807004268,5.756854365070671,0.18516449273821062,2.0543401760609252,0.2775784356381862,0.12019053901631933,0.12019053901631933,FALSE,r1,0.8852153151687624,2.8823529411764706,0.3071155175075298,Justin Herbert,-0.3349536467674417,66.83211124050146,0.5436786308524613,0.9130204708273435,13,FALSE,-0.08069680038385828,0.41635192313572034,-0.18667455675442246,2025,15,NA,NA,NA,Limited Participation in Practice
00-0036389,PHI,LV,2025_15_LV_PHI,-0.06984806854022149,34.87318603056046,5.283527784003869,0.2223081631716219,-1.6819236277111766,-0.3761309824167477,0.10010141245011396,0.10010141245011396,FALSE,r2_3,3.454851463066281,8.733333333333333,0.39559367897705505,Jalen Hurts,-0.16994948099033547,67.18335774148481,0.5507007664454752,1,13,FALSE,0.027413159052486823,0.3104881198629903,-0.06771966377311917,2025,15,NA,NA,NA,NA
00-0036442,CIN,BAL,2025_15_BAL_CIN,0.1028399388246612,32.87325932608952,1.1856588083003177,0.041007304337903186,0.10101382066863351,-0.04169227030745879,0.14340122437991612,0.14340122437991612,FALSE,r1,1.163696680103278,1.8235294117647058,0.6381562439276041,Joe Burrow,-0.040561285555254914,70.47237441037039,0.6091173325376598,0.8412897658180676,13,FALSE,-0.1007840770120907,0.8009214573320445,-0.18398370296625266,2025,15,NA,NA,NA,NA
00-0036971,JAX,NYJ,2025_15_NYJ_JAX,0.06945675013752656,29.118945500445747,4.306347860817923,0.14640666752791354,2.5321631061217165,0.638571883934119,-0.010758889506643242,-0.010758889506643242,FALSE,r1,0.8410782758768562,2.3,0.365686206902981,Trevor Lawrence,0.0802156396441698,65.73861650440442,0.4848292012788579,0.9460572549508663,13,FALSE,0.17429110611640572,0.12401511411680427,0.09775423413191836,2025,15,NA,NA,NA,Full Participation in Practice
00-0037834,SF,TEN,2025_15_TEN_SF,0.11178266553221182,32.83886069826974,2.404328753364196,0.07739292275787377,1.51024677203045,0.2843070420478699,0.16229509052075117,0.16229509052075117,FALSE,r6_udfa,1.7319791519153576,4.066666666666666,0.42589651276607154,Brock Purdy,-0.05051242498853935,64.31308889229686,0.505975348691032,0.9662881015738622,13,FALSE,-0.10245802226119458,0.6904198649367059,-0.04054307558230744,2025,15,NA,NA,NA,NA
00-0038102,LV,PHI,2025_15_LV_PHI,-0.35878046017256116,5.168124392614189,0.6695821185617103,0.05792620078334364,-1.3859399213803845,-2.069858024819181,NA,0.04459384335006605,TRUE,r1,NA,NA,NA,Kenny Pickett,-0.4033743035226272,59.222695030680114,0.6794515942476352,0.15030126336248786,13,FALSE,-0.43318924290010125,-0.010669892812283035,-0.18026405248025398,2025,15,NA,NA,NA,NA
00-0039150,CAR,NO,2025_15_CAR_NO,0.06155279927915212,30.594442693648766,2.068758521085104,0.10802676376353176,0.22897796401898707,0.07396556169968906,-0.07324973420691325,-0.07324973420691325,FALSE,r1,1.21138554099889,2.7142857142857144,0.4462999361574858,Bryce Young,0.13480253348606536,60.33361533315019,0.5392638793742569,1,13,FALSE,-0.15692140642649857,0.08755392257207349,-0.13084767677307288,2025,15,NA,NA,NA,NA
00-0039163,HOU,ARI,2025_15_ARI_HOU,0.14420917309456374,33.90393861616735,2.433178682836154,0.08299944711892625,1.0889015427518445,0.16443349071238048,-0.022455057068302503,-0.022455057068302503,FALSE,r1,-0.14098464907329009,2.3529411764705883,-0.05991847585614829,C.J. Stroud,0.16666423016286624,71.89751441316793,0.5405525575478148,0.8675252493760333,13,FALSE,-0.10097838997537817,0.5910725780254809,0.020541132602437052,2025,15,NA,NA,NA,NA
00-0039732,DEN,GB,2025_15_GB_DEN,0.06324549625625861,39.48771362750071,2.575989119975193,0.10373638758660042,0.9656594993393459,0.3737860196053315,0.029816227153667538,0.029816227153667538,FALSE,r1,1.8208673275930796,4.588235294117647,0.3968556996036199,Bo Nix,0.03342926910259107,68.00565404015296,0.6055313593988155,1,13,FALSE,-0.138639998785088,0.5644213435918101,-0.13556442101930719,2025,15,NA,NA,NA,NA
00-0039851,NE,BUF,2025_15_BUF_NE,0.23693875929095676,34.46277349628654,4.082309679615626,0.14776440148755743,-0.37998100063085116,-0.07016762781169358,-0.08385738799991531,-0.08385738799991531,FALSE,r1,1.6377519196159063,4,0.40943797990397657,Drake Maye,0.3207961472908721,65.37955377742125,0.5730318926700232,1,13,FALSE,-0.3442003698227381,0.30583069262068135,-0.018173740991006177,2025,15,NA,NA,NA,NA
00-0039918,CHI,CLE,2025_15_CLE_CHI,-0.06294249783670715,35.93238745426631,4.086693035334801,0.12643150352216664,2.258785873318686,0.5359280037218767,-0.0889985273748756,-0.0889985273748756,FALSE,r1,0.8769782234720618,4.411764705882353,0.19878173065366733,Caleb Williams,0.02605602953816845,74.19234353644623,0.5273033268349712,1,13,FALSE,-0.39023391745661473,-0.04888908961316869,-0.03559997407209522,2025,15,NA,NA,NA,NA
