player_id,posteam,defteam,game_id,rolling_epa_per_opp,wt_target_share,wt_air_yards_share,wt_air_yards_per_target,prior_epa_per_opp,baseline_epa_per_opp,is_cold_start,draft_tier,baseline_target_share,baseline_air_yards_share,player_name,form_residual,wt_team_total_plays,baseline_team_total_plays,wt_snap_share,wt_tgt_per_snap,baseline_snap_share,baseline_tgt_per_snap,games_played_so_far,def_used_fallback,def_short_pass_epa_adj,def_deep_pass_epa_adj,season,week,team_spread,implied_total,report_status,practice_status
00-0034829,CIN,BAL,2025_13_CIN_BAL,-0.606999213009003,0.10348081220300293,0.12140845887232318,8.114491083019734,0.40683825850946204,0.40683825850946204,FALSE,r2_3,0.12388059701492538,0.1379542395693136,Mike Gesicki,-1.013837471518465,67.12125093321154,68.17647058823529,0.35518815061486636,0.12017428066502991,0.4476470588235294,0.1586998087954111,11,FALSE,0.04010091800217426,0.10024277846696857,2025,13,-6.5,23,NA,NA
00-0035229,MIN,SEA,2025_13_MIN_SEA,-0.03780644912065212,0.12505842865636996,0.09793218625554567,4.694986301662282,0.1525449808235952,0.1525449808235952,FALSE,r1,0.16103896103896104,0.1803676725633021,T.J. Hockenson,-0.1903514299442473,56.30441655529921,66.41176470588235,0.7869200732750121,0.09471613844491901,0.615,0.14657210401891252,11,FALSE,0.05520905473187838,0.7409178191241563,2025,13,-7.5,17.5,NA,NA
00-0035689,BUF,PIT,2025_13_BUF_PIT,0.46405593048531685,0.07691111163288976,0.11093555165385921,11.359155977918626,0.3062422348302789,0.3062422348302789,FALSE,r2_3,0.0728476821192053,0.08959455628012475,Dawson Knox,0.15781369565503794,64.44453900613601,64.76470588235294,0.680855689683357,0.06224097426758811,0.600625,0.05339805825242718,11,FALSE,-0.12301251353848619,0.33365406272228854,2025,13,3.5,25.5,NA,NA
00-0036040,NO,MIA,2025_13_NO_MIA,0.8090136212383294,0.14930590298566354,0.16451327432072216,8.773629421905992,0.2480966281385524,0.2480966281385524,FALSE,udfa,0.12408759124087591,0.13247759748123034,Juwan Johnson,0.560916993099777,65.23218134722885,65,0.6890235952954342,0.13299698229569668,0.6417647058823529,0.0975609756097561,11,FALSE,-0.6379623104315287,0.46307046345283964,2025,13,-4.5,19,NA,NA
00-0036244,LA,CAR,2025_13_LA_CAR,0.9021904887903915,0.09519432421244242,0.016707353541852633,1.5127155515034465,0.06527827795782085,0.06527827795782085,FALSE,r4_5,0.09819639278557114,0.0778567199526347,Colby Parkinson,0.8369122108325707,62.92825183145399,64.47058823529412,0.5952540947553089,0.08904495588936108,0.5488235294117647,0.08153078202995008,12,FALSE,-0.08927955092469016,0.4469728463265213,2025,13,7.5,26,NA,NA
00-0036290,CHI,PHI,2025_13_CHI_PHI,0.21607011908420665,0.06551109158708661,0.04333804091184377,6.929183779055952,0.4427449502783759,0.4427449502783759,FALSE,r2_3,0.10498220640569395,0.0991672975018925,Cole Kmet,-0.22667483119416926,70.99176751530635,68.41176470588235,0.5802801404156858,0.05545615485871585,0.8723529411764706,0.059356136820925554,11,FALSE,-0.7674261078890507,0.26528930333370143,2025,13,-6.5,19,NA,NA
00-0036422,DEN,WAS,2025_13_DEN_WAS,0.11968132400955908,0.03836800973632115,0.012802610790606517,2.4632127868379112,0.26698217035234184,0.26698217035234184,FALSE,r2_3,0.04700854700854701,0.04087638979725311,Adam Trautman,-0.14730084634278276,65.73793566022505,65.52941176470588,0.6262811077537029,0.02050389415739166,0.518235294117647,0.03832752613240418,11,FALSE,0.21379333808829137,0.5448323610887433,2025,13,6.5,25,NA,NA
00-0036970,ATL,NYJ,2025_13_ATL_NYJ,-0.6441834813135463,0.175304801358689,0.22523600402904376,9.85823618824844,0.09383116521191179,0.09383116521191179,FALSE,r1,0.12478920741989882,0.13949843260188088,Kyle Pitts,-0.7380146465254581,60.08593298403555,68.17647058823529,0.9124294845975857,0.10414361051103853,0.62,0.10466760961810467,10,FALSE,-0.27737709432229085,0.4873745996543217,2025,13,1.5,20,NA,NA
00-0037744,ARI,TB,2025_13_ARI_TB,0.6026800452144818,0.2301940310994388,0.23614718301115756,6.86440563540437,0.33381900285286775,0.33381900285286775,FALSE,r2_3,0.2687385740402194,0.253513209668353,Trey McBride,0.26886104236161407,78.34082318105905,65.47058823529412,0.873091774087812,0.1682849247883492,0.898125,0.15738758029978586,11,FALSE,-0.257401288053791,-0.352874084702671,2025,13,-5.5,21.5,NA,NA
00-0037809,TEN,JAX,2025_13_JAX_TEN,0.09706230484094672,0.08315364113614714,0.11041500844530157,8.775291647918174,-0.10331420826807038,-0.10331420826807038,FALSE,r4_5,0.12769784172661872,0.10437625754527163,Chig Okonkwo,0.2003765131090171,63.89947436807043,66.3529411764706,0.6453219769423019,0.07945031088666882,0.6052941176470589,0.10676691729323308,11,FALSE,0.2004018578607687,0.2791739895738818,2025,13,-7.5,17.5,Questionable,Limited Participation in Practice
00-0037838,BAL,CIN,2025_13_CIN_BAL,-0.34671747668569947,0.11998667359688195,0.14494318390502633,8.22909985321404,0.47769827126496006,0.47769827126496006,FALSE,r4_5,0.13004484304932734,0.12652397724193987,Isaiah Likely,-0.8244157479506595,62.696488428176835,66.05882352941177,0.5613115013793836,0.09182987351398542,0.59375,0.09250398724082935,11,FALSE,0.5228441413573192,0.28243648509622293,2025,13,6.5,29.5,NA,NA
00-0038041,DAL,KC,2025_13_KC_DAL,0.04274618412207595,0.14468294629873893,0.06048526188362301,7.400155172124615,-0.14780308391943894,-0.14780308391943894,FALSE,r4_5,0.1524822695035461,0.09287925696594428,Jake Ferguson,0.1905492680415149,69.7786851955152,70.58823529411765,0.6963776393244812,0.10789237590228065,0.6528571428571428,0.1396103896103896,11,FALSE,-0.03266788692514112,0.27179645062213936,2025,13,-3.5,24,NA,NA
00-0038558,PIT,BUF,2025_13_BUF_PIT,0.6522169824340309,0.10472901312828514,0.12089085899066618,6.20250350674075,0.34420989026548343,0.34420989026548343,FALSE,r2_3,0.05938242280285035,0.03450479233226837,Darnell Washington,0.3080070921685475,64.84623538670769,67.47058823529412,0.6136348484363334,0.06794409179881405,0.5123529411764706,0.04280821917808219,11,FALSE,-0.5465627306660579,0.30713971614252006,2025,13,-3.5,22,NA,NA
00-0038935,JAX,TEN,2025_13_JAX_TEN,0.7660541995627619,0.1356219325395998,0.12105804833286289,5.4252474740993915,0.357494601111271,0.357494601111271,FALSE,r2_3,0.10495049504950495,0.08554942298043151,Brenton Strange,0.40855959845149087,70.24036495944426,62.05882352941177,0.6868246539744278,0.09931507750648864,0.5423529411764706,0.09217391304347826,11,FALSE,0.15970132171890708,0.733290524983074,2025,13,7.5,25,NA,NA
00-0039338,LV,LAC,2025_13_LV_LAC,0.21071448540044374,0.21391141749782205,0.3159111137304616,6.447073734799496,0.17716066278127543,0.17716066278127543,FALSE,r1,0.22238372093023256,0.20718294051627384,Brock Bowers,0.03355382261916831,64.25482952774018,66.58823529411765,0.8853835394122831,0.15355134299132495,0.8494117647058823,0.1600418410041841,11,FALSE,-0.18960564356446097,0.42350105042613784,2025,13,-10.5,15.5,NA,NA
00-0039793,SEA,MIN,2025_13_MIN_SEA,0.12593850129233036,0.15940693911972062,0.09036410271443654,5.953537031984101,0.2917537240504508,0.2917537240504508,FALSE,r4_5,0.0692167577413479,0.0387243735763098,AJ Barner,-0.16581522275812044,63.89421467825899,66.41176470588235,0.7446454470230762,0.08513427253998003,0.4505882352941177,0.07584830339321358,11,FALSE,0.21129301541760243,0.043516340487793854,2025,13,7.5,25,NA,NA
00-0039847,NYG,NE,2025_13_NYG_NE,0.5523203795917393,0.1518176821221567,0.19253207925822255,10.498171776087652,0.10564287570183338,0.10564287570183338,FALSE,r4_5,0.10997442455242967,0.11636363636363636,Theo Johnson,0.4466775038899059,70.76015915575323,67.6470588235294,0.890500673260519,0.0882237209422965,0.8416666666666667,0.0629575402635432,11,FALSE,-0.06715411356783355,0.07602706134807297,2025,13,-7.5,19,NA,NA
00-0040126,CHI,PHI,2025_13_CHI_PHI,0.7720946650135174,0.1372246283239389,0.12728467025994303,8.151754269179499,NA,0.09780411744330664,TRUE,r1,0.17243124522536288,0.14503152495840593,Colston Loveland,0.6742905475702108,70.99176751530635,68.41176470588235,0.7160906904670018,0.10120529704574358,0.62,0.14657210401891252,11,FALSE,-0.7674261078890507,0.26528930333370143,2025,13,-6.5,19,NA,NA
00-0040128,IND,HOU,2025_13_HOU_IND,0.4807971492548066,0.19699299171978993,0.11851000480866716,3.7027324530348724,NA,0.09780411744330664,TRUE,r1,0.17243124522536288,0.14503152495840593,Tyler Warren,0.38299303181149996,64.25173033851775,65,0.8512097960669452,0.13129069787270842,0.62,0.14657210401891252,11,FALSE,0.5501176838747354,0.07515582394058158,2025,13,3.5,24.5,Questionable,NA
00-0040187,CAR,LA,2025_13_LA_CAR,-1.7136626701160071,0.04475351787245886,0.05382503657678383,7.5899694575098735,NA,0.1526044694569514,TRUE,r4_5,0.079002079002079,0.06955618998183234,Mitchell Evans,-1.8662671395729586,59.78078334156301,63,0.31324572239421217,0.053703550782156266,0.404,0.0629575402635432,11,FALSE,0.30708823197525886,-2.793602573630334,2025,13,-7.5,18.5,NA,NA
00-0040584,TEN,JAX,2025_13_JAX_TEN,0.44865015390628366,0.1073479232202387,0.11132815465849338,7.1536654719793376,NA,0.1526044694569514,TRUE,r4_5,0.079002079002079,0.06955618998183234,Gunnar Helm,0.2960456844493322,63.89947436807043,66.3529411764706,0.5649343844848419,0.1173180863440889,0.404,0.0629575402635432,11,FALSE,0.2004018578607687,0.2791739895738818,2025,13,-7.5,17.5,NA,NA
00-0040663,CLE,SF,2025_13_SF_CLE,0.002075466717123872,0.22791196465599844,0.17400707141357682,4.583022059517263,NA,0.28661220259131037,TRUE,r2_3,0.10290259795210291,0.08743676069012021,Harold Fannin Jr.,-0.2845367358741865,59.70214415358767,71.3529411764706,0.7765257397860733,0.14446302007762649,0.5423529411764706,0.07124681933842239,12,FALSE,-0.8924426343138514,0.003957478401976134,2025,13,-5.5,18,NA,NA
00-0040736,NYJ,ATL,2025_13_ATL_NYJ,-0.11118328461390461,0.1594919335415932,0.14996053486458275,5.314329747666339,NA,0.28661220259131037,TRUE,r2_3,0.10290259795210291,0.08743676069012021,Mason Taylor,-0.39779548720521496,59.77364121871108,64.47058823529412,0.8178895684223121,0.0939341769398825,0.5423529411764706,0.07124681933842239,11,FALSE,0.2966625779321464,-0.2610311191231953,2025,13,-1.5,18.5,NA,NA
