position,player_id,player_name,posteam,defteam,game_id,season,week,report_status,practice_status,team_spread,implied_total,pred_eff,pred_vol,lo_50_vol,hi_50_vol,lo_80_vol,hi_80_vol,lo_90_vol,hi_90_vol,pred_tot,lo_50_tot,hi_50_tot,lo_80_tot,hi_80_tot,lo_90_tot,hi_90_tot,p_start,p_boom,star_bucket,p_start_recal,p_boom_recal,recal_method_start,recal_method_boom,med_vol,med_tot,pred_pass_eff,lo_50_pass_eff,hi_50_pass_eff,lo_80_pass_eff,hi_80_pass_eff,lo_90_pass_eff,hi_90_pass_eff,pred_db,lo_50_db,hi_50_db,lo_80_db,hi_80_db,lo_90_db,hi_90_db,pred_rush,lo_50_rush,hi_50_rush,lo_80_rush,hi_80_rush,lo_90_rush,hi_90_rush,pred_carry,lo_50_carry,hi_50_carry,lo_80_carry,hi_80_carry,lo_90_carry,hi_90_carry
RB,00-0032764,Derrick Henry,BAL,CIN,2025_13_CIN_BAL,2025,13,NA,NA,6.5,29.5,0.0240261826444741,19.2182054951814,15.7869598367566,22.6494511536062,12.9494191929246,25.4869917974382,10.6461821191583,27.7902288712044,0.461740115326264,-2.47595192080142,3.39943215145395,-5.31438333690331,6.23786356755584,-7.11465075910313,8.03813098975566,0.5635,0.333,b1,0.645661725258457,0.412089491681682,star_platt,star_platt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0033280,Christian McCaffrey,SF,CLE,2025_13_SF_CLE,2025,13,NA,Full Participation in Practice,5.5,23.5,-0.0269738225966571,22.5375614762926,19.1063158178678,25.9688071347173,16.2687751740358,28.8063477785493,13.9655381002695,31.1095848523156,-0.60792418502277,-3.81590616676405,2.60005779671851,-6.91549479868402,5.69964642863848,-8.88140047623947,7.66555210619393,0.605,0.364,b1,0.67622269417122,0.438307653630172,star_platt,star_platt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0033293,Aaron Jones,MIN,SEA,2025_13_MIN_SEA,2025,13,NA,NA,-7.5,17.5,-0.131185867362741,17.7879998361822,14.3567541777574,21.2192454946069,11.5192135339254,24.0567861384389,9.21597646015911,26.3600232122052,-2.33353418715784,-5.14836397772672,0.481295603411031,-7.86808449651254,3.20101612219686,-9.59305985426935,4.92599147995367,0.3265,0.1435,b2,0.292966236765845,0.120345561072889,star_platt,star_platt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0033526,Samaje Perine,CIN,BAL,2025_13_CIN_BAL,2025,13,NA,Full Participation in Practice,-6.5,23,-0.0377439170642316,9.27762507942328,5.84637942099851,12.7088707378481,3.00883877716652,15.54641138168,0.705601703400232,17.8496484554463,-0.350173911550787,-2.3148113788071,1.61446355570553,-4.21306641702472,3.51271859392314,-5.41702952317686,4.71668170007529,0.102,0.03,b3,0.0913728111895436,0.0337927490049334,star_platt,star_platt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0033923,Kareem Hunt,KC,DAL,2025_13_KC_DAL,2025,13,NA,NA,3.5,27.5,0.0346536303892536,17.7027014125695,14.2714557541448,21.1339470709943,11.4339151103128,23.9714877148263,9.1306780365465,26.2747247885926,0.613462871642502,-2.19390210803766,3.42082785132267,-4.90641004174609,6.13333578503109,-6.62681083699241,7.85373658027741,0.499,0.2785,b3,0.362576945736227,0.202555964189266,star_platt,star_platt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0033955,Jeremy McNichols,WAS,DEN,2025_13_DEN_WAS,2025,13,NA,NA,-6.5,18.5,-0.0696707784529687,8.73989054567542,5.30864488725065,12.1711362041002,2.47110424341865,15.0086768479322,0.16786716965237,17.3119139216985,-0.608914977910948,-2.50980578811136,1.29197583228946,-4.34646808214962,3.12863812632772,-5.51136615746784,4.29353620164594,0.092,0.0215,b3,0.0840789121362017,0.0260417110634538,star_platt,star_platt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0034791,Nick Chubb,HOU,IND,2025_13_HOU_IND,2025,13,NA,NA,-3.5,21,-0.0903225958158849,11.5203243006995,8.08907864227472,14.9515699591243,5.25153799844272,17.7891106029563,2.94830092467644,20.0923476767225,-1.04054559548,-3.25479880894987,1.17370761798988,-5.39423541667613,3.31314422571614,-6.75116727872575,4.67007608776576,0.151,0.048,b3,0.125745296273473,0.0488353385686777,star_platt,star_platt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0034844,Saquon Barkley,PHI,CHI,2025_13_CHI_PHI,2025,13,NA,Full Participation in Practice,6.5,25.5,-0.022688185318767,21.3486445285829,17.9173988701581,24.7798901870076,15.0798582263261,27.6174308308396,12.7766211525598,29.9206679046059,-0.48436200336897,-3.597721899404,2.62899789266606,-6.60588559725236,5.63716159051442,-8.51380525849887,7.54508125176093,0.6085,0.3505,b1,0.678780541250827,0.426971459761486,star_platt,star_platt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0035250,Devin Singletary,NYG,NE,2025_13_NYG_NE,2025,13,NA,NA,-7.5,19,-0.0942531620637205,12.647198851156,9.21595319273125,16.0784445095808,6.37841254889925,18.9159851534128,4.07517547513297,21.2192222271791,-1.19203848297011,-3.52344239281105,1.13936542687084,-5.77607133414767,3.39199436820745,-7.20479512658726,4.82071816064704,0.1975,0.062,b3,0.157107660019109,0.0597171679293652,star_platt,star_platt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB,00-0035261,Tony Pollard,TEN,JAX,2025_13_JAX_TEN,2025,13,NA,Full Participation in Practice,-7.5,17.5,-0.0984539891151086,17.2622598655181,13.8310142070933,20.6935055239429,10.9934735632613,23.5310461677749,8.69023648949504,25.8342832415411,-1.69953834490189,-4.46809953675786,1.06902284695407,-7.14311480987783,3.74403812007404,-8.83973598690047,5.44065929709668,0.3285,0.14,b3,0.243863397242844,0.114196596674506,star_platt,star_platt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
