position,threshold,n,pearson_r,mean_diff_pp,mad_pp,max_abs_pp,n_over_flag,pass_r,pass_mean,pass_rows
QB,boom,32,0.9652862315947287,0.17399604484460593,1.196196268028102,3.1012986465338037,0,TRUE,TRUE,TRUE
QB,start,32,0.9877318175806635,0.5489485540996464,1.0488361779639965,2.2155989577263364,0,TRUE,TRUE,TRUE
RB,boom,58,0.9966901395146245,-0.001406581575411384,0.6811402893250226,3.1830171459694743,0,TRUE,TRUE,TRUE
RB,start,58,0.9974247760789149,-0.07544637277185412,1.0056625884862829,3.778297806520514,0,TRUE,TRUE,TRUE
TE,boom,37,0.9839627359107691,0.2692510682928316,1.2922866762312755,4.307946233392751,0,TRUE,TRUE,TRUE
TE,start,37,0.9924571155252864,0.19227572658721423,1.407384839737492,5.7461747052956476,0,TRUE,TRUE,TRUE
WR,boom,75,0.9828032142820695,-0.5851829722370023,1.1200163709598612,6.165478239488567,0,TRUE,TRUE,TRUE
WR,start,75,0.9905289071072907,-0.3992001729436441,1.5892450401271587,6.597855398955977,0,TRUE,TRUE,TRUE
