player_id,season,week,p_start_new,p_boom_new,p_start_raw,p_boom_raw,hit_start,hit_boom,bucket
00-0036158,2024,7,0.4639839947458446,0.20583735022170058,0.429,0.2215,FALSE,FALSE,b2
00-0036251,2024,7,0.2204760155208551,0.1258963251023343,0.322,0.1425,FALSE,FALSE,b3
00-0036555,2024,7,0.48909314811937177,0.214395881856825,0.4585,0.2325,FALSE,FALSE,b2
00-0036875,2024,7,0.35636776846112866,0.1282055855745466,0.3065,0.125,FALSE,FALSE,b2
00-0036893,2024,7,0.4212659840974081,0.16913801811176538,0.3795,0.175,TRUE,FALSE,b2
00-0036919,2024,7,0.08639034966265886,0.0358122981163199,0.1145,0.031,FALSE,FALSE,b3
00-0036984,2024,7,0.12034055979425058,0.05079414319875071,0.167,0.0475,FALSE,FALSE,b3
00-0036997,2024,7,0.25581785298684934,0.14570407427701654,0.3745,0.1695,TRUE,TRUE,b3
00-0037120,2024,7,0.08013918551067292,0.0362843843179715,0.105,0.0315,FALSE,FALSE,b3
00-0037228,2024,7,0.08277711025567945,0.03438769540251866,0.109,0.0295,FALSE,FALSE,b3
00-0037248,2024,7,0.4618455276869688,0.1948859895275782,0.4265,0.2075,FALSE,FALSE,b2
00-0037256,2024,7,0.47869452694036857,0.22103660366615735,0.3265,0.14,TRUE,TRUE,b1
00-0037263,2024,7,0.15200069413866815,0.07065532020185152,0.2165,0.071,FALSE,FALSE,b3
00-0037525,2024,7,0.27447554845144545,0.16629190595864485,0.4015,0.198,FALSE,FALSE,b3
00-0037746,2024,7,0.5085337068563138,0.22755706778090223,0.4815,0.2495,FALSE,FALSE,b2
00-0037840,2024,7,0.7101061289003517,0.4456225361974179,0.6085,0.366,TRUE,FALSE,b1
00-0038098,2024,7,0.08966244001848628,0.0339099509842656,0.1195,0.029,FALSE,FALSE,b3
00-0038120,2024,7,0.5460655794857853,0.27274816416822795,0.4005,0.186,TRUE,TRUE,b1
00-0038134,2024,7,0.5863007060216155,0.3012226818198529,0.448,0.213,TRUE,TRUE,b1
00-0038542,2024,7,0.45370255572281454,0.19997940734996808,0.417,0.214,TRUE,TRUE,b2
00-0038551,2024,7,0.10232956100708156,0.04547349307806778,0.139,0.0415,FALSE,FALSE,b3
00-0038555,2024,7,0.16000659892041816,0.08591113324263575,0.229,0.09,TRUE,TRUE,b3
00-0038597,2024,7,0.1731765178279667,0.08195034160607462,0.2495,0.085,FALSE,FALSE,b3
00-0038797,2024,7,0.10265272035790304,0.042307684607353874,0.1395,0.038,FALSE,FALSE,b3
00-0038951,2024,7,0.06306737914061497,0.02450620754635052,0.0795,0.0195,FALSE,FALSE,b3
00-0039040,2024,7,0.334981451042103,0.13858826655503123,0.192,0.0755,FALSE,FALSE,b1
00-0039139,2024,7,0.4306348782541254,0.1806832899348203,0.278,0.107,TRUE,TRUE,b1
00-0039165,2024,7,0.1667447346856611,0.08866362864118664,0.2395,0.0935,FALSE,FALSE,b3
00-0039325,2024,7,0.09747322864558335,0.040475543351520975,0.1315,0.036,FALSE,FALSE,b3
00-0039361,2024,7,0.14912165414970777,0.08075514801828969,0.212,0.0835,TRUE,FALSE,b3
00-0039373,2024,7,0.06780466203582944,0.03149823916246334,0.0865,0.0265,FALSE,FALSE,b3
00-0039384,2024,7,0.1968166779083446,0.10602341236336618,0.286,0.116,FALSE,FALSE,b3
00-0039393,2024,7,0.09876996746193822,0.042763008647107456,0.1335,0.0385,FALSE,FALSE,b3
00-0039746,2024,7,0.0741685906886601,0.0305221747559319,0.096,0.0255,FALSE,FALSE,b3
00-0039874,2024,7,0.08277711025567945,0.03438769540251866,0.109,0.0295,FALSE,FALSE,b3
00-0039875,2024,7,0.1347375475405508,0.05685592647881751,0.1895,0.0545,FALSE,FALSE,b3
00-0031687,2024,8,0.46427458079538597,0.2196680919263046,0.3025,0.123,TRUE,FALSE,b1
00-0032764,2024,8,0.6261474435515748,0.3747839652307959,0.4815,0.257,FALSE,FALSE,b1
00-0033045,2024,8,0.12624334877255572,0.05276789039657094,0.1715,0.0485,FALSE,FALSE,b3
00-0033293,2024,8,0.4643280566840613,0.2001786673523384,0.429,0.205,FALSE,FALSE,b2
00-0033553,2024,8,0.5114068647034631,0.2400415538282843,0.483,0.254,FALSE,FALSE,b2
00-0033699,2024,8,0.19273601265461038,0.09419588934170388,0.27,0.097,FALSE,FALSE,b3
00-0033893,2024,8,0.09521317220058266,0.038287647612975956,0.1255,0.033,FALSE,FALSE,b3
00-0033897,2024,8,0.624523013944101,0.36599571872293485,0.4795,0.2485,TRUE,TRUE,b1
00-0033906,2024,8,0.5538603175298978,0.2757914617277691,0.3965,0.1675,TRUE,FALSE,b1
00-0033923,2024,8,0.30072633023378353,0.1850918814858951,0.422,0.2145,FALSE,FALSE,b3
00-0033925,2024,8,0.09691039545016772,0.04400294838506513,0.128,0.039,FALSE,FALSE,b3
00-0034791,2024,8,0.34827020919779167,0.14290544651638906,0.3005,0.137,FALSE,FALSE,b2
00-0034844,2024,8,0.6622504457405219,0.40200781740504327,0.527,0.284,FALSE,FALSE,b1
00-0034972,2024,8,0.2529961630003574,0.13110056459783348,0.3565,0.1435,FALSE,FALSE,b3
00-0035243,2024,8,0.07742745972685329,0.03038487314500037,0.0995,0.025,FALSE,FALSE,b3
00-0035250,2024,8,0.23249738343733425,0.1291585459739978,0.3275,0.141,FALSE,FALSE,b3
00-0035261,2024,8,0.4199921987972523,0.18279838049073308,0.379,0.184,FALSE,FALSE,b2
00-0035685,2024,8,0.31421130538287395,0.1182048770995556,0.2645,0.109,FALSE,FALSE,b2
00-0035700,2024,8,0.5480623840739933,0.2661318828283704,0.5255,0.2865,TRUE,TRUE,b2
00-0036158,2024,8,0.5338626576546242,0.2581244834877564,0.509,0.2765,TRUE,FALSE,b2
00-0036223,2024,8,0.6410190527444825,0.3758107245047568,0.5,0.258,TRUE,FALSE,b1
00-0036251,2024,8,0.22899646573249183,0.12954725667830613,0.3225,0.1415,FALSE,FALSE,b3
00-0036275,2024,8,0.33259860642345523,0.2075089466279556,0.464,0.2445,TRUE,FALSE,b3
00-0036328,2024,8,0.09724962514432556,0.041165037779729456,0.1285,0.036,FALSE,FALSE,b3
00-0036555,2024,8,0.4805362024347633,0.2026444609414326,0.4475,0.208,FALSE,FALSE,b2
00-0036875,2024,8,0.22969591091553104,0.1279914756733363,0.3235,0.1395,TRUE,TRUE,b3
00-0036893,2024,8,0.4356077594797481,0.18279838049073308,0.3965,0.184,TRUE,FALSE,b2
00-0036919,2024,8,0.08121407702462718,0.039251419773162086,0.105,0.034,FALSE,FALSE,b3
00-0036997,2024,8,0.273498973811416,0.15490685264481288,0.385,0.1745,FALSE,FALSE,b3
00-0037228,2024,8,0.09996102924721123,0.0348748552933732,0.1325,0.0295,FALSE,FALSE,b3
00-0037248,2024,8,0.47922540478962505,0.21776968510160852,0.446,0.2265,TRUE,TRUE,b2
00-0037256,2024,8,0.520931090425169,0.27036900267364744,0.3605,0.163,TRUE,FALSE,b1
00-0037263,2024,8,0.13060918867467797,0.06606933899070618,0.178,0.0635,FALSE,FALSE,b3
00-0037525,2024,8,0.3700936877988367,0.24473786211483592,0.5115,0.2945,FALSE,FALSE,b3
00-0037594,2024,8,0.0571403546633632,0.02257622536548954,0.0705,0.0175,FALSE,FALSE,b3
00-0037746,2024,8,0.40064079995915347,0.15581716505318877,0.3575,0.152,FALSE,FALSE,b2
00-0037840,2024,8,0.652880886503255,0.40200781740504327,0.515,0.284,TRUE,TRUE,b1
00-0038120,2024,8,0.6301940466884688,0.36599571872293485,0.4865,0.2485,FALSE,FALSE,b1
00-0038134,2024,8,0.46300973077693774,0.21165364976261444,0.4275,0.219,FALSE,FALSE,b2
00-0038542,2024,8,0.5921486644874638,0.3191502669988055,0.4405,0.205,TRUE,TRUE,b1
00-0038555,2024,8,0.16389773595422488,0.0892801565682919,0.2275,0.091,FALSE,FALSE,b3
00-0038597,2024,8,0.2367109005800488,0.12721263601328642,0.3335,0.1385,FALSE,FALSE,b3
00-0038685,2024,8,0.07293127540971481,0.027832616842295297,0.093,0.0225,FALSE,FALSE,b3
00-0038794,2024,8,0.09181298833384105,0.04068832364835815,0.1205,0.0355,FALSE,FALSE,b3
00-0038797,2024,8,0.1198585274170309,0.05276789039657094,0.162,0.0485,FALSE,FALSE,b3
00-0039040,2024,8,0.5000036508062016,0.2599832909537647,0.3385,0.1545,TRUE,TRUE,b1
00-0039139,2024,8,0.5489284297776159,0.2864865883757564,0.391,0.1765,TRUE,TRUE,b1
00-0039165,2024,8,0.12657924007506718,0.05948977119083544,0.172,0.056,FALSE,FALSE,b3
00-0039361,2024,8,0.1920530342006415,0.10430508639186635,0.269,0.1095,TRUE,FALSE,b3
00-0039363,2024,8,0.09079133122263734,0.034381953740846335,0.119,0.029,TRUE,FALSE,b3
00-0039384,2024,8,0.23460242354561314,0.1291585459739978,0.3305,0.141,TRUE,TRUE,b3
00-0039391,2024,8,0.06350534818547686,0.025756415091995173,0.0795,0.0205,FALSE,FALSE,b3
00-0039738,2024,8,0.09079133122263734,0.03388762999670271,0.119,0.0285,FALSE,FALSE,b3
00-0039794,2024,8,0.09657109528415975,0.040210495637846615,0.1275,0.035,FALSE,FALSE,b3
00-0039875,2024,8,0.1548002095859047,0.08431773830922747,0.214,0.085,FALSE,FALSE,b3
00-0031687,2024,9,0.44264993871717867,0.1736926497535816,0.2695,0.0885,FALSE,FALSE,b1
00-0032104,2024,9,0.04435597528564805,0.017250947082088148,0.053,0.0135,FALSE,FALSE,b3
00-0032764,2024,9,0.6613610661797028,0.42383046575408784,0.51,0.2965,TRUE,TRUE,b1
00-0033293,2024,9,0.49588619327553357,0.2306545316186591,0.476,0.245,FALSE,FALSE,b2
00-0033526,2024,9,0.07415827850381373,0.0246028260456159,0.095,0.0205,FALSE,FALSE,b3
00-0033553,2024,9,0.475410210203154,0.20969962550652266,0.4525,0.2195,FALSE,FALSE,b2
00-0033699,2024,9,0.19863555477536304,0.10054318096557249,0.2785,0.107,TRUE,FALSE,b3
00-0033897,2024,9,0.6114845898532381,0.35580475131332295,0.448,0.2315,TRUE,FALSE,b1
00-0033906,2024,9,0.6352461090421008,0.38433110774195883,0.477,0.258,TRUE,TRUE,b1
00-0033923,2024,9,0.2988869578180179,0.175790009804023,0.419,0.2035,TRUE,FALSE,b3
00-0033955,2024,9,0.09473261910006733,0.038759766176387524,0.125,0.035,FALSE,FALSE,b3
00-0034791,2024,9,0.3550256253970063,0.14224630240559907,0.3175,0.1395,FALSE,FALSE,b2
00-0034844,2024,9,0.7088496033252921,0.4642071763430267,0.573,0.338,TRUE,TRUE,b1
00-0034972,2024,9,0.266552768528962,0.1443116658281766,0.375,0.1625,FALSE,FALSE,b3
00-0034975,2024,9,0.09779074566256303,0.04016718037033562,0.1295,0.0365,FALSE,FALSE,b3
00-0035250,2024,9,0.21834169662063316,0.12088226494717459,0.307,0.1325,FALSE,FALSE,b3
00-0035261,2024,9,0.44911929676485957,0.18937270107023885,0.4225,0.195,TRUE,FALSE,b2
00-0035685,2024,9,0.2999994634447915,0.09626227004532513,0.2585,0.088,FALSE,FALSE,b2
00-0035700,2024,9,0.4932771004697579,0.23147296147050497,0.473,0.246,FALSE,FALSE,b2
00-0036139,2024,9,0.14028338219030784,0.061309351178134755,0.1925,0.06,TRUE,TRUE,b3
00-0036158,2024,9,0.475410210203154,0.21176209056483358,0.4525,0.222,TRUE,TRUE,b2
00-0036223,2024,9,0.5500215130723464,0.25959592072516496,0.5385,0.2805,FALSE,FALSE,b2
00-0036275,2024,9,0.49979744358311873,0.24494777180142524,0.4805,0.2625,FALSE,FALSE,b2
00-0036414,2024,9,0.10930101375858266,0.04249414110613252,0.1465,0.039,FALSE,FALSE,b3
00-0036555,2024,9,0.5815481001780496,0.3045899139281922,0.575,0.336,TRUE,TRUE,b2
00-0036875,2024,9,0.23233046529379603,0.1287419660553116,0.327,0.1425,TRUE,TRUE,b3
00-0036919,2024,9,0.08757285503855435,0.03686918747576446,0.1145,0.033,FALSE,FALSE,b3
00-0036973,2024,9,0.2500584750975938,0.07645500386174783,0.207,0.067,FALSE,FALSE,b2
00-0036997,2024,9,0.23867377461816533,0.13304202826221564,0.336,0.148,FALSE,FALSE,b3
00-0037248,2024,9,0.6416635060375127,0.39427986595714276,0.485,0.2675,FALSE,FALSE,b1
00-0037256,2024,9,0.43278345565472776,0.20025667263746189,0.2605,0.1065,FALSE,FALSE,b1
00-0037263,2024,9,0.171000226222566,0.08336712119131288,0.238,0.086,FALSE,FALSE,b3
00-0037267,2024,9,0.11739675481993213,0.061309351178134755,0.1585,0.06,FALSE,FALSE,b3
00-0037594,2024,9,0.12278563117270669,0.06347973323162787,0.1665,0.0625,FALSE,FALSE,b3
00-0037840,2024,9,0.7233587820761238,0.4731675866423139,0.593,0.3475,FALSE,FALSE,b1
00-0038040,2024,9,0.0916685910282371,0.03922987746280744,0.1205,0.0355,FALSE,FALSE,b3
00-0038120,2024,9,0.5946109331427682,0.33230897392790204,0.428,0.2105,FALSE,FALSE,b1
00-0038134,2024,9,0.48108297722716487,0.2216363432774199,0.459,0.234,FALSE,FALSE,b2
00-0038542,2024,9,0.6360514238148918,0.35470458106173797,0.478,0.2305,TRUE,TRUE,b1
00-0038555,2024,9,0.18938166891487648,0.08914450669964163,0.265,0.093,FALSE,FALSE,b3
00-0038597,2024,9,0.2532449474654523,0.1446987136999121,0.3565,0.163,TRUE,TRUE,b3
00-0038611,2024,9,0.08037175217592507,0.030108153969386226,0.104,0.026,FALSE,FALSE,b3
00-0038678,2024,9,0.046911365045792866,0.014494512272749888,0.0565,0.011,FALSE,FALSE,b3
00-0038685,2024,9,0.07311841662947065,0.0340008228673954,0.0935,0.03,FALSE,FALSE,b3
00-0038705,2024,9,0.05981542765851754,0.01886705201315776,0.0745,0.015,TRUE,FALSE,b3
00-0038794,2024,9,0.0786499577479701,0.037343388184021734,0.1015,0.0335,FALSE,FALSE,b3
00-0038797,2024,9,0.1828964516063769,0.09242126618841848,0.2555,0.097,FALSE,FALSE,b3
00-0039021,2024,9,0.09948739093458021,0.04249414110613252,0.132,0.039,FALSE,FALSE,b3
00-0039040,2024,9,0.40330802199144755,0.18271290645751379,0.2345,0.0945,TRUE,TRUE,b1
00-0039139,2024,9,0.5291232447395088,0.2700684933108985,0.355,0.1585,FALSE,FALSE,b1
00-0039165,2024,9,0.1332173891674245,0.05604730261867931,0.182,0.054,FALSE,FALSE,b3
00-0039361,2024,9,0.17032219259526973,0.09119447153654593,0.237,0.0955,FALSE,FALSE,b3
00-0039373,2024,9,0.05376638236508161,0.01886705201315776,0.066,0.015,FALSE,FALSE,b3
00-0039384,2024,9,0.26836339539821547,0.16202711822168678,0.3775,0.1855,FALSE,FALSE,b3
00-0039391,2024,9,0.08449231863278746,0.038759766176387524,0.11,0.035,FALSE,FALSE,b3
00-0039794,2024,9,0.09405225724115017,0.041566075098572124,0.124,0.038,FALSE,FALSE,b3
00-0039874,2024,9,0.07207722272847525,0.025618857274960306,0.092,0.0215,FALSE,FALSE,b3
00-0039875,2024,9,0.1517344448413477,0.06906799344174581,0.2095,0.069,TRUE,FALSE,b3
00-0039921,2024,9,0.07485080063129818,0.030108153969386226,0.096,0.026,FALSE,FALSE,b3
00-0032764,2024,10,0.66418433249782,0.4307695354423077,0.5185,0.293,FALSE,FALSE,b1
00-0033045,2024,10,0.13071466391313558,0.0571138318223695,0.1725,0.055,FALSE,FALSE,b3
00-0033280,2024,10,0.4347384183961565,0.19277304717323604,0.2715,0.102,TRUE,FALSE,b1
00-0033293,2024,10,0.4842660240644695,0.23686988553571087,0.478,0.2535,FALSE,FALSE,b2
00-0033553,2024,10,0.5924895177754715,0.34169889620678257,0.4325,0.2135,TRUE,TRUE,b1
00-0033699,2024,10,0.18303866929855833,0.08635516107729777,0.246,0.0875,TRUE,FALSE,b3
00-0033897,2024,10,0.605936352672945,0.3488242276000656,0.448,0.2195,TRUE,FALSE,b1
00-0033906,2024,10,0.612354401745907,0.3552921349627936,0.4555,0.225,TRUE,FALSE,b1
00-0033923,2024,10,0.33241783933344593,0.21303907243784703,0.4445,0.238,TRUE,FALSE,b3
00-0034184,2024,10,0.11370259033198117,0.04494325871903927,0.1485,0.042,FALSE,FALSE,b3
00-0034844,2024,10,0.6791509552743107,0.44539424244110154,0.5375,0.307,FALSE,FALSE,b1
00-0035250,2024,10,0.27494508246507227,0.09877447550999606,0.2485,0.0955,FALSE,FALSE,b2
00-0035261,2024,10,0.4557156174051881,0.2121295088994321,0.446,0.2245,FALSE,FALSE,b2
00-0035685,2024,10,0.3130374704100934,0.12145327059785345,0.289,0.1205,FALSE,FALSE,b2
00-0035806,2024,10,0.05205803635397467,0.019073257886877235,0.063,0.016,FALSE,FALSE,b3
00-0036139,2024,10,0.19130674307798542,0.10292697878094696,0.2575,0.1065,FALSE,FALSE,b3
00-0036158,2024,10,0.5051926973607619,0.24154984204701022,0.5015,0.259,FALSE,FALSE,b2
00-0036223,2024,10,0.5332274994716004,0.276796336982265,0.533,0.3005,FALSE,FALSE,b2
00-0036275,2024,10,0.4829294128606311,0.23133477481759593,0.4765,0.247,FALSE,FALSE,b2
00-0036328,2024,10,0.07981051018016505,0.030356163913248586,0.101,0.027,FALSE,FALSE,b3
00-0036414,2024,10,0.13709313303839846,0.058036216964396065,0.1815,0.056,FALSE,FALSE,b3
00-0036555,2024,10,0.5127578887958996,0.24580184774295288,0.51,0.264,TRUE,TRUE,b2
00-0036875,2024,10,0.39869031100521896,0.17816185322320469,0.3825,0.185,FALSE,FALSE,b2
00-0036893,2024,10,0.4391638299958962,0.20056303326845823,0.4275,0.211,FALSE,FALSE,b2
00-0036919,2024,10,0.0984215273023487,0.03382637677504621,0.127,0.0305,FALSE,FALSE,b3
00-0036973,2024,10,0.23306781114053457,0.0745121188139085,0.205,0.0695,FALSE,FALSE,b2
00-0037228,2024,10,0.11866688403864487,0.05618965787105133,0.1555,0.054,FALSE,FALSE,b3
00-0037248,2024,10,0.5827915018976796,0.33208227485234265,0.4215,0.2055,TRUE,FALSE,b1
00-0037256,2024,10,0.3004225770813356,0.11605705600994032,0.2755,0.1145,TRUE,FALSE,b2
00-0037263,2024,10,0.13851096137016286,0.06490087100782987,0.1835,0.0635,FALSE,FALSE,b3
00-0037840,2024,10,0.7840012027528914,0.5584888933388186,0.6805,0.4245,FALSE,FALSE,b1
00-0038120,2024,10,0.6308633521141098,0.38900605941941246,0.4775,0.2545,FALSE,FALSE,b1
00-0038542,2024,10,0.6089384782061485,0.35059417047601205,0.4515,0.221,TRUE,TRUE,b1
00-0038597,2024,10,0.24541533797359552,0.12561666302781224,0.3315,0.133,TRUE,TRUE,b3
00-0039032,2024,10,0.07295116507313654,0.028350827338134595,0.0915,0.025,FALSE,FALSE,b3
00-0039040,2024,10,0.3924408681333493,0.1813009375634558,0.2345,0.0945,FALSE,FALSE,b1
00-0039139,2024,10,0.500933006635571,0.24623336816934605,0.3345,0.139,FALSE,FALSE,b1
00-0039361,2024,10,0.17909476682075812,0.08591477003612456,0.2405,0.087,TRUE,FALSE,b3
00-0039373,2024,10,0.06531730457051581,0.021698543129591494,0.081,0.0185,FALSE,FALSE,b3
00-0039384,2024,10,0.3036041991199536,0.18787475173736343,0.408,0.2075,TRUE,FALSE,b3
00-0039746,2024,10,0.060190442298805165,0.01854284575067974,0.074,0.0155,FALSE,FALSE,b3
00-0039794,2024,10,0.09699621155850804,0.04494325871903927,0.125,0.042,FALSE,FALSE,b3
00-0039874,2024,10,0.10447078935061428,0.04351451086495912,0.1355,0.0405,FALSE,FALSE,b3
00-0039921,2024,10,0.10091393874095858,0.03967528700716002,0.1305,0.0365,FALSE,FALSE,b3
00-0032764,2024,11,0.6099400237122092,0.34762548566929763,0.459,0.2295,FALSE,FALSE,b1
00-0033280,2024,11,0.793097904254254,0.583048975077675,0.6945,0.4675,FALSE,FALSE,b1
00-0033293,2024,11,0.4387090177295161,0.1997833785265659,0.4455,0.2195,FALSE,FALSE,b2
00-0033699,2024,11,0.21349459514067654,0.10357401802107419,0.278,0.1085,TRUE,FALSE,b3
00-0033897,2024,11,0.7097075770878626,0.46641037810343866,0.581,0.3415,TRUE,TRUE,b1
00-0033906,2024,11,0.5989666249600768,0.3273199489571027,0.4465,0.212,FALSE,FALSE,b1
00-0033923,2024,11,0.33314333660572,0.18422385056941787,0.4295,0.205,FALSE,FALSE,b3
00-0034184,2024,11,0.13407532841840392,0.06053428894820173,0.172,0.0595,FALSE,FALSE,b3
00-0034791,2024,11,0.36061590429139123,0.15538855853159347,0.3595,0.1665,FALSE,FALSE,b2
00-0034844,2024,11,0.6580990373963678,0.40549051201310626,0.516,0.282,TRUE,TRUE,b1
00-0034972,2024,11,0.2461268051118112,0.1210099945584918,0.3205,0.129,FALSE,FALSE,b3
00-0034975,2024,11,0.06778938661594257,0.027972040864741494,0.083,0.025,FALSE,FALSE,b3
00-0035261,2024,11,0.3933517807597863,0.16549613284890782,0.3955,0.1785,FALSE,FALSE,b2
00-0035537,2024,11,0.06438540128090964,0.022423612922409242,0.0785,0.0195,FALSE,FALSE,b3
00-0035685,2024,11,0.26591219333620775,0.09915695310097346,0.2565,0.101,TRUE,TRUE,b2
00-0035700,2024,11,0.499096172077275,0.24133145068723383,0.512,0.2695,TRUE,TRUE,b2
00-0036139,2024,11,0.22762624428884234,0.11295977801510268,0.2965,0.1195,FALSE,FALSE,b3
00-0036158,2024,11,0.4554883881931095,0.21558950643397645,0.464,0.2385,TRUE,FALSE,b2
00-0036223,2024,11,0.7050755674525149,0.44236932928071565,0.575,0.3175,FALSE,FALSE,b1
00-0036275,2024,11,0.4314545260138595,0.19603409161361385,0.4375,0.215,TRUE,FALSE,b2
00-0036328,2024,11,0.09623918688561761,0.0406022550355109,0.121,0.038,FALSE,FALSE,b3
00-0036414,2024,11,0.1188780143275334,0.04532550875537805,0.1515,0.043,FALSE,FALSE,b3
00-0036875,2024,11,0.406058901878275,0.17472790689610276,0.4095,0.1895,FALSE,FALSE,b2
00-0036893,2024,11,0.3578825162879915,0.14481134040368063,0.3565,0.154,FALSE,FALSE,b2
00-0036919,2024,11,0.10367143630601033,0.04391505679579773,0.131,0.0415,FALSE,FALSE,b3
00-0036973,2024,11,0.19644143769138256,0.09583516630217563,0.2555,0.0995,FALSE,FALSE,b3
00-0036997,2024,11,0.16493114680697682,0.07663622063407183,0.2135,0.0775,TRUE,FALSE,b3
00-0037228,2024,11,0.08356339296230082,0.03143111828839755,0.104,0.0285,FALSE,FALSE,b3
00-0037248,2024,11,0.5659832262606704,0.3027947707876286,0.41,0.1915,TRUE,FALSE,b1
00-0037267,2024,11,0.18176561675697822,0.08279421337994575,0.236,0.0845,FALSE,FALSE,b3
00-0037746,2024,11,0.243941977567665,0.0791734652010645,0.233,0.0785,FALSE,FALSE,b2
00-0037840,2024,11,0.7767850144162122,0.5334540464884392,0.6715,0.412,FALSE,FALSE,b1
00-0038040,2024,11,0.1322214228118069,0.05917192287535272,0.1695,0.058,FALSE,FALSE,b3
00-0038120,2024,11,0.6151519585003211,0.3544624581001104,0.465,0.2355,TRUE,TRUE,b1
00-0038134,2024,11,0.4151306612177636,0.18142488650509303,0.4195,0.1975,FALSE,FALSE,b2
00-0038542,2024,11,0.6051311243709037,0.3343446002206718,0.4535,0.218,FALSE,FALSE,b1
00-0038597,2024,11,0.40424413892571026,0.18267915056445783,0.4075,0.199,TRUE,FALSE,b2
00-0038622,2024,11,0.05601689766723169,0.020881936708217717,0.0675,0.018,FALSE,FALSE,b3
00-0039021,2024,11,0.05064897627714987,0.01722647388466403,0.0605,0.0145,FALSE,FALSE,b3
00-0039032,2024,11,0.0999570123489353,0.039649805361676844,0.126,0.037,FALSE,FALSE,b3
00-0039040,2024,11,0.4451770908001869,0.19479578714595117,0.2895,0.1095,TRUE,TRUE,b1
00-0039139,2024,11,0.5088569619621675,0.2555918873852272,0.3505,0.154,TRUE,FALSE,b1
00-0039165,2024,11,0.11257593444891674,0.042499122536762815,0.143,0.04,FALSE,FALSE,b3
00-0039364,2024,11,0.061350689008802986,0.01669673311588454,0.0745,0.014,FALSE,FALSE,b3
00-0039373,2024,11,0.13110921157179176,0.06098762307507537,0.168,0.06,FALSE,FALSE,b3
00-0039393,2024,11,0.05906858079309351,0.01984628810731774,0.0715,0.017,FALSE,FALSE,b3
00-0039738,2024,11,0.08356339296230082,0.023952209997575816,0.104,0.021,FALSE,FALSE,b3
00-0039874,2024,11,0.10478519742662637,0.037736442418935603,0.1325,0.035,FALSE,FALSE,b3
00-0039875,2024,11,0.10218603277574022,0.04297172453855702,0.129,0.0405,FALSE,FALSE,b3
00-0032104,2024,12,0.09530115029749982,0.04093036659366167,0.1195,0.039,TRUE,FALSE,b3
00-0032764,2024,12,0.611777239544662,0.3485515870477338,0.4725,0.2335,FALSE,FALSE,b1
00-0033280,2024,12,0.7225221416843,0.46947410701639525,0.6135,0.354,FALSE,FALSE,b1
00-0033293,2024,12,0.43167421732178035,0.19543319264541661,0.4375,0.2155,TRUE,FALSE,b2
00-0033553,2024,12,0.530396147689117,0.29251430723805627,0.38,0.184,FALSE,FALSE,b1
00-0033699,2024,12,0.2897610914139064,0.11211946089086076,0.277,0.1135,FALSE,FALSE,b2
00-0033897,2024,12,0.7365328355211969,0.5011175897418413,0.6325,0.3885,FALSE,FALSE,b1
00-0033923,2024,12,0.39016957386240203,0.22726488771938538,0.5145,0.2785,FALSE,FALSE,b3
00-0034184,2024,12,0.11924497155796923,0.04405268015485346,0.153,0.0425,FALSE,FALSE,b3
00-0034791,2024,12,0.3304841515782277,0.12515879653533282,0.3225,0.129,TRUE,FALSE,b2
00-0034844,2024,12,0.6617269536582423,0.42199144817213,0.534,0.3045,TRUE,TRUE,b1
00-0034975,2024,12,0.08192710155785274,0.03363648328290896,0.101,0.031,FALSE,FALSE,b3
00-0035261,2024,12,0.38610826497659484,0.16333071758015888,0.3855,0.1755,TRUE,TRUE,b2
00-0035685,2024,12,0.4479228447916239,0.21851498325841884,0.296,0.125,TRUE,FALSE,b1
00-0035700,2024,12,0.5096736624001212,0.25008584536081485,0.5265,0.2845,TRUE,TRUE,b2
00-0036139,2024,12,0.24138969001526278,0.12881685973865056,0.3235,0.1475,FALSE,FALSE,b3
00-0036158,2024,12,0.42598600006475745,0.18184846371102625,0.431,0.1985,FALSE,FALSE,b2
00-0036223,2024,12,0.7022906953747481,0.44534493369301154,0.5865,0.3285,FALSE,FALSE,b1
00-0036275,2024,12,0.37380103971207057,0.14828380166096586,0.3715,0.157,FALSE,FALSE,b2
00-0036328,2024,12,0.0801077005711953,0.03270701585691271,0.0985,0.03,FALSE,FALSE,b3
00-0036555,2024,12,0.6130309248922619,0.36467699086471567,0.474,0.2485,TRUE,FALSE,b1
00-0036875,2024,12,0.41154015196094174,0.1806460787822498,0.4145,0.197,FALSE,FALSE,b2
00-0036893,2024,12,0.3983943583516508,0.1669685580340404,0.3995,0.18,FALSE,FALSE,b2
00-0036919,2024,12,0.11176687164514222,0.0436089076448551,0.1425,0.042,FALSE,FALSE,b3
00-0036997,2024,12,0.15685697354721787,0.07210233190177509,0.206,0.0755,FALSE,FALSE,b3
00-0037228,2024,12,0.13947953572800767,0.05149338516350885,0.1815,0.051,TRUE,FALSE,b3
00-0037256,2024,12,0.41264727239082266,0.19035750465378062,0.263,0.1045,FALSE,FALSE,b1
00-0037267,2024,12,0.12670753493975595,0.05493464811205201,0.1635,0.055,FALSE,FALSE,b3
00-0037509,2024,12,0.05682433308776833,0.0191169865701047,0.067,0.016,FALSE,FALSE,b3
00-0037525,2024,12,0.08519405101426963,0.030834532003958075,0.1055,0.028,FALSE,FALSE,b3
