table,coverage,ftn_join_rate
ol_rates,0.9720723579815932,0.9659670309148837
front_rates,0.9720723579815932,0.9659670309148837
ol_continuity,0.9933354490637892,0.9659670309148837
ftn_front,0.985280588776449,0.9659670309148837
