player_id,posteam,defteam,game_id,source,rolling_epa_per_opp,wt_target_share,wt_air_yards_share,wt_air_yards_per_target,prior_epa_per_opp,baseline_epa_per_opp,is_cold_start,draft_tier,baseline_target_share,baseline_air_yards_share,player_name,form_residual,wt_team_total_plays,baseline_team_total_plays,wt_snap_share,wt_tgt_per_snap,baseline_snap_share,baseline_tgt_per_snap,games_played_so_far,def_used_fallback,def_short_pass_epa_adj,def_deep_pass_epa_adj,season,week,team_spread,implied_total,report_status,practice_status
00-0030506,KC,IND,2026_02_IND_KC,played,0.9936281309230253,0.1724137931034483,0.21804511278195488,5.8,0.370759208894021,0.370759208894021,FALSE,r2_3,0.1719242902208202,0.16214427531436135,Travis Kelce,0.6228689220290042,67,66.17647058823529,0.71,0.10204081632653061,0.8188235294117647,0.12084257206208426,1,TRUE,0.06329818854191158,0.5230733792768656,2026,2,5.5,26,NA,NA
00-0031610,CAR,ATL,2026_02_CAR_ATL,played,0.6191222015477251,0.05,0.02185792349726776,4,0.8076067147606053,0.8076067147606053,FALSE,udfa,0.1483050847457627,0.2260705289672544,Darren Waller,-0.18848451321288018,70,63.11764705882353,0.35,0.08333333333333333,0.45,0.15086206896551724,1,TRUE,0.16523944120285433,-0.2152912352291919,2026,2,2.5,23,NA,Full Participation in Practice
00-0033090,NE,PIT,2026_02_PIT_NE,played,0.03257922793272883,0.08333333333333333,0.05429864253393665,4,0.43320685800876163,0.43320685800876163,FALSE,r2_3,0.15789473684210525,0.15394622723330442,Hunter Henry,-0.4006276300760328,74,64.3529411764706,0.76,0.05555555555555555,0.7941176470588235,0.1001150747986191,1,TRUE,0.08797851087497882,0.7778988309013909,2026,2,5.5,23.5,NA,NA
00-0033110,LA,NYG,2026_02_NYG_LA,played,-2.3662121596280485,0.07142857142857142,0.03529411764705882,4.5,0.26070124975832343,0.26070124975832343,FALSE,r4_5,0.11464968152866242,0.083206106870229,Tyler Higbee,-2.626913409386372,61,66.52941176470588,0.2,0.16666666666666666,0.555,0.09836065573770492,1,TRUE,0.03201599785906588,0.7076539544966667,2026,2,7,27.25,NA,Did Not Participate In Practice
00-0033288,SF,MIA,2026_02_MIA_SF,played,-1.1161671683192254,0.14705882352941177,0.2550335570469799,7.6,0.6713052627073013,0.6713052627073013,FALSE,r4_5,0.1954674220963173,0.18355945730247406,George Kittle,-1.7874724310265266,65,66.05882352941177,0.46,0.16666666666666666,0.8118181818181818,0.12454873646209386,1,TRUE,0.027555215805809736,0.5346301119183033,2026,2,13.5,29,NA,Full Participation in Practice
00-0033858,GB,NYJ,2026_02_GB_NYJ,played,1.320993370085489,0.06521739130434782,0.0511727078891258,8,0.009849226599353306,0.009849226599353306,FALSE,r2_3,0.09433962264150944,0.07134146341463414,Jonnu Smith,1.3111441434861357,72,62.294117647058826,0.47,0.09375,0.5270588235294118,0.10261194029850747,1,TRUE,0.34605270262163196,0.5318607379355464,2026,2,3.5,24,NA,NA
00-0033881,DEN,JAX,2026_02_JAX_DEN,played,0.8108268948155455,0.15625,0.1956521739130435,3.6,0.04534130431633051,0.04534130431633051,FALSE,r1,0.1254071661237785,0.07845461009717943,Evan Engram,0.7654855904992149,53,67.76470588235294,0.63,0.15625,0.42125,0.16812227074235808,1,TRUE,-0.07116448753285862,0.2309677228020471,2026,2,3,24.25,NA,NA
00-0033885,LAC,LV,2026_02_LV_LAC,played,-0.0648431693087332,0.16666666666666666,0.10256410256410256,5.6,-0.0753077571559954,-0.0753077571559954,FALSE,r1,0.10810810810810811,0.0921004732435384,David Njoku,0.010464587847262202,59,68.41176470588235,0.55,0.16666666666666666,0.6391666666666667,0.0933852140077821,1,TRUE,0.0983557599736324,0.6584535451781405,2026,2,7,25.25,NA,NA
00-0034351,PHI,TEN,2026_02_PHI_TEN,played,1.6595683096995075,0.17857142857142858,0.2311111111111111,10.4,0.44052165594547676,0.44052165594547676,FALSE,r2_3,0.17558886509635974,0.148232901093313,Dallas Goedert,1.2190466537540308,54,63.411764705882355,0.95,0.09615384615384616,0.846,0.10419313850063533,1,TRUE,0.1465610225144575,0.40116314296455224,2026,2,7,23.25,NA,NA
00-0034383,HOU,CIN,2026_02_CIN_HOU,played,-0.315412622243457,0.1951219512195122,0.08074534161490683,3.25,0.3431415006696507,0.3431415006696507,FALSE,r4_5,0.17313915857605178,0.13830010493179434,Dalton Schultz,-0.6585541229131078,81,68.70588235294117,0.66,0.15384615384615385,0.7105882352941176,0.1293833131801693,1,TRUE,0.5197973649829014,0.27901455297062944,2026,2,2.5,24,NA,Did Not Participate In Practice
00-0034613,CIN,HOU,2026_02_CIN_HOU,played,-0.05948304303456098,0.027777777777777776,0.017699115044247787,4,0.023589487529063053,0.023589487529063053,FALSE,udfa,0.057971014492753624,0.03993288590604027,Tanner Hudson,-0.08307253056362403,65,66.82352941176471,0.09,0.16666666666666666,0.14733333333333334,0.16216216216216217,1,TRUE,-0.17941088340300465,0.22003794961825593,2026,2,-2.5,21.5,NA,NA
00-0034753,BAL,NO,2026_02_NO_BAL,played,0.34713782420537126,0.2222222222222222,0.16356877323420074,7.333333333333333,0.022109239233504257,0.022109239233504257,FALSE,r2_3,0.14925373134328357,0.1484511981297487,Mark Andrews,0.325028584971867,67,60.588235294117645,0.72,0.12244897959183673,0.6170588235294118,0.1111111111111111,1,TRUE,0.2595711230833513,0.23072522846101595,2026,2,8.5,27,NA,NA
00-0034798,BAL,NO,2026_02_NO_BAL,played,0.07803668349515647,0.037037037037037035,0.01486988847583643,4,NA,0.1800353329640066,TRUE,r4_5,0.08669165885660732,0.0679909093696707,Durham Smythe,-0.10199864946885012,67,60.588235294117645,0.62,0.023809523809523808,0.2541176470588235,0.020477815699658702,1,TRUE,0.2595711230833513,0.23072522846101595,2026,2,8.5,27,NA,NA
00-0034829,CIN,HOU,2026_02_CIN_HOU,played,0.9798443541595978,0.19444444444444445,0.27876106194690264,9,0.10196977223677366,0.10196977223677366,FALSE,r2_3,0.09409190371991247,0.1317365269461078,Mike Gesicki,0.8778745819228242,65,66.82352941176471,0.33,0.3333333333333333,0.3853846153846154,0.13395638629283488,1,TRUE,-0.17941088340300465,0.22003794961825593,2026,2,-2.5,21.5,NA,NA
00-0034981,HOU,CIN,2026_02_CIN_HOU,played,0.4655739556765184,0.04878048780487805,0.021739130434782608,3.5,-0.3735705005470663,-0.3735705005470663,FALSE,r4_5,0.0353356890459364,0.004868549172346641,Foster Moreau,0.8391444562235847,81,68.70588235294117,0.44,0.05714285714285714,0.3572727272727273,0.039525691699604744,1,TRUE,0.5197973649829014,0.27901455297062944,2026,2,2.5,24,NA,NA
00-0035229,MIN,CHI,2026_02_MIN_CHI,played,0.6343513631261886,0.17857142857142858,0.09659090909090909,3.4,0.21356765845258424,0.21356765845258424,FALSE,r1,0.13414634146341464,0.09421534936998854,T.J. Hockenson,0.4207837046736043,66,60.05882352941177,0.66,0.11627906976744186,0.7793333333333333,0.0955137481910275,1,TRUE,0.06378079659161205,0.17703762395967546,2026,2,-4.5,21.5,NA,NA
00-0035249,MIN,CHI,2026_02_MIN_CHI,played,-0.007395499778795056,0.14285714285714285,0.07386363636363637,3.25,0.5266724550856511,0.5266724550856511,FALSE,r2_3,0.05305039787798409,0.02545743834526651,Josh Oliver,-0.5340679548644461,66,60.05882352941177,0.65,0.09523809523809523,0.458,0.05,1,TRUE,0.06378079659161205,0.17703762395967546,2026,2,-4.5,21.5,NA,NA
