player_id,posteam,defteam,game_id,rolling_epa_per_opp,wt_carry_share,wt_target_share,prior_epa_per_opp,baseline_epa_per_opp,is_cold_start,draft_tier,baseline_carry_share,baseline_target_share,player_name,form_residual,wt_team_total_plays,baseline_team_total_plays,wt_snap_share,baseline_snap_share,games_played_so_far,def_used_fallback,def_rush_epa_adj,def_short_pass_epa_adj,def_deep_pass_epa_adj,season,week,team_spread,implied_total,report_status,practice_status,own_q_int,own_practice_int,weeks_missed,return_from_absence,above_new_out_share,above_q_share,above_long_out_share
00-0032104,IND,SEA,2025_15_IND_SEA,-0.3978456893833102,0.0408902862400278,0.4459400171783952,0.03779951567573261,0.03779951567573261,FALSE,r2_3,0.2796610169491525,0.5164835164835165,Ameer Abdullah,-0.4356452050590428,66.13622276412626,65,0.10326394003178396,0.369375,13,FALSE,-0.22778306540346643,-0.09288619246054126,0.031113338687266737,2025,15,-10.5,16,NA,NA,0,3,0,0,0,0,0
00-0032764,BAL,CIN,2025_15_BAL_CIN,0.07722399105525518,0.7642471686216438,0.41670686006685975,0.14295802373583305,0.14295802373583305,FALSE,r2_3,0.818639798488665,0.2716049382716049,Derrick Henry,-0.06573403268057787,67.5099640871548,66.05882352941177,0.5301070812850429,0.5741176470588235,13,FALSE,-0.11162891053061538,0.35094331933031986,-0.144695914230786,2025,15,1.5,26.5,NA,NA,0,3,0,0,0,0,0
00-0033280,SF,TEN,2025_15_TEN_SF,0.08882750030540644,0.7094265651555531,0.7208462631862604,-0.12570005609035978,-0.12570005609035978,FALSE,r1,0.6666666666666666,0.76,Christian McCaffrey,0.2145275563957662,64.31308889229686,64.29411764705883,0.7917794132269149,0.7224999999999999,13,FALSE,-0.11044922195783025,-0.01346428411324423,0,2025,15,12.5,28.5,NA,Full Participation in Practice,0,2,1,1,0,0,0
00-0033293,MIN,DAL,2025_15_MIN_DAL,-0.1695731614770939,0.547513400245456,0.7686732390118578,-0.032014122133263,-0.032014122133263,FALSE,r4_5,0.6710526315789473,0.7209302325581395,Aaron Jones,-0.1375590393438309,56.68127729064463,66.41176470588235,0.5456024207044041,0.6323529411764706,13,FALSE,-0.027518909515739785,0.15645985156833475,-0.14239897773188429,2025,15,-5.5,21,NA,Full Participation in Practice,0,2,0,0,0,0,0
00-0033526,CIN,BAL,2025_15_BAL_CIN,0.18512949831816228,0.34121859462933857,0.14625884924226126,0.25584101782139845,0.25584101782139845,FALSE,r4_5,0.055710306406685235,0.3723404255319149,Samaje Perine,-0.07071151950323618,70.30678097209044,68.17647058823529,0.31502183251570237,0.25823529411764706,13,FALSE,-0.2791224900562842,0.3719744376407536,-0.9132096591389758,2025,15,-1.5,25,NA,NA,0,3,0,0,0,0,0
00-0033854,HOU,ARI,2025_15_ARI_HOU,-0.2400721647828603,0.015340163531280374,0.1452983057567633,-0.04803145996476467,-0.04803145996476467,FALSE,udfa,0.08982035928143713,0.34146341463414637,Dare Ogunbowale,-0.19204070481809565,72.22870128972784,66.47058823529412,0.05382152445056382,0.27647058823529413,13,FALSE,-0.008626089247964099,-0.19862684543406736,0.3093797772979104,2025,15,7.5,25,NA,NA,0,3,0,0,0,0,0
00-0033923,KC,LAC,2025_15_LAC_KC,-0.009481688237410186,0.7605345437519243,0.5982114919981147,0.02226551939035413,0.02226551939035413,FALSE,r2_3,0.704225352112676,0.43243243243243246,Kareem Hunt,-0.03174720762776431,72.27909218529074,67.23529411764706,0.6863556130041238,0.5169230769230769,13,FALSE,-0.23050631501413443,-0.017472219351376595,-0.18428120935620507,2025,15,4.5,24.5,NA,NA,0,3,0,0,0,0,0
00-0033955,WAS,NYG,2025_15_WAS_NYG,-0.274728035980621,0.13494388619899517,0.5158574339252521,0.1133111566007614,0.1133111566007614,FALSE,r4_5,0.18181818181818182,0.1935483870967742,Jeremy McNichols,-0.3880391925813824,67.2189824075931,68.88235294117646,0.34331409330598717,0.21411764705882352,13,FALSE,0.1852374499548625,-0.12130254005074602,-0.03607749560060021,2025,15,-1.5,22,NA,NA,0,3,1,1,0,0.4071259554782093,0
00-0034844,PHI,LV,2025_15_LV_PHI,-0.18494238773003197,0.9133950813376528,0.7965190436948042,0.12649916024394653,0.12649916024394653,FALSE,r1,0.8,0.6935483870967742,Saquon Barkley,-0.3114415479739785,67.18335774148481,68.58823529411765,0.8286131507412607,0.734375,13,FALSE,-4.834432345432964e-4,0.8459493554919438,0,2025,15,12.5,25.5,NA,NA,0,3,0,0,0,0,0
00-0035250,NYG,WAS,2025_15_WAS_NYG,0.0646718981666625,0.4773440489514984,0.3874683101301412,-0.16340408221488797,-0.16340408221488797,FALSE,r2_3,0.40794223826714804,0.3116883116883117,Devin Singletary,0.22807598038155047,69.32470031901931,67.6470588235294,0.43520362128211043,0.3893333333333333,13,FALSE,0.037399708169556824,0.6326691370126465,0,2025,15,1.5,23.5,NA,NA,0,3,1,1,0,0,0
00-0035261,TEN,SF,2025_15_TEN_SF,-0.23166928066478604,0.730283188762648,0.2731059808116539,-0.1277225276941634,-0.1277225276941634,FALSE,r4_5,0.7565217391304347,0.6333333333333333,Tony Pollard,-0.10394675297062264,64.6174532046021,66.3529411764706,0.5322826649319746,0.678125,13,FALSE,0.016504830068879935,0.035431542641853546,0,2025,15,-12.5,16,NA,Full Participation in Practice,0,2,0,0,0,0,0
00-0035537,BUF,NE,2025_15_BUF_NE,0.8151086412667352,0.07666923097972536,0.4750007376346945,0.36469427882072125,0.36469427882072125,FALSE,r6_udfa,0.11263736263736264,0.3048780487804878,Ty Johnson,0.45041436244601396,66.7692915681493,64.76470588235294,0.3067701864400781,0.2876470588235294,13,FALSE,-0.007810305471005101,-0.9527226667304294,-0.1758225749421932,2025,15,1.5,25,NA,NA,0,3,0,0,0,0,0.12146192675768774
00-0035685,DET,LA,2025_15_DET_LA,0.25574301585277176,0.3296437019786773,0.19561683153169904,0.03163606507982413,0.03163606507982413,FALSE,r2_3,0.47692307692307695,0.4318181818181818,David Montgomery,0.22410695077294762,64.55102033937723,67.70588235294117,0.3775091214582199,0.4185714285714286,13,FALSE,-0.20343168577847656,0.05884369045480247,-0.668286453480477,2025,15,-3.5,24,NA,NA,0,3,0,0,0,0,0
00-0035700,GB,DEN,2025_15_GB_DEN,0.08855016020223738,0.753886113591726,0.5412319336678222,-0.0489782974399718,-0.0489782974399718,FALSE,r1,0.6763392857142857,0.5972222222222222,Josh Jacobs,0.13752845764220917,60.15546335322499,65.58823529411765,0.564943232088658,0.6341176470588236,13,FALSE,0.030148381017091084,-0.8341187969842632,-1.2234316354202386,2025,15,1.5,21.5,Questionable,Limited Participation in Practice,1,1,0,0,0,0,0
00-0036139,CAR,NO,2025_15_CAR_NO,-0.04853600443419198,0.7049311287271383,0.5885860012369792,-0.021800677235589736,-0.021800677235589736,FALSE,udfa,0.7142857142857143,0.5882352941176471,Rico Dowdle,-0.026735327198602245,60.23330709948583,63,0.6541370889866713,0.575,13,FALSE,-0.16604334967684087,0.11241099081229658,0,2025,15,1.5,20.5,NA,NA,0,3,1,1,0,0,0
00-0036223,IND,SEA,2025_15_IND_SEA,-0.11115961879259696,0.9733419679818368,0.5640834472286776,-0.10311247729562213,-0.10311247729562213,FALSE,r2_3,0.9242424242424242,0.62,Jonathan Taylor,-0.00804714149697483,66.13622276412626,65,0.8613659520611545,0.8028571428571428,13,FALSE,-0.22778306540346643,-0.09288619246054126,0.031113338687266737,2025,15,-10.5,16,NA,NA,0,3,0,0,0,0,0
