stratum,nominal,cov_a,cov_b,wid_a,wid_b,cov_diff_pp,wid_pct
pooled,0.5,0.49457121291296524,0.4981710503396621,5.439599317455916,5.497007805309982,0.3599837426696839,1.055380819499696
pooled,0.8,0.7922545433432039,0.7975962375892701,10.309476491349145,10.498672108027325,0.5341694246066231,1.835162210583019
pooled,0.9,0.8946757243221274,0.8987400569006561,13.553584141635843,13.793222704087727,0.4064332578528673,1.7680825968072078
low_opp_3_5,0.5,0.49679979518689193,0.4962877624167947,4.374893799255212,4.359109617203976,-0.051203277009725934,-0.3607900620107296
low_opp_3_5,0.8,0.7956989247311828,0.7972350230414746,8.293837655269634,8.32552727223026,0.1536098310291889,0.3820862944006631
low_opp_3_5,0.9,0.9013056835637481,0.9014336917562724,10.901561427863584,10.938952681751505,0.012800819252434259,0.3429898931023967
