cell,bin,n,pred,emp,delta,method,threshold,position
exante_high,"[0,0.1)",70,0.0786873787341878,0.14285714285714285,0.06416976412295505,platt_vegas,20+,RB
exante_high,"[0.1,0.2)",452,0.15383040270566323,0.1504424778761062,-0.003387924829557021,platt_vegas,20+,RB
exante_high,"[0.2,0.3)",406,0.24770793751129108,0.22413793103448276,-0.02357000647680832,platt_vegas,20+,RB
exante_high,"[0.3,0.4)",196,0.34174260096323866,0.32142857142857145,-0.02031402953466721,platt_vegas,20+,RB
exante_high,"[0.4,0.5)",61,0.43910724765000636,0.4262295081967213,-0.012877739453285075,platt_vegas,20+,RB
exante_high,"[0.5,0.6)",14,0.5239942753238678,0.21428571428571427,-0.3097085610381535,platt_vegas,20+,RB
exante_high,"[0.6,0.7)",5,0.6277202514898502,0.4,-0.2277202514898502,platt_vegas,20+,RB
exante_high,"[0.7,0.8)",1,0.7394475396016027,1,0.2605524603983973,platt_vegas,20+,RB
exante_high,"[0.8,0.9)",1,0.8176059636353775,0,-0.8176059636353775,platt_vegas,20+,RB
exante_low,"[0,0.1)",421,0.023195319233964114,0.021377672209026127,-0.0018176470249379878,platt_vol_vegas,20+,RB
exante_mid,"[0,0.1)",542,0.05084895380182709,0.06457564575645756,0.013726691954630471,platt_vol_vegas,20+,RB
exante_mid,"[0.1,0.2)",77,0.12112494830107304,0.05194805194805195,-0.06917689635302109,platt_vol_vegas,20+,RB
exante_mid,"[0.2,0.3)",1,0.23948371482733394,0,-0.23948371482733394,platt_vol_vegas,20+,RB
exante_high,"[0,0.1)",72,0.07649107306619145,0.1388888888888889,0.06239781582269745,platt_vol_vegas,20+,RB
exante_high,"[0.1,0.2)",446,0.1534764964769419,0.1547085201793722,0.0012320237024303071,platt_vol_vegas,20+,RB
exante_high,"[0.2,0.3)",406,0.24741130848894755,0.22167487684729065,-0.0257364316416569,platt_vol_vegas,20+,RB
exante_high,"[0.3,0.4)",203,0.3413849557182757,0.32019704433497537,-0.02118791138330034,platt_vol_vegas,20+,RB
exante_high,"[0.4,0.5)",56,0.44109648160496934,0.39285714285714285,-0.04823933874782649,platt_vol_vegas,20+,RB
exante_high,"[0.5,0.6)",15,0.5294329279310225,0.26666666666666666,-0.2627662612643558,platt_vol_vegas,20+,RB
exante_high,"[0.6,0.7)",6,0.6224715238904741,0.5,-0.12247152389047411,platt_vol_vegas,20+,RB
exante_high,"[0.7,0.8)",1,0.7330293924809238,1,0.2669706075190762,platt_vol_vegas,20+,RB
exante_high,"[0.8,0.9)",1,0.8263068889205702,0,-0.8263068889205702,platt_vol_vegas,20+,RB
exante_low,"[0,0.1)",292,0.08467465753424658,0.0821917808219178,-0.0024828767123287743,raw,15+,WR
exante_low,"[0.1,0.2)",350,0.11941285714285714,0.10571428571428572,-0.013698571428571421,raw,15+,WR
exante_mid,"[0,0.1)",29,0.0925,0.13793103448275862,0.04543103448275862,raw,15+,WR
exante_mid,"[0.1,0.2)",775,0.1542341935483871,0.13161290322580646,-0.022621290322580645,raw,15+,WR
exante_mid,"[0.2,0.3)",746,0.2502520107238606,0.2734584450402145,0.023206434316353886,raw,15+,WR
exante_mid,"[0.3,0.4)",508,0.3476476377952756,0.4015748031496063,0.05392716535433073,raw,15+,WR
exante_mid,"[0.4,0.5)",313,0.43868690095846646,0.402555910543131,-0.03613099041533546,raw,15+,WR
exante_mid,"[0.5,0.6)",58,0.5181810344827587,0.5344827586206896,0.016301724137930962,raw,15+,WR
exante_high,"[0.3,0.4)",8,0.3636875,0.375,0.011312500000000003,raw,15+,WR
exante_high,"[0.4,0.5)",90,0.46474444444444446,0.43333333333333335,-0.03141111111111111,raw,15+,WR
exante_high,"[0.5,0.6)",152,0.5478618421052631,0.5394736842105263,-0.008388157894736792,raw,15+,WR
exante_high,"[0.6,0.7)",29,0.6321379310344828,0.5862068965517241,-0.045931034482758704,raw,15+,WR
exante_low,"[0,0.1)",297,0.08117383769376663,0.08080808080808081,-3.657568856858112e-4,platt,15+,WR
exante_low,"[0.1,0.2)",345,0.12066281707841335,0.1072463768115942,-0.013416440266819152,platt,15+,WR
exante_mid,"[0,0.1)",51,0.08515360695289532,0.11764705882352941,0.032493451870634085,platt,15+,WR
