position,threshold,cohort,n,mae_old,mae_new,median_old,median_new,mae_delta,pct_improve,wilcox_p
WR,p75_min4wk,role_change,203,2.360394528724157,2.272898555484279,2.198912078539788,1.9144333352152447,-0.08749597323987768,3.706836809487569,0.23960069709955278
WR,p75_min4wk,stable,620,2.488086348562329,2.2241863188145055,2.078120873049229,1.8315334210000298,-0.26390002974782334,10.606546267990684,1.2717377713482055e-9
WR,p75_min4wk,overall,823,2.456590067362877,2.236201609268897,2.09873695446331,1.8400047629301817,-0.2203884580939799,8.971316013280333,4.423908485686727e-9
RB,p75_min4wk,role_change,145,5.428860443605327,5.649655230115194,5.355223678942494,5.44762864364046,0.22079478650986673,-4.067055854602813,0.3691483364196812
RB,p75_min4wk,stable,381,5.329875744621405,4.6549493335767895,4.813182415864304,4.242009327646439,-0.6749264110446154,12.663079654825184,3.9218208993982295e-11
RB,p75_min4wk,overall,526,5.3571624011854135,4.929155331671977,5.043786581135156,4.5914912577217235,-0.4280070695134368,7.989436150353198,4.4618908570483927e-7
