position,n,vol_slope_per_7pt_spread,vol_spearman_spread,vol_slope_per_3pt_itotal,tot_slope_per_3pt_itotal,tot_spearman_itotal
QB,6065,-0.20205784179483124,-0.03283161246191854,0.32809447103822637,1.4891098649729233,0.18025360370407056
RB,11289,0.23751649379438283,0.04121286527252805,0.07923679273724539,0.40558580286070095,0.12422602890300052
TE,6405,-0.01859890903695928,-0.010080485840931339,0.03966689180702139,0.36082338284889637,0.1248775565665267
WR,16745,-0.011334754683229434,-0.010176688275810641,0.055038827797746034,0.37717603678367917,0.11086301125125424
