component,stratum,nominal,empirical,sharpness,delta
efficiency,pooled,0.5,0.5148632580261593,0.3891427954552891,0.014863258026159287
efficiency,pooled,0.8,0.8008323424494649,0.7265766830788664,8.323424494648402e-4
efficiency,pooled,0.9,0.896551724137931,0.9632233351415348,-0.0034482758620689724
volume,pooled,0.5,0.5059453032104637,7.0711445595552345,0.005945303210463715
volume,pooled,0.8,0.7996432818073722,13.140071070205506,-3.567181926278362e-4
volume,pooled,0.9,0.896551724137931,18.195874688897668,-0.0034482758620689724
combined,pooled,0.5,0.504756242568371,4.938785886979125,0.0047562425683710385
combined,pooled,0.8,0.8020214030915577,9.461585383029519,0.0020214030915576275
combined,pooled,0.9,0.9001189060642093,12.503664608374656,1.1890606420927874e-4
